Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
35,"Consider an array multiplier for multiplying two n bit numbers. If each gate in the circuit has a unit delay, the total delay of the multiplier is",,Θ(1),,Θ(log n),,Θ(n),,Θ(n 2 ),,C,MCQ,"Number of gates used in ‘n’ bit array multiplier (n * n) = (2n – 1)  Each gate in the circuit has a unit delay.   Total delay, = 1 * (2n – 1) = O(2n – 1) = O(n) Suppose 2 numbers A and B.  Take, A = A0 A1 A2 A3 B = B0 B1 B2 B3 For multiplying A and B we need to do, Multiply A0 A1 A2 A3 with B1 need 1 AND gate Multiply A0 A1 A2 A3 with B2 need 1 AND gate Multiply A0 A1 A2 A3 with B3 need 1 AND gate Multiply A0 A1 A2 A3 with B4 need 1 AND gate Also 3 OR gates are required to add terms got by AND gates.  So, total gates required = 4+3 = 7 that is 2N-1.  So, Time complexity = ϴ(n) Option (C) is correct.",
36,"Consider the ALU shown below. If the operands are in 2's complement representation, which of the following operations can be performed by suitably setting the control lines K and C0 only (+ and - denote addition and subtraction respectively) ?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/895cc2c4df7436d7-zWOLBQz9OuzaZqo9tFfMA5bvT7e4hz.png,"A + B, and A - B, but not A + 1",,"A + B, and A + 1, but not A - B",,"A + B, but not A - B, or A + 1",,"A + B, and A - B, and A + 1",,A,MCQ,"We can set value of k and c as 0 or 1  Two things we need to know--- If we take xor of any number with 1 we get it in its complement form. If we take xor of any number with 0 we get that number itself. So on setting k=1 we can get –B and c will work like select signal  Like c=0 means add  C=1 means subtract  Hence with k=1 c=1 we get A-B  With K=0 c=0 we get A+B  We need b=1,c=0 or b=0,c=1 to get A+1  since b isn't predefined we can't get A+1  So Ans is (A) part.",
37,"The literal count of a boolean expression is the sum of the number of times each literal appears in the expression. For example, the literal count of (xy + xz') is 4. What are the minimum possible literal counts of the product-of-sum and sum-of-product representations respectively of the function given by the following Karnaugh map ? Here, X denotes ""don't care""",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/765666f13c37df28-43v0kZKD5aXuUbj4ML5Ks6Iq7us5Kd.jpg,"(11, 9)",,"(9, 13)",,"(9, 10)",,"(11, 11)",,C,MCQ,"Analyzing both POS as well as SOP Sop- wy+w’y’+z’wx’+xyz’  Literal count=10  Pos--- (w’+z’)(x’+y)(z+w+x)(z’+y’)  Literal count=9  So, option (C) is correct.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Explanation_Images/8d2fca2cf470a198-bGjLmTDyTdiF0iEjH9bQIdKaCb5UH3.webp
38,"A 1-input, 2-output synchronous sequential circuit behaves as follows : Let zk, nk denote the number of 0's and 1's respectively in initial k bits of the input (zk + nk = k). The circuit outputs 00 until one of the following conditions holds. zk - nk = 2. In this case, the output at the k-th and all subsequent clock ticks is 10. nk - zk = 2. In this case, the output at the k-th and all subsequent clock ticks is 01. What is the minimum number of states required in the state transition graph of the above circuit?",,5,,6,,7,,8,,A,MCQ,"The answer must be 5 to this question as we just need to count the difference of the number of 0's and 1's in the first k bit of a number. And we just need to count till this count reaches 2 or -2 (negative when number of 0's is less than number of 1's) . So, the possibilities are -2, -1, 0, 1 and 2 which represents the five states of the state transition diagram. For state -2, the output of the circuit will be 01, for state 2, output will be 10 (both these states not having any outgoing transitions) and for other 3 states, output will be 00 as per the given description of the circuit.",
39,The regular expression 0*(10*)* denotes the same set as,,(1*0)*1*,,0 + (0 + 10)*,,(0 + 1)* 10(0 + 1)*,,none of these,,A,MCQ,"There is property of regular expression (a+b)* = (a*b*)* = (a*+b*)* = (a*+b)* = a*(ba*)*= (b*a)*b*.  (1*0)*1* can generate all strings that generated by given regular expression 0*(10*)*.  So, option (A) is correct.",
40,"Consider the NFA M shown below. Let the language accepted by M be L. Let L1 be the language accepted by the NFA M1, obtained by changing the accepting state of M to a non-accepting state and by changing the non-accepting state of M to accepting states. Which of the following statements is true ?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/9e1cb9ffc5bc9dfa-IrNb0deps8cMJVHWNtBimC6jdOzF3L.jpg,"L1 = {0, 1}* - L",,"L1 = {0, 1}*",,L1 ⊆ L,,L1 = L,,B,MCQ,"In case of a Deterministic Finite Automata (DFA) when we change the accepting states into non-accepting states and non-accepting states into accepting states, the new DFA obtained accepts the complement of the language accepted by the initial DFA. It is because we have one single movement for a particular input alphabet from one state so the strings accepted by the transformed DFA will be all those which are not accepted by the actual DFA. But it is not the case with the NFA’s (Non-Deterministic Finite Automata). In case of NFA we need to have a check on the language accepted by the NFA. The NFA obtained by changing the accepting states to non-accepting states and non-accepting states to accepting states is as follows:- Here we can see that as i.  The initial state is an accepting state hence null string is always accepted by the NFA. ii. There is a movement from state 1 to state 2 on both {0, 1} input alphabets and further any  number of 1’s and 0’s or even none in the string lets the string be at an accepting state(state 2). Hence the language accepted by the NFA can be any string with any combination of 0’s and 1’s including a null string i.e. {null, 0, 1, 00, 01, 10, 11,……………..} so L1= {0, 1}*.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Explanation_Images/0db52cf2d2abe1d3-HMV4vjecMW2OOzLcArwfPIseMnZPRL.jpg
41,"Consider the following deterministic finite state automaton M. Let S denote the set of seven bit binary strings in which the first, the fourth, and the last bits are 1. The number of strings in S that are accepted by M is",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/10c83b80f606c00b-YyF2jglayNp8d8gYrpU7h1oN2nM8ne.png,1,,5,,7,,8,,C,MCQ,"Given a language of 7 bit strings where 1st, 4th and 7th bits are 1.  The following are 7 strings of language that can be accepted by DFA.  1001001 1001011 1001101 1001111  1101001 1111001 1011001",
42,"If the strings of a language L can be effectively enumerated in lexicographic (i.e., alphabetic) order, which of the following statements is true ?",,L is necessarily finite,,L is regular but not necessarily finite,,L is context free but not necessarily regular,,L is recursive but not necessarily context free,,D,MCQ,"The strings of a language L can be effectively enumerated  means a Turing machine exists for language L  which will enumerate all valid strings of the language. If the string is in lexicographic order  then TM will accept the string and halt in the final state. But, if the string is not lexicographic order then TM will reject the string and halt in non-final state. Thus, L is recursive language. We can not construct PDA for language L. So, the given language is not context free.  Thus, option (D) is correct.",
43,"Let G = ({S}, {a, b} R, S) be a context free grammar where the rule set R is S → a S b | SS | ε Which of the following statements is true?",,G is not ambiguous,,"There exist x, y, ∈ L (G) such that xy ∉ L(G)",,There is a deterministic pushdown automaton that accepts L(G),,We can find a deterministic finite state automaton that accepts L(G),,C,MCQ,"An ambiguous grammar can be converted to unambiguous one. Here we can get grammar in partial GNF form as S -> ab | abS | aSb | aSbS We can convert this into GNF too but no need for PDA reasoning so, above grammar is not a ambiguous thus a definite PDA possible Trick for this is but just deriving 3-4 strings from grammar, we can easily understand its (a n b n )* above expression a n b n is in CFL thus closure of DCFG is a DCFG i.e., you can get L = {ε, ab, abab, aabb, aabbab, abaabb, ababab,......} PDA will push ""a"" until ""b"" is read, start popping ""a"" for the ""b"" read. If ""a"" is read again from the tape then push only when stack is empty else terminate. Repeat this until string is read.",
44,Nobody knows yet if P = NP. Consider the language L defined as follows : Which of the following statements is true ?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/54c6a6ef024a4af1-hqcQrQaPp4bChMiUjD44fsayjKtBAv.png,L is recursive,,L is recursively enumerable but not recursive,,L is not recursively enumerable,,Whether L is recursive or not will be known after we find out if P = NP,,A,MCQ,"Answer is A. in both case(P = NP or P != NP) L is regular, so L is recursive.  Thanks to Vikrant for the above explanation.",
45,"Define languages L0 and L1 as follows : L0 = {< M, w, 0 > | M halts on w} L1 = {< M, w, 1 > | M does not halts on w} Here < M, w, i > is a triplet, whose first component. M is an encoding of a Turing Machine, second component, w, is a string, and third component, i, is a bit. Let L = L0 ∪ L1. Which of the following is true ?",,"L is recursively enumerable, but L' is not",,"L' is recursively enumerable, but L is not",,Both L and L' are recursive,,Neither L nor L' is recursively enumerable,,D,MCQ,"Since Halting problem of Turing Machines is undecidable. So, L = L0 ∪ L1 is undecidable even not semi-decidable. That is not recursive enumerable , therefore, its complement (L') is also not recursive enumerable.   Option (D) is correct.",
46,"A single tape Turing Machine M has two states q0 and q1, of which q0 is the starting state. The tape alphabet of M is {0, 1, B} and its input alphabet is {0, 1}. The symbol B is the blank symbol used to indicate end of an input string. The transition function of M is described in the following table 0 1 B q0 q1, 1, R q1, 1, R Halt q1 q1, 1, R q0, 1, L q0, B, L The table is interpreted as illustrated below. The entry (q1, 1, R) in row q0 and column 1 signifies that if M is in state q0 and reads 1 on the current tape square, then it writes 1 on the same tape square, moves its tape head one position to the right and transitions to state q1.  Which of the following statements is true about M ?",,M does not halt on any string in (0 + 1)+,,M does not halt on any string in (00 + 1)*,,M halts on all string ending in a 0,,M halts on all string ending in a 1,,A,MCQ,"Whenever B is given as a input, turing machine halts. This implies epsilon is only accepted when B occurs as an input. In positive closure, epsilon is not present. So, Turing machine never halts in case of (0+1) + . Thus, option (A) is correct.",
47,"Consider two languages L1 and L2 each on the alphabet ∑. Let f : ∑ → ∑ be a polynomial time computable bijection such that (∀ x) [x ∈ L1 if f(x) ∈ L2]. Further, let f -1 be also polynomial time computable. Which of the following CANNOT be true?",,L1 ∈ P and L2 is finite,,L1 ∈ NP and L2 ∈ P,,L1 is undecidable and L2 is decidable,,L1 is recursively enumerable and L2 is recursive,,C,MCQ,"We have one to one mapping for all instances of L1 to L2. L1 is given to be undecidable. Further L1 is polynomial time reducible to L2. (By given mapping). Now if L2 is decidable then there is algorithm to solve L2 in polytime. But then we can solve every instance of L1 in polytime, making L1 also decidable. Contradiction",
48,"A piecewise linear function f(x) is plotted using thick solid lines in the figure below (the plot is drawn to scale). If we use the Newton-Raphson method to find the roots of f(x) = 0 using x0, x1 and x2 respectively as initial guesses, the roots obtained would be",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/6fe4d9b093bcefb2-9nZxedjRrkW9JpW6pOtNkzi3XFHgV9.jpg,"1.3, 0.6, and 0.6 respectively",,"0.6, 0.6, and 1.3 respectively",,"1.3, 1.3, and 0.6 respectively",,"1.3, 0.6, and 1.3 respectively",,D,MCQ,"First of all, There is a mistake in coordinates of a given point. I have corrected that in red color. Now in Newton-Raphson method, we draw a tangent from our guess point, and our new guess would be the point where this tangent cuts x-axis. Now we choose initial guess points one by one : x0 : Tangent at this point is line AB itself, and that would cut x-axis at point (1.0,0.0)  (found using equation of line AB). So our next guess would be 1.0. Point on the curve corresponding to this new guess 1.0 is shown as F. Now tangent at point F is line DE,   which cuts x-axis at 1.3, and at this point, value of function is zero, so we found  the root as 1.3. x1 : Tangent at this point is line BE, which cuts x-axis at 0.6, also function value is zero here, so we find root as 0.6. x2 : Tangent at this point is line CD, which cuts x-axis at 1.05 (again found by finding equation of line CD). Point on the curve corresponding to this new guess 1.05 is shown as G. Now tangent at point G is line DE, which cuts x-axis at 1.3, and at this point, value of function is zero, so we found the root as 1.3.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Explanation_Images/629a65d1e049fdb6-kn2k5D3DSPOGBnV3e0BNoEWEzgDtEu.jpg
49,"A graph G = (V, E) satisfies |E| ≤ 3 |V| - 6. The min-degree of G is defined as . Therefore, min-degree of G cannot be",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/851bc53fb145b998-RnUEjpEPXf9bNh0Klm03zfPxS9ucbh.png,3,,4,,5,,6,,D,MCQ,"Let the min-degree of G be x, then G has at least |v| *x/2 edges.

|v|*x/2 <= 3* |v| -6

for x=6, we get 0 <= -6, Therefore, min degree of G cannot be 6.

Hence answer is (D).",
50,"Let G be an arbitrary graph with n nodes and k components. If a vertex is removed from G, the number of components in the resultant graph must necessarily lie between",,k and n,,k - 1 and k + 1,,k - 1 and n - 1,,k + 1 and n - k,,C,MCQ,Minimum:  The removed vertex itself is a separate connected component.  So removal of a vertex creates k-1 components.  Maximum:  It may be possible that the removed vertex disconnects all components.  For example the removed vertex is center of a star. So removal creates n-1 components.,
51,How many perfect matchings are there in a complete graph of 6 vertices ?,,15,,24,,30,,60,,A,MCQ,"A perfect matching, every vertex of the graph is incident to exactly one edge of the matching. A perfect matching is therefore a matching of a graph containing n/2 edges, the largest possible, meaning perfect matchings are only possible on graphs with an even number of vertices.",
52,"m identical balls are to be placed in n distinct bags. You are given that m ≥ kn, where, k is a natural number ≥ 1. In how many ways can the balls be placed in the bags if each bag must contain at least k balls?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/d2956e27f4757c20-mnoztRbCt3ShlupBKGfmFykyS3hiFi.png,C,,D,,B,,A,,C,MCQ,"This is very simple application of stars and bars . Since we want atleast k balls in each bag, so first we put kn balls into bags, k balls in each bag. Now we are left with m - kn balls, and we have to put them into n bags such that each bag may receive 0 or more balls. So applying theorem 2 of stars and bars with m - nk stars and n bars, we get number of ways to be m−kn+n-1 C n−1 . So option (B) is correct.",
53,"Let A be a sequence of 8 distinct integers sorted in ascending order. How many distinct pairs of sequences, B and C are there such that (i) each is sorted in ascending order, (ii) B has 5 and C has 3 elements, and (iii) the result of merging B and C gives A?",,256,,56,,30,,2,,B,MCQ,"Suppose you have selected 3 elements from 8 in 8C3 ways, the remaining elements are treated as another array and merging both the arrays gives the sorted array. Here, you can select either 3 or 5. => 8C3 = 8C5 = 8!/(3!5!) = 7*8 = 56 Ways.",
54,"n couples are invited to a party with the condition that every husband should be accompanied by his wife. However, a wife need not be accompanied by her husband. The number of different gatherings possible at the party is",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/cf9f1360cb1ff030-J0odnOdg2obWcikUU7c32SYV5TULmw.png,A,,B,,C,,D,,B,MCQ,"There are three options for every couple. 1) Nobody goes to gathering 2) Wife alone goes 2) Both go Since there are n couples, total possible ways of gathering are 3 n",
55,"For a pipelined CPU with a single ALU, consider the following situations 1. The j + 1-st instruction uses the result of the j-th instruction as an operand 2. The execution of a conditional jump instruction 3. The j-th and j + 1-st instructions require the ALU at the same time Which of the above can cause a hazard ?",,1 and 2 only,,2 and 3 only,,3 only,,All of above,,D,MCQ,Case 1: Is of data dependency .this can’t be safe with single ALU so read after write. Case 2:Conditional jumps are always hazardous they create conditional dependency in pipeline. Case 3:This is write after read problem or concurrency dependency so hazardous All the three are hazardous So (D) is correct option .,
56,Which of the following assertions is FALSE about the Internet Protocol (IP) ?,,It is possible for a computer to have multiple IP addresses,,IP packets from the same source to the same destination can take different routes in the network,,IP ensures that a packet is discarded if it is unable to reach its destination within a given number of hops,,The packet source cannot set the route of an outgoing packets; the route is determined only by the routing tables in the routers on the way,,D,MCQ,"See following liens from In computer networking, source routing allows a sender of a packet to partially or completely specify the route the packet takes through the network. In the Internet Protocol, two header options are available which are rarely used: ""strict source and record route"" (SSRR) and ""loose source and record route"" (LSRR). Because of security concerns, packets marked LSRR are frequently blocked on the Internet. If not blocked, LSRR can allow an attacker to spoof its address but still successfully receive response packets.",
57,Which of the following functionalities must be implemented by a transport protocol over and above the network protocol ?,,Recovery from packet losses,,Detection of duplicate packets,,Packet delivery in the correct order,,End to end connectivity,,D,MCQ,"End to end connectivity is the required functionality provided by Transport protocol. UDP of transport layer protocol that doesn't implement other three functionalities, they are implemented only in TCP.",
58,Consider the following formula a and its two interpretations I1 and I2 Which of the following statements is true?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/5f5f8e2614e454a6-oEgHpTftL6MyCaeLHtTHHbT77EtwcF.png,"I2 satisfies α, I1 does not",,Neither I2 nor I2 satisfies α,,Both I1 and I2 satisfy α,,"I1 satisfies α, I2 does not",,C,MCQ,"First of all, note that, in α, ¬Qyy is always false, because every number divides itself. Also not that rightmost formula (∀x)[¬Px] is always false, because clearly it is not the case that every number is not the prime number (in case of I1), nor it is the case that every number is not the composite number (in case of I2). Also note that, variable x in this expression is not same as variable x in leftside expression, they are independent. In fact, we can rewrite α as α:(∀x)[Px⇔(∀y)[Qxy⇔¬Qyy]]⇒(∀z)[¬Pz]. Let us consider I1 first. So let us assign some value to x, and see if it satisfies α. We can partition assignments of x into 3 parts : when x is prime, when x is composite, when x is 1. When x is prime : Px is true, also Qxy is false for all y except 1, because only 1 divides x. So formula Qxy⇔¬Qyy is true for all y except 1, but due to ∀y outside this, whole formula ∀y[Qxy⇔¬Qyy] becomes false, because it would have been true if Qxy⇔¬Qyy was true for every y. So now [Px⇔(∀y)[Qxy⇔¬Qyy]] becomes false for all x whenever x is prime. Since for some x (where x is prime), [Px⇔(∀y)[Qxy⇔¬Qyy]] is false, so (∀x)[Px⇔(∀y)[Qxy⇔¬Qyy]] is definitely false, since false⇒ false is true, so α is true in I1, and we don't need other cases of x. Now consider I2. Here also we can argue in the same way as we did in cases of I1, here case of x being composite leads to false⇒false, and so α is also true in I2, hence option (D) is correct.",
59,"Consider the following logic program P A(x) <- B(x, y), C(y)      <- B(x,x) Which of the following first order sentences is equivalent to P?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/4d03e3ffd5d8fc90-jIgpOUEneMAcP4y4qpK11ti8B0gGb4.png,A,,B,,C,,D,,C,MCQ,,
60,"The following resolution rule is used in logic programming. Derive clause (P ∨ Q) from clauses (P ∨ R), (Q ∨ ¬R) Which of the following statements related to this rule is FALSE?",,((P ∨ R) ∧ (Q ∨ ¬R)) ⇒ (P ∨ Q) is logically valid,,(P ∨ Q) ⇒ ((P ∨ R)) ∧ (Q ∨ ¬R)) is logically valid,,(P ∨ Q) is satisfiable if and only if (P ∨ R) ∨ (Q ∨ ¬R) is satisfiable,,(P ∨ Q) ⇒ FALSE if and only if both P and Q are unsatisfiable,,B,MCQ,"Option A: According to the resolution principle, (P+R)(Q+R’) -> (P+Q), hence this is correct. Option B: (P+Q) -> (P+R)(Q+R’) = P’Q’ + PQ + P’R’ + QR. This is the converse of the Resolution Principle and the converse function does not work in Resolution Principle. Hence, this is false, and therefore Option B is correct. Option C: Any formula can be satisfiable only if at least one true exists in its truth table. Consider here: α = P + Q and β = (P + R)(Q + R’) For α to be satisfiable, we must have P = 1, and Q = 1, then in that case β is also satisfiable. For β to be satisfiable, we must have P = 1, Q = 0, and R = 0, then in that case, α is also satisfiable. Therefore, the statement in option C is also valid. Option D: Consider here, Let us take α = (P+Q) as false and β: both P and Q are unsatisfiable. α is true when only when P = false and Q = false, otherwise false in every case. β is true only when P = false and Q = false and otherwise false in every case. This implies that α ≣ β. Hence, the statement in Option D is also correct. Conclusion: As the question is asking which option is not correct, Hence Option B is the correct answer.",
61,Which of the following is a valid first order formula ? (Here α and β are first order formulae with x as their only free variable),https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/b658794f65978905-5BAAavv4NkT77Wpm1EEmCnU9KMMwYK.png,A,,B,,C,,D,,D,MCQ,,
62,Which of the following statements is FALSE ?,,"In statically typed language, each variable in a program has a fixed type",,"In un-typed languages, values do not have any types",,"In dynamically typed languages, variables have no types",,"In all statically typed languages, each variable in a program is associated with values of only a single type during the execution of the program",,C,MCQ,"This is an ambiguous question. ""Untyped language"" has no standard well-formulated definition, thus answering this question would be a bit difficult. (A) Statically typed languages have one type associated to a variable, which is fixed once it has been deduced. Though, types could either be specified while code editing by the coder (Eg. C, Java), or it can be inferred at compile time (Eg. C++11, Haskell). Hence, after compile-time, every variable is bound to one fixed type, making this statement [TRUE] (B) According to one definition, un-type languages store values in form of bits, thus neither variables nor values have any types associated to them. Hence this statement becomes [TRUE] (C) Dynamically typed languages deduce types of values and bind them to the variables storing those values. Hence, values sure have fixed types, but variables don't have fixed types bound to them. Although we can say that binding a type to a variable according to values makes them typeful, but they don't have one fixed type. This statement has some ambiguity. [TRUE/FALSE] (D) Same reason as of (A) [TRUE]  Hence, correct answer should be (C)",
63,"The following program fragment is written in a programming language that allows variables and does not allow nested declarations of functions. C global int i = 100 , j = 5 ; void P ( x ) { int i = 10 ; print ( x + 10 ); i = 200 ; j = 20 ; print ( x ); } main () { P ( i + j ); } If the programming language uses static scoping and call by need parameter passing mechanism, the values printed by the above program are",,"115, 220",,"25, 220",,"25, 15",,"115, 105",,D,MCQ,"Background : Call-by-need is a declarative and functional language paradigm. As opposed to call-by-value, it only evaluates the argument given to a function when it is need, and caches it for further use. Call-by-name is a bit different from call-by-need in the sense that it evaluates in the lazy fashion only but doesn’t cache the calculated value. Hence, call-by-need requires to evaluate once if the argument is being used, call-by-value needs to evaluate it no matter if the argument is used or not, and call-by-name evaluates the same argument multiple times as and when it is used. Explanation : Value of variable x doesn’t change anytime in the function P(x). Hence, whatever its value is when this function is called, only that will be used in all the print statements. Clearly, 100+5+10, 100+5 i.e. 115, 105 will be printed by the program.    This solution is contributed by vineet purswani Another Solution: Here in main function P(i+j) function is called with arguments values i =100 and j = 5(since static scoping).Now when P(100+5) is called, here in P function, j is a free variable and i is a local variable.Now take a look at the steps in P function : step_1: Local variable i is initialized to value 0. step_2: Here value of x+10 is printed and since it’s call by need,so value of x is calculated to 105 and it’s stored in cache for further use.Also 115 is printed here. step_3: Now, i is assigned value 200. step_4: Here, j is a free variable, So it’s scope is searched in immediate outer block until we find variable j’s declaration.Global variable j’s value is changed from 5 to 20. step_5: x value is printed as 105.Since it’s uses the cache stored value of x.  The output would be similar to C programming language as C does Static Scoping only.",
64,"The following program fragment is written in a programming language that allows variables and does not allow nested declarations of functions. C global int i = 100 , j = 5 ; void P ( x ) { int i = 10 ; print ( x + 10 ); i = 200 ; j = 20 ; print ( x ); } main () { P ( i + j ); } If the programming language uses dynamic scoping and call by name parameter passing mechanism, the values printed by the above program are :",,"115, 220",,"25, 220",,"25, 15",,"115, 105",,A,MCQ,"C global int i = 100 , j = 5 ; void P ( x ) // x = i + j { int i = 10 ; print ( x + 10 ); // print (100+5+10) = 115 i = 200 ; j = 20 ; print ( x ); // print (200+20) = 220. // i and j would be changed as they are global variables } main () { P ( i + j ); } Thus, A is the correct option as 115 and 220 are printed.",
65,"Consider the following class definitions in a hypothetical Object Oriented language that supports inheritance and uses dynamic binding. The language should not be assumed to be either Java or C++, though the syntax is similar. Class P { void f(int i) { print(i); } } Class Q subclass of P { void f(int i) { print(2*i); } } Now consider the following program fragment: P x = new Q(); Q y = new Q(); P z = new Q(); x.f(1); ((P)y).f(1); z.f(1); Here ((P)y) denotes a typecast of y to P. The output produced by executing the above program fragment will be",,1 2 1,,2 1 1,,2 1 2,,2 2 2,,D,MCQ,Since the question itself tells us that the language uses dynamic binding therefore all the function calls should be considered only on the basic of type of object stored.,
66,"Assuming all numbers are in 2's complement representation, which of the following numbers is divisible by 11111011?",,11100111,,11100100,,11010111,,11011011,,A,MCQ,"Since most significant bit is 1, all numbers are negative.  2's complement of divisor (11111011) = 1's complement  + 1 = 00000100 + 1 = 00000101 So the given number is -5   The decimal value of option A is -25",
67,"The following is a scheme for floating point number representation using 16 bits. Bit position 15           14 . . . 9            8 . . . . .0 s                      e                      m Sign                  Exponent               Mantissa Let s,e, and m be the numbers represented in binary in the sign, exponent, and mantissa fields respectively. Then the floating point number represented is: What is the maximum difference between two successive real numbers representable in this system?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/62426b83fcc61f0d-sPqL0dQHvRZN3g9zEHiyHl9mSAMFsN.png,2- 40,,2 -9,,2 22,,2 31,,C,MCQ,,
68,"Consider the following assembly language program for a hypothetical processor. A, B, and C are 8 bit registers. The meanings of various instructions are shown as comments. MOV B, # 0 ; B ← 0 MOV C, # 8 ; C ← 8 Z : CMP C, # 0 ; compare C with 0 JZX ; jump to X if zero flag is set SUB C, # 1 ; C ← C - 1 RRC A, # 1 ; right rotate A through carry by one bit. Thus: ; if the initial values of A and the carry flag are a 7 ...a 0 and ; c 0 respectively, their values after the execution of this ; instruction will be c 0 a 7 ...a 1 and a 0 respectively. JC Y ; jump to Y if carry flag is set JMP Z ; jump to Z Y : ADD B, # 1 ; B ← B + 1 JMP Z ; jump to Z X : Which of the following instructions when inserted at location X will ensure that the value of register A after program execution is the same as its initial value ?",,"RRC A, #",,NOP ; no operation,,"LRC A, # 1 ; left rotate A through carry flag by one bit",,"ADD A, # 1",,A,MCQ,"Explanation In the end of program execution to check whether both initial and final value of register A is A0,we need to right rotate register A through carry by one bit because RRC instruction is( Each binary bit of the accumulator is rotated right by one position. Bit D0 is placed in the position of D7 as well as in the Carry flag. CY is modified according to bit D0. Any other bit is not affected). So (A) is correct option",
69,"Consider the following assembly language program for a hypothetical processor. A, B, and C are 8 bit registers. The meanings of various instructions are shown as comments. MOV B, # 0 ; B ← 0 MOV C, # 8 ; C ← 8 Z : CMP C, # 0 ; compare C with 0 JZX ; jump to X if zero flag is set SUB C, # 1 ; C ← C - 1 RRC A, # 1 ; right rotate A through carry by one bit. Thus: ; if the initial values of A and the carry flag are a 7 ...a 0 and ; c 0 respectively, their values after the execution of this ; instruction will be c 0 a 7 ...a 1 and a 0 respectively. JC Y ; jump to Y if carry flag is set JMP Z ; jump to Z Y : ADD B, # 1 ; B ← B + 1 JMP Z ; jump to Z X :",,the number of 0 bits in A0,,the number of 1 bits in A0,,A0,,8,,B,MCQ,"Answer: (B) Explanation:  Explanation: Here value of B incremented by 1 only if carry flag is 1 and carry is filled always using right rotation. So B will store the no. of 1s in A0. RRC instruction is ( Each binary bit of the accumulator is rotated right by one position. Bit D0 is placed in the position of D7 as well as in the Carry flag. CY is modified according to bit D0. Any other bit is not affected). So A=A0, and after execution RRC A,#1, carry flag is set, it goes to Y, which is B=B+1,Which becomes B=0+1=1   So (B) is correct option",
70,"A uni-processor computer system only has two processes, both of which alternate 10ms CPU bursts with 90ms I/O bursts. Both the processes were created at nearly the same time. The I/O of both processes can proceed in parallel. Which of the following scheduling strategies will result in the least CPU utilization (over a long period of time) for this system ?",,First come first served scheduling,,Shortest remaining time first scheduling,,Static priority scheduling with different priorities for the two processes,,Round robin scheduling with a time quantum of 5 ms,,D,MCQ,"FCFS (First Come First Serve) Processes take turns using CPU. CPU is idle when both are in I/O. Since I/O bursts are long (90 ms), the CPU may often be idle i.e low CPU utilization. Round Robin Same as FCFS for CPU-intensive bursts (10 ms each). CPU idle occurs similarly  utilization slightly better if context switching overlaps. SJF or SRTF : Each CPU burst is equal (10 ms), so no advantage → same idle periods. Multiprogramming / overlapped I/O If more processes were available, CPU could stay busy  higher utilization. But here only 2 processes  CPU idle for most of the I/O period. Answer : FCFS results in the least CPU utilization.",
71,"Consider the function f defined below. C struct item { int data ; struct item * next ; }; int f ( struct item * p ) { return (( p == NULL ) || ( p -> next == NULL ) || (( P -> data <= p -> next -> data ) && f ( p -> next ))); } For a given linked list p, the function f returns 1 if and only if",,the list is empty or has exactly one element,,the elements in the list are sorted in non-decreasing order of data value,,the elements in the list are sorted in non-increasing order of data value,,not all elements in the list have the same data value.,,B,MCQ,See http://geeksquiz.com/data-structures-linked-list-question-11/,
