Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
40,"Which of the following statements is/are FALSE? 1. For every non-deterministic Turing machine, there exists an equivalent deterministic Turing machine. 2. Turing recognizable languages are closed under union and complementation. 3. Turing decidable languages are closed under intersection and complementation. 4. Turing recognizable languages are closed under union and intersection.",,1 and 4 only,,1 and 3 only,,2 only,,3 only,,C,MCQ,"A recognizer of a language is a machine that recognizes that language. A decider of a language is a machine that decides that language. Both types of machine halt in the Accept state on strings that are in the language A Decider also halts if the string is not in the language A Recognizer MAY or MAY NOT halt on strings that are not in the language On all input: A Decider MUST halt (in Accept or Reject state) A Recognizer MAY or MAY NOT halt on some strings (Q: Which ones?) A language is Turing-decidable (or decidable) if some Turing machine decides it. Aka Recursive Language. A language is Turing-recognizable if some Turing machine recognizes it. Aka Recursively Enumerable Language. Source: http://www.radford.edu/~nokie/classes/420/Chap3-Langs.html Recursive (Turing Decidable) languages are closed under following Kleene star, concatenation, union, intersection, complement and set difference. Recursively enumerable language are closed under Kleene star, concatenation, union, intersection. They are NOT closed under complement or set difference.",
41,What is the time complexity of Bellman-Ford single-source shortest path algorithm on a complete graph of n vertices?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Question_Images/5c31714a32877824-xUhv6LpdtfvCzWX2Eod3vn8Muvs71R.png,A,,B,,C,,D,,C,MCQ,"Time complexity of Bellman-Ford algorithm is O(VE) where V is number of vertices and E is number of edges.   For a complete graph with n vertices, V = n,  E = O(n^2).  So overall time complexity becomes O(n^3)",
42,"In a k-way set associative cache, the cache is divided into v sets, each of which consists of k lines. The lines of a set are placed in sequence one after another. The lines in set s are sequenced before the lines in set (s+1). The main memory blocks are numbered 0 onwards. The main memory block numbered j must be mapped to any one of the cache lines from.",,(j mod v) * k to (j mod v) * k + (k-1),,(j mod v) to (j mod v) + (k-1),,(j mod k) to (j mod k) + (v-1),,(j mod k) * v to (j mod k) * v + (v-1),,A,MCQ,"Number of sets in cache = v. So, main memory block j will be mapped to set (j mod v), which will be any one of the cache lines from (j mod v) * k to (j mod v) * k + (k-1). (Associativity plays no role in mapping- k-way associativity means there are k spaces for a block and hence reduces the chances of replacement.)",
43,Which one of the following expressions does NOT represent exclusive NOR of x and y?,,xy+x'y',,x⊕y',,x'⊕y,,x'⊕y',,D,MCQ,"By Definition of XNOR, [Tex]x\odot y = x' y' + xy[/Tex] So Option-A is correct. Also by Definition of XOR, [Tex]x\oplus y = x' y + xy' [/Tex] Option-B is [Tex]x\oplus y' = x' y' + x(y')' = x' y' + xy = x\odot y[/Tex] So Option-B is also correct. Option-C is [Tex]x' \oplus y = (x')' y + x' y' = x' y' + xy = x\odot y[/Tex] Option-C is also correct. Option-D x'⊕y' = x''y' + x'y'' = xy' + x'y = x⊕y ≠ x⊙y  Therefore option (D) is false.  This explanation is provided by Chirag Manwani .",
44,Function f is known at the following points:,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Question_Images/0e40d00316c26800-GwLLayvLqEiAxrSfFSa8531LrGButa.png,9.003,,9.017,,8.983,,9.045,,D,MCQ,"Since the intervals are uniform, apply the uniform grid formula of trapezoidal rule.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Explanation_Images/5c93e520f6c1be9f-Z8WZ9Bbp7XUMnF6JPOvTW06FyIJuyB.png
45,"The following figure represents access graphs of two modules M1 and M2. The filled circles represent methods and the unfilled circles represent attributes. If method m is moved to module M2 keeping the attributes where they are, what can we say about the average cohesion and coupling between modules in the system of two modules?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Question_Images/854418c18dcf41ca-0wvAVN50F4BXBSFIOiXWJPg94cQhwS.png,There is no change.,,Average cohesion goes up but coupling is reduced.,,Average cohesion goes down and coupling also reduces.,,Average cohesion and coupling increase.,,A,MCQ,"Answer is ""No Change"" Cohesion refers to the degree to which the elements of a module belong together. Coupling is the manner and degree of interdependence between software modules Coupling between M1 and M2 = (Number of external links) / (Number of modules) = 2/2 = 1 Cohesion of a module = (Number of internal links) / (Number of methods) Cohesion of M1 = 8/4 = 2 Cohesion of M2 = 6/3 = 2 After moving method m to M2, we get following Coupling = 2/2 = 1 Cohesion of M1 = 6/3 = 2 Cohesion of M2 = 8/4 = 2",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Explanation_Images/c4bab9a35bfb6f65-JLXpcgnWQnXb3c6g9qqbOitWiF08O7.png
46,Consider the DFA given. Which of the following are FALSE?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Question_Images/63a06a922eb590b7-wUc6Cz3SnAF1173f24Kl90JnWglO5S.png,Complement of L(A) is context-free.,,L(A) = L((11*0+0)(0 + 1)*0*1*).,,"For the language accepted by A, A is the minimal DFA.",,"A accepts all strings over {0, 1} of length at least 2.",,D,MCQ,"1 is true. L(A) is regular, its complement would also be regular. A regular language is also context free. 2 is true. 3 is false, the DFA can be minimized to two states. Where the second state is final state and we reach second state after a 0. 4 is clearly false as the DFA accepts a single 0.",
47,Consider the following languages. Which one of the following statements is FALSE?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Question_Images/26188fdd5ef18e7e-atePWq4rdGTctt3vQLhCoTcaWCjGkS.png,L2 is context-free.,,L1 intersection L2 is context-free.,,Complement of L2 is recursive.,,Complement of L1 is context-free but not regular.,,D,MCQ,"(D) is false. L1 is regular, so its complement would also be regular. L1 is a regular language of the form 0^* 1^* 0^*. L2 on the other hand is a CFL as it can be derived from the following CFG L2 = { 0^p 1^q 0^r | p,q,r>0   And p notEqualTo r } S -> AC|CA C -> 0C0|B A -> 0A|0 B -> 1B|epsilon If coming up with a CFG for L2 is difficult, one can intuitively see that by reducing it to a simpler problem. L2 is very similar to a known CFL L3 = { a^m b^l | m notEqualTo n } (A) L2 is context free, which is true [CORRECT] (B) L1 intersection L2 is context free, which is again true because L1 is a regular language and L2 is a CFL. RL union CFL is always a CFL. Hence [CORRECT] (C) Complement of L2 is recursive, which is true due to the fact that complement of a CFL is CSL for sure (Context sensitive language), which in turn (CSL) is a subset of recursive languages. Hence [CORRECT] (D) Complement of L1 is context free but not regular, which is false due to closure laws of regular languages. Complement of a RL is always a RL. Hence [INCORRECT]",
48,"Consider the following function: C int unknown ( int n ) { int i , j , k = 0 ; for ( i = n / 2 ; i <= n ; i ++ ) for ( j = 2 ; j <= n ; j = j * 2 ) k = k + n / 2 ; return k ; } The return value of the function is:",,θ(n 2 ),,θ(n 2 logn),,θ(n 3 ),,θ(n 3 logn),,B,MCQ,"Here we have to tell the value of k returned not the time complexity. for (i  = n/2; i <= n; i++) for (j = 2; j <= n; j = j * 2) k = k + n/2; return k; The outer loop runs n/2 times The inner loop runs logn times.(2^k = n => k = logn). Now looking at the value of k in inner loop, n is added to k, logn times as the inner loop is running logn times. Therefore total time complexity is inner multiplied with outer loop complexity which (n for outer and nlogn for inner) n*logn. Therefore the value of k after running the inner loop one time is  n^2logn. See https://www.geeksforgeeks.org/algorithms-analysis-of-algorithms-question-5/ This solution is contributed by Parul Sharma.",
49,The number of elements that can be sorted in [Tex]\Theta[/Tex] (log n) time using heap sort is,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Question_Images/5269ab068ddb989d-yZEIH09Czy0Aaf2c4ssaVVEvG4eFSf.png,A,,B,,C,,D,,C,MCQ,See http://geeksquiz.com/algorithms-sorting-question-21/,
50,Consider the following sequence of micro-operations. MBR ← PC MAR ← X PC ← Y Memory ← MBR Which one of the following is a possible operation performed by this sequence?,,Instruction fetch,,Operand fetch,,Conditional branch,,Initiation of interrupt service,,D,MCQ,"MBR - Memory Buffer Register ( that stores the data being transferred to and from the immediate access store)  MAR - Memory Address Register ( that holds the memory location of data that needs to be accessed.)  PC - Program Counter ( It contains the address of the instruction being executed at the current time )  The 1st instruction places the value of PC into MBR  The 2nd instruction places an address X into MAR.  The 3rd instruction places an address Y into PC.  The 4th instruction places the value of MBR ( which was the old PC value) into Memory.  Now it can be seen from the 1st and the 4th instructions, that the control flow was not sequential and the value of PC was stored in the memory, so that the control can again come back to the address where it left the execution.  This behavior is seen in the case of interrupt handling. And here X can be the address of the location in the memory which contains the beginning address of Interrupt service routine. And Y can be the beginning address of Interrupt service routine.  In case of conditional branch (as for option C ) only PC is updated with the target address and there is no need to store the old PC value into the memory.  And in the case of Instruction fetch and operand fetch ( as for option A and B), PC value is not stored anywhere else.  Hence option D.",
51,"What is the logical translation of the following statement? ""None of my friends are perfect.""",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Question_Images/c27fea77d483b9ab-m2uqeTOVkPThJwWlS4fTosr6MA9x1i.png,A,,B,,C,,D,,D,MCQ,F(x) ==> x is my friend P(x) ==> x is perfect D is the correct answer. A. There exist some friends which are not perfect B. There are some people who are not my friend and are perfect C. There exist some people who are not my friend and are not perfect. D. There doesn't exist any person who is my friend and perfect,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Question_Images/c27fea77d483b9ab-m2uqeTOVkPThJwWlS4fTosr6MA9x1i.png
52,"The line graph L(G) of a simple graph G is defined as follows: · There is exactly one vertex v(e) in L(G) for each edge e in G. · For any two edges e and e' in G, L(G) has an edge between v(e) and v(e'), if and only if e and e'are incident with the same vertex in G.  Which of the following statements is/are TRUE? (P) The line graph of a cycle is a cycle. (Q) The line graph of a clique is a clique. (R) The line graph of a planar graph is planar. (S) The line graph of a tree is a tree.",,P only,,P and R only,,R only,,"P, Q and S only",,A,MCQ,See http://en.wikipedia.org/wiki/Line_graph,
53,Which of the following statements is/are TRUE for undirected graphs? P: Number of odd degree vertices is even. Q: Sum of degrees of all vertices is even.,,Neither P nor Q,,Both P and Q,,Q only,,P only,,B,MCQ,"P is true: For undirected graph as adding an edge always increases degree of two vertices by 1. Q is true: If we consider sum of degrees and subtract all even degrees, we get an even number because every edge increases the sum of degrees by 2. So total number of odd degree vertices must be even.",
54,Consider an undirected random graph of eight vertices. The probability that there is an edge between a pair of vertices is 1/2. What is the expected number of unordered cycles of length three?,,7,,1,,1/8,,8,,A,MCQ,A cycle of length 3 can be formed with 3 vertices. There can be total 8C3 ways to pick 3 vertices from 8. The probability that there is an edge between two vertices is 1/2. So expected number of unordered cycles of length 3 = (8C3)*(1/2)^3 = 7,
55,Which one of the following functions is continuous at x = 3?,,"[Tex]f(x)=\left\{\begin{array}{lll}2, & \text { if } & x=3 \\ x-1, & \text { if } & x>3 \\ \frac{x+3}{3}, & \text { if } & x<3\end{array}\right.[/Tex]",,"[Tex]f(x)=\left\{\begin{array}{lll}4, & \text { if } & x=3 \\ 8-x & \text { if } & x \neq 3\end{array}\right.[/Tex]",,"[Tex]f(x)=\left\{\begin{array}{lll}x+3, & \text { if } & x \leq 3 \\ x-4, & \text { if } & x>3\end{array}\right.[/Tex]",,"[Tex]f(x)=\frac{1}{x^3-27}, [/Tex] if x ≠ 3",,A,MCQ,"A function is continuous at some point c, Value of f(x) defined for x > c = Value of f(x) defined for x < c = Value of f(x) defined for x = c All values are 2 in option A, thus A is continuous at x = 3.",
56,"Suppose p is the number of cars per minute passing through a certain road junction between 5 PM and 6 PM, and p has a Poisson distribution with mean 3. What is the probability of observing fewer than 3 cars during any given minute in this interval?",,[Tex] 8/(2e^3 )[/Tex],,[Tex] 9/(2e^3 )[/Tex],,[Tex] 17/(2e^3 )[/Tex],,[Tex] 26/(2e^3 )[/Tex],,C,MCQ,"We are given a Poisson distribution with mean λ=3, and we want the probability of fewer than 3 cars , i.e., P(X<3)=P(0)+P(1)+P(2) Using the Poisson formula: P(k) = [Tex]\frac{3^k e^{-3}}{k!}[/Tex] Calculate: P(0) = [Tex]e^{-3}[/Tex] P(1) = [Tex]3e^{-3}
[/Tex] P(2) = [Tex]\frac{9}{2}e^{-3}[/Tex] Add them: P(X<3) = [Tex]e^{−3}(1+3+\frac{9}{2}) = \frac{17}{2}e^{-3}[/Tex] Hence, final Answer is (C) [Tex]\frac{17}{2e^3} [/Tex] .",
57,"The transport layer protocols used for real time multimedia, file transfer, DNS and email, respectively are",,"TCP, UDP, UDP and TCP",,"UDP, TCP, TCP and UDP",,"UDP, TCP, UDP and TCP",,"TCP, UDP, TCP and UDP",,C,MCQ,"Answer: (C) UDP, TCP, UDP and TCP Explanation (concise): Real-time multimedia → UDP (low latency, loss-tolerant) File transfer (FTP) → TCP (reliable delivery) DNS → UDP (faster for small queries) Email (SMTP/IMAP) → TCP (reliable communication)",
58,"Using public key cryptography, X adds a digital signature σ to message M, encrypts , and sends it to Y, where it is decrypted. Which one of the following sequences of keys is used for the operations?",,Encryption: X’s private key followed by Y’s private key; Decryption: X’s public key followed by Y’s public key,,Encryption: X’s private key followed by Y’s public key; Decryption: X’s public key followed by Y’s private key,,Encryption: X’s public key followed by Y’s private key; Decryption: Y’s public key followed by X’s private key,,Encryption: X’s private key followed by Y’s public key; Decryption: Y’s private key followed by X’s public key,,D,MCQ,"1. Digital Signature X wants to prove authenticity . So, X signs message using X’s private key Signature σ = Sign(M, X’s private key) Later, Y can verify it using X’s public key 2. Encryption (for confidentiality) X encrypts ⟨M, σ⟩ so only Y can read it. So X encrypts using Y’s public key Y can decrypt it using Y’s private key 3. Decryption (at Y’s side) Y decrypts using Y’s private key Then verifies signature using X’s public key Final Sequence: Encryption : X's private key (to sign) Then Y's public key (to encrypt) Decryption : Y's private key (to decrypt) Then X's public key (to verify) Encryption : X’s private key → Y’s public key Decryption : Y’s private key → X’s public key Hence, Option (D) is correct.",
59,"An index is clustered, if",,It is on a set of fields that form a candidate key.,,It is on a set of fields that include the primary key.,,The data records of the file are organized in the same order as the data entries of the index.,,The data records of the file are organized not in the same order as the data entries of the index.,,C,MCQ,"An index is clustered if the data records of the file are organized in the same order as the data entries of the index. A clustered index determines the physical order of data in the table. Data rows are stored on disk in the same order as the index. Only one clustered index per table is allowed, because rows can be physically ordered only one way. Clustered index = index order = data record order → (C)",
60,"Consider the following relational schema. Students(rollno: integer, sname: string) Courses(courseno: integer, cname: string) Registration(rollno: integer, courseno: integer, percent: real) I  SELECT DISTINCT S.sname  FROM Students as S, Registration as R  WHERE R.rollno=S.rollno AND R.courseno=107 AND R.percent >90 II   ∏sname(σcourseno=107 ∧ percent>90 (Registration ⋈ Students)) III  {T | ∃S∈Students, ∃R∈Registration ( S.rollno=R.rollno ∧  R.courseno=107 ∧ R.percent>90 ∧T.sname=S.sname)} IV  {<S N > ∣ ∃S R ∃R P ( <S R ,S N > ∈Students ∧ <S R ,107,R P >∈Registration ∧ R P >90)} Which of the following queries are equivalent to this query in English? “Find the distinct names of all students who score more than 90% in the course numbered 107”",,"I, II, III and IV",,"I, II and III only",,"I, II and IV only",,"II, III and IV only",,A,MCQ,"Here we are finding Distinct names of students who scored >90 in course 107in each options so answer is (A) ,i.e.,I, II, III and IV",
61,"Determine the maximum length of the cable (in km) for transmitting data at a rate of 500 Mbps in an Ethernet LAN with frames of size 10,000 bits. Assume the signal speed in the cable to be 2,00,000 km/s.",,1,,2,,2.5,,5,,B,MCQ,"This is known as the bit-length rule , and it gives: Propagation time≤Transmission time\text{Propagation time} \leq \text{Transmission time}Propagation time≤Transmission time Step-by-step: 1. Transmission time for frame: =10,000 bits500×106 bps=20×10−6 s=20 μs= \frac{10{,}000\ \text{bits}}{500 \times 10^6\ \text{bps}} = 20 \times 10^{-6}\ \text{s} = 20\ \mu s=500×106 bps10,000 bits​=20×10−6 s=20 μs 2. Max distance = signal speed × time: =200,000 km/s×20×10−6 s=4 km= 200{,}000\ \text{km/s} \times 20 \times 10^{-6}\ \text{s} = 4\ \text{km}=200,000 km/s×20×10−6 s=4 km But this is round-trip distance (to detect collisions), so: Max one-way length=42=2 km\text{Max one-way length} = \frac{4}{2} = \boxed{2\ \text{km}}Max one-way length=24​=2 km​ Answer: (B) 2 km",
62,"Consider the following operation along with Enqueue and Dequeue operations on queues, where k is a global parameter MultiDequeue(Q){ m = k while (Q is not empty) and (m > 0) { Dequeue(Q) m = m – 1 } } What is the worst case time complexity of a sequence of n queue operations on an initially empty queue?",,[Tex]\Theta{(n)}[/Tex],,[Tex]\Theta{(n+k)}[/Tex],,[Tex]\Theta{(nk)}[/Tex],,[Tex]\Theta{(n^{2})}[/Tex],,A,MCQ,"Correct Answer: (A) Θ(n) Each element is enqueued once and dequeued at most once . MultiDequeue(Q) may remove up to k elements , but still each element is only removed once overall. So, across n total operations (including Enqueue , Dequeue , MultiDequeue ), the total cost is linear in n . Worst-case Time Complexity : [Tex]\boxed{\Theta(n)}[/Tex] Because the total number of queue operations (actual element moves) is bounded by n .",
63,"Relation R has eight attributes ABCDEFGH. Fields of R contain only atomic values. F={CH→G, A→BC, B→CFH, E→A, F→EG} is a set of functional dependencies (FDs) so that F +  is exactly the set of FDs that hold for R. How many candidate keys does the relation R have?",,3,,4,,5,,6,,B,MCQ,"1. Compute Attribute Closure to Find Superkeys Try E⁺ : E → A A → BC B → CFH C → (from above) CH → G So closure of E = A, B, C, F, H, G Now we have: E⁺ = {A, B, C, F, G, H} Missing: D → So E is not a superkey Try E and D together → compute (ED)⁺: D has no FDs, so use E’s power ED⁺ = E⁺ ∪ D = {A, B, C, D, F, G, H} Still missing: no — now includes everything except possibly attribute E , but it's already there. So ED⁺ = All 8 attributes → Superkey 2. Minimal Superkeys → Candidate Keys We try to find minimal sets whose closure = all attributes. After checking combinations (like above), the minimal combinations that produce full closure are: BD CD ED FD All of them are minimal superkeys → hence candidate keys Answer: (B) 4 candidate keys",
64,Assume that source S and destination D are connected through two intermediate routers labeled R. Determine how many times each packet has to visit the network layer and the data link layer during a transmission from S to D. Figure,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2013/Question_Images/5adfc5914ebd89a1-fZxrGCABbedJby9FBjSs8t1bTiACZW.webp,Network layer – 4 times and Data link layer – 4 times,,Network layer – 4 times and Data link layer – 3 times,,Network layer – 4 times and Data link layer – 6 times,,Network layer – 2 times and Data link layer – 6 times,,C,MCQ,Correct Answer: (C) Network layer – 4 times and Data link layer – 6 times We are given a path: S → R1 → R2 → D This means the packet passes through: 1 source 2 routers 1 destination Network Layer: Each host/router processes the packet at the network layer to read the IP header and determine forwarding. So total invocations of the network layer: At S At R1 At R2 At D Total = 4 times Data Link Layer: Operates hop-by-hop (over each physical link). Each hop involves: One send (Data Link layer at sender) One receive (Data Link layer at receiver) There are 3 links : S → R1 R1 → R2 R2 → D Each link = 2 uses of Data Link Layer (send + receive) Total = 3 × 2 = 6 times Final Answer: (C) Network layer – 4 times and Data link layer – 6 times,
65,Which one of the following does NOT equal [Tex]\begin{vmatrix}     1 & x & x^2 \\      1 & y & y^2 \\     1 & z & z^2  \end{vmatrix}[/Tex] ?,,[Tex]\begin{vmatrix}     1 & x(x+1) & x+1 \\      1 & y(y+1) & y+1 \\     1 & z(z+1) & z+1  \end{vmatrix}[/Tex],,[Tex]\begin{vmatrix}     1 & x+1 & x^2+1\\      1 & y+1 & y^2+1 \\     1 & z+1 & z^2+1  \end{vmatrix}[/Tex],,[Tex]\begin{vmatrix}     1 & x-y & x^2-y^2  \\      1 & y-z & y^2-z^2 \\     1 & z & z^2  \end{vmatrix}[/Tex],,[Tex]\begin{vmatrix}     1 & x+y & x^2+y^2  \\      1 & y+z & y^2+z^2 \\     1 & z & z^2  \end{vmatrix}[/Tex],,D,MCQ,"This is a Vandermonde determinant , and its value is:Option D is not reducing to the determinant provided in question (x−y)(y−z)(z−x)(x - y)(y - z)(z - x)(x−y)(y−z)(z−x) So any expression not algebraically equivalent to this value is the wrong one. Now, check each option to see which matches or doesn’t. This mixes two variables in each row — violates the original form. Cannot be transformed into Vandermonde form.",
