Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
32,Consider the following statements. I. TCP connections are full duplex. II. TCP has no option for selective acknowledgment III. TCP connections are message streams.,,Only I is correct,,Only I and II are correct,,Only II and III are correct,,"All of I, II and III are correct",,A,MCQ,"In TCP, as sender and receiver can send segments at the same time, It is FULL-DUPLEX . TCP has options for selective acknowledgement. With selective acknowledgments (SACKs), the data receiver can inform the sender about all segments that have arrived successfully, so the sender need retransmit only the segments that have actually been lost. As each BYTE is counted in TCP segment, and Sequence number of First BYTE is kept into header, TCP is BYTE stream protocol. So, only 1 st is correct and other incorrect.",
33,"Consider a network connecting two systems located 8000 kilometers apart. The bandwidth of the network is 500 × 10 6 bits per second. The propagation speed of the media is 4 × 10 6 meters per second. It is needed to design a Go-Back-N sliding window protocol for this network. The average packet size is 10 7 bits. The network is to be used to its full capacity. Assume that processing delays at nodes are negligible. Then, the minimum size in bits of he sequence number field has to be ________.",,2,,4,,8,,16,,C,MCQ,"Propagation time = (8000 * 1000)/ (4 * 10^6) = 2 seconds Total round trip propagation time = 4 seconds Transmission time for one packet = (packet size) / (bandwidth) = (10^7) / (500 * 10^6) = 0.02 seconds Total number of packets that can be transferred before an acknowledgement comes back = 4 / 0.02 = 200 Maximum possible window size is 200. In Go-Back-N, maximum sequence number should be one more than window size. So total 201 sequence numbers are needed. 201 different sequence numbers can be represented using 8 bits.",
34,"Since it is a network that uses switch, every packet goes through two links, one from source to switch and other from switch to destination. Since there are 10000 bits and packet size is 5000, two packets are sent.  Transmission time for each packet is 5000 / 10 7 microseconds. Two hosts are connected via a packet switch with 10 7 bits per second links. Each link has a propagation delay of 20 microseconds. The switch begins forwarding a packet 35 microseconds after it receives the same. If 10000 bits of data are to be transmitted between the two hosts using a packet size of 5000 bits, the time elapsed between the transmission of the first bit of data and the reception of the last bit of the data in microseconds is _________.",,1075,,1575,,2220,,2200,,B,MCQ,"Sender host transmits first packet to switch, the transmission time is 5000/10 7 which is 500 microseconds. After  500 microseconds, the second packet is transmitted.  The first packet reaches destination in 500 + 35 + 20 + 20 + 500  = 1075 microseconds.  While the first packet is traveling to destination,  the second packet starts its journey after 500 microseconds and rest of the time taken by second packet overlaps with first packet.  So overall time is 1075 + 500  = 1575.",
35,"Consider a software program that is artificially seeded with 100 faults. While testing this program, 159 faults are detected, out of which 75 faults are from those artificially seeded faults. Assuming that both real and seeded faults are of same  nature and have same distribution, the estimated number of undetected real faults is ____________.",,28,,175,,56,,84,,A,MCQ,"Total faults detected = 159 Real faults detected among all detected faults = 159 - 75 = 84 Since probability distribution is same, total number of real faults is (100/75)*84 = 112 Undetected real faults = 112- 84 = 28 Another Solution :  75% of faults are detected because 75 artificially seeded faults are detected out of 100. Given that the total faults detected = 159 => Real faults detected among all detected faults = 159 – 75= 84 Since probability distribution is same, total number of real faults is (100/75)*84 = 112 Therefore undetected real faults = 112-84 = 28. So, option (A) is correct one.",
36,"Consider a software project with the following information domain characteristic for calculation of function point metric. Number of external inputs (I) = 30 Number of external output (O) = 60 Number of external inquiries (E) = 23 Number of files (F) = 08 Number of external interfaces (N) = 02 It is given that the complexity weighting factors for I, O, E, F and N are 4, 5, 4, 10 and 7, respectively. It is also given that, out of fourteen value adjustment factors that influence the development effort, four factors are not applicable, each of he other four factors have value 3, and each of the remaining factors have value 4. The computed value of function point metric is ____________",,612.06,,212.05,,305.09,,806.9,,A,MCQ,"Function point metrics provide a standardized method for measuring the various functions of a software application The value of function point metric = UPF * VAF Here, UPF: Unadjusted Function Point (UFP) count VAF: Value Adjustment Factor UPF  = 4*30 + 60*5 + 23*4 + 8*10 + 7*2 = 606 VAF = (TDI * 0.01) + 0.65 Here TDI is Total Degree of Influence TDI = 3*4 + 0*4 + 4*6 = 36 VAF = (TDI * 0.01) + 0.65 = 36*0.01 + 0.65 = 0.36 + 0.65 = 1.01 FP = UPF * VAF = 1.01 * 606 = 612.06",
37,"Consider three software items: Program-X, Control Flow Diagram of Program-Y and Control Flow Diagram of Program-Z as shown below The values of McCabe’s Cyclomatic complexity of Program-X, Program-Y and Program-Z respectively are",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2015/Question_Images/a53269a4180eff1c-zwhakc350sgLXSc6UItYZqPkFaHcQa.png,"4, 4, 7",,"3, 4, 7",,"4, 4, 8",,"4, 3, 8",,A,MCQ,"The cyclomatic complexity of a structured program[a] is defined with reference to the control flow graph of the program, a directed graph containing the basic blocks of the program, with an edge between two basic blocks if control may pass from the first to the second. The complexity M is then defined as. M = E − N + 2P, where E = the number of edges of the graph. N = the number of nodes of the graph. P = the number of connected components. For first program X, E = 11, N = 9, P = 1,  So M = 11-9+2*1 = 4 For second program Y, E = 10, N = 8, p = 1, So M = 10-8+2*1 = 4 For Third program X, E = 22, N = 17, p = 1, So M = 22-17+2*1 = 7",
38,"Let # be a binary operator defined as X # Y = X′ + Y′ where X and Y are Boolean variables. Consider the following two statements. S1: (P # Q) # R = P # (Q # R) S2: Q # R = R # Q Which of the following is/are true for the Boolean variables P, Q and R?",,Only S1 is True,,Only S2 is True,,Both S1 and S2 are True,,Neither S1 nor S2 are True,,B,MCQ,"Step 1: Analyze S1:(P#Q)#R = P#(Q#R) The operator # must satisfy the associativity property for S1S1S1 to be true. Let's verify it step-by-step: LHS: (P#Q)#R First, compute P#Q = P′+Q′ Substitute this result into (P#Q)#R: (P′+Q′)#R = (P' + Q')' + R' = (P′′⋅Q′′) + R′ = P⋅Q + R′ RHS: P#(Q#R) First, compute Q#R = Q′+ R′. Substitute this result into P#(Q#R): (Q′+R′) = P′ + (Q′+R′)′ = P′ + (Q′′⋅R′′) = P′ + Q⋅R Compare LHS and RHS LHS = P⋅Q + R′ RHS = P′+Q⋅R Since LHS ≠ RHS, the operator is not associative . Conclusion for S1: False Step 2: Analyze S2: Q#R = R#Q The operator # must satisfy the commutativity property for S2 to be true. Let's verify it step-by-step: Compute Q#R: Q#R = Q′+R′ Compute R#Q: R#Q = R′+Q′ Since Q′+R′= R′+Q′, the operator is commutative . Conclusion for S2: True Final Answer : Only S2 is True",
39,"In a room there are only two types of people, namely Type 1 and Type 2. Type 1 people always tell the truth and Type 2 people always lie. You give a fair coin to a person in that room, without knowing which type he is from and tell him to toss it and hide the result from you till you ask for it. Upon asking, the person replies the following: “The result of the toss is head if and only if I am telling the truth.” Which of the following options is correct?",,The result is head,,The result is tail,,"If the person is of Type 2, then the result is tail",,"If the person is of Type 1, then the result is tai",,A,MCQ,"“The result of the toss is head if and only if I am telling the truth.” If the person is of Type 1 who always tell truth, then result must be head. If the person is of Type 2 who always tell lie, then result must be head. Negation of a sentence of the form ""X is true if and only if Y is true"" is ""Either X is true and Y is false, or X is false and Y is true."" Which means ""Either toss is head and I am not telling truth, or toss is tail and I am telling truth"". Since the person always lie, it is ""Either toss is head and I am not telling truth""",
40,"Suppose U is the power set of the set S = {1,2,3,4,5,6}. For any T ∈ U, let |T| denote the number of elements in T and T′ denote the complement of T. For any T, R ∈ U, let T\R be the set of all elements in T which are not in R.   Which one of the following is true?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2015/Question_Images/834ec6615a170ea3-x9yUVZehQKYG29qYLhvs1f2Y9k4vqO.png,A,,B,,C,,D,,D,MCQ,"D is true , it can be seen by drawing Venn Diagram . A is false ,  Take an example like X = {1, 2, 3, 4}, X' = {5, 6}, |X| is not same as |X'|. B is false , as any two subsets of size 5 of U would definitely have some common elements. C is false, Take an example like X = {1, 2} Y = {3, 4, 5}, X\Y = {1, 2}.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2015/Explanation_Images/0cb29b15fa0cba68-9SvRqTBOUofXvj3t8jkHiR6iq7HAz3.png
41,"The Tamil version of ________ John Abraham-starrer Madras Cafe _____ cleared by the Censor Board with no cuts last week, but the film’s distributors ______ no takers among the exhibitors for a release in Tamil Nadu _________ this Friday.",,"Mr., was, found, on",,"a, was, found, at",,"the, was, found, on",,"a, being, find at",,C,MCQ,"The correct option is: ""The, was, found, on"" Explanation: ""The Tamil version of the John Abraham-starrer Madras Cafe"": The definite article ""the"" is used because we are referring to a specific movie, ""Madras Cafe."" ""was cleared by the Censor Board"": The past tense ""was"" is used because the clearing process happened in the past. ""found no takers among the exhibitors"": The past tense ""found"" is appropriate as the distributors discovered (in the past) that there were no takers. ""for a release in Tamil Nadu on this Friday"": The preposition ""on"" is used with specific days or dates, such as ""on Friday.""",
42,Extreme focus on syllabus and studying for tests has become such a dominant concern of Indian students that they close their minds to anything ________ to the requirements of the exam.,,related,,extraneous,,outside,,useful,,B,MCQ,"The correct answer is: ""extraneous"" Explanation: Meaning of the sentence: The sentence highlights that Indian students focus so much on the syllabus and exam requirements that they ignore anything unrelated or irrelevant to the exam. Analysis of the options: related : Incorrect. This contradicts the meaning of the sentence, as the students focus only on things related to the exam. extraneous : Correct. ""Extraneous"" means irrelevant or unrelated , which fits the context perfectly. outside : Incorrect. While ""outside"" could work, it is less precise than ""extraneous"" in this context. useful : Incorrect. This does not make sense in the context, as the sentence implies ignoring unrelated things, not necessarily useful ones.",
43,Select the pair that best expresses a relationship similar to that expressed in the pair: Children : Pediatrician,,Adult : Orthopaedist,,Females : Gynaecologist,,Kidney : Nephrologist,,Skin : Dermatologist,,B,MCQ,"The correct answer is: Females : Gynaecologist Explanation: Understanding the relationship in the given pair: ""Children : Pediatrician"" refers to a specific group of people (children) and the specialist doctor (pediatrician) who treats them. Analyzing the options: Adult : Orthopaedist : Incorrect. Orthopaedists specialize in bones and joints, not a specific group like ""adults."" Females : Gynaecologist : Correct. Gynaecologists specialize in treating medical issues specific to females , similar to how pediatricians specialize in children. Kidney : Nephrologist : Incorrect. While nephrologists specialize in kidneys, the relationship here is between an organ and a specialist, not a group of people. Skin : Dermatologist : Incorrect. Similar to the kidney example, this refers to an organ/system, not a group of people.",
44,"If ROAD is written as URDG, then SWAN should be written as:",,VXDQ,,VZDQ,,VZDP,,UXDQ,,B,MCQ,"In ROAD to URDG transformation, every character is replaced by next third character in alphabetic sequence. (R by U, O by R, A by D and D by G) Applying same, SWAN becomes VZDQ",
45,A function f(x) is linear and has a value of 29 at x = –2 and 39 at x = 3. Find its value at x = 5.,,59,,45,,43,,35,,C,MCQ,"Step 1: General Equation of a Linear Function A linear function is of the form: f(x)=mx + c where m is the slope, and c is the y-intercept. Step 2: Calculate the Slope mmm The slope of a linear function is calculated as: m = f(x 2 )−f(x 1 ) / x 2 −x 1 Using the points (−2,29) and (3,39): m = 39 − 29 / 3 −(−2) = 105 ​= 2 So, the slope m=2m = 2m=2 Step 3: Substitute to Find the Equation Substitute m=2 and one of the points (e.g., (−2,29)) into the linear equation f(x) = mx + c to find c: f(x) = 2x+c Substitute x = −2 and f(−2) = 29: 29 = 2(−2) + c => 29 = −4 + c => c=33 Thus, the function is: f(x) = 2x + 33 Step 4: Find f(5) Substitute x = 5x into f(x): f(5) = 2(5) + 33 = 43 Final Answer : 43",
46,"Alexander turned his attention towards India, since he had conquered Persia. Which one of the statements below is logically valid and can be inferred from the above sentence?",,Alexander would not have turned his attention towards India had he not conquered Persia,,"Alexander was not ready to rest on his laurels, and wanted to march to India",,Alexander was completely in control of his army and could command it to move towards India.,,"Since Alexander’s kingdom extended to India borders after the conquest of Persia, he was keen to move further",,A,MCQ,Conquering Persia was the reason for Alexander turning his attention towards India,
47,"The head of a newly formed government desires to appoint five of the six selected members P, Q, R, S, T and U to portfolios of Home, Power, Defence, Telecom, and Finance. U does not want any portfolio if S gets one of the five. R wants either Home or Finance or no portfolio. Q says that if S gets either Power of telecom, then she must get the other one. T insists on a portfolio if P gets one Which is the valid distribution of portfolios?",,"P-Home, Q-Power, R-Defence, S-Telecom, T-Finance",,"R-Home, S-Power, P-Defence, Q-Telecom, T-Finance",,"P-Home, Q-Power, T-Defence, S-Telecom, U-Finance",,"Q-Home, U-Power, T-Defence, R-Telecom, P-Finance",,B,MCQ,"Six selected members are P, Q, R, S, T and U Portfolios are Home, Power, Defence, Telecom, and Finance. U does not want any portfolio if S gets one of the five. R wants either Home or Finance or no portfolio. Q says that if S gets either Power of telecom, then she must get the other one. T insists on a portfolio if P gets one Which is the valid distribution of portfolios? A) P-Home, Q-Power, R-Defence, S-Telecom, T-Finance Not valid as R doesn't get home or finance here R-Home, S-Power, P-Defence, Q-Telecom, T-Finance Is valid and satisfies all conditions. C) P-Home, Q-Power, T-Defence, S-Telecom, U-Finance Not valid as U is not satisfied. Condition for U is, S should not get any portfolio. D) Q-Home, U-Power, T-Defence, R-Telecom, P-Finance Like A, not valid as R doesn't get home or finance here",
48,The exports and imports (in crores of Rs.) of a country from the year 2000 to 2007 are given in the following bar chart. In which year is the combined percentage increase in imports and exports the highest?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2015/Question_Images/e16441dc6feef553-I11wCR8vkUTwvophKXKAI4itrHRPzi.png,2004,,2005,,2006,,2007,,C,MCQ,In 2006 export increased from 70 yo 100 and import increased from 90 to 120. % increase in import = 30/70 = 42.8 % % increase in export = 30/90 = 33.33 % Combined % increase in 2006 is more than any other year.,
49,"Choose the most appropriate equation for the function drawn as a thick line, in the plot below.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2015/Question_Images/af4f80e42cac93ad-GtQz1qAolFDYIdUhquZYkQWVte4nLc.png,A,,B,,C,,D,,B,MCQ,"The problem can be easily solved by trying point (2, -1) on thick line, i.e., x = 2, y = -1. None of the options except (B) satisfy above values.",
50,"Most experts feel that in spite of possessing all the technical skills required to be a batsman of the highest order, he is unlikely to be so due to lack of requisite temperament. He was guilty of throwing away his wicket several times after working hard to lay a strong foundation. His critics pointed out that until he addressed this problem, success at the highest level will continue to elude him.   Which of the statements(s) below is/are logically valid and can be inferred from the above passage? (i) He was already a successful batsman at the highest level. (ii) He has to improve his temperament in order to become a great batsman. (iii) He failed to make many of his good starts count. (iv) Improving his technical skills will guarantee success.",,(iii) and (iv),,(ii) and (iii),,"(i), (ii) and (iii)",,(ii) only,,B,MCQ,"(i) is incorrect ""He was guilty of throwing away his wicket several times after working hard to lay a strong foundation. "" (ii) is correct, ""His critics pointed out that until he addressed this problem, success at the highest level will continue to elude him."" (iii) is correct, ""His critics pointed out that until he addressed this problem, success at the highest level will continue to elude him."" (iv) is incorrect ""Temperament is also required""",
51,Consider the equation (43) x = (y3) 8 where x and y are unknown. The number of possible solutions is ________.,,3,,4,,5,,6,,C,MCQ,"3 + 4x = 3 + 8y where 0 <= y <= 7 and x >= 5 (because the number represented in base x is 34) x = 2y  and 0 <= y <= 7 The following are possible solutions y = 3, 4, 5, 6, 7 x = 6, 8, 10, 12, 14",
52,"For the processes listed in the following table, which of the following scheduling schemes will give the lowest average turnaround time? Process    Arrival Time    Processing Time A              0              3 B              1              6 C              4              4 D              6              2",,First Come First Serve,,Non-preemptive Shortest Job First,,Shortest Remaining Time,,Round Robin with Quantum value two,,C,MCQ,"Turnaround time is the total time taken between the submission of a program/process/thread/task (Linux) for execution and the return of the complete output to the customer/user.  Turnaround Time = Completion Time - Arrival Time.  FCFS = First Come First Serve (A, B, C, D) SJF = Non-preemptive Shortest Job First (A, B, D, C) SRT = Shortest Remaining Time (A(3), B(1), C(4), D(2), B(5)) RR = Round Robin with Quantum value 2 (A(2), B(2), A(1),C(2),B(2),D(2),C(2),B(2) Pr  Arr.Time  P.Time   FCFS     SJF      SRT    RR A      0       3      3-0=3    3-0=3    3-0=3   5-0=5 B      1       6      9-1=8    9-1=8    15-1=14 15-1=14 C      4       4      13-4=9   15-4=11  8-4=4   13-4=9 D      6       2      15-6=9   11-6=5   10-6=4  11-6=5 Average                7.25     6.75     6.25    8.25 Shortest Remaining Time produces minimum average turn-around time.",
53,"Consider the following policies for preventing deadlock in a system with mutually exclusive resources. I. Processes should acquire all their resources at the beginning of execution.  If any resource is not available, all resources acquired so far are released. II. The resources are numbered uniquely, and processes are allowed to request for resources only in increasing resource numbers. III. The resources are numbered uniquely, and processes are allowed to request  for resources only in decreasing resource numbers. IV. The resources are numbered uniquely. A process is allowed to request only for a resource with resource number larger than its currently held resources. Which of the above policies can be used for preventing deadlock?",,Any one of I and III but not II or IV,,"Any one of I, III and IV but not II",,Any one of II and III but not I or IV,,"Any one of I, II, III and IV",,D,MCQ,"If Ist is followed, then hold and wait will never happen.  II, III and IV are similar. If any of these is followed, cyclic wait will not be possible.",
54,"Consider the following C program. The output of the program is __________. C # include <stdio.h> int f1 ( void ); int f2 ( void ); int f3 ( void ); int x = 10 ; int main () { int x = 1 ; x += f1 () + f2 () + f3 () + f2 (); pirntf ( ""%d"" , x ); return 0 ; } int f1 () { int x = 25 ; x ++ ; return x ; } int f2 ( ) { static int x = 50 ; x ++ ; return x ; } int f3 ( ) { x *= 10 ; return x ; }",,230,,131,,231,,330,,A,MCQ,x += f1() + f2() + f3() + f2(); x = x +  f1() + f2() + f3() + f2(); f1() returns 26 f2() returns 51 f3() returns 100 second call to f2() returns 52 [Note x is static in f2()] x = 1 + 26 + 51 + 100 + 52  = 230,
55,The maximum number of processes that can be in Ready state for a computer system with n CPUs is,,n,,n 2,,2n,,Independent of n,,D,MCQ,"In a computer system with n CPUs, the Ready state contains all processes that are ready to run but not currently executing. At any time, each CPU can run 1 process, so at most all other processes can be in Ready state. If there are more than nnn processes in the system, the maximum number of processes in Ready state = total processes − n. If the question asks in general terms (without specifying total processes), the maximum number of processes in Ready state = unbounded, but in terms of CPUs: Maximum number of processes simultaneously running = n Maximum number of processes that can be in Ready state = any number ≥ 0, depending on total processes waiting.",
56,"Consider a binary tree T that has 200 leaf nodes. Then, the number of nodes in T that have exactly two children are _________.",,199,,200,,Any number between 0 and 199,,Any number between 100 and 200,,A,MCQ,This can be proved using Handshaking Lemma.  Refer below post to see complete proof. Handshaking Lemma and Interesting Tree Properties,
57,"Consider the following two C code segments. Y and X are one and two dimensional arrays of size n and n × n respectively, where 2 ≤ n ≤ 10. Assume that in both code segments, elements of Y are initialized to 0 and each element X[i][j] of array X is initialized to i + j. Further assume that when stored in main memory all elements of X are in same main memory page frame. C Code segment 1 : // initialize elements of Y to 0 // initialize elements X[i][j] of X to i+j for ( i = 0 ; i < n ; i ++ ) y [ i ] + = X [ 0 ][ i ]; Code segment 2 : // initialize elements of Y to 0 // initialize elements X[i][j] of X to i+j for ( i = 0 ; i < n ; i ++ ) y [ i ] + = X [ i ][ 0 ]; Which of the following statements is/are correct? S1: Final contents of array Y will be same in both code segments. S2: Elements of array X accessed inside the for loop shown in code segment 1 are contiguous in main memory. S3: Elements of array X accessed inside the for loop shown in code segment 2 are contiguous in main memory.",,Only S2 is correct,,Only S3 is correct,,Only S1 and S2 are correct,,Only S1 and S3 are correct,,C,MCQ,"In C, 2D arrays are stored in row major order.  Therefore, S2 is correct, but S3 is not correct.",
58,"While inserting the elements 71, 65, 84, 69, 67, 83 in an empty binary search tree (BST) in the sequence shown, the element in the lowest level is",,65,,67,,69,,83,,B,MCQ,"Here is The Insertion Algorithm For a Binary Search Tree : Insert(Root,key) { if(Root is NULL) Create a Node with value as key and return Else if(Root.key >= key) Insert(Root.left,key) Else Insert(Root.right,key) } Creating the BST one by one using the above algorithm in the below given image :",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2015/Explanation_Images/0bc17771fd8c10fb-TmbGrRtjIaXAnh1fag7QM42SHEoD1M.png
59,"Given a hash table T with 25 slots that stores 2000 elements, the load factor α for T is __________",,80,,0.0125,,8000,,1.25,,A,MCQ,load factor = (no. of elements) / (no. of table slots) = 2000/25 = 80. Hence Option(A) is the correct answer.,
60,"Consider B+ tree in which the search key is 12 bytes long, block size is 1024 bytes, record pointer is 10 bytes long and block pointer is 8 bytes long. The maximum number of keys that can be accommodated in each non-leaf node of the tree is",,49,,50,,51,,52,,B,MCQ,"Let m be the order of B+ tree m(8)+(m-1)12 <= 1024 [Note that record pointer is not needed in non-leaf nodes] m <= 51 Since maximum order is 51, maximum number of keys is 50.",
61,"Among simple LR (SLR), canonical LR, and look-ahead LR (LALR), which of the following pairs identify the method that is very easy to implement and the method that is the most powerful, in that order?",,"SLR, LALR",,"Canonical LR, LALR",,"SLR, canonical LR",,"LALR, canonical LR",,C,MCQ,"SLR Parser is a type of LR parser with small parse tables and a relatively simple parser generator algorithm.  Canonical LR parser or LR(1) parser is an LR(k) parser for k=1, i.e. with a single lookahead terminal. It can handle all deterministic context-free languages. LALR parser or Look-Ahead LR parser is a simplified version of a canonical LR parser,",
62,"Consider the following array of elements. 〈89, 19, 50, 17, 12, 15, 2, 5, 7, 11, 6, 9, 100〉. The minimum number of interchanges needed to convert it into a max-heap is",,4,,5,,2,,3,,D,MCQ,"〈89, 19, 50, 17, 12, 15, 2, 5, 7, 11, 6, 9, 100〉 89 /         \\ 19          50 /  \\        /  \\ 17    12     15    2 /  \\   / \\   /  \\ 5   7  11  6  9  100 Minimum number of swaps required to convert above tree to Max heap is 3. Below are 3 swap operations. Swap 100 with 15 Swap 100 with 50 Swap 100 with 89 100 /         \\ 19          89 /  \\        /  \\ 17    12     50    5 /  \\   / \\   /  \\ 7   11  6  9  2   15",
63,"Consider the following grammar G. S → F ⎪ H F → p ⎪ c H → d ⎪ c Where S, F and H are non-terminal symbols, p, d and c are terminal symbols. Which of the following statement(s) is/are correct? S1: LL(1) can parse all strings that are generated using grammar G. S2: LR(1) can parse all strings that are generated using grammar G.",,Only S1,,Only S2,,Both S1 and S2,,Neither S1 and S2,,D,MCQ,"The given grammar is ambiguous as there are two possible leftmost derivations for string ""c"". First Leftmost Derivation S → F F → c Second Leftmost Derivation S → H H → c An Ambiguous grammar can neither be LL(1) nor LR(1) .",
64,"In a web server, ten WebPages are stored with the URLs of the form http://www.yourname.com/var.html; where, var is a different number from 1 to 10 for each Webpage. Suppose, the client stores the Webpage with var = 1 (say W1) in local machine, edits and then tests. Rest of the WebPages remains on the web server. W1 contains several relative URLs of the form “var.html” referring to the other WebPages.  Which one of the following statements needs to be added in W1, so that all the relative URLs in W1 refer to the appropriate WebPages on the web server?",,"<a.href: “http://www.yourname.com/”, href: “...var.html”>",,<base href: “http://www.yourname.com/”>,,<a.href: “http://www.yourname.com/”>,,"<base href: “http://www.yourname.com/”, range: “...var.html”>",,B,MCQ,"The  tag specifies the base URL/target for all relative URLs in a document. There can be at maximum one  element in a document, and it must be inside the  element.",
65,"Let L be the language represented by the regular expression [Tex]\Sigma^* 0011\Sigma^*[/Tex] where [Tex]\Sigma = (0,1)[/Tex] . What is the minimum number of states in a DFA that recognizes [Tex]\bar L[/Tex] (complement of L)?",,(A) 4,,(B) 5,,(C) 6,,(D) 8,,B,MCQ,"Step 1: Language Description L: The language L contains all strings over {0,1} that have the substring 0011 anywhere in the string. Complement of L, \bar{L}: The complement contains all strings over {0,1} that do not contain the substring 0011 . Step 2: DFA for L To construct the DFA for L: A DFA needs to track whether the substring 0011 has occurred while scanning the input. To achieve this, the DFA needs to recognize the sequence of states that correspond to progressively matching the characters in 0011. States for L: The DFA for L has 5 states : State 0: No part of 0011 has been matched. State 1: Matched the prefix 0. State 2: Matched the prefix 00. State 3: Matched the prefix 001. State 4: Matched the full substring 0011 (accepting state). Step 3: DFA for \bar{L} The DFA for Lˉ\bar{L}Lˉ is the complement of the DFA for LLL. This means the accepting and non-accepting states of the DFA for LLL are swapped. The complement DFA will accept all strings that do not reach state 4 . States for \bar{L}: The DFA for L already has the minimum number of states necessary to determine whether 0011 appears in a string. Complementing the DFA does not reduce the number of states , so the DFA for \bar{L} will also require 5 states . Final Answer : 5",
