Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
66,"Consider n processes sharing the CPU in a round-robin fashion. Assuming that each process switch takes s seconds, what must be the quantum size q such that the overhead resulting from process switching is minimized but, at the same time, each process is guaranteed to get its turn at the CPU at least every t seconds ?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/1998/Question_Images/18b98641e4ae30fc-Q47RHESHIHhfqGltaZWsvP04fyaMNb.png,a,,b,,c,,d,,A,MCQ,"Each process will get CPU for q seconds and each process wants CPU again after t seconds.Thus, there will be (n-1) processes once after current process gets CPU again. Each process takes s seconds for context switch. (Qp1)(s)(Qp2)(s)(Qp3)(s)(Qp1) It can be seen that since P1 left and arrived again, there have been n context switches and (n-1) processes. Thus, equation will be: q*(n-1) + n*s <= t
q*(n-1) <= t - n*s
q <= (t-n.s) / (n-1) So, option (A) is correct.",
67,"Answer the following: a. Four jobs are waiting to be run. Their expected run times are 6, 3, 5 and x. In what order should they be run to minimize the average response time? b. Write a concurrent program using par begin - par end to represent the precedence graph shown below. Precedence graph",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/1998/Question_Images/a3003d1d0847aa6b-tvNfzDDqW1HZjE3MDpgKomhktO0xNL.png,No Option provided (Subjective Question) Please click here for answer.,,,,,,,,A,MCQ,"a. If we use Round Robin with Time Quantum = 1, it will take minimum Response Time, but we will not get any specific order. So, SJF (Shortest Job First) will give a minimum response time. if x<3<5<6 then order: x, 3, 5, 6 if 3<x<5<6 then order: 3, x, 5, 6 if 3<5<x<6 then order: 3, 5, x, 6 if 3<5<6<x then order: 3, 5, 6, x b. Begin S1; Par Begin S3; Begin S2; S3; End Par End S5; End",
68,A counting semaphore was initialized to 10. Then 6 P (wait) operations and 4 V (signal) operations were completed on this semaphore. The resulting value of the semaphore is,,0,,8,,10,,12,,B,MCQ,"Initially we have semaphore value = 10 Now we have to perform 6 p operation means when we perform one p operation it decreases the semaphore values to one. So after performing 6 p operation we get, semaphore values = 10 - 6 = 4 and now we have to perform 4 v operation means when we perform one V operation it increases the semaphore values to one. So after performing 4 v operation we get, semaphore values = 4 + 4 = 8. Option (B) is correct.",
69,"A computer has six tape drives, with n processes competing for them. Each process may need two drives. What is the maximum value of n for the system to be deadlock free?",,6,,5,,4,,3,,B,MCQ,"Given tape drive = 6 and each process may need 2 drive. 

When we give 1 drive to 1 process then total process will be 6 but in this case there will definitely deadlock occur because every process contain 1 drive and waiting for another drive which is hold by other process therefore when we reduce 1 process then system to be deadlock free. 

Hence maximum value of n = 6 - 1 = 5.

Option (B) is correct.",
70,Compute the Postfix equivalent of the following Infix expression 3* log(x+1) - a/2,,,,,,,,,,,MCQ,,
71,"[5 Marks question]
Answer the following:

a. Derive a recurrence relation of the size of the smallest AVL tree with height h. b. What is the size of the smallest AVL tree with height 8.",,,,,,,,,,,MCQ,,
72,What are the application(s) of linked list?,,Implementation of stacks and queues.,,Maintaining a directory of names,,None of the above,,Both a and b,,D,MCQ,Both a and b are the implementations of linked list.,
73,"Draw the binary tree with node labels a, b, c, d, e, f and g for which the inorder and postorder traversals result in the following sequences: Inorder a f b c d g e Postorder a f c g e d b",,,,,,,,,,,MCQ,,
74,Type checking is normally done during,,Lexical analysis,,Syntax analysis,,Syntax directed translation,,Code optimization,,C,MCQ,Syntax-Directed Translation is used in following cases Conversion of infix to Postfix Calculation of infix expression For creating a Acyclic graph Type Checking Conversion of Binary number to Decimal Counting the numbers of bits (0 or 1 ) in a binary number Creation of syntax tree To generate Intermediate code Storing the data into Symbol table,
75,Which of the following statement is true?,,SLR parser is more powerful than LALR.,,LALR parser is more powerful than Canonical LR parser.,,Canonical LR parser is more powerful than LALR parser.,,"The parsers SLR, Canonical LR, and LALR have the same power.",,C,MCQ,"Canonical LR is the most powerful parser as compared to other LR parsers. Order: LR(0)< SLR < LALR < CLR.  

Option (C) is correct.",
76,"[5 Marks question]

Answer the following: a . An identifier in a programming language consists of upto six letters and digits of which the first character must be a letter. Derive a regular expression for the identifier. b . Build an LL(1) parsing table for the language defined by the LL(1) grammar with productions Program → begin d semi X end
X → d semi X | s Y
Y → semi s Y | ε",,,,,,,,,,,MCQ,,
77,"Let the attribute 'val' give the value of a binary number generated by S in the following grammar:

S → L.L | L
L→ LB | B
B → 0 | 1

For example, an input 101.101 gives S.val = 5.625
Construct a syntax directed translation scheme using only synthesized attributes, to determine S.val.",,,,,,,,,,,MCQ,"Given grammar is:- S -> L.L | L
L-> LB | B
B -> 0 | 1 Now, syntax directed translation scheme using only synthesized attributes are: S -> L.L  { S.val = L.Val + L.val / L.nb }
S -> L    { S.val = L.val}
L -> LB   { L.val = 2 * L.Val + B.val , L.nb = L.nb + B.nb }
L -> B    { L.val = B.val , L.nb = B.nb}
B -> 0    { B.val = 0 , B.nb = 1 }
B -> 1    { B.val = 1 , B.nb = 1 } where , val = decimal value , nb = number of bits",
78,Which of the following statement is false?,,A tree with n nodes has (n-1) edges.,,A labeled rooted binary tree can be uniquely constructed given its postorder and preorder traversal results.,,A complete binary tree with n internal nodes has (n+1) leaves.,,The maximum number of nodes in a binary tree of height h is (2^(h+1)  -1).,,C,MCQ,"Both option (A) and (D) are correct. But option (B) is false because ""a labeled rooted binary tree can not be uniquely constructed given using its postorder and preorder traversal results"". It need inorder and preorder/postorder for uniquely constructed binary tree.

Option (C) is also false, take counter example in given tree : Therefore, both option (B) and (C) are false.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/1998/Explanation_Images/09c3719a3a0640a0-JhLegLwjBAW5g7Z5TvHO7Q6janL4dR.png
79,"Answer the following:

a.  Let G1 = (N, T, P, S1) be a CFG where, N= {S1A, B}, T= {a,b} and P is given by S 1 → aS 1 b             S 1 → aBb
         S 1 → aAb              B → Bb
         A → aA                B → b
         A → a What is L(G 1 )?

b. Use the grammar in part(a) to give a CFG for L 2 = { a i b j a k b l | i, j, k, l ≥ 1, i= j or k=l } by adding not more than 5 production rule.

c.  Is L 2 inherently ambiguous?",,,,,,,,,,,MCQ,,
80,"A complete n-ary tree is one in which every node has 0 or n sons. If x is the number of internal nodes of a complete n-ary tree, the number of leaves in it is given by",,x(n-1)+1,,xn-1,,xn+1,,x(n+1),,A,MCQ,,
81,"Consider the grammar S →  Aa | b
A → Ac | Sd | ε Construct an equivalent grammar with no left recursion and with minimum number of production rules.",,,,,,,,,,,MCQ,"Given, S →  Aa | b
A → Ac | Sd | ε We can write this grammar as- S →  Aa | b
A → Ac | Aad | bd | ε After removing left factor we get :- S → Aa | b
A → A’ | bdA’
A’ → cA’ | adA’ |  ε",
82,"A linker reads four modules whose lengths are 200, 800, 600 and 500 words respectively. If they are loaded in that order, what are the relocation constants?",,"0, 200, 500, 600",,"0, 200, 1000, 1600",,"200, 500, 600, 800",,"200, 700, 1300, 2100",,B,MCQ,"According to question  a linker reads four modules whose lengths are 200, 800, 600 and 500 words respectively. If first module loaded then it will start at address 0 and we know that Size is 200. hence it will occupy first 200 address and  last address being 199 because it start with 0 therefore  Second module will be present from 200  to 999 as   2nd module having length 800  and third module will start from 1000 to 1599 as its length is 600 similarly fourth module will start from 1600 to till 500 B.

Therefore relocation constant is 0, 200, 1000, 1600. For better understanding see the table below. Module Number relocation base limit  ( length ) 1 0 200 2 200 800 3 1000 600 4 1600 500",
83,"In a resident- OS computer, which of the following system software must reside in the main memory under all situations?",,Assembler,,Linker,,Loader,,Compiler,,C,MCQ,"Loader is the part of an operating system that is responsible for loading programs and libraries. it places the programs into memory and also prepares them for execution.

Loading a program involves tasks such as reading the contents of the executable file containing the program instructions into memory, and then carrying out other required preparatory tasks to prepare the executable for running so any software must reside in the main memory under all situations.

The operating system starts the program by passing control to the loaded program code once the loading process is completed.

Option (C) is correct.",
