Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
33,"Consider the following sets: S 1 : Set of all recursively enumerable languages over the alphabet {0, 1}. S 2 : Set of all syntactically valid C programs. S 3 : Set of all languages over the alphabet {0, 1}. S 4 : Set of all non-regular languages over the alphabet {0, 1}. Which of the above sets are uncountable?",,S 1 and S 2,,S 3 and S 4,,S 1 and S 4,,S 2 and S 3,,B,MCQ,"Recursively enumerable languages are countable. Syntactically valid C program can be represented with CFG. CFG generates CFL, CFL is countable. All languages over {0, 1} may not be countable, because they may also lie in the region of 2 Σ* . Set of regular languages are countable, non-regular languages may not be countable. Option (C) is true.",
34,"Let G be an arbitrary group. Consider the following relations on G: R 1 : ∀a, b ∈ G, aR 1 b if and only if ∃g ∈ G such that a = g −1 bg R 2 : ∀a, b ∈ G, aR 2 b if and only if a = b −1 Which of the above is/are equivalence relation/relations?",,R 1 and R 2,,R 1 only,,R 2 only,,Neither R 1 nor R 2,,B,MCQ,"Given R 1 is a equivalence relation, because it satisfied reflexive, symmetric, and transitive conditions: Reflexive: a = g –1 ag can be satisfied by putting g = e, identity “e” always exists in a group. Symmetric: aRb ⇒ a = g –1 bg for some g ⇒ b = gag –1 = (g –1 ) –1 ag –1 g –1 always exists for every g ∈ G. Transitive: aRb and bRc ⇒ a = g1 –1 bg1 and b = g2 –1 cg2 for some g1g2 ∈ G. Now a = g1 –1 g2 –1 cg2g1 = (g2g1) –1 cg2g1 g1 ∈ G and g2 ∈ G ⇒ g2g1 ∈ G since group is closed so aRb and aRb ⇒ aRc R 2 is not equivalence because it does not satisfied reflexive condition of equivalence relation: aR 2 a ⇒ a = a –1 ∀a which not be true in a group. So, option (B) is correct.",
35,The search engine’s business model ________ around the fulcrum of trust.,,revolves,,plays,,sinks,,bursts,,A,MCQ,"revolve: move in a circle on a central axis. play: engage in activity for enjoyment and recreation rather than a serious or practical purpose. sink: go down below the surface of something, especially of a liquid; become submerged. burst: break open or apart suddenly and violently, especially as a result of an impact or internal pressure. fulcrum means the point against which a lever is placed to get a purchase, or on which it turns or is supported. SO, revolve is most appropriate.  Option (A) is correct.",
36,A court is to a judge as _________ is to a teacher,,a student,,a punishment,,a syllabus,,a school,,D,MCQ,"A court is a place where judges hear cases, similarly, a school is a place where teachers teach students. So, option (D) is correct.",
37,"The police arrested four criminals – P, Q, R and S. The criminals knew each other. They made the following statements: P says “Q committed the crime.” Q says “S committed the crime.” R says “ I did not do it.” S says “What Q said about me is false”. Assume only one of the arrested four committed the crime and only one of the statements made above is true. Who committed the crime?",,P,,R,,S,,Q,,B,MCQ,"Given that only one person committed the crime and only one given statement is correct. When P is correct and Q, R, S are false: it implies, Q committed crime, S did not commit crime, R committed crime, S committed crime. This situation is impossible. When Q is correct and P, R, S are false: it implies, Q did not commit crime, S committed crime, R committed crime, S committed crime. This situation is impossible. When R is correct and P, Q, S are false: it implies, Q did not commit crime, S did not commit crime, R did not commit crime, S committed crime. This situation is impossible. When S is correct and P, Q, R are false: it implies, Q did not commit crime, S did not commit crime, R committed crime, S did not commit crime. This situation is possible means R has committed crime. So, option (B) is correct.",
38,Two cars at the same time from the same location and go in the same direction. The speed of the first car is 50 km/h and the speed of the second car is 60 km/h. The number of hours it takes for the distance between the two cars to be 20 km is _________. Note: This was Numerical Type question.,,1,,2,,3,,6,,B,MCQ,"Best approach : If we consider 1st car stationery, then speed of second car will be 10 Km/h. so, time required to travel 20 km will be: 2 hours. Alternative way : Given two cars at the same time from the same location and go in the same direction with speed of 50 km/h and 60 km/h.    Therefore, after 1 hour, distance traveled by first car (with speed of 50 km/h) = 50*1 = 50 km And, distance traveled by second car (with speed of 60 km/h) = 60*1 = 60 km So, distance between these cars = 60 - 50 = 10 km After 2 hour, distance traveled by first car (with speed of 50 km/h) = 50*2 = 100 km And, distance traveled by second car (with speed of 60 km/h) = 60*2 = 120 km So, distance between these cars = 120 - 100 = 20 km Alternative way: → (distance traveled by second car) - (distance traveled by first car) = 20 km → (S 2 *T) - (S 1 *T) = 20 → (60*T) - (50*T) = 20 → 10*T = 20 → T = 2 Therefore, option (B) is correct.",
39,"Ten friends planned to share equally the cost of buying a gifts for their teacher. When two of them decided not to contribute, each of the other friends had to pay Rs. 150 more. The cost of the gift was Rs. _________ .",,666,,3000,,6000,,12000,,C,MCQ,"Let share of each student = x  Since cost of gift will be same in both situation, therefore, → 10*x = 8*(x + 150) → 10*x = 8*x + 8*150 → 2*x = 8*150 → x = 8*150 / 2 → x = 600 Therefore, cost of gift is, 10*x = 10*600 = 6000 Option (C) is correct.",
40,“A recent High Court judgement has sought to dispel the idea of begging as a disease – which leads to its stigmatization and criminalization  – and to regard it as a symptom. The underlying disease is the failure of the state to protect citizens who fall through the social security net.”  Which one of the following statements can be inferred from the given passage?,,Beggars are lazy people who beg because they are unwilling to work,,Beggars are created because of the lack of social welfare schemes,,Begging is an offence that has to be dealt with firmly,,Begging has to be banned because it adversely affects the welfare of the state,,B,MCQ,"The passage is clearly state that the underlying disease behind begging is the failure of the state to protect citizens who fall through the social security net.  So, option (B) is correct.",
41,"In the given diagram, teachers are represented in the triangle, researchers in the circle and administrators in the rectangle. Out of the total number of the people, the percentage of administrators shall be in the range of _________ . Figure",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2019/Question_Images/28f426514ae417e7-DTMNfDJ9FXKfwvYa9ndelFUqb7oo5M.webp,0 to 15,,16 to 30,,31 to 45,,46 to 60,,C,MCQ,"No of administrator, = 10+20+20 = 50 Total no of person, = 80+20+20+40 = 160 Percentage of administrators, = (50/160)*100 = 31.25 % Note that question ask percentage of administrators belongs in given range.   Since 31.25 percent is belong in 31 to 45 range. So, option (C) is correct.",
42,"In a college, there are three student clubs, Sixty students are only in the Drama club, 80 students are only in the Dance club, 30 students are only in Maths club, 40 students are in both Drama and Dance clubs, 12 students are in both Dance and Maths clubs, 7 students are in both Drama and Maths clubs, and 2 students are in all clubs. If 75% of the students in the college are not in any of these clubs, then the total number of students in the college is _____________.",,1000,,975,,900,,225,,C,MCQ,"Note that given 2 students are in all clubs so these are common in given each two group. After deducting 2: Venn Diagram Therefore total number of students participating in any of these clubs are: = 60 + 80 + 30 + 38 + 2 + 10 + 5 = 225 Given only these are 25% of the total number of students in the college (75% of the students in the college are not in any of these clubs.). Therefore total total number of students in the college: x*0.25 = 225 = 225/0.25 = 900 So, option (C) is correct.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2019/Explanation_Images/91563aec0f690a8e-wGpFGjNIGqZUEZcBTvcD0hdfYEr0ok.webp
43,"Three of the five students are allocated to a hostel put in special requests to the warden, Given the floor plan of the vacant rooms, select the allocation plan that will accommodate all their requests. Request by X: Due to pollen allergy, I want to avoid a wing next to the garden. Request by Y: I want to live as far from the washrooms as possible since I am very much sensitive to smell. Request by Z: I believe in Vaastu and so I want to stay in South-West wing. The shaded rooms are already occupied. WR is washroom",,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2019/Option_A_Images/f9faa630cf5e7cf4-PYUl0aYTRyQkql3XlqaKzaTu7LTjue.webp,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2019/Option_B_Images/4224098025ff02e4-ljIlkd6ypWq59IvsHck6gE029NY4tA.webp,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2019/Option_C_Images/e0a1a4e5aefb2b70-V7Ss1lS6VrGV0B33qCucPmDedt2Yic.webp,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2019/Option_D_Images/6daf8e39ac0329cf-4LwYxtpU1NphfkrO58dNubTaqeBHu5.webp,D,MCQ,"In all other option except D, Z is not staying in south-west wing. Since Z believe in vastu, he can stay in Any of the south-west wings but not in any other wing. In option (D) X is away from the garden as well as Y is away from the washroom. So, option (D) is correct.",
44,"A certain processor uses a fully associative cache of size 16 kB, The cache block size is 16 bytes. Assume that the main memory is byte addressable and uses a 32-bit address. How many bits are required for the Tag and the Index fields respectively in the addresses generated by the processor?",,24 bits and 0 bits,,28 bits and 4 bits,,24 bits and 4 bits,,28 bits and 0 bits,,D,MCQ,"Given cache block size is 16 bytes, so block or word offset is 4 bits. Fully associative cache of size 16 kB, so line offset should be, = cache size / block size = 16 kB / 16 B = 1 k = 1024 = 10 bits Line or Index Offset Tag bit size would be, = processor address size - (line offset + word offset) = 32 - 10 - 4 = 18 bits tag size Since, there no option matches, but if we assume that Line Offset is a part of Tag bits. Therefore, Tag bits = 18+10 = 28 bits Line or Index offset = 0 bits (since fully associative cache memory), Word or block offset = 4 bits Alternative way: We know in fully associative mapping, Line size = block size = frame size Number of bits in tag can be founded using given below formula Number of Tag bits = Total number of bits in Physical Address - no of bits in Block offset Here number of bits in block offset is not given. It can be found using ceil(log2 Cache block size) = ceil(log2 16) = 4 So, Number of Tag bits = 32-4 = 28 No index bits is there in fully associative mapping. Hence Index bits = 0 So, option (D) is correct .",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2019/Explanation_Images/ecc12d5abf68e678-4bnCJTTSbUqdbkZQBF9dTnYIYyh4lJ.png
45,The chip select logic for a certain DRAM chip in a memory system design is shown below. Assume that the memory system has 16 address lines denoted by A15 to A0. What is the range of address (in hexadecimal) of the memory system that can get enabled by the chip select (CS) signal?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2019/Question_Images/68bdd184ceec5236-GEjIHKgwgHMfUHzPsyptXQOGaqCXdZ.png,C800 to CFFF,,CA00 to CAFF,,C800 to C8FF,,DA00 to DFFF,,A,MCQ,"The memory system has 16 address lines (A15​ to A0​), meaning the address range spans 2 16 = 65536 addresses (0000h h to FFFF h ​). The chip select (CS) signal depends on four address lines: A15​, A14​, A13​, and A12​. These lines are inputs to an AND gate with NOT gates on A14​ and A13​. The AND gate activates CS if: A 15 =1, A 14 =0, A 13 =0, A 12 =1. A15 A14 A13 A12 A11 A10 A9 ... .... A0 1    1   0   0   1   0   0 ... .... 0  = C800 |-Chip select (CS)-| ...   ... .... 1  = C801 1    1   0   0   1   ...   ... .... .  = ... 1    1   0   0   1   1   1 ... .... 1  = CFFF Combining the fixed upper nibble (C h ​) with all possible values for the lower 12 bits (A 11 ​ to A 0 ​), the address range is: C800 h to CFFF h So, option (A) is correct.",
46,Which one of the following kinds of derivation is used by LR parsers?,,Leftmost,,Leftmost in reverse,,Rightmost,,Rightmost in reverse,,D,MCQ,"Parsing is classified into two categories, i.e. Top Down Parsing and Bottom-Up Parsing. Top-Down Parsing is based on Left Most Derivation whereas Bottom Up Parsing is dependent on Reverse Right Most Derivation.  A general shift reduce parsing is LR parsing is bottom-up parsing where L stands for scanning the input from left to right and R stands for constructing a rightmost derivation in reverse .  So, option (D) is correct.",
47,"In 16-bit 2’s complement representation, the decimal number −28 is:",,1111 1111 0001 1100,,0000 0000 1110 0100,,1111 1111 1110 0100,,1000 0000 1110 0100,,C,MCQ,"Represent 28 in Binary Convert 28 to its binary representation in 16 bits: 28 in binary is 11100 (5 bits). To make it 16 bits, pad with leading zeros: 28=0000 0000 0001 1100 Find the 2's Complement To find −28, take the 2's complement of the binary representation of 28: Step 2.1: Take the 1's complement : Invert all bits of 28 (0000 0000 0001 11000000): 1’s complement=1111 1111 1110 0011. Step 2.2: Add 1 to the 1's complement : Add 1 to 1111 1111 1110 0011: 1111 1111 1110 0011+1 = 1111 1111 1110 0100. Thus, the 16-bit 2's complement representation of −28 is: 1111 1111 1110 0100 So option (C) is correct.",
48,"Consider Z = X − Y where X, Y and Z are all in sign-magnitude form. X and Y are each represented in n bits. To avoid overflow, the representation of Z would require a minimum of:",,n bits,,n−1 bits,,n+1 bits,,n+2 bits,,C,MCQ,"Overflow can occur when two same sign numbers are added or two opposite sign numbers are subtracted. For example: let n = 4 bit, X = +6 and Y = -5 (1 bit for sign and 3 bit for magnitude) Therefore, Z = X - Y = 6 - (-5) = 6+5 = 11 But result (Z) 11 needs 5 (= 4 + 1) bits to store, Sin integer 11 needs 1 bit for sign and 4 bit for magnitude. Therefore to avoid overflow the representation of Z would require a minimum of (n + 1) bits. Option (C) is correct.",
49,Let X be a square matrix. Consider the following two statements on X. I. X is invertible II. Determinant of X is non-zero Which one of the following is TRUE?,,I implies II; II does not imply I,,II implies I; I does not imply II,,I does not imply II; II does not imply I,,I and II are equivalent statements,,D,MCQ,"Since, inverse of a matrix is defined iff |A| is not equal to 0. So, if denominator or divisor (i.e., determinant of matrix, |A|) is zero, then inverse of matrix (i.e., (A) -1 ) can not be defined.  That means if inverse of matrix (i.e., (A) -1 ) exists, then it means that denominator (i.e., determinant of matrix, |A|) is non-zero . A square matrix is Invertible if and only if its determinant is non-zero. Hence, both given statements are equivalent. So, option (D) is correct.",
50,"The expenditure on the project __________ as follows: equipment Rs.20 lakhs, salaries Rs.12 lakhs, and contingency Rs.3 lakhs.",,break down,,break,,breaks down,,breaks,,C,MCQ,"Break down: to separate, or to separate something, into smaller parts.  For example, The data breaks down into three main categories. Note that 'breaks down' or 'break down' will depend on singular (e.g., expenditure) or plural (e.g., expenditures) form of the subject in given sentence.  So, option (C) is correct.",
51,Consider the following two statements about database transaction schedules: I. Strict two-phase locking protocol generates conflict serializable schedules that are also recoverable. II. Timestamp-ordering concurrency control protocol with Thomas’ Write Rule can generate view serializable schedules that are not conflict serializable. Which of the above statements is/are TRUE?,,I only,,II only,,Both I and II,,Neither I nor II,,C,MCQ,"Following Strict 2-PL ensures that our schedule is: serializablity, Recoverable, and Cascadeless. So statement (I) is true. Thomas Write Rule for concurrency control does not enforce Conflict Serializablity, so statement (II) is also true. Hence option (C) is correct.",
52,"Let G be an undirected complete graph on n vertices, where n > 2. Then, the number of different Hamiltonian cycles in G is equal to",,n!,,n - 1!,,1,,(n-1)! / 2,,D,MCQ,"A simple circuit in a graph G that passes through every vertex exactly once is called a Hamiltonian circuit. In an undirected complete graph on n vertices, there are n permutations are possible to visit every node. But from these permutations, there are: n different places (i.e., nodes) you can start; 2 (clockwise or anticlockwise) different directions you can travel. So any one of these n! cycles is in a set of 2n cycles which all contain the same set of edges. So there are, = (n)! / (2n) = (n−1)! / 2 distinct Hamilton cycles. Option (D) is correct.",
53,"Let U = {1, 2, …,n} and A = {(x, X)∣ x∈X, X⊆U }. Consider the following two statements on [Tex]|A|[/Tex] : [Tex]\text{I. } |A| = n2^{n-1} \\
\text{II. } |A| = \sum_{k=1}^{n} k\binom{n}{k}[/Tex] Which of the above statements is/are TRUE?",,Only I,,Only II,,Both I and II,,Neither I nor II,,C,MCQ,"Given, A = {(x, X)∣ x∈X, X⊆U }, where U = {1, 2, …,n}. As we know, the number of k-element subsets of a set U with n elements is n C k . The number of possible ordered pairs (x, X) where x ∈ X is k⋅ n C k for a given value of k from 1 to n. So total number of ordered pairs in A. Also by the combinational identity: So, both given statements (I) and (II) are correct. Hence option (C) is true.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2019/Explanation_Images/312c4b778d698a78-qruwyrIc9b85kazcIwx7oqv7CS0hLz.gif
54,Which one of the following is NOT a valid identity?,,(x ⊕ y) ⊕ z = x ⊕ (y ⊕ z),,(x + y) ⊕ z = x ⊕ (y + z),,"x ⊕ y = x + y, if xy = 0",,x ⊕ y = (xy + x′y′)′,,B,MCQ,"According to XOR (⊕) operation, x y x⊕y 0 0 0 0 1 1 1 0 1 1 1 0 Therefore, option (D), x⊕y = (x'y + xy′) = (x'+y').(x+y) = (x⊙y)' = (xy + x′y′)′ It also clearly shows that, if atleast one of x and y is 0, then it works as (x+y). x⊕y = x + y,  if xy = 0 You can notice that it works as (x+y) except last row in given Truth table, because only last row does not satisfy (x.y)=0. So, option (C) is also correct. XOR (⊕) operation also satisfies associative law , i.e., (x ⊕ y) ⊕ z = x ⊕ (y ⊕ z) So, option (A) is also correct. But, option (B) is not correct because, (x+y)⊕z = (x+y)'.z + (x+y).z' = (x'y').z + xz' + yz' And, x⊕(y+z) = x'.(y+z) + x.(y+z)' = x'y + x'z + x.y'z' Therefore, (x+y)⊕z ≠ x⊕(y+z)",
55,Compute: [Tex]\lim _{x \to 3 }\frac{x^4-81}{2x^2-5x-3} [/Tex],,Limit does not exist,,1,,53/12,,108/7,,D,MCQ,"On Factorizing the numerator and denominator Numerator (x 4 −81) = (x−3) (x+3) (x2+9) Denominator 2x 2 −5x −3 = (2x+1) (x−3)Simplify the fraction The limit becomes: [Tex]\frac{(x-3)(x+3)(x^2+9)}{(2x+1)(x-3)}[/Tex] Cancel the common factor (x−3) (since x→3, x−3 ≠ 0 in the neighborhood of x=3): [Tex]\frac{(x+3)(x^2+9)}{2x+1}[/Tex] Substitute x=3 Now, substitute x=3 into the simplified expression: [Tex]\frac{(3+3)(3^2+9)} {2(3)+1}= \frac{108}{7} [/Tex] [Tex]\lim _{x \to 3 }\frac{x^4-81}{2x^2-5x-3} = \frac{108}{7}[/Tex] So, option (D) is correct.",
56,Which one of the following statements is NOT correct about the B+ tree data structure used for creating an index of a relational database table?,,B+ Tree is a height-balanced tree,,Non-leaf nodes have pointers to data records,,Key values in each node are kept in sorted order,,Each leaf node has a pointer to the next leaf node,,B,MCQ,"B+ tree is height balance search tree, where key values in each node are kept in sorted order. All leaf nodes are at same level and connected to next leaf node. Each non-leaf (i.e., internal) node is of the form: <P1, K1, P2, K2, ….., Pc-1, Kc-1, Pc> where c <= a and each Pi is a tree pointer (i.e points to another node of the tree) and, each Ki is a key value. That means each non-leaf (i.e., internal) nodes has only block (i.e., node or tree pointers) and keys. These internal (i.e., non-leaf) node do not contain data record pointers. So, option (B) is not correct.",
57,"For Σ = {a, b}, let us consider the regular language L = {x ∣ x = a 2 + 3k or x = b 10 + 12k , k ≥ 0} Which one of the following can be a pumping length (the constant guaranteed by the pumping lemma) for L?",,3,,5,,9,,24,,D,MCQ,"According to Pumping lemma , there must be repetition (DFA then it repeats some states, and regular grammar repeats its nonterminal in derivation.) for all acceptable stings. Therefore, minimum Pumping Length should be 11 , because string with length 10 (i.e., w = b 10 ) does not repeat anything, but string with length 11 (i.e., w = b 11 ) will repeat states. Therefore, pumping length for given language should greater than 10 , which is 24. Option (D) is correct.",
58,The following C program is executed on a Unix / Linux system: C #include <unistd.h> int main () { int i ; for ( i = 0 ; i < 10 ; i ++ ) if ( i % 2 == 0 ) fork (); return 0 ; } The total number of child process created is __________ . Note - This was Numerical Type question.,,31,,63,,5,,6,,A,MCQ,"Condition ""if"" will be satisfy for i = 0, 2, 4, 6, 8 only. So, ""fork()"" will call for 5 times.   Total number of processes created is, = 2 number of fork() There is always only one parent process of these processes and remaining will be child processes.  Hence number of child process created is, = 2 number of fork() - 1 = 2 5 - 1 = 32 - 1 = 31 So, option (A) is correct.",
59,"Consider the following C program: C #include <stdio.h> int jumble ( int x , int y ) { x = 2 * x + y ; return x ; } int main () { int x = 2 , y = 5 ; y = jumble ( y , x ); x = jumble ( y , x ); printf ( ""%d \\ n"" , x ); return 0 ; } The value printed by program is __________ . Note: This was Numerical Type question.",,26,,2,,5,,12,,A,MCQ,"Initially  x = 2, y = 5; jumble (5, 2) is called and y will be updated as 12 jumble (12, 2) is called and x will updated as 26 Final value of x = 26 So, option (A) is correct.",
60,"Consider the following given grammar: S → Aa A → BD B → b|ε D → d|ε Let a, b, d, and $ be indexed as follows: Compute the FOLLOW set of the non-terminal B and write the index values for the symbols in the FOLLOW set in the descending order. (For example, if the FOLLOW set is {a, b, d, $}, then the answer should be 3210). Note: This was Numerical Type question.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2019/Question_Images/eaab8df001e415b6-4Qpk1pwKzSQmQ3Lif3wnI8QvsMKUbj.png,31,,310,,230,,23,,A,MCQ,"Follow (B) to be the set of terminals that can appear immediately to the right of Non-Terminal B in some sentential form.  Therefore, Follow (B) = {d, a} Hence their index in descending order is 31.",
61,"Two numbers are chosen independently and uniformly at random from the set {1, 2, ..., 13}. The probability (rounded off to 3 decimal places) that their 4-bit (unsigned) binary representations have the same most significant bit is ___________. Note: This was Numerical Type question.",,0.5029,,0.538,,0.461,,0.248,,A,MCQ,"The 4-bit binary representation of numbers (1, 2, 3, 4.........13): 0  - 0000 1  - 0001 2  - 0010 3  - 0011 4  - 0100 5  - 0101 6  - 0110 7  - 0111 8  - 1000 9  - 1001 10 - 1010 11 - 1011 12 - 1100 13 - 1101 There 6 numbers which start with MSB as 1, and 7 numbers which start with MSB as 0.  Therefore, probability that their 4-bit binary representations have the same most significant bit is, = P(MSB is 0) + P(MSB is 1) = (7×7)/(13×13) + (6×6)/(13×13) = (49+36)/169 = 85/169 = 0.5029 Option (A) is correct.",
62,An array of 25 distinct elements is to be sorted using quicksort. Assume that the pivot element is chosen uniformly at random. The probability that the pivot element gets placed in the worst possible location in the first round of partitioning (rounded off to 2 decimal places) is _________. Note: This was Numerical Type question.,,0.08,,0.0016,,0.04,,0.0008,,A,MCQ,"Given an array of 25 distinct elements, and pivot element is chosen uniformly randomly. So, there are only 2 worst case position in the pivot element is either first (or) last.   Therefore, required probability is, = 2/25 = 0.08 So, option (A) is correct.",
63,The value of 3 51 mod 5 is _________ . Note: This was Numerical Type question.,,1,,2,,3,,4,,B,MCQ,"According to chinese remainder theorem : = 3 51 mod 5 = (3 3 ) 17 mod 5 = (27) 17 mod 5 = {(2 2 ) 8 *2 1 } mod 5 = {(4) 8 *(2)} mod 5 = {(-1) 8 *(2)} mod 5 = {(1*2)} mod 5 = {(2)} mod 5 = 2 Note: You can solve it directly by using power and mod operations in given calculator.   So, option (B) is correct.",
64,"Consider three concurrent processes P1, P2 and P3 as shown below, which access a shared variable D that has been initialized to 100. The processes are executed on a uniprocessor system running a time-shared operating system. If the minimum and maximum possible values of D after the three processes have completed execution are X and Y respectively, then the value of Y–X is __________. Note: This was a numerical-type question.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2019/Question_Images/261ef281404e7aca-YxMVu7MvVxEPziolMvEwcOpN0lQV2O.png,80,,130,,50,,None of these,,A,MCQ,"Minimum value (X) of D will possible when, P2 reads D=100, preempted. P1 executes D=D+20, D=120. P3 executes D=D+10, D=130. Now, P2 has D=100, executes, D = D-50 = 100-50 = 50. P2 writes D=50 final value. So, minimum value (X) of D is 50.   Maximum value (Y) of D will possible when, P1 reads D=100, preempted. P2 reads D=100, executes, D = D-50 = 100-50 = 50. Now, P1 executes, D = D+20 = 100+20 = 120. And now, P3 reads D=120, executes D=D+10, D=130. P3 writes D=130 final value. So, maximum value (Y) of D is 130.   Therefore, = Y - X = 130 - 50 = 80 So, option (A) is correct.",
65,"Consider the following C program: C #include <stdio.h> int main (){ int arr [] = { 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 0 , 1 , 2 , 5 }, * ip = arr + 4 ; printf ( ""%d \\ n"" , ip [ 1 ]); return 0 ; } The number that will be displayed on execution of the program is _________ .",,6,,5,,4,,segmentation error,,A,MCQ,"Note that index of array always start from 0 in C. Initially ip pointer is pointing at (arr+4) or skipping starting first 4 position,.i.e., it is pointing at element 5. Now in the printf system call, 1 more position is to skip, So it will point to (arr+5) or skip 5 position from starting:  Hence, printf will print value at 6 th position, i.e., 6 will printed. So, option (A) is correct.",
