Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
43,HTML(Hypertext Markup Language) has language elements which permit certain actions other than describing the structure of the web document. Which one of the following actions is NOT supported by pure HTML (without any server or client side scripting)pages?,,Embed web objects from different sites into the same page,,Refresh the page automatically after a specified interval,,Automatically redirect to another page upon download,,Display the client time as part of the page,,D,MCQ,Theoretical,
44,"Consider a relational table with a single record for each registered student with the following attributes. 1. Registration_Num : Unique registration number of each registered student 2. UID : Unique identity number, unique at the national level for each citizen 3. BankAccount_Num : Unique account number at the bank. A student can have multiple accounts or join accounts. This attribute stores the primary account number. 4. Name : Name of the student 5. Hostel_Room : Room number of the hostel Which one of the following option is INCORRECT ?",,BankAccount_Num is candidate key,,Registration_Num can be a primary key,,UID is candidate key if all students are from the same country,,If S is a superkey such that S∩UID is NULL then S∪UID is also a superkey,,A,MCQ,"A Candidate Key value must uniquely identify the corresponding row in table. BankAccount_Number is not a candidate key. As per the question “A student can have multiple accounts or joint accounts. This attributes stores the primary account number”. If two students have a joint account and if the joint account is their primary account, then BankAccount_Number value cannot uniquely identify a row.",
45,Which one of the following circuits is NOT equivalent to a 2-input XNOR (exclusive NOR) gate?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/54ba665138f2280e-bPKwYz4PPd63QC9EaEZhTqdH5u0G8T.png,A,,B,,C,,D,,D,MCQ,"All options except D produce XOR as described below : [Tex]
NOT({a \\bigoplus b}) = XNOR \\\\
NOT(NOT(a)\\bigoplus NOT(b)) = NOT(aNOT(b) + NOT(a)b) = XNOR \\\\
NOT(a) \\bigoplus b = ab + NOT(ab)= XNOR \\\\
NOT(NOT(aNOT(b))(NOT(b)+a)) = NOT(NOT(ab)+ba) = NOT(XNOR)
[/Tex]",
46,The simplified SOP (Sum Of Product) form of the boolean expression (P + Q' + R') . (P + Q' + R) . (P + Q + R') is,,(P'.Q + R'),,(P + Q'.R'),,(P'.Q + R),,(P.Q + R),,B,MCQ,"See following : (P+Q'+R').(P+Q'+R).(P+Q+R') = [Tex]\\prod(3, 2, 1) = \\sum(0, 4, 5, 6, 7)[/Tex] From the K-map, POS form is : P + Q'.R'",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Explanation_Images/9a2781a077ffc24f-PChm6oI5MtExGZXDTi5BEYLVMWM7cx.png
47,The minimum number of D flip-flops needed to design a mod-258 counter is.,,9,,8,,512,,258,,A,MCQ,An n-bit binary counter consists of n flip-flops and can count in binary from 0 to 2^n - 1. 2^n ≥ 258,
48,K4 and Q3 are graphs with the following structures. Which one of the following statements is TRUE in relation to these graphs?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/cf645d0e6dfee09f-X1zNlAoEUhNgHGtV2n3CEM0RU6juVl.jpg,Q3 is planar while K4 is not,,Neither K4 nor Q3 are planar,,Both K4 and Q3 are planar,,K4 is planar while Q3 is not,,C,MCQ,A Graph is said to be planar if it can be drawn in a plane without any edges crossing each other.,
49,The lexical analysis for a modern computer language such as Java needs the power of which one of the following machine models in a necessary and sufficient sense?,,Finite state automata,,Deterministic pushdown automata,,Non-Deterministic pushdown automata,,Turing Machine,,A,MCQ,"In lexical analysis finite automata is used to produce tokens in the form of identifiers, keywords and constants from the input program. In the process of pattern recognition, it used to search keywords by using string-matching algorithms. See https://www.geeksforgeeks.org/automata-theory-set-3/",
50,"Consider a hypothetical processor with an instruction of type LW R1, 20(R2), which during execution reads a 32-bit word from memory and stores it in a 32-bit register R1. The effective address of the memory location is obtained by the addition of a constant 20 and the contents of register R2. Which of the following best reflects the addressing mode implemented by this instruction for operand in memory?",,Immediate Addressing,,Register Addressing,,Register Indirect Scaled Addressing,,Base Indexed Addressing,,D,MCQ,,
51,"What does the following fragment of C-program print? C char c [] = ""GATE2011"" ; char * p = c ; printf ( ""%s"" , p + p [ 3 ] - p [ 1 ]) ;",,GATE2011,,E2011,,2011,,011,,C,MCQ,"p[3] is 'E' and p[1] is 'A'. p[3] - p[1] = ASCII value of 'E' - ASCII value of 'A' = 4 So the expression  p + p[3] - p[1] becomes p + 4 which is base address of string ""2011""",
52,A max-heap is a heap where the value of each parent is greater than or equal to the values of its children. Which of the following is a max-heap?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/67d961b012fdbe48-U0pZPcNi984DIBCdlTEHHzGbffN44M.gif,A,,B,,C,,D,,B,MCQ,"A) is not a max-heap because it is not a complete binary tree B) is a max-heap because it is complete binary tree and follows max-heap property. C) is not a max-heap because 8 is a chile of 5 in this tree, so violates the max-heap property. D) is not a max-heap because 8 is a chile of 5 in this tree, so violates the max-heap property. There are many other nodes in this tree which violate max-heap property in this tree.",
53,"Let P be a regular language and Q be context-free language such that Q ⊆ P. (For example, let P be the language represented by the regular expression p*q* and Q be {p n q n | n ∈ N}). Then which of the following is ALWAYS regular? (A) P ∩ Q (B) P - Q (C) ∑* - P (D) ∑* - Q",,A,,B,,C,,D,,C,MCQ,"1. P ∩ Q would be Q, due to the given fact that Q ⊆ P, hence context free but not regular. 2. P − Q = P ∩ Q might not even be a context free language, due to the closure properties of context free languages. 3. Σ∗ − P is equivalently complement of P, hence regular. 4. Σ∗ − Q is equivalently complement of Q, hence it might not even be a context free language. Hence, option C is the correct answer",
54,An algorithm to find the length of the longest monotonically increasing sequence of numbers in an array A[0 :n-1] is given below. Let Li denote the length of the longest monotonically increasing sequence starting at index i in the array Which of the following statements is TRUE?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/25f83fd995db12f0-XnXwmqQ1jLULH8HHBw7vODpgWBBAqI.gif,The algorithm uses dynamic programming paradigm,,The algorithm has a linear complexity and uses branch and bound paradigm,,The algorithm has a non-linear polynomial complexity and uses branch and bound paradigm,,The algorithm uses divide and conquer paradigm.,,A,MCQ,for(int i=n-2;i>=0;i--) { if(A[i+1]>A[i]) { L[i]=L[i-1]+1; } else L[i]=1; } It’s kind of finding nth Fibonacci number using dynamic programming where we start calculating from the first position of the array.,
55,"Consider the languages L1, L2 and L3 as given below. LI= {0 P 1 q |p, q∈N} L2={0 p 1 q |p, q∈ N and p=q} and L3= {0 P 1 q 0 r |p, q, r∈ N and p =q = r} Which of the following statements is NOT TRUE ?",,Push Down Automata (PDA) can be used to recognize L1 and L2,,L1 is a regular language,,All the three languages are context free,,Turing machine can be used to recognize all the three languages,,C,MCQ,"L1 is regular. Its DFA is given as L2 is not regular, can be proved using pumping lemma (refer to Ullman). But L2 is CFL. S → AB A → 0A|ε B → 1B|ε L3 is not CFL, can be proved using pumping lemma (refer to Ullman). But L3 is Recursive. Every regular language is also a CFL. So PDA can be used to recognized L1 and L2.         As a CFL and Regular language is algo a Recursive language. Hence, Turing machine can be used to recognise         L1, L2 and L3.         L2 is not regular, can be proved using pumping lemma (refer to Ullman). But L2 is CFL. S → AB A → 0A|ε B → 1B|ε L3 is not CFL, can be proved using pumping lemma (refer to Ullman). But L3 is Recursive.                  Every regular language is also a CFL. So PDA can be used to recognised L1 and L2.         As a CFL and Regular language is algo a Recursive language. Hence, turing machine can be used to recognise         L1, L2 and L3.","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Explanation_Images/27e817e6b6a5f3d9-jc4cKJQYNFx98cG70k9r91qKEqZpjI.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Explanation_Images/310f9c9b51e4ab50-oJtUxm6v7wlSrbkgdL296Vxf6NnHOV.png"
56,Consider two binary operators ' [Tex]\uparrow[/Tex] ' and ' [Tex]\downarrow[/Tex] ' with the precedence of operator [Tex]\downarrow[/Tex] being lower than that of the [Tex]\uparrow[/Tex] operator. Operator [Tex]\uparrow[/Tex] is right associative while operator [Tex]\downarrow[/Tex] is left associative. Which one of the following represents the parse tree for expression (7 [Tex]\downarrow[/Tex] 3 ­ [Tex]\uparrow[/Tex] 4 ­ [Tex]\uparrow[/Tex] 3 [Tex]\downarrow[/Tex] 2)?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/3f382e713186a9ac-mAHAlVsKBDkdPqpiWCtzoAsJBH5KXJ.gif,A,,B,,C,,D,,B,MCQ,,
57,"On a non-pipelined sequential processor, a program segment, which is a part of the interrupt service routine, is given to transfer 500 bytes from an I/O device to memory. Initialize the address register Initialize the count to 500 LOOP: Load a byte from device Store in memory at address given by address register Increment the address register Decrement the count If count != 0 go to LOOP Assume that each statement in this program is equivalent to machine instruction which takes one clock cycle to execute if it is a non-load/store instruction. The load-store instructions take two clock cycles to execute. The designer of the system also has an alternate approach of using DMA controller to implement the same transfer. The DMA controller requires 20 clock cycles for initialization and other overheads. Each DMA transfer cycle takes two clock cycles to transfer one byte of data from the device to the memory. What is the approximate speedup when the DMA controller based design is used in place of the interrupt driven program based input-output?",,3.4,,4.4,,5.1,,6.7,,A,MCQ,Explanation: STATEMENT                                           CLOCK CYCLE(S) NEEDED Initialize the address register                                        1 Initialize the count to 500                                            1 LOOP: Load a byte from device                                                2 Store in memory at address given by address register                   2 Increment the address register                                         1 Decrement the count                                                    1 If count != 0 go to LOOP                                               1 Interrupt driven transfer time = 1+1+500×(2+2+1+1+1) = 3502 DMA based transfer time = 20+500*2 = 1020 Speedup = 3502/1020 ≈ 3.4,
58,We are given a set of n distinct elements and an unlabeled binary tree with n nodes. In how many ways can we populate the tree with the given set so that it becomes a binary search tree?,,0,,1,,n!,,(1/(n+1)).2nCn,,B,MCQ,Labeled binary tree implies that the elements are already fixed. We can't change their arrangement. So only 1 is possible.,
59,"Which one of the following options is CORRECT given three positive integers x, y and z, and a predicate? P(x) = ¬(x=1)∧∀y(∃z(x=y*z)⇒(y=x)∨(y=1))",,P(x) being true means that x is a number other than 1,,P(x) is always true irrespective of the value of x,,P(x) being true means that x has exactly two factors other than 1 and x,,P(x) being true means that x is a prime number,,D,MCQ,The predicate is evaluated as P(x) = (¬(x=1))∧(∀y(∃z(x=y*z)⇒((y=x)∨(y=1)))) P(x) being true means x ≠ 1 and For all y if there exists a z such that x = y*z then y must be x (i.e. z=1) or y must be 1 (i.e. z=x) It means that x have only two factors first is 1 and second is x itself. This predicate defines the prime number.,
60,"Given i=√-1, what will be the evaluation of the integral [Tex]\int_{0}^{\pi/2} \frac{\cos x + i\sin x}{\cos x - i\sin x} dx[/Tex] ?",,-i,,2,,0,,i,,D,MCQ,"Given Integrand: [Tex]\frac{\cos x + i \sin x}{\cos x - i \sin x}[/Tex] Multiply the numerator and denominator by the complex conjugate of the denominator [Tex]\frac{\cos x + i \sin x}{\cos x - i \sin x} = \frac{(\cos x + i \sin x)^2}{\cos^2 x + \sin^2 x}[/Tex] Using cos⁡ 2 x + sin 2 x = 1: [Tex]\frac{\cos x + i \sin x}{\cos x - i \sin x} = (\cos x + i \sin x)^2[/Tex] From Euler's formula, e ix = cos x + i sin x. Thus: cos x + i sin x = e ix and hence (cos x + i sin x) 2 = e 2ix Now, the integral becomes: [Tex]I = \int_{0}^{\pi/2} e^{2ix} \, dx[/Tex] [Tex]I = \int e^{2ix} \, dx = \frac{1}{2i} e^{2ix} + C[/Tex] Applying the limits x = 0 to x = π/2: [Tex]I = \left[ \frac{1}{2i} e^{2ix} \right]_{0}^{\pi/2}[/Tex] At x = π/2: [Tex]e^{2i(\pi/2)} = e^{i\pi} = -1[/Tex] At x = 0: e 2i(0) = e 0 = 1 [Tex]I = \frac{1}{2i} \left((-1) - 1\right) = \frac{1}{2i} (-2)[/Tex] [Tex]I = -\frac{1}{i} = i[/Tex]",
61,"Consider a database table T containing two columns X and Y each of type integer. After the creation of the table, one record (X=1, Y=1) is inserted in the table.          Let MX and My denote the respective maximum values of X and Y among all records in the table at any point in time. Using MX and MY, new records are inserted in the table 128 times with X and Y values being MX+1, 2*MY+1 respectively. It may be noted that each time after the insertion, values of MX and MY change. What will be the output of the following SQL query after the steps mentioned above are carried out? SELECT Y FROM T WHERE X=7;",,127,,255,,129,,257,,A,MCQ,X    Y ------- 1    1 2    3 3    7 4    15 5    31 6    63 7   127 ...... ......,
62,"Consider a finite sequence of random values X = { x 1 , x 2 ,..., x n }. Let μ x be the mean and σ x be the standard deviation of X . Let another finite sequence Y of equal length be derived from this as y i = a*x i + b , where a and b are positive constants. Let μ y be the mean and σ y be the standard deviation of this sequence. Which one of the following statements is INCORRECT?",,Index position of mode of X in X is the same as the index position of mode of Y in Y.,,Index position of median of X in X is the same as the index position of median of Y in Y.,,μ y = aμ x +b,,σ y = aσ x +b,,D,MCQ,"Mean, median and mode are linear functions over a random vaiable. So, multiplying by constants or adding constants wont change their relative position. Standard deviation is not a linear function over a random variable.",
63,"Consider the following table of arrival time and burst time for three processes P0, P1 and P2. Process   Arrival time   Burst Time P0            0 ms          9 ms P1            1 ms          4 ms P2            2 ms          9 ms The pre-emptive shortest job first scheduling algorithm is used. Scheduling is carried out only at arrival or completion of processes. What is the average waiting time for the three processes?",,5.0 ms,,4.33 ms,,6.33,,7.33,,A,MCQ,"P0: arrival 0, burst 9 P1: arrival 1, burst 4 P2: arrival 2, burst 9 Timeline / Gantt (events at arrivals/completions): 0–1: P0 runs (rem P0 = 8) 1: P1 arrives → preempts P0 1–5: P1 runs to completion (P1 finished at t = 5) (1–2 first slice; 2–5 continues after P2 arrives) 5–13: P0 resumes and completes (P0 finished at t = 13) 13–22: P2 runs and completes (P2 finished at t = 22) Completion times: P0 = 13, P1 = 5, P2 = 22 Waiting time = finish − arrival − burst P0: 13 − 0 − 9 = 4 ms P1: 5 − 1 − 4 = 0 ms P2: 22 − 2 − 9 = 11 ms Average waiting time = (4 + 0 + 11) / 3 = 5 ms So the average waiting time is 5 ms.",
64,"Which of the given options provides the increasing order of asymptotic complexity of functions f1, f2, f3 and f4?  f1(n) = 2^n f2(n) = n^(3/2) f3(n) = nLogn f4(n) = n^(Logn)",,"f3, f2, f4, f1",,"f3, f2, f1, f4",,"f2, f3, f1, f4",,"f2, f3, f4, f1",,A,MCQ,"nLogn is the slowest growing function, then comes n^(3/2), then n^(Logn).  Finally, 2^n is the fastest growing function.",
65,Consider the matrix as given below. Which one of the following options provides the correct values of the eigenvalues of the matrix?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2011/Question_Images/7523fa5a4be9735e-fYhEACmSykTMdh5i17pAXKue2I1VNx.png,"1, 4, 3",,"3, 7, 3",,"7, 3, 2",,"1, 2, 3",,A,MCQ,The given matrix is an upper triangular matrix and the eigenvalues of upper or lower triangular matrix are the diagonal values itself,
