Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
37,Raman is confident of speaking English _______ six months as he has been practising regularly _______ the last three weeks.,,"during, for",,"for, since",,"for, in",,"within, for",,D,MCQ,"'Within' means ‘inside or not further than a particular area or space’. We can use within to refer to time.  In ‘present perfect continuous tense’ to talk about a period of time: We use 'since' to refer back to a previous point in time. We use 'since' as a preposition with a date, a time or a noun phrase. We use 'for' with a period of time to refer to duration (how long something lasts). After a negative we can use 'for' and 'in' with the same meaning. In is particularly common in American. We use 'in' to say how long it takes someone to do something.  We use 'during' before nouns and noun phrases to refer to when something happens over a period of time. During can refer to the whole time of the event. We don’t use 'during' when we refer to numbers and lengths of time. In this case, we use 'for'.  Option (D) is correct.",
38,Select the word that fits the analogy: Cook : Cook :: Fly : _______,,Flyer,,Flying,,Flew,,Flighter,,A,MCQ,Verb : Noun One who cooks is a cook and one who flies any aircraft is a flyer.  Option (A) is correct.,
39,"The dawn of the 21st century witnessed the melting glaciers oscillating between giving too much and too little to billions of people who depend on them for fresh water. The UN climate report estimates that without deep cuts to man-made emissions, at least 30% of the northern hemisphere’s surface permafrost could melt by the end of the century. Given this situation of imminent global exodus of billions of people displaced by rising seas, nation-states need to rethink their carbon footprint for political concerns, if not for environmental ones. Which one of the following statements can be inferred from the given passage ?",,Nation-states do not have environmental concerns.,,Nation-states are responsible for providing fresh water to billions of people.,,Billions of people are responsible for man-made emissions.,,Billions of people are affected by melting glaciers.,,D,MCQ,Option (D) clearly explains the second last line of the passage.,
40,"Goods and Services Tax (GST) is an indirect tax introduced in India in 2017 that is imposed on the supply of goods and services, and it subsumes all indirect taxes except few. It is a destination-based tax imposed on goods and services used, and it is not imposed at the point of origin from where goods come. GST also has a few components specific to state governments, central government  and Union Territories (UTs). Which one of the following statements can be inferred from the given passage ?",,GST is imposed on the production of goods and services.,,GST includes all indirect taxes.,,GST does not have a component specific to UT.,,GST is imposed at the point of usage of goods and services.,,D,MCQ,"Second statement ""It is a destination-based tax imposed on goods and services used , and it is not imposed at the point of origin from where goods come."".   Option (D) is correct.",
41,"The figure below shows an annular ring with outer and inner as b and a, respectively. The annular space has been painted in the form of blue colour circles touching the outer and inner periphery of annular space. If maximum n number of circles can be painted, then the unpainted area available in annular space is _________ .",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Question_Images/410419cec9d9d5c7-dSiOSDVghTFiaA6ihGvaS9aLGyiUuy.png,π[(b 2 −a 2 )−(n/4)(b−a) 2 ],,π[(b 2 −a 2 )−n(b−a) 2 ],,π[(b 2 −a 2 )+(n/4)(b−a) 2 ],,π[(b 2 −a 2 )+n(b−a) 2 ],,A,MCQ,"Area of 1 blue circle, = π((b-a)/2) 2 Hence, area of n blue circles, = nπ((b-a)/2) 2 Now, Area of annular ring = πb 2 – πa 2 Now, answer is, Unpainted area: = (Area of annular ring) – (Area of n blue color circles) = ( πb 2 – πa 2 ) - ( nπ((b-a)/2) 2 ) = π( b 2 – a 2 ) - π( (n/4)(b-a) 2 ) = π[(b 2 −a 2 )−(n/4)(b−a) 2 ] Option (A) is correct.",
42,"There are multiple routes to reach from node 1 to node 2, as shown in the network. The cost of travel on an edge between two nodes is given in rupees. Nodes ‘a’, ‘b’, ‘c’, ‘d’, ‘e’, and ‘f’ are toll booths. The toll price at toll booths marked ‘a’ and ‘e’ is Rs. 200, and is Rs. 100 for the other toll booths. Which is the cheapest route from node 1 to node 2 ?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Question_Images/c30a8381f19f9fee-dyZ7H9KIVsieZQ5EihgMlugdldCmZR.png,1−a−c−2,,1−f−b−2,,1−b−2,,1−f−e−2,,B,MCQ,"(A) Cost of 1-a-c-2 : 200 + 200 + 100 + 100 + 100 = 700 (B) Cost of 1-f-b-2 : 100 + 100 + 0 + 100 +200 = 500 (C) Cost of 1-b-2 : 300 + 100 + 200 = 600 (D) Cost of 1-f-e-2 : 100 + 100 + 100 + 200 + 200 = 700 Hence, 1-f-b-2 is having minimum cost. Option (B) is correct.",
43,"If values of P=3, R=27, T=243, then find the value of Q+S = ________ .",,40,,80,,90,,180,,C,MCQ,"Given, sequence is in n-th power of 3. Starting from n=1 and position 'P' alphabetically order. P = 3 1 = 3 Q = 3 2 = 9 R = 3 3 = 27 S = 3 4 = 81 T = 3 5 = 243 Therefore, Q+S = 9+81 = 90 Option (C) is correct.",
44,"Two straight lines are drawn perpendicular to each other in X−Y plane. If α and β are the acute angles the straight lines make with the X- axis, then α+β is ________ .",,60°,,90°,,120°,,180°,,B,MCQ,"According to given question, Now, as we know that, in a triangle sum of internal angles is equal to 180°.  That is, → ∠a + ∠b + ∠c = 180° → α + β + 90° = 180° → α + β = 180° - 90° = 90° → α + β = 90° Option (B) is correct.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Explanation_Images/301b01742f48d096-81Xj6GCvr7M7PN2zLLQ3TCUrZTnteM.png
45,"Consider three registers R1, R2, and R3 that store numbers in IEEE−754 single precision floating point format. Assume that R1 and R2 contain the values (in hexadecimal notation) 0x42200000 and 0xC1200000, respectively.  If R3 = R1 / R2, what is the value stored in R3 ?",,0x40800000,,0xC0800000,,0x83400000,,0xC8500000,,B,MCQ,"R1 = 0x42200000 = 0100 0010 0010 0000 0000 0000  0000 0000 As per IEEE -754 single precision format, S=0 ==> +ve number Exponent = (10000100) 2 = 128+4 = 132 true exponent = 132-127 = 5 Mantissa = (010 000000000) 2 value=(−1) 0 .(1.01000000000...)∗2 5 =(101000.000000...) 2 =40 R2 = 0xC1200000 = 1100 0001 0010 0000 0000 0000  0000 0000 As per IEEE -754 single precision format, S=1 ==> -ve number Exponent = (10000010) 2 = 128+2 = 130 true exponent = 130-127 = 3 Mantissa = (010 000000000) 2 value=(−1)1.(1.01000000000...)∗2 3 =(1010.000000...) 2 =−10 R3 = 40/−10=−4 represent -4 in IEEE-754 single precision format S=1 Value=(100.0000)∗2 0 =(1.00000000...)∗2 2 true exponent = 2 ==> exponent = 2+127=129 = (10000001) 2 Mantissa = 000000..0 -4 in IEEE format : 1100 0000 1000 0000 0000 0000 0000 0000 in Hexa decimal format : 0xC0800000 option B is correct Read more about IEEE Standard 754 Floating Point Numbers.",
46,"Consider the following set of processes, assumed to have arrived at time 0. Consider the CPU scheduling algorithms Shortest Job First (SJF) and Round Robin (RR). For RR, assume that the processes are scheduled in the order P 1 , P 2 , P 3 , P 4 . If the time quantum for RR is 4 ms, then the absolute value of the difference between the average turnaround times (in ms) of SJF and RR  (round off to 2 decimal places) is.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Question_Images/5ac890120301edd8-DFuMmOsA7Ewil7jzQrXE4QFXCWxDom.png,5.0,,5.25,,5.50,,5.75,,B,MCQ,"According to Shortest Job First (or SJF) CPU Scheduling , gantt chart is, Therefore, Average Turn Around Time (TAT) is, = {(21 – 0) + (13 – 0) + (2 – 0) + (6 – 0)} / 4 = 10.5 Now, according to Round Robin (RR) CPU Scheduling with time quantam 4, gantt chart is, Therefore, Average Turn Around Time (TAT) is, = {(18 – 0) + (21 – 0) + (10 – 0) + (14 – 0)} / 4 = 15.75 Hence, = ⏐SJF (TAT) – RR(TAT)⏐ = ⏐10.5 – 15.75⏐ = 5.25 Option (B) is correct.","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Explanation_Images/5e003e4c39fff1e5-K9ePvb7WR2AQbTGxk1ebiTqjwwLyld.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Explanation_Images/1cd69b2ecb31eece-4sJTXSOMUErr4qcERTe8jWSEAtpMew.png"
47,An organization requires a range of IP address to assign one to each of its 1500 computers. The organization has approached an Internet Service Provider (ISP) for this task. The ISP uses CIDR and serves the requests from the available IP address space 202.61.0.0/17. The ISP wants to assign an address space to the organization which will minimize the number of routing entries in the ISP’s router using route aggregation. Which of the following address spaces are potential candidates from which the ISP can allot any one of the organization ? I. 202.61.84.0 / 21 II. 202.61.104.0 / 21 III. 202.61.64.0 / 21 IV. 202.61.144.0 / 21,,I and II only,,II and III only,,III and IV only,,I and IV only,,B,MCQ,"CIDR stands for Classless Inter-Domain Routing and indicates the number of bits in the NetID. Upon subnetting, any IP address consists of three parts: NetID: Bits used to identify the network. SubnetID: Bits allocated for subnetting within the network. HostID: Bits allocated for addressing individual hosts. Calculation: Given CIDR = 17, so NetID = 17 bits. There are 1500 devices, so the number of bits required for HostID = 11 (since 2 11 ≥1500). Remaining bits for SubnetID = 32−(17+11)=4. In this network, any valid IP address will have: First 17 bits as part of the NetID. Next 4 bits for SubnetID. Last 11 bits for HostID. HostID bits should always be set to 0 for network addresses. Address Analysis: Address I: Cannot be allotted 202.61.84.0/21: 202.61.0 1010 100.00000000 This address is invalid because the HostID bits are not all 0 (contains a 1). Address II: Can be allotted 202.61.104.0/21: 202.61.0 1101 000.00000000 This address is valid as all HostID bits are 0, and the NetID bits are satisfied. Address III: Can be allotted 202.61.64.0/21: 202.61.0 1000 000.00000000 This address is valid as all HostID bits are 0, and the NetID bits are satisfied. Address IV: Cannot be allotted 202.61.144.0/21: 202.61.1 0010 000.00000000 This address is invalid because a NetID bit has changed to 1, violating the network configuration.",
48,Consider the following statements about the functionality of an IP based router. I. A router does not modify the IP packets during forwarding. II. It is not necessary for a router to implement any routing protocol. III. A router should reassemble IP fragments if the MTU of the outgoing link is larger than the size of the incoming IP packet. Which of the above statements is/are TRUE ?,,I and II only,,I only,,II and III only,,II only,,D,MCQ,I. False. A router modifies the IP packets during forwarding because TTL (Time to Live) is changing. II. True. A router need not implement any routing protocol . It can just forward packets in all the directions without doing any routing. III. False. Router does not assemble the packets. Assembling is done at destination system. Option (D) is correct.,
49,"Consider the following statements. I. Daisy chaining is used to assign priorities in attending interrupts. II. When a device raises a vectored interrupt, the CPU does polling to identify the source of interrupt. III. In polling,the CPU periodically checks the status bits to know if any device needs its attention. IV. During DMA, both the CPU and DMA controller can be bus masters at the same time. Which of the above statements is/are TRUE ?",,Ⅰ and Ⅱ only,,Ⅰ and Ⅳ only,,Ⅰ and Ⅲ only,,Ⅲ only,,C,MCQ,"I. True. The daisy-chaining method involves connecting all the devices that can request an interrupt in a serial manner. This configuration is governed by the priority of the devices. The device with the highest priority is placed first followed by the second highest priority device and so on. II. False. Vectored interrupt doesn’t involve polling but non-vectored interrupt involves polling. Vectored interrupts are achieved by assigning each interrupting device a unique code, typically four to eight bits in length. When a device interrupts, it sends its unique code over the data bus to the processor, telling the processor which interrupt service routine to execute. III. True. Polling is not a hardware mechanism, its a protocol in which CPU steadily checks whether the device needs attention. IV. False. During DMA only one of the CPU or DMA can be bus master at a time.  CPU release bus only after getting request from DMA and get after DMA release the BUS.  Option (C) is correct.",
50,"Consider the following data path diagram. Consider an instruction: R0 ← R1 + R2 The following steps are used to execute it over the given data path. Assume that PC is incremented appropriately. The subscripts r and w indicate read and write operations, respectively. R2 r , TEMP1 r , ALU add , TEMP2 w R1 r , TEMP1 w PC r , MAR w , MEM r TEMP2 r , R0 w MDR r , IR w Which one of the following is the correct order of execution of the above steps ?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Question_Images/d48b5fae0f86bc13-8goOhuNpPaJY62McRDgsK4DKu9KeqS.png,"2, 1, 4, 5, 3",,"1, 2, 4, 3, 5",,"3, 5, 2, 1, 4",,"3, 5, 1, 2, 4",,C,MCQ,"Send the address to memory via MAR:  PC r , MAR w , MEM r Read the opcode into IR from the memory via MBR:  MDR r , IR w Send the first operand to Temp1(ALU): R1 r , TEMP1 w Read the second operand directly from the R2 and process the data in ALU and store the result into TEMP2: R2 r , TEMP1 r , ALU add , TEMP2 w Store the result into R0: TEMP2 r , R0 w Option (C) is correct. Read more about Instruction Cycle",
51,Consider the following C functions. C int fun1 ( int n ) { static int i = 0 ; if ( n > 0 ) { ++ i ; fun1 ( n -1 ); } return ( i ); } int fun2 ( int n ) { static int i = 0 ; if ( n > 0 ) { i = i + fun1 ( n ) ; fun2 ( n -1 ) ; } return ( i ); } The return value of fun2(5) is ________ . Note - This question was Numerical Type.,,55,,45,,50,,52,,A,MCQ,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Explanation_Images/9bfd5599fba19fb2-BTYPVTQad7eK4sglziUYcYPYxAzGr7.webp
52,"Consider a relational database containing the following schemas. The primary key of each table is indicated by underlining the constituent fields. SELECT s.sno, s.sname FROM Suppliers s, Catalogue c WHERE s.sno=c.sno AND cost > (SELECT AVG (cost) FROM Catalogue WHERE pno = ‘P4’ GROUP BY pno) ; The number of rows returned by the above SQL query is",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Question_Images/9caec1ebc70f97a8-yuaGJuEBCTBiALFUEbPCy20tcedwBx.png,4,,5,,0,,2,,A,MCQ,"The given inner query is: SELECT AVG (cost) FROM Catalogue WHERE pno= 'P4' GROUP BY pno which is a nested subquery First, we will select the tuples with pno = ‘P4’ and then group by pno (so just one group) and then find the average cost. So average cost =(200+250)/2=225 Now the given SQL query would become SELECT s.sno,s.sname FROM Supplier s , Catalogue c WHERE s.sno=c.sno AND cost> 225 The resultant table after the execution of the above query will be: SELECT s.sno,s.sname FROM Supplier s , Catalogue c WHERE s.sno=c.sno AND cost> 225 Now after doing cross product only 4 tuples will be selected from the table due to the condition  s.sno=c.sno AND cost>225 s.sno s.sname S2 M/s Balaji Furniture S3 M/s Premium Furniture S3 M/s Premium Furniture S3 M/s Premium Furniture Option (A) is correct.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Explanation_Images/07f77f0580b975cc-aGJcKXMN4kkNvkfh7eWIb6AeIUsj7L.webp
53,"Consider a schedule of transactions T1 and T2: Here, RX stands for “Read(X)” and WX stands for “Write(X)”. Which one of the following schedules is conflict equivalent to the above schedule ?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Question_Images/6283472ca7e3c9fc-PvUTeSX35a3s4WOmOsI3bzeyMIOPYG.png,option 1,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Option_A_Images/cc7448ed1560eaeb-DiZpbBvdh1T9wBree4za2K02mFljuE.png,option 2,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Option_B_Images/d8c3c2eabb3b5be9-4nDLCzD1s9ES0bvQQisoizBNlggJdt.png,option 3,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Option_C_Images/0f686d9edbe2a0f2-cxxuhDVLyjRCINea0NTx5xaNKEQHTa.png,option 4,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Option_D_Images/efc8f096802c6a49-UsAkKcz616uXWd9IzeuLE9lnjC5D4d.png,A,MCQ,"Two schedules, S1S_1S1​ and S2S_2S2​, are considered conflict-equivalent if the conflicting operations in both schedules are executed in the same order. Conflicting operations are defined by the pairs: Read-Write (RW), Write-Read (WR), and Write-Write (WW). The conflict pairs are as follows: R2(B)→W1(B) W2(B)→W1(B) R1(C)→W2(C) R2(D)→W1(D) A schedule where these conflict pairs are executed in the same order will be conflict equivalent to the given schedule. Among the options provided, only Option 1 preserves the exact order of these conflict pairs, making it conflict equivalent to the given schedule.",
54,"Each of a set of n processes executes the following code using two semaphores a and b initialized to 1 and 0, respectively. Assume that count is a shared variable initialized to 0 and not used in CODE SECTION P. CODE SECTION P wait(a); count=count+1; if (count==n) signal (b); signal (a); wait (b) ; signal (b); CODE SECTION Q What does the code achieve ?",,It ensures that no process executes CODE SECTION Q before every process has finished CODE SECTION P,,It ensures that two processes are in CODE SECTION Q at any time,,It ensures that all processes execute CODE SECTION P mutually exclusively,,It ensures that at most n−1 processes are in CODE SECTION P at any time,,A,MCQ,"All the processes running the given code will remain block due to wait(b) until the value of count becomes n.  When the value of count will become equals to n, value of b changes to 1 which will subsequently allow a process to go into section Q.  Hence, no process can go to section Q until all the process executes code section P.  Option (A) is correct. Read more about Semaphores.",
55,"What is the worst case time complexity of inserting n elements into an empty linked list, if the linked list needs to be maintained in sorted order ?",,Θ(n),,Θ(n log n),,Θ(n 2 ),,Θ(1),,C,MCQ,"If we want to insert n elements into an empty linked list that needs to be maintained in sorted order, the worst-case time complexity would be O(n^2). This is because we would need to traverse the list for each element we want to insert, to find the correct position for the element in the sorted list.",
56,What is the worst case time complexity of inserting n 2 elements into an AVL-tree with n elements initially ?,,Θ(n 4 ),,Θ(n 2 ),,Θ(n 2 log n),,Θ(n 3 ),,C,MCQ,"Since AVL tree is balanced tree, the height is O(log n). So, time complexity to insert an element in an AVL tree is O(log n) in worst case. Note: Every insertion of element: Finding place to insert = O(log n) If property not satisfied (after insertion) do rotation = O(log n) So, an AVL insertion take = O(log n) + O(log n) = O(log n) in worst case. Now, given n 2 element need to insert into given AVL tree, therefore, total time complexity will be O(n 2 log n). Alternative method: Time complexity in worst case, 1st insertion time complexity = O(log n) 2nd insertion time complexity = O(log(n+1)) . . . n 2 th insertion time complexity = O(log(n + n 2 )) So, total time complexity will be, = O(log n) +  O(log n+1)) + .... +  O(log(n + n 2 )) = O(log n*(n+1)*(n+2)*...(n+n 2 )) = O(log n n2 ) = O(n 2 log n) Option (C) is correct.",
57,"The preorder traversal of a binary search tree is 15, 10, 12, 11, 20, 18, 16, 19. Which one of the following is the postorder traversal of the tree ?",,"10, 11, 12, 15, 16, 18, 19, 20",,"11, 12, 10, 16, 19, 18, 20, 15",,"20, 19, 18, 16, 15, 12, 11, 10",,"19, 16, 18, 20, 11, 12, 10, 15",,B,MCQ,"The given preorder is - 15, 10, 12, 11, 20, 18, 16, 19. As we know that, the inorder traversal of a binary search tree (BST) results in a sorted list. So, the inorder traversal will be - 10, 11, 12, 15, 16, 18, 19, 20 BST By taking help of both the traversal we can design the required BST. Option (B) is correct.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Explanation_Images/408099e14f96980c-3CUTxcmVOGGdPEq5i9pILb6TfyHvwA.webp
58,"Consider a double hashing scheme in which the primary hash function is h 1 (k) = k mod 23, and the secondary hash function is h 2 (k) = 1+(k mod 19). Assume that the table size is 23. Then the address returned by probe 1 in the probe sequence (assume that the probe sequence begins at probe 0) for key value k = 90 is ________ .",,13,,15,,21,,23,,A,MCQ,"Given, Table size = 23, key value k = 90, And, probe i = 1 (probe 1 in the probe sequence) According to double hashing , we use the formula as, (h 1 (k) + i*h2(k)) mod (table size) where 'i' denotes probe value. Now, h 1 (k) = k mod 23 = 90 mod 23 = 21 And, h 2 (k) = 1+(k mod 19) = 1+(90 mod 19) = 15 Using double hashing, = (h 1 (k) + i*h2(k)) mod (table size) = (21 + 15) mod 23 = 36 mod 23 = 13 Option (A) is correct.",
59,Consider the array representation of a binary min-heap containing 1023 elements. The minimum number of comparisons required to find the maximum in the heap is _________ .,,510,,511,,512,,255,,B,MCQ,"In a Min-heap having n elements, there are ceil(n/2) leaf nodes. So, there will be ceil(1023/2) = ceil(511.5) = 512 elements as external nodes. Now, in general, to find maximum of n elements you need (n-1) comparisons. Just compare first two and then select the larger and compare with next one, select the larger and compare with next one etc. Therefore, we need 511 (=512 - 1) minimum number of comparisons required to find the maximum in the given heap. Option (B) is correct.",
60,Consider the following statements. I. Symbol table is accessed only during lexical analysis and syntax analysis. II. Compilers for programming languages that support recursion necessarily need heap storage for memory allocation in the run-time environment. III. Errors violating the condition ‘any variable must be declared before its use’ are detected during syntax analysis. Which of the above statements is/are TRUE ?,,I only,,I and III only,,Ⅱ only,,"None of Ⅰ, Ⅱ and Ⅲ",,D,MCQ,"I. False. Symbol Table is used by all 6 phases of compiler : lexical analysis, syntax analysis, semantic analysis, intermediate code generation, code optimization, and target code generation phase. II. False. Heap allocation is used to dynamically allocate memory to the variables. Heap allocation can be used for recursion, but recursion is also supported in Stack allocation. III. False. Syntax analysis checks only syntax, but variable declare before its use must be done by Semantic analyses.    Option (D) is correct. Read more about phases of compiler.",
61,Consider the following  grammar. S → aSB ∣ d B → b The number of reduction steps taken by a bottom-up parser while accepting the string aaadbbb is ________ . Note - This question was Numerical Type.,,6,,7,,8,,4,,B,MCQ,"According to Bottom Up or Shift Reduce Parsers :  Initially: aaadbbb 1. aaaSbbb  {S→d} 2. aaaSBbb  {B→b} 3. aaSbb  {S→aSB} 4. aaSBb  {B→b} 5. aSb  {S→aSB} 6. aSB  {B→b} 7. S  {S→aSB} Therefore, total 7 steps required.  Option (B) is correct.",
62,"Consider the productions A → PQ and A → XY. Each of the five non-terminals A,P,Q,X, and Y has two attributes: s is a synthesized attribute, and i is an inherited attribute. Consider the following rules. Rule 1: P.i=A.i+2, Q.i=P.i+A.i, and A.s=P.s+Q.s Rule 2: X.i=A.i+Y.s and Y.i=X.s+A.i Which one of the following is TRUE ?",,Both Rule 1 and Rule 2 are L-attributed,,Only Rule 1 is L-attributed,,Only Rule 2 is L-attributed,,Neither Rule 1 nor Rule 2 is L-attributed,,B,MCQ,"According to L-attributed SDT : If an SDT uses both synthesized attributes and inherited attributes with a restriction that inherited attribute can inherit values from left siblings only, it is called as L-attributed SDT. Attributes in L-attributed SDTs are evaluated by depth-first and left-to-right parsing manner. Semantic actions are placed anywhere in RHS. Therefore, Rule 1: P.i=A.i+2, Q.i=P.i+A.i, and A.s=P.s+Q.s Rule 1 is L-attributed by definition.   However, Rule 2: X.i=A.i+Y.s and Y.i=X.s+A.i Rule 2 is not L-attributed because this expression (X. Rule 2: i = A.i + Y.s) fails to satisfy the definition of L-attributed. It is failed for X.i =A.i +Y.s since X take value from its sibling which is present of its right, i.e., (A → XY).  Option (B) is correct.",
63,"Consider the Boolean function z(a,b,c). Which one of the following minterm lists represents the circuit given above ?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Question_Images/32b58890aa021728-KVzPyeKhCHHdZ1wKQgMVBplMCS2uKt.png,"z = ∑(0, 1, 3, 7)",,"z = ∑(1, 4, 5, 6, 7)",,"z = ∑(2, 4, 5, 6, 7)",,"z = ∑(2, 3, 5)",,B,MCQ,"From given circuit z = a+b′c K-Map for the above expression is: Minterms are ∑(1, 4, 5, 6, 7).  Option (B) is correct.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Explanation_Images/485b620131796623-TW3rHa51PYiFal1fKLyZU7iWGaDsVc.png
64,A multiplexer is placed between a group of 32 registers and an accumulator to regulate data movement such that at any given point in time the content of only one register will move to the accumulator. The number of select lines needed for the multiplexer is _________ . Note - This question was Numerical Type.,,5,,6,,4,,7,,A,MCQ,"Let there are 'm' select lines for a multiplexer , then it may have upto 2 m input lines.  Given that there are 32 input lines, so there must be ⌈log 2 (n)⌉ select lines = ⌈log 2 (32)⌉ = 5.  Option (A) is correct.",
65,"If there are m input lines n output lines for a decoder that is used to uniquely address a byte addressable 1 KB RAM, then the minimum value of m+n is ________ . Note - This question was Numerical Type.",,18,,1034,,10,,1024,,B,MCQ,"According to Decoder : Given that we need to address every byte of a 1KB RAM. Therefore 1K addresses are needed. We need 2 10 outputs to map 1 KB RAM. For this we need 10 × 2 10 decoder. Therefore, Here m = 10 and n = 2 10 Hence, m + n = 10 + 2 10 = 10 + 1024 = 1034 Option (B) is correct.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2020/Explanation_Images/0293b8ddf4c12189-DfCvP24kCwV9xIlwUOgqoqQe9q9aGU.png
