Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
34,Let A be an Let A be an n × n matrix of the following form. What is the value of the determinant of A?,"https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2004/Question_Images/508b4749f94a77cb-UfrO5li4pYc3c3w140aDf21ylSLdZW.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2004/Question_Images/f6a22daaa6a9560e-lWcevRb5HsLRwRVvQIkIBe9RYASjPW.png",A,,B,,C,,D,,D,MCQ,"The first thing you need to get by seeing these type of questions is:- Go for substitution method. For n=2, the values will be A) 16 B) 26 C) 7 D) 8 As all the values are unique for a small value of n, it does not take much time. The given matrix will be A = [3 1] [1 3] So, det(A) = 3*3-1*1 = 8 Option (D) is the answer. Alternative method:- You can frame the relations in between det(An+1), det(An), det(An-1) i.e. d(An+1) = 3*d(An) - d(An-1) X   = 3*X^0 - X^-1 X^2 = 3*x - 1 Solution for this equation is (3+sqrt(5))/2, (3-sqrt(5))/2 The only option which has roots of type (3+sqrt(5)) is D. From this, you can match the options easily.",
35,"If f(1) = 2,f(2) = 4 and f(4) = 16,what is the value of f(3) using Lagrange’s interpolation formula?",,8,,8 1/3,,8 2/3,,9,,C,MCQ,"Using Lagrange’s interpolation formula : f(x) = ((x - x2)(x - x4)/(x1 - x2)(x1 - x4)) * f1 + ((x - x1)(x - x4)/(x2 - x1)(x2 - x4)) * f2 + ((x - x1)(x - x2)/(x4 - x1)(x4 - x2)) * f4 f(3) = ((3 - 2)(3 - 4)/(1 - 2)(1 - 4)) * 2 + ((3 - 1)(3 - 4)/(2 - 1)(2 - 4)) * 4 + ((3 - 1)(3 - 2)/(4 - 1)(4 - 2)) * 16 f(3) = -2/3 + 4 + 16/3 f(3) = 8 (2/3) Thus, option (C) is correct.",
36,Consider the following iterative root finding methods and convergence properties: Iterative root finding Convergence properties methods  (Q) False Position                        (I) Order of convergence = 1.62  (R) Newton Raphson                 (II) Order of convergence = 2  (S) Secant                                         (III) Order of convergence = 1 with guarantee of convergence  (T) Successive Approximation (IV) Order of convergence = 1 with no guarantee of convergence,,Q-II R-IV S-lIlT-I,,Q-IIIR-II S-I T-IV,,Q-IIR-I S-IVT-III,,Q-I R-IV S-Il T-III,,B,MCQ,These type of  questions are standard type. You can answer these if you have strong command on the subjects. a) False Position - Order of convergence = 1 with guarantee of convergence b) Newton Raphson - Order of convergence = 2 c) Secant  -  Order of convergence = 1.62 d) Successive Approximation - Order of convergence = 1 with no guarantee of convergence,
37,"Let f(n), g(n) and h(n) be functions defined for positive inter such that f(n) = O(g(n)), g(n) ≠ O(f(n)), g(n) = O(h(n)), and h(n) = O(g(n)). Which one of the following statements is FALSE?",,f(n) + g(n) = O(h(n)) + h(n)),,f(n) = O(h(n)),,fh(n) ≠ O(f(n)),,f(n)h(n) ≠ O(g(n)h(n)),,D,MCQ,"f(n), g(n), h(n) are three functions defined over n Given f(n) = O(g(n)) but g(n) != O(f(n)) g(n) = O(h(n)) and h(n) = O(g(n)) So, f(n)*h(n) = O(g(n))*h(n) using above given relations But it is stated that f(n)*h(n)!=O(g(n))*h(n) which is false So, answer is option (D).",
38,"What is the number of vertices in an undirected connected graph with 27 edges, 6 vertices of degree 2, 3 vertices of degree 4 and remaining of degree 3?",,10,,11,,18,,19,,D,MCQ,"The idea is to use Handshaking Lemma :- In any graph, the sum of all the vertex-degree is equal to twice the number of edges. Let x = Total Number of Vertices. By Handshaking Lemma 6*2 + 3*4 + (x-9)*3 = 27*2 24 + (x-9)*3 = 54 x-9 = 10 x = 19",
39,"A CPU has only three instructions I1, I2 and I3, which use the following signals in time steps T1-T5:  I1 : T1 : Ain, Bout, Cin T2 : PCout, Bin T3 : Zout, Ain T4 : Bin, Cout T5 : End  I2 : T1 : Cin, Bout, Din T2 : Aout, Bin T3 : Zout, Ain T4 : Bin, Cout T5 : End  I3 : T1 : Din, Aout T2 : Ain, Bout T3 : Zout, Ain T4 : Dout, Ain T5 : End  Which of the following logic functions will generate the hardwired control for the signal Ain ?",,T1.I1 + T2.I3 + T4.I3 + T3,,(T1 + T2 + T3).I3 + T1.I1,,(T1 + T2 ).I1 + (T2 + T4).I3 + T3,,(T1 + T2 ).I2 + (T1 + T3).I1 + T3,,A,MCQ,,
40,"In an enhancement of a design of a CPU, the speed of a floating point unit has been increased by 20% and the speed of a fixed point unit has been increased by 10%. What is the overall speedup achieved if the ratio of the number of floating point operations to the number of fixed point operations is 2:3 and the floating point operation used to take twice the time taken by the fixed point operation in the original design?",,1.155,,1.185,,1.255,,1.285,,A,MCQ,"Speed Up = Time taken in original design / Time taken in enhanced design In original design: Ratio of floating point operations to fixed point operations = 2:3 Therefore let floating point operations be 2n and fixed point operations be 3n. Ratio of time taken by floating point operation to fixed point operation =2:1 Therefore let time taken by floating point operation be 2t and by fixed point operation be t. Time taken by the original design = (2n * 2t) + (3n * t) = 7nt In Enhanced design: As the speed of the floating point operation is increased by 20%  (1.2 * original speed) time taken for a floating point operation would be 83.33%  of the original time (original time/1.2)(This is because CPU speed(S) is inversely proportional to execution time (T) hence if speed becomes 1.2S time would become T/1.2 ) Similarly for a of fixed point operation speed is increased by 10% (1.1 * original speed), it means the time taken now would be 90.91% of the original time (original time / 1.1) taken in case of fixed point operation. Time taken by enhanced design= (2n * 2t /1.2) + (3n * t /1.1) = 6.06nt Speed up= 7nt / 6.06nt = 1.155",
41,What is the minimum size of ROM required to store the complete truth table of an 8-bit x 8-bit multiplier?,,32 K x 16 bits,,64 K x 16 bits,,16 K x 32 bits,,64 K x 32 bits,,B,MCQ,"Input to ROM - 2 lines ,8 bit each. Possible combinations in ROM - (2^8)x(2^8) Size of truth table = (2^8)*(2^8)=2^16= 64 KB Maximum output size = 16 bit So, Answer is B",
42,"Consider a system with 2 level caches. Access times of Level 1 cache, Level 2 cache and main memory are 1 ns, 10ns, and 500 ns, respectively. The hit rates of Level 1 and Level 2 caches are 0.8 and 0.9, respectively. What is the average access time of the system ignoring the search time within the cache?",,13.0 ns,,12.8 ns,,12.6 ns,,12.4 ns,,C,MCQ,"First, the system will look in cache 1. If it is not found in cache 1, then cache 2 and then further in main memory (if not in cache 2 also).  The average access time would take into consideration success in cache 1, failure in cache 1 but success in cache 2, failure in both the caches and success in main memory. Average access time = [H 1 *T 1 ]+[(1-H 1 )*H 2 *T 2 ]+[(1-H 1 )(1-H 2 )*H m *T m ] where,  H 1 = Hit rate of level 1 cache = 0.8 T 1 = Access time for level 1 cache = 1 ns H 2 = Hit rate of level 2 cache = 0.9 T 2 = Access time for level 2 cache = 10 ns H m = Hit rate of Main Memory = 1 T m = Access time for Main Memory = 500 ns     So, Average Access Time   = ( 0.8 * 1 ) + ( 0.2 * 0.9 * 10 ) + ( 0.2 * 0.1 * 1 * 500) = 0.8 + 1.8 + 10 = 12.6 ns Thus, C is the correct choice.",
43,A subnet has been assigned a subnet mask of 255.255.255.192. What is the maximum number of hosts that can belong to this subnet?,,14,,30,,62,,126,,C,MCQ,"The given subnet mask, 255.255.255.192, in binary is- 11111111.11111111.11111111.1100000 Number of bits for the network prefix is- 8 + 8 + 8 + 2 = 26 Number of bits avaiable for hosts - 32 - 26 = 6 Number of addresses available = [Tex]2^6 = 64[/Tex] The first address is reserved for the subnet and the last address is reserved as the broadcast address. So, number of host addresses = 64 - 2 = 62 Therefore option (C) is correct. This explanation is provided by Chirag Manwani .",
44,"Suppose that the maximum transmit window size for a TCP connection is 12000 bytes. Each packet consists of 2000 bytes. At some point of time, the connection is in slow-start phase with a current transmit window of 4000 bytes. Subsequently, the transmitter receives two acknowledgements. Assume that no packets are lost and there are no time-outs. What is the maximum possible value of the current transmit window?",,4000 bytes,,8000 bytes,,10000 bytes,,12000 bytes,,B,MCQ,"In the figure shown above MTU (Maximum Transmission Unit) contains IP header, TCP header and the payload or the TCP MSS (maximum segment size) In slow start phase transmission of the packets in TCP for every ACK( acknowledgement packet) received, the sender of the data increases the current transmitted window size by the MSS( Maximum Segment Size). According to the question given every packet consists of 2000 bytes = maximum segment size. So, after 2 ACKs received the current window size will now be increased by 4000+ 2000+2000 = 8000 bytes",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2004/Explanation_Images/7f5f08b32666bb79-nrJ4xBBapVkRAzgtIdM15qWIqQRW7c.png
45,"In the TCP/IP protocol suite, which one of the following is NOT part of the IP header?",,Fragment Offset,,Source IP address,,Destination IP address,,Destination port number,,D,MCQ,The IP header format is depicted in the figure below: From the above figure it is quite clear that the destination port number is the field absent from the IP header.,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2004/Explanation_Images/b3e8eec002bcf103-602Z7EQI6N1fo0FX4OHiuSUnD4jOzi.jpg
46,Which of the following objects can be used in expressions and scriplets in JSP (Java Server Pages) without explicitly declaring them?,,session and request only,,request and response only,,response and session only,,"session, request and response",,D,MCQ,"JSP provides certain implicit objects which are accessed using standard variables and are automatically available for use in our JSP without writing any extra code. We can directly use them within Scriptlet without initializing and declaring them. Request : It encapsulates the request coming from the Client and being processed by the JSP. It is passed to the JSP by the container as a parameter of the jspService( ) method. Session : Session are created automatically, and a new session is available even when there is no incoming session unless we have used a session = ”false” attribute in the page directive. Response : It is used to reply to the client(browser) with either some data or redirect to some other page Thus, option (D) is correct.",
47,"In TCP, a unique sequence number is assigned to each",,byte,,word,,segment,,message,,A,MCQ,"Since we all know that the TCP is one of the 7 layers of OSI reference model. It has the basic responsibility to provide a reliable, end-to- end two way data transmission in the form of bytes to the application that uses it. In making the byte stream transmission to be reliable TCP provides every byte a unique sequence number. The TCP header has the a sequence number field, which indicates the position of the first byte in the TCP data field in the data stream.",
48,"A host is connected to a Department network which is part of a University network. The University network, in turn, is part of the Internet. The largest network in which the Ethernet address of the host is unique is:",,the subnet to which the host belongs,,the Department network,,the University network,,the Internet,,D,MCQ,"Ethernet address is basically the MAC address, which is supposed to be unique to a NIC. Thus it is unique over the Internet.",
49,Which one of the following statements is FALSE?,,TCP guarantees a minimum communication rate,,TCP ensures in-order delivery,,TCP reacts to congestion by reducing sender window size,,TCP employs retransmission to compensate for packet loss,,A,MCQ,"Transport Layer protocols offer certain services to the applications using them. These services include- Reliable data transfer. Throughput Timing Security Out of these, TCP only provides Reliable Data Transfer, which means data from one end reaches the other end error-free and in-order.  To provide a reliable service, It ensures in-order delivery of packets by numbering them. It avoids congestion by limiting the sending window size. It retransmits packets which are lost in the path. But TCP does not provide a fixed throughput as a service. Hence option (A), TCP ensures a minimum communication rate, is false. Therefore option (A) is correct.",
50,"A serial transmission Ti uses 8 information bits, 2 start bits, 1 stop bit and 1 parity bit for each character. A synchronous transmission T2 uses 3 eight bit sync characters followed by 30 eight bit information characters. If the bit rate is 1200 bits/second in both cases, what are the transfer rates of Ti and T2?",,"100 characters/sec, 153 characters/sec",,"80 characters/sec, 136 characters/sec",,"100 characters/sec, 136 characters/sec",,"80 characters/sec, 153 characters/sec",,C,MCQ,"Transfer Rate = Bit rate * ( Information bits / Total number of bits transmitted) Serial communication : Total number of bits transmitted = 8 + 2 + 1 + 1 = 12 bits Information bits = 8 bits Transfer Rate = 1200 * (8/12) = 800 bits/sec Given size of one character is 8 bits. So, Transfer Rate = 800/8 = 100 characters/sec Synchronous transmission : Total number of bits transmitted = 3 + 30 = 33 bits Information bits = 30 bits Transfer Rate = 1200 * (30/33) = 1090.90 bits/sec Given size of one character is 8 bits. So, Transfer Rate = 1090.90/8 ≈ 136 characters/sec. Thus, option (C) is correct.",
51,Which one of the following statements is FALSE?,,HTTP runs over TCP,,HTTP describes the structure of web pages,,HTTP allows information to be stored in a URL,,HTTP can be used to test the validity of a hypertext link,,B,MCQ,"HTML describes structure of page not HTTP. HTTP is the set of rules f or transferring files (text, graphic images, sound, video, and other multimedia files) on the World Wide Web.",
52,"In a sliding window ARQ scheme, the transmitter's window size is N and the receiver's window size is M. The minimum number of distinct sequence numbers required to ensure correct operation of the ARQ scheme is",,"min (M, N)",,"max (M, N)",,M + N,,MN,,C,MCQ,"In general sliding window ARQ scheme , the sending process sends a number of frames without worrying about receiving an ACK(acknowledgement) packet from the receiver. The sending window size in general is N and receiver window is 1. This means it can transmit N frames to its peer before requiring an ACK. The receiver keeps track of the sequence number of the next frame it expects to receive and sends that number with ever ACK it sends. But in case of the question the sender window size is N and receiver is M so the receiver will accept M frames instead of 1 frame in general. Thus sending M sequence numbers attached with the acknowledgement. Hence, for such a scheme to work properly we will need a total of M+ N distinct sequence numbers.",
53,"Consider the following statements: I. telnet, ftp and http are application layer protocols. II. EJB (Enterprise Java Beans) components can be deployed in a J2EE (Java2 Enterprise Edition) application server. III. If two languages conform to the Common Language Specification (CLS) of the Microsoft.NET framework, then a class defined in any one of them may be inherited in the other. Which statements are true?",,l and II only,,II and III only,,l and III only,,"I, II and III",,A,MCQ,"Hence, option A is correct",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2004/Explanation_Images/c1beb5ff673484af-rVDrTKS5rrHG2SwKu3kMQwuc48P8B0.png
54,"A software was tested using the error seeding strategy in which 20 errors were seeded in the code. When the code was tested using the complete test suite, 16 of the seeded errors were detected. The same test suite also detected 200 non-seeded errors. What is the estimated number of undetected errors in the code after this testing?",,4,,50,,200,,250,,B,MCQ,"Error seeding, as the name implies, seeds the code with some known errors. In other words, some artificial errors are introduced into the program artificially. The number of seeded mistakes identified during the regular testing procedure is determined. These values, combined with the amount of unseeded errors, can predict the following: The number of errors left in the product. The effectiveness of the testing strategy. To find the output of this question: Let the system have N total number of errors Out of these let n can be detect during testing. Let S be the total number of seeded defects, and let s of these defects be found during testing. n/N = s/S or N = S × n/s Defects still remaining after testing = N–n = n × (S – s)/s =200*(20-16)/16=50",
55,What is the availability of a software with the following reliability figures? Mean Time Between Failure (MTBF) = 25 days Mean Time To Repair (MTTR) = 6 hours,,1%,,24%,,99%,,99.009%,,D,MCQ,"1. Mean time between failures is not the average time something works then fails. It’s the average time between failures. Mean time between failures (MTBF) = total uptime / number of breakdowns 2. Mean time to repair is the average time taken to repair something. Mean time to repair (MTTR)= total time down/number of breakdowns Availability = Total uptime/(total uptime + total downtime)  = MTBF/(MTBF+MTTR)*100  = >25*24/(25*24 + 6) * 100  = 99.009 % Therefore, Answer is D",
56,"Assume that the delivered lines of code L of a software is related to the effort E in person months and duration t in calendar months by the relation L P* (E/B) 1/3 * t 4/3 , where P and B are two constants for the software process and skills factor. For a software project, the effort was estimated to be 20 person months and the duration was estimated to be 8 months. However, the customer asked the project team to complete the software project in 4 months. What would be the required effort in person months?",,10,,40,,160,,320,,D,MCQ,"Given, Initial Effort in Person, E1 = 20  and Initial time, T1 = 8 months Final Effort in Person, E2 = ? Final time, T2 = 4 months Equating both equation, P* (E1/B)1/3 * t1 (4/3) = P* (E2/B)1/3 * t2 (4/3) we get, E2 = 320.",
57,"Consider the following program module: int module1 (int x, int y) { while (x! = y) { if (x > y) x = x - y, else y = y - x; } return x; } What is Cyclomatic complexity of the above module?",,1,,2,,3,,4,,C,MCQ,Condition nodes :  1.While  2. if  Cyclomatic Complexity=2+1=3,
58,"A software project involves execution of 5 tasks T1, T2, T3, T4 and T5 of duration 10, 15, 18, 30 and 40 days, respectively. T2 and T4 can start only after T1 completes. T3 can start after T2 completes. T5 can start only after both T3 and T4 complete. What is the slack time of the task T3 in days?",,0,,3,,18,,30,,A,MCQ,"Given, T1=10 ; T2=15; T3=18; T4=30;T5=40 T3 : EST =10+15 = 25   //T1 and T2 complete before T5: EST =10+15+18=43 T3: LST =43-18=25 Slack time = EST-LST =25-25=0 // For T3",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2004/Explanation_Images/dd7b59a023b7a106-jHniJehuHAGckhLOGKc96VbnBlnxGy.jpg
59,"In a software project, COCOMO (Constructive Cost Model) is used to estimate",,effort and duration based on the size of the software,,size and duration based on the effort of the software,,effort and cost based on the duration of the software,,"size, effort and duration based on the cost of the software",,A,MCQ,"The basic COCOMO equations take the form Effort Applied (E) = a b (KLOC) b b [ person-months ] Development Time (D) = c b (Effort Applied) d b [months] People required (P) = Effort Applied / Development Time [count] As it can be observed from above equations, Effort and Duration are on L.H.S whereas KLOC(Line of code) ,used to measure program size is on R.H.S. Hence, Answer is A",
60,A software organization has been assessed at SEI CMM Level 4. Which of the following does the organization need to practice beside Process Change Management and Technology Change Management in order to achieve Level 5 ?,,Defect Detection,,Defect Prevention,,Defect Isolation,,Defect Propagation,,B,MCQ,Defect Prevention is the organization need to practice beside Process Change Management and Technology Change Management in order to achieve Level 5.  Option (B) is correct.,
61,Which of the above arguments are valid?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2004/Question_Images/3733d8f4bb52603b-lmlJjbjxLEubRwLhRfLLWeiJAu4llm.png,P and Q only,,P and R only,,P and S only,,"P, Q, R and S",,C,MCQ,,
62,"In a class of 200 students, 125 students have taken Programming Language course, 85 students have taken Data Structures course, 65 students have taken Computer Organization course; 50 students have taken both Programming Language and Data Structures, 35 students have taken both Data Structures and Computer Organization; 30 students have taken both Data Structures and Computer Organization, 15 students have taken all the three courses.How many students have not taken any of the three courses?",,15,,20,,25,,35,,C,MCQ,P(AUBUC)=P(A)+P(B)+P(C)- P(A∩B)-P(A∩C)- P(B∩C)+P(A∩B∩C) 125 + 85 + 65- 50 − 35 − 30+15 =175 No of students not taking any courses-> 200 − 175 = 25 So C is the Answer.,
63,"In a population of N families, 50% of the families have three children, 30% of the families have two children and the remaining families have one child. What is the probability that a randomly picked child belongs to a family with two children?",,3/23,,6/23,,3/10,,3/5,,B,MCQ,x- total families. Given: 50% -3 Children -> (5*x/10) * 3=(1*x/2)*3 30% -2 Children-> (3*x /10) * 2 Rear 20%- 1child -> (2*x/10)*1 =1*x/5 Probability = No of ways it can happen/Total Outcomes =( (3/10)*2 ) / ( (1/2)*3 + (3/10)*2 +1/5 )  = 6/23 So Answer is B,
64,A sender is employing public key cryptography to send a secret message to a receiver. Which one of the following statements is TRUE?,,Sender encrypts using receiver’s public key,,Sender encrypts using his own public key,,Receiver decrypts using sender’s public key,,Receiver decrypts using his own public key,,A,MCQ,,
65,Let x be an integer which can take a value of 0 or 1. The statement if(x = =0) x = 1; else x = 0; is equivalent to which one of the following?,,x = 1 + x;,,x = 1 - x;,,x = x - 1;,,x = 1 % x;,,B,MCQ,Consider (B): x=1-x as we need to have x value either 0 or 1.  Consider x=0 ; x=1-0=1 => So when x=0 we get x value to be 1.  Consider x=1 ; x=1-1=0 => So when x=1 we get x value to be 0.,
66,"A program attempts to generate as many permutations as possible of the string, 'abcd' by pushing the characters a, b, c, d in the same order onto a stack, but it may pop off the top character at any time. Which one of the following strings CANNOT be generated using this program?",,abcd,,dcba,,cbad,,cabd,,D,MCQ,"A. PUSH a- POP a , PUSH b- POP   b , PUSH c- POP   c , PUSH d- POP   d B. PUSH a ,PUSH b, PUSH c,PUSH d , POP d, POP c ,POP b, POP a C.PUSH a ,PUSH b, PUSH c , POP c ,POP b, POP a PUSH d- POP   d D. Sequence not feasible Therefore,Answer is D",
67,"Choose the correct option to fill the ?1 and ?2 so that the program prints an input string in reverse order. Assume that the input string is terminated by a new line character. #include <stdio.h> void wrt_it (void); int main (void) { printf(""Enter Text""); printf (""\n""); wrt_ it(); printf (""\n""); return 0; } void wrt_it (void) { int c; if (?1) wrt_it(); ?2 }",,?1 is  getchar() ! = '\n' ?2 is  getchar(c);,,?1 is  (c = getchar()); ! = '\n' ?2 is  getchar(c);,,?1 is  c! = '\n' ?2 is  putchar(c);,,?1 is  (c = getchar()) ! = '\n' ?2 is  putchar(c);,,D,MCQ,"getchar() : This function is used to read a character from the standard input stream. putchar() : This function is used to write a character to the standard output stream. Thus, option (D) is correct.",
68,"Consider the following C program: C #include <stdio.h> typedef struct { char * a ; char * b ; } t ; void f1 ( t s ); void f2 ( t * p ); main () { static t s = { ""A"" , ""B"" }; printf ( ""%s %s \n "" , s . a , s . b ); f1 ( s ); printf ( ""%s %s \n "" , s . a , s . b ); f2 ( & s ); } void f1 ( t s ) { s . a = ""U"" ; s . b = ""V"" ; printf ( ""%s %s \n "" , s . a , s . b ); return ; } void f2 ( t * p ) { p -> a = ""V"" ; p -> b = ""W"" ; printf ( ""%s %s \n "" , p -> a , p -> b ); return ; } What is the output generated by the program ?",,A B U V V W V W,,A B U V A B V W,,A B U V U V V W,,A B U V V W U V,,B,MCQ,"The value of  structure s is passed by value in f1().   In f2(), address of s is passed.   Therefore any  changes made in f1() don't reflect in main() , but changes made in f2() reflect. printf (""%s %s\n"", s.a, s.b); //  print local static values of a and b; A B f1(s); give call to printf (""%s %s\n"", s.a, s.b); //print local values of a and b ;U V printf (""%s %s\n"", s.a, s.b); //  print local static values of a and b;A B f2(&s);-> printf(""%s %s\n"", p -> a, p -> b); // gives present contents at memory location i.e U V Therefore answer is B",
69,A software configuration management tool helps is,,keeping track of the schedule based on the milestones reached,,maintaining different versions of the configurable items,,managing manpower distribution by changing the project structure,,all of the above,,B,MCQ,"As the name suggests,Software configuration management is used to maintain different versions of an existing software.  The versions may be given names as version 1.0, version 1.1, version 1.2 etc",
70,"In a data link protocol, the frame delimiter flag is given by 0111. Assuming that bit stuffing is employed, the transmitter sends the data sequence 01110110 as",,01101011,,011010110,,011101100,,0110101100,,D,MCQ,"In the above question, if, in the data link layer bits stuffing is employed then bit stuffing is done using the flag delimiter. If there is a flag of n bits then we will compare the data sequence with the flag and for every n-1 bits matched found, a bit 0 is stuffed in the data sequence after the matched sequence. Thus using the above logic Delimiter flag: 0111 Data sequence: 01110110 So, for a flag of 4 bits we will compare data sequence with pattern of 3 bits i.e. 011. 0 1 1 0 1 0 1 1 0 0 In the above pattern the underlined bits are found matched, hence, 0 in italics is stuffed. Thus resulting in the data sequence as 0110101100 which is option D",
71,"Consider a table T in a relational database with a key field K. A B-tree of order p is used as an access structure on K, where p denotes the maximum number of tree pointers in a B-tree index node. Assume that K is 10 bytes long; disk block size is 512 bytes; each data pointer P D is 8 bytes long and each block pointer P B is 5 bytes long. In order for each B-tree node to fit in a single disk block, the maximum value of p is",,20,,22,,23,,32,,C,MCQ,"key field size = 10 bytes data pointer size = 8 bytes block pointer size =  5 bytes (p – 1)( key field size + data pointer size) + p * block pointer size <= 512 23p – 18 <= 512 p <= 23 Thus, option (C) is correct.",
72,"Consider two tables in a relational database with columns and rows as follows: Table: Student Roll_no Name Dept_id 1 ABC 1 2 DEF 1 3 GHI 2 4 JKL 3 Table: Department Dept_id Dept_name 1 A 2 B 3 C Roll_no is the primary key of the Student table, Dept_id is the primary key of the Department table and Student.Dept_id is a foreign key from Department.Dept_id What will happen if we try to execute the following two SQL statements? update Student set Dept_id = Null where Roll_on = 1 update Department set Dept_id = Null where Dept_id = 1",,Both (i) and (ii) will fail,,B)	(i) will fail but (ii) will succeed,,(i) will succeed but (ii) will fail,,Both (i) and (ii) will succeed,,C,MCQ,"update Student set Dept_id = Null where Roll_on = 1 ->This will succeed as roll no is primary key and we may set a foreign key NULL update Department set Dept_id = Null where Dept_id = 1 ->As Student table(Roll no 1 and 2) are referring to Dept_id so according to referential integrity constraint we can NOT delete Dept_id.However, Exceptionally we may overcome it if we want using Cascaded Delete option.",
73,A table T1 in a relational database has the following rows and columns: roll no. marks 1 10 2 20 3 30 4 Null The following sequence of SQL statements was successfully executed on table T1. Update T1 set marks = marks + 5 Select avg(marks) from T1 What is the output of the select statement?,,18.75,,20,,25,,,,C,MCQ,10+5 20+5 30+5 NULL+5=NULL (15+25+35)/3=25 So Answer is C,
74,"A relation Empdtl is defined with attributes empcode (unique), name, street, city, state and pincode. For any pincode, there is only one city and state. Also, for any given street, city and state, there is just one pincode. In normalization terms, Empdtl is a relation in",,1NF only,,2NF and hence also in 1NF,,3NF and hence also in 2NF and 1NF,,"BCNF and hence also in 3NF, 2NF an 1NF",,B,MCQ,"Given:  Empdtl: empcode , name, street, city, state and pincode There is transitive dependency in Table ( pincode, there is only one city and state),so not in 3NF All attributes are fully dependant on key,so in 2NF So answer is B",
75,Solve :,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2004/Question_Images/b51020072c37e160-gXjap2ZLof3t3vz1HRQAw60820TCja.png,A,,B,,C,,D,,B,MCQ,,
76,"Using a 4-bit 2's complement arithmetic, which of the following additions will result in an overflow? 1100 + 1100 0011 + 0111 1111 + 0111",,(i) only,,(ii) only,,(iii) only,,(i) and (iii) only,,B,MCQ,"The rules for detecting overflow in a two's complement sum are : If the sum of two positive numbers yields a negative result; (+A) + (+B) = −C If the sum of two negative numbers yields a positive result; (−A) + (−B) = +C Otherwise, the sum has not overflowed. 4-bit Two's Complement numbers range from (−8 ≤ x ≤ +7); Only ii will cause overflow after solving Another way to detect: The OVERFLOW flag is the XOR of the carry coming into the sign bit (if any) with the carry going out of the sign bit (if any). Overflow happens if the carry in does not equal the carry out",
77,"Consider a parity check code with three data bits and four parity check bits. Three of the code words are 0101011, 1001101 and 1110001. Which of the following are also code words? I. 0010111             II. 0110110         III. 1011010             IV. 0111010",,I and III,,"I, II and III",,II and IV,,"I, II, III and IV",,A,MCQ,"a = 0101011 b = 1001101  c = 1110001 XOR of two codewords is itself a codeword. a XOR c = 1011010   Thus, III is a codeword. d = 1011010 b XOR d = 0010111 Thus, I is a codeword. Thus, option (A) is correct.",
78,"What is the bit rate of a video terminal unit with 80 characters/line, 8 bits/character and horizontal sweep time of l00 µs (including 20 µs of retrace time)?",,8 Mbps,,6.4 Mbps,,0.8 Mbps,,0.64 Mbps,,B,MCQ,"Total number of bits transmitted = 80 * 8 = 640 bits Horizontal sweep time = 100 us Bit rate = (640 * 10 6 ) / 100 = 6.4 Mbps Thus, option (B) is correct.",
79,The diagram that helps in understanding and representing user requirements for a software project using UML (Unified Modeling Language) is:,,Entity Relationship Diagram,,Deployment Diagram,,Data Flow Diagram,,Use Case Diagram,,D,MCQ,"- Entity Relationship Diagram -Relationship between entities of the system  - Deployment view - Model the components required for deploying the system.  - Data Flow Diagram-graphical representation of the "" flow "" of data - Use Case view - Presents the requirements from external side of a system.",
80,"Consider a 10 Mbps token ring LAN with a ring latency of 400 µs. A host that needs to transmit seizes the token. Then it sends a frame of 1000 bytes, removes the frame after it has circulated all around the ring, and finally releases the token. This process is repeated for every frame. Assuming that only a single host wishes to transmit, the effective data rate is",,1Mbps,,2Mbps,,5Mbps,,6Mbps,,C,MCQ,"Data rate = 10 Mbps Ring latency = 400 us So, Propagation time = 400 us Transmission time = (1000 * 8)/(10 * 10 6 ) = 800us Efficiency : = Transmission time / (Transmission time + 2 * (Propagation time)) = 800 / (800 + 2 * 400) = 0.5 Effective data rate = efficiency * data rate = 0.5 * 10 = 5 Mbps Thus, option (C) is correct.",
