Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
42,"""We lived in culture and denied any merit to literally works, Considering them important only when they were handmaidens to something seemingly more urgent - namely ideology. This was a country where all gestures even the most private , interpreted as political terms.""  The author's believes that ideology is not as important as literature  is revealed by the word :",,culture,,seemingly,,urgent,,political,,B,MCQ,"This paragraph is taken from the book - Reading Lolita in Tehran by- AZAR NAFISI. “Seemingly” means appearing to be something which is Not True. Or, not what its look like. Author is criticizing the fake ideology of Iranian politics. Author is trying to say that Literature is more important than fake ideology. But this is how she is expressing- ..... they were handmaidens to something seemingly more urgent – namely ideology.. means- Ideology is not more important than litrature. So, (B) seemingly is CORRECT.",
43,An air pressure contour line join the locations in the region having the same atmospheric pressure. The following is the air pressure contour of a geographical region. The contour line are shown as 0.05 bar intervals in this plot. If the probability of thunderstorm is given by how fast air pressure rises or drops over a region. Which of the following region is most likely to have thunderstorm.,http://www.geeksforgeeks.org/wp-content/uploads/gq/2017/02/aptitute_1.png,P,,Q,,R,,S,,C,MCQ,"Region R has maximum air pressure variation as it which has maximum number of lines crossing the area . Therefore, option C is correct Alternate Solution We have to see for the region which has maximum change in air pressure for thunderstorm. In region P – the air pressure changes only once by 0.05 as only 2 lines are crossing the region. The first line with the air pressure 0.95 and the next one is with pressure 0.9. In region Q – No line crosses the region which implies that the air pressure doesn’t change. In region R – the air pressure changes at 4 places resulting in maximum change in air pressure in the whole region. The minimum pressure in R is 0.65 and the maximum is 0.8. In region S – the air pressure in the region in 0.95 and other contouring line is outside the region thus no change in air pressure within the region. Thus, the probability of thunderstorm is maximum in region R.",
44,"Let p , q , r denote the statement ""It is raining"", ""It is cold"", and ""It is pleasant"", respectively. Then the statement ""It is not raining and it is pleasant, and it is not pleasant only if it is raining and it is cold"" is represented by:",,(¬ p ∧ r) ∧ ((¬ r → (p ∧ q)),,(¬ p ∧ r) ∧ ((p ∧ q) → ¬ r),,(¬ p ∧ r) ∨ ((p ∧ q) → ¬ r),,(¬ p ∧ r) ∨ ((r → (p ∧ q)),,A,MCQ,"It is not raining (~p) and it is pleasant (r) : (¬p ∧ r) It is raining (p) and it is cold (q) : (p∧q) it is not pleasant (¬r) only if it is raining and it is cold : ¬r → (p∧q) So the answer should be- (¬ p ∧ r) ∧ ((¬ r → (p ∧ q)) So, option (A) is true.",
45,Match the following according to input(from the left column) to the compiler phase(in the right column) that process it:,http://www.geeksforgeeks.org/wp-content/uploads/gq/2017/02/g2017_1.png,"P -> (ii), Q -> (iii), R -> (iv), S -> (i)",,"P -> (ii), Q -> (i), R -> (iii), S -> (iv)",,"P -> (iii), Q -> (iv), R -> (i), S -> (ii)",,"P -> (i), Q -> (iv), R -> (ii), S -> (iii)",,C,MCQ,P - iii Syntax tree is input to semantic analyser Q - iv Character stream is input to lexical analyser. R - i Intermediate code is input to code generator S -ii  Token stream is input to syntax analyser. Therefore option C,
46,"In a file allocation system, which of the following allocation scheme(s) can be used if no external fragmentation is allowed? I. Contiguous II. Linked III. Indexed",,I and III only,,II only,,III only,,II and III only,,D,MCQ,"Internal fragmentation happens when the unusable memory is within an allocated memory area. External fragmentation happens when the unusable memory is not within an allocated memory area but it's still unusable. Both Indexed and Linked file allocation schemes do not suffer from external fragmentation, Whereas Contiguous allocation suffer from external fragmentation & Internal fragmentation may exist in the last disk block of a file. Therefore option D .",
47,Note: This question appeared as Numerical Answer Question in GATE.,http://www.geeksforgeeks.org/wp-content/uploads/gq/2017/02/g2017_2.png,1,,2,,3,,4,,B,MCQ,"Determinant of matrix P + Q = 0. so, rank ≠ 3 now, the 1st minor of p+q matrix = 8 ≠ 0 so, rank of P + Q is 2.",
48,The representation of the value of a 16-bit unsigned integer X in a hexadecimal number system is BCA9 . The representation of the value of X in octal number system is:,,571244,,736251,,571247,,136251,,D,MCQ,B          C     A      9 - Hex form 1011  1100 1010 1001 - Hex representation 001 011 110 010 101 001 - group into threes for octal 136251 Answer is D,
49,"An ER model of a database consists of entity types A and B. These are connected by a relationship R which does not have its own attribute. Under which of the following conditions, can the relational table for R be merged with that of A? (A) Relation R is one-to-many and the participation of A in R is total. (B) Relation R is one-to-many and the participation of A in R is partial. (C) Relation R is many-to-one and the participation of A in R is total. (D) Relation R is many-to-one and the participation of A in R is partial.",,A,,B,,C,,D,,C,MCQ,"In one to many or many to one participation, relation is merged in table which is on many side and if there is total participation then relation is merged in that side. Therefore, option C is correct",
50,"A test has questions worth 100 marks totals. There are two types of questions, multiple choice questions are worth 3 marks each and essay questions are worth 11 marks each. How many multiple choice questions does the exam have?",,12,,15,,18,,19,,B,MCQ,Let us consider all choices : Choice A : 12 [Wrong] There is no integer x that satisfies below equation 12 * 3  + x * 11 = 100 x = 64/11 [Which is not an integer] Choice B : 15 [Right] 15 * 3  + x * 11 = 100 x = 55/11  = 5 Choice C : 18 [Wrong] There is no integer x that satisfies below equation 18 * 3  + x * 11 = 100 x = 46/11 [Which is not an integer] Choice C : 19 [Wrong] There is no integer x that satisfies below equation 19 * 3  + x * 11 = 100 x = 43/11 [Which is not an integer],
51,"Consider the following statements about the routing protocols, Routing Information Protocol(RIP) and Open Shortest Path First(OSPF) in an IPv4 network. I. RIP uses distance vector routing II. RIP packets are sent using UDP III. OSPF packets are sent using TCP IV. OSPF operation is based on link-state routing Which of the following above are CORRECT?",,I and IV only,,"I, II and III only",,"I, II and IV only",,"II, III and IV only",,C,MCQ,"RIP uses distance vector routing (DVR) protocol which employ the hop count as a routing metric. Also, RIP uses the UDP as its transport protocol with port no 520. OSPF uses link state routing (LSR) protocol works within a single Autonomous System. OSPF encapsulates its data directly into IP Packets and does not use either TCP or UDP.  Therefore, statement (III) is false and only statements I, II and IV are correct. Option (C) is true.",
52,.,http://www.geeksforgeeks.org/wp-content/uploads/gq/2017/02/g2017_5.png,[Tex]\frac{2}{\pi} \text{ and } -\frac{16}{\pi}[/Tex],,[Tex]\frac{2}{\pi} \text{ and } 0[/Tex],,[Tex]\frac{4}{\pi} \text{ and } 0[/Tex],,[Tex]\frac{4}{\pi} \text{ and } \frac{16}{\pi}[/Tex],,C,MCQ,"[Tex]f(x) = R \sin\left(\frac{\pi x}{2}\right) + S[/Tex] [Tex]f'(x) = R \cos\left(\frac{\pi x}{2}\right) \cdot \frac{\pi}{2}[/Tex] [Tex]f'\left(\frac{1}{2}\right) = R \cos\left(\frac{\pi}{4}\right) \cdot \frac{\pi}{2}[/Tex] [Tex]\sqrt{2} = R \cdot \frac{1}{\sqrt{2}} \cdot \frac{\pi}{2}[/Tex] [Tex]\int_{0}^{1} f(x) \, dx = \frac{2R}{\pi}[/Tex] [Tex]\int_{0}^{1} \left( R \sin\left(\frac{\pi x}{2}\right) + S \right) dx = \frac{2 \times 4}{\pi^2} \\\implies \frac{8}{\pi^2} \left[ -\cos\left(\frac{\pi x}{2}\right) \right]_0^1 + \left[Sx\right]_0^1[/Tex] [Tex]= \frac{8}{\pi^2} \left[ 0 - (-1) \right] + S \\= \frac{8}{\pi^2} + S = \frac{8}{\pi^2}[/Tex] ⇒ S = 0",
53,The maximum number of IPv4 router address addresses that can be listed in the record route (RR) option field of an IPv4 header is ____. Note: This question appeared as Numerical Answer Type.,,8,,9,,10,,11,,B,MCQ,"Record Route is an optional field used to record address. In IPv4 header , 40 bytes are reserved for OPTIONS. For Record Route to stores, 1 byte is used to store type of option, 1 byte for length and 1 byte for pointer. Out of 40, 37 bytes are left. An IP4 address takes 32 bits or 4 bytes. We can store at most floor(37/4) = 9 router addresses. Alternate Solution In IPV4 frame format there are 40 bytes of option field, out of which only 38 bytes can be used, 2 bytes are reserved. Also, one IPV4 address is of 4 bytes Thus, maximum IPV4 address that can be hold <= 38/4 						= 9",
54,"Consider the following tables T1 and T2: In table T1, P is the primary key, Q is the foreign key referencing R in table T2 with on-delete cascade and on-update cascade. In table T2, R is the primary key and S is the foreign key referencing P in the table T1 with on-delete set NULL and on-update cascade. In order to delete record (3,8) from table T1, numbers of additional record that need to be deleted from table T1 is ______. Note: This question appeared as Numerical Answer Type.",http://www.geeksforgeeks.org/wp-content/uploads/gq/2017/02/g2017_14.png,0,,1,,2,,3,,A,MCQ,"Given, Q -> R(Primary Key) S -> P (Primary Key) Entry to be deleted - P (3) and Q(8) Q can be deleted directly Now, S - > P but the relationship given is on delete set NULL, Therefore when  we delete 3 from  T1 ,the  entry in T2 having 3 will be NULL. Therfore, Option A  - Answer is 0 entries",
55,Breath First Search(BFS) has been implemented using queue data structure. Which one of the following is a possible order of visiting the nodes in the graph above.,http://www.geeksforgeeks.org/wp-content/uploads/gq/2017/02/g2017_15.png,MNOPQR,,NQMPOR,,QMNROP,,POQNMR,,D,MCQ,"In BFS , we print a starting node, then its adjacent, then adjacent of adjacent, and so on.. Option A : MNOPQR Wrong We cannot visit ""O"" before ""R"" as we start from ""M"". Note that ""O"" is adjacent of adjacent for ""M"" and ""R"" is adjacent of ""M"". Option B : NQMPOR Wrong We cannot visit ""P"" before ""O"" as we start from ""N"". Note that ""P"" is adjacent of adjacent for ""N"" and ""O"" is adjacent. Option C : QMNROP Wrong We cannot visit ""R"" before ""O"" as we start from ""Q"". Note that ""R"" is adjacent of adjacent for ""Q"" and ""O"" is adjacent of ""Q"" Option D : POQNMR Right We visit ""P"", then its adjacent ""O"", ""Q"" and ""N"" Finally we visit adjacent of adjacent ""M"" and ""R""",
56,Consider a socket API on Linux machine that supports UDP socket. A connected UDP socket is a UDP socket on which connect function has already been  called. Which of the following statements is/are correct ? I. A connected UDP socket can be used to communicate with multiple peers simultaneously. II. A process can successfully call connect function again for an already connected UDP socket.,,I only,,II only,,Both I and II only,,Neither I nor II,,B,MCQ,"I. A connected UDP socket can be used to communicate with multiple peers simultaneously is WRONG : Even if UDP is connectionless, every UDP socket has a single specified IP number and port number to connect to.  Therefore we can not use same socket to connect to multiple peers simultaneously. II. A process can successfully call connect function again for an already connected UDP socket is RIGHT : We can call connect again to connect to a new peer and disconnect previous peer if implementation allows.",
57,"Let L1 and L2 be any context-free language and R be any regular language. Then, which of the following is correct ? I. L1 ∪ L2 is context-free. II. L1' is context-free. III. L1-R is context-free. IV. L1 ∩ L2 context-free.",,"I, II and IV only",,I and III only,,II and IV only,,I only,,B,MCQ,Context free language is closed under union and difference with regular language. It is not closed under complementation and intersection. Complement of CFL is recursive language.,
58,Match the following:,http://www.geeksforgeeks.org/wp-content/uploads/gq/2017/02/g2017_16.png,"P-->(ii), Q-->(iv), R-->(i), S-->(iii)",,"P-->(ii), Q-->(i), R-->(iv), S-->(iii)",,"P-->(ii), Q-->(iv), R-->(iii), S-->(i)",,"P-->(iii), Q-->(iv), R-->(i), S-->(ii)",,A,MCQ,"static char var; -> A variable located in data section of memory as it is static in nature m = malloc(10); m = null; ->This is a lost memory which cannot be freed as m=NULL Char *Ptr[10]; -> 10 memory locations of char type are allocated to store addresses register int var1;-> Request to allocate a CPU register to store data Therefore, Option is A Refer following articles for details: Memory layout of C program .",
59,Identity the language generated by following grammar where S is the start variable. S --> XY X --> aX | a Y --> aYb | ∈,,"{a m b n | m>=n,  n>0 }",,"{a m b n | m>=n,  n>=0 }",,"{a m b n | m>n,  n>=0 }",,"{a m b n | m>n,  n>0 }",,C,MCQ,"S --> XY X --> aX | a  // This produces only ""a"" Y --> aYb | ∈  // This produces and ""a"" for every ""b"" Option (A) and (B) are wrong because n can be zero also  due to epsilon in Y Option (D) is wrong because Y-->aYb produces equal number of a's and b's. Since there is one variable X which produces at least one a. Therefore numbers of a's are always greater than numbers of b's.",
60,G is undirected graph with n vertices and 25 edges such that each vertex has degree at least 3. Then the maximum possible value of n is ________,,4,,8,,16,,24,,C,MCQ,"As per handshaking lemma , Sum of degree of all vertices < = 2 * no. of edges. Let v be number of vertices in graph. ==> 3*v <= 2*25 ==> Minimum value of v = 16",
61,"The minimum possible number of states of a deterministic finite automaton that accepts a regular language L = {w 1 aw 2 | w 1 , w 2 ∈{a,b} * , |w 1 | = 2, w 2 >=3} is_______",,3,,5,,8,,7,,C,MCQ,Answer is 8 states included one trap state (8) and final state (7) .,https://media.geeksforgeeks.org/wp-content/uploads/20241227122905293665/automaton.webp
62,Given the following binary number in 32 bit (single precision) IEEE-754 format: 00111110011011010000000000000000 The decimal value closest to this floating-point number is:,,1.45 X 10 1,,1.45 X 10 -1,,2.27 X 10 -1,,2.27 X 10 1,,C,MCQ,"In 32-bit IEEE-754 format 1st bit represent sign 2-9th bit represent exponent and 10-32 represent Mantissa (Fraction part) Sign = 0, so positive 2-9 bits — 01111100 when subtracted by 01111111 i.e., 126 decimal value gives -> 0000 0011 Which is -3.(negative as the value is less than 126) As number is less than 126 it is subtracted otherwise 126 would have been subtracted from it in 32 bit representation. (https://www3.ntu.edu.sg/home/ehchua/programming/java/datarepresentation.html) Mantissa is normal ,hence, 1.M can be used .Which is 1.1101101. Thus, Data + 1.1101101 * 2^-3 (±M * B^(±e) ) Mantissa shift right 3 times -> +0.0011101101 = 0.228 = 2.28 * 10^-1 Thus, option c is correct.",
63,A Circular queue has been implemented using singly linked list where each node consists of a value and a pointer to next node. We  maintain exactly two pointers FRONT and REAR pointing to the front node and rear node of queue. Which of the following statements is/are correct for circular queue so that insertion and deletion operations can be performed in O(1) i.e. constant time. I. Next pointer of front node points to the rear node. II. Next pointer of rear node points to the front node.,,I only,,II only,,Both I and II,,Neither I nor II,,B,MCQ,"Implementation of Queue using linked list looks like: from above fig. it's clear that Next pointer of rear node points to the front node. Therefore, B is answer.",https://media.geeksforgeeks.org/wp-content/uploads/20241227123024625451/circular_queue.webp
64,Which of the following statements about the parser is/are correct? I. Canonical LR is more powerful than SLR. II. SLR is more powerful than LALR. III. SLR is more powerful than canonical LR.,,I only,,II only,,III only,,II and III only,,A,MCQ,"LR parsers in term of power CLR > LALR > SLR > LR(0) Therefore, Option A is only correct option.",
65,Consider a quadratic equation x 2 - 13x + 36 = 0 with coefficients in a base b. The solutions of this equation in the same  base b are x = 5 and x = 6. Then b = ______. Note: This question appeared as Numerical Answer Type in GATE.,,6,,7,,8,,9,,C,MCQ,x 2 – 13x + 36 = 0 ==> x 2 – (b + 3)x + (3*b + 6) = 0 ….. { expanding numbers in base b ) putting the values of x we get b = 8.,
