Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
44,"Which one of the following languages over the alphabet {0,1} is described by the regular expression: (0+1)*0(0+1)*0(0+1)* ?",,The set of all strings containing the substring 00.,,The set of all strings containing at most two 0’s.,,The set of all strings containing at least two 0’s.,,The set of all strings that begin and end with either 0 or 1.,,C,MCQ,"The regular expression has two 0′s surrounded by (0+1)* which means accepted strings must have at least 2 0′s.  The least possible string is ε 0  ε 0  ε = 00  The set of strings accepted is = { 00, 000, 100, 0010, 0000, 00100, 1001001,.....}     We can see from the set of accepted strings that all of the have at least two zeros which is the least possible string.  So option (C) is correct.",
45,Which one of the following is FALSE?,,There is unique minimal DFA for every regular language,,Every NFA can be converted to an equivalent PDA.,,Complement of every context-free language is recursive.,,Every nondeterministic PDA can be converted to an equivalent deterministic PDA.,,D,MCQ,"Power of Deterministic PDA is not same as the power of Non-deterministic PDA. Deterministic PDA cannot handle languages or grammars with ambiguity, but NDPDA can handle languages with ambiguity and any context-free grammar. So every non-deterministic PDA can not be converted to an equivalent deterministic PDA.",
46,How many 32K x 1 RAM chips are needed to provide a memory capacity of 256K-bytes?,,8,,32,,64,,128,,C,MCQ,"We need 256 Kbytes, i.e., 256 x 1024 x 8 bits. We have RAM chips of capacity 32 Kbits = 32 x 1024 bits. (256 * 1024 * 8)/(32 * 1024) = 64",
47,Match all items in Group 1 with correct options from those given in Group 2. Group 1                          Group 2 P. Regular expression        1. Syntax analysis Q. Pushdown automata         2. Code generation R. Dataflow analysis         3. Lexical analysis S. Register allocation       4. Code optimization,,"P-4. Q-1, R-2, S-3",,"P-3, Q-1, R-4, S-2",,"P-3, Q-4, R-1, S-2",,"P-2, Q-1, R-4, S-3",,B,MCQ,Regular expressions are used in lexical analysis.  Pushdown automata is related to context free grammar which is related to syntax analysis.  Dataflow analysis is done in code optimization.  Register allocation is done in code generation.,
48,The running time of an algorithm is represented by the following recurrence relation: if  n <= 3  then   T(n) = n else T(n) = T(n/3) + cn Which one of the following represents the time complexity of the algorithm? (A) Θ(n) (B) Θ(n log n) (C) Θ(n 2 ) (D) Θ(n 2 log n),,A,,B,,C,,D,,A,MCQ,Answer(A) T(n) = cn + T(n/3) = cn + cn/3 + T(n/9) = cn + cn/3 + cn/9 + T(n/27) Taking the sum of infinite GP series. The value of T(n) will be less than this sum. T(n) <= cn(1/(1-1/3)) <= 3cn/2 or we can say cn <= T(n) <= 3cn/2 Therefore T(n) = (n) This can also be solved using Master Theorem for solving recurrences. The given expression lies in Case 3 of the theorem.,
49,Consider the HTML table definition given below: < table border=1> <tr> <td rowspan=2> ab </td> <td colspan=2> cd </td> </tr> <tr> <td> ef </td> <td rowspan=2> gh </td> </tr> <tr> <td colspan=2> ik </td> </tr> </table> The number of rows in each column and the number of columns in each row are:,,"(2, 2, 3) and (2, 3, 2)",,"(2, 2, 3) and (2, 2, 3)",,"(2, 3, 2) and (2, 3, 2)",,"(2, 3, 2) and (2, 2, 3)",,C,MCQ,,
50,"An unbalanced dice (with 6 faces, numbered from 1 to 6) is thrown. The probability that the face value is odd is 90% of the probability that the face value is even. The probability of getting any even numbered face is the same.  If the probability that the face is even given that it is greater than 3 is 0.75, which one of the following options is closest to the probability that the face value exceeds 3?",,0.453,,0.468,,0.485,,0.492,,B,MCQ,"Let Xi be the probability that the face value is i. We can say that, X1 + X2 + X3 + X4 + X5 + X6 = 1 It is given that, (X1 + X3 + X5) = 0.9*(X2 + X4 + X6) It is also given that, X2 = X4 = X6 Also given that, (X4 + X6)/(X4 + X5 + X6) = 0.75 Solving the above equations, we can get, X4 + X5 + X6 = 0.468 So, option (B) is correct.",
51,For the composition table of a cyclic group shown below Which one of the following choices is correct?,https://media.geeksforgeeks.org/wp-content/uploads/20240217112153/Screenshot-2024-02-17-112122.png,"a, b are generators",,"b, c are generators",,"c, d are generators",,"d, a are generators",,C,MCQ,"Check for all:- a 1 = a , a 2 = a * a = a a 3 = a 2 * a = a * a = a a is not the generator since we are not able to express other members of the group in powers of a Check for c - c 1 = c c 2 = c * c = b c 3 = c 2 * c = b * c = d c 4 = c 2 * c 2 = b * b = a We are able to generate all the members of the group from c , Hence c is the generator Similarly check for d",
52,"Which one of the following is the most appropriate logical formula to represent the statement? ""Gold and silver ornaments are precious"".  The following notations are used: G(x): x is a gold ornament S(x): x is a silver ornament P(x): x is precious",,∀x(P(x)→(G(x)∧S(x))),,∀x((G(x)∧S(x))→P(x)),,∃x((G(x)∧S(x))→P(x),,∀x((G(x)∨S(x))→P(x)),,D,MCQ,"=> This statement can be expressed as => For all X, x can be either gold or silver then the ornament X is precious => For all X, (G(X) v S(x)) => P(X).",
53,The binary operation ? is defined as follows P Q P?Q T T T T F T F T F F F T Which one of the following is equivalent to P∨Q?,,¬Q?¬P,,P?¬Q,,¬P?¬Q,,¬P?¬Q,,B,MCQ,"Here ,Truth table of given B option P Q P∨Q P ¬Q P?¬Q T T T T F T T F T T T T F T T F F T F F F F T F P?¬Q = Q' ⇢ P = (Q')' v P = Q v P",
54,[Tex]\int_{0}^{\pi/4} \frac{1 - \tan x}{1 + \tan x} dx[/Tex] is equivalent to,,0,,1,,ln 2,,1/2 ln 2,,D,MCQ,[Tex]\frac{1-\tan x}{1+\tan x} = \frac{\cos x - \sin x}{\cos x + \sin x} [/Tex] Let cos x + sin x = t (-sin x + cos x)dx = dt [Tex]\int \frac{1}{t} dt = \ln t + C[/Tex] ⇒ I = ln(sinx + cosx) ⇒ I = ln(sin π/4 + cos π/4) - ln(sin 0 + cos 0) ⇒ I = ln(1/√2 + 1/√2) - 0 ⇒ I = 1/2 ln 2,
55,Which of the above two are equivalent?,https://www.geeksforgeeks.org/wp-content/uploads/gq/2015/01/CSE_2009_26.jpg,II and III,,I and IV,,II and IV,,I and III,,B,MCQ,"According to negation property of universal qualifier and existential quantifier, 1st and the 4th are equivalent.",
56,"Given the following state table of an FSM with two states A and B, one input and one output: Present State A Present State B Input Next State A Next State B Output 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 1 1 0 1 0 0 0 0 1 0 1 0 0 1 1 0 0 1 1 0 1 0 1 1 1 1 1 0 0 1 If the initial state is A=0, B=0, what is the minimum length of an input string which will take the machine to the state A=0, B=1 with Output = 1?",,3,,4,,5,,6,,A,MCQ,"//(0, 0) --1--> (0, 1) --0-->(1, 0) --1--> (0, 1) and output 1 According to the question we have to reach the states A=0, B=1 and output=1. This state is shown by green color. Thus to reach final states as A=0, B=1 and output=1 we have to reach previous states of A=1, B=0. Since initial states are A=0,B=0 (red); we provide input=1 (to reach A=0,B=1) Now this will give present states as A=0, B=1 and output=0. Now we provide (blue) input=0 (to reach A=1,B=0) with present states as A=0, B=1. The present states will become A=1, B=0 and output=0. This is what is required. On providing input=1 we get final states as A=0, B=1 and output=1. Hence an input string of 3 i.e. 101 leads to the desired output and states.",https://media.geeksforgeeks.org/wp-content/uploads/20240319152802/1.png
57,"Consider a 4 stage pipeline processor.   The number of cycles needed by the four instructions I1, I2, I3, I4 in stages S1, S2, S3, S4 is shown below: S1 S2 S3 S4 I1 2 1 1 1 I2 1 3 2 2 I3 2 1 1 3 I4 1 2 2 2 What is the number of cycles needed to execute the following loop? For (i=1 to 2) {I1; I2; I3; I4;}",,16,,23,,28,,30,,B,MCQ,"This question is different from other questions on pipeline with respect to the no of cycles taken by each instruction in each stage, i.e. an instruction here may take different no of cycles in different stages, and also that two instructions may take different no of cycles in the same stage as well.  Therefore, here we have to consider two things : 1) Eligibility 2) Availability i.e. an instruction i should be eligible to be given to stage j, and a stage j should be available(free) to handle/process instruction i.   Now, let's see how both the above things can be achieved.  An instruction i will be eligible to be given to stage j, if and only if, the instruction i has completed stage j-1.   Similarly, a Stage j will be available for instruction i, if and only if, the Stage j has completed instruction i-1.   So, by following and fulfilling above two criteria we have to determine the total no of cycles taken by these instructions in a loop of 2 iterations.   Note: An instruction i will be eligible for processing in iteration 2, if and only if, it has completed its processing in iteration 1.","https://contribute.geeksforgeeks.org/wp-content/uploads/gate222.jpg, https://contribute.geeksforgeeks.org/wp-content/uploads/gatecstab.jpg"
58,"Consider a 4-way set associative cache (initially empty) with total 16 cache blocks. The main memory consists of 256 blocks and the request for memory blocks is in the following order:  0, 255, 1, 4, 3, 8, 133, 159, 216, 129, 63, 8, 48, 32, 73, 92, 155.  Which one of the following memory block will NOT be in cache if LRU replacement policy is used?",,3,,8,,129,,216,,D,MCQ,"4 way set associative so 16 block will be divided in 4 sets of 4 blocks each.  We apply(Address mod  4) function to decide set. Set 0 0 48 0 mod4=0 * 4 32 255 mod4=3 * 8 8 1 mod4=1 * 216 92 4 mod4=0 * Set 1 1 1 3 mod4=3 * 133 133 8 mod4=0 * 129 129 133 mod4=1 * 73 73 159 mod4=3 * Set 2 216 mod4=0 * 129 mod4=1 * 63 mod4=3 * 8 mod4=0 * Set 3 255 155 98 mod4=0 * 3 3 32 mod4=0 * 159 159 73 mod4=1 * 63 63 92 mod4=0 * 155 Mod4=3 * All  * are misses S1 in the first stage ans S2 in the second.  In the second stage 216 is not present in the cache.  So, (D) is correct option.",
59,"Consider a disk system with 100 cylinders. The requests to access the cylinders occur in following sequence: 4, 34, 10, 7, 19, 73, 2, 15, 6, 20 Assuming that the head is currently at cylinder 50, what is the time taken to satisfy all requests if it takes 1ms to move from one cylinder to adjacent one and shortest seek time first policy is used?",,95 ms,,119 ms,,233 ms,,276 ms,,B,MCQ,"4, 34, 10, 7, 19, 73, 2, 15, 6, 20 Since shortest seek time first policy is used, head will first move to 34. This move will cause 16*1 ms. After 34, head will move to 20 which will cause 14*1 ms. And so on. So cylinders are accessed in following order 34, 20, 19, 15, 10, 7, 6, 4, 2, 73 and total time will be (16 + 14 + 1 + 4 + 5 + 3 + 1 + 2 + 2 + 71)*1 = 119 ms.",
60,Which one of the following in NOT necessarily a property of a Group?,,Commutativity,,Associativity,,Existence of inverse for every element,,Existence of identity,,A,MCQ,"A group is a set, G, together with an operation • (called the group law of G) that combines any two elements a and b to form another element, denoted a • b or ab. To qualify as a group, the set and operation, (G, •), must satisfy four requirements known as the group axioms: Closure: For all a, b in G, the result of the operation, a • b, is also in G. Associativity: For all a, b and c in G, (a • b) • c = a • (b • c). Identity element: There exists an element e in G, such that for every element a in G, the equation e • a = a • e = a holds. Such an element is unique (see below), and thus one speaks of the identity element. Inverse element: For each a in G, there exists an element b in G such that a • b = b • a = e, where e is the identity element. The result of an operation may depend on the order of the operands. In other words, the result of combining element a with element b need not yield the same result as combining element b with element a; the equation ""a • b = b • a"" may not always be true. This equation always holds in the group of integers under addition, because a + b = b + a for any two integers (commutativity of addition). Groups for which the commutativity equation a • b = b • a always holds are called abelian groups (in honor of Niels Abel)",
