Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
40,"Consider a database with three relation instances shown below. The primary keys for the Drivers and Cars relation are did and cid respectively and the records are stored in ascending order of these primary keys as given in the tables. No indexing is available in the database. Let n be the number of comparisons performed when the above SQL query is optimally executed. If linear search is used to locate a tuple in a relation using primary key, then n lies in the range","http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_84_85-300x297.jpg, http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_84_85_2-300x290.jpg, http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_84_85_3-300x152.jpg",36 - 40,,44 - 48,,60 - 64,,100 - 104,,B,MCQ,"here we have to calculate the number of comparisons performed when the above SQL query is optimally executed. from the first inner query: select R.did from Cars C, Reserves R where R.cid = C.cid and C.colour = 'red' C.color = ""Red"", comparisons=4 (Cars has four rows) R.cid=C.cid so there are five rows extracted to this where condition. comparisons=(2 red cars * 10 Reserves rows)=20 from the second inner query: select R.did from Cars C, Reserves R where R.cid = C.cid and C.colour = 'green' C.color = ""Green"", comparisons=4 (Cars has four rows) R.cid=C.cid so there are three rows extracted to this where condition. comparisons=(1 green car*10 Reserves rows)=10 R.did = {22, 22, 31,31, 64} for first inner query R.did = {22, 31, 74} for second inner query Here unique sets are, R.did={22,31,64} and R.did={22,31,74} respectively for first and second inner queries. so for intersection, 6 comparisons (for 22, we hit on the first try and for 31,we hit on the second try,and for 74,we hit on all three try, so comaprisons=1+2+3) Finally we have to locate the did - 22 and did 31 from the driver table and did is the primary key. As told in the question, we use linear search and for 22, we hit on the first try and for 31 we hit on the third try. So, 1 + 3 = 4 comparisons. so total no of comparisons= 4+20+4+10+6+4=48 therefore B is the answer. In short: So, first get 2 red cars by scanning 4 tuples of the cars relation. Now, for each of the two 'red' cars, we scan all the 10 tuples of the 'Reserves' relation and thus we get 2*10 + 4 = 24 comparisons.Similarly for the 'green' car we get 4+10 = 14 comparisons.",
41,Consider a database with three relation instances shown below. The primary keys for the Drivers and Cars relation are did and cid respectively and the records are stored in ascending order of these primary keys as given in the tables. No indexing is available in the database. What is the output of the following SQL query?,"http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_84_85-300x297.jpg, http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_84_85_2-300x290.jpg, http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_84_85_3-300x152.jpg, http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_84_85_4-300x88.jpg","Karthikeyan, Boris",,"Sachin, Salman",,"Karthikeyan, Boris, Sachin",,"Schumacher, Senna",,A,MCQ,"The sub-query always executes before the execution of the main query. Subqueries are completed first.The result of the subquery is used as input for the outer query. from the first inner query: select R.did from Cars C, Reserves R where R.cid = C.cid and C.colour = 'red'. C.color = ""Red"", corresponding C.cid={102,104}. R.cid=C.cid so there are five rows extracted to this where condition. R.did = {22, 22, 31,31, 64} from the second inner query: select R.did from Cars C, Reserves R where R.cid = C.cid and C.colour = 'green' C.color = ""Green"", corresponding C.cid={103} R.cid=C.cid so there are three rows extracted to this where condition. R.did = {22, 31, 74} Finally, the outer query selects driver names whose did = {22,31} which corresponds to Karthikeyan and Boris. so the correct option is A.",
42,"A software project has four phases P1, P2, P3 and P4. Of these phases, P1 Is the first one and needs to be completed before any other phase can commence. Phases P2 and P3 can be executed in parallel. Phase P4 cannot commence until both P2 and P3 are completed. The optimistic, most likely, and pessimistic estimates of the phase completion times in days, for Pl, P2, P3 and P4 are, respectively, (11, 15, 25), (7, 8, 15), (8, 9, 22), and (3, 8, 19). The costs (in Rupees per day) of crashing the expected phase completion times for the four phases, respectively, are 100, 2000, 50, and 1000. Assume that the expected phase completion times of the phases cannot be crashed below their respective most likely completion times. The minimum and the maximum amounts (in Rupees) that can be spent on crashing so that ALL paths are critical are, respectively.",,100 and 1000,,100 and 1200,,150 and 1200,,200 and 2000,,D,MCQ,Critical task is the one on longest path intermediate task:P3,
43,"A software project has four phases P1, P2, P3 and P4. Of these phases, P1 Is the first one and needs to be completed before any other phase can commence. Phases P2 and P3 can be executed in parallel. Phase P4 cannot commence until both P2 and P3 are completed. The optimistic, most likely, and pessimistic estimates of the phase completion times in days, for Pl, P2, P3 and P4 are, respectively, (11, 15, 25), (7, 8, 15), (8, 9, 22), and (3, 8, 19). The critical path for the above project and the slack of P2 are, respectively,",,"P1-P2-P4, 1 day",,"P1-P3-P4, 1 day",,"P1-P3-P4, 2 days",,"P1-P2-P4, 2 days",,C,MCQ,,
44,Let L be a regular language. Consider the constructions on L below: repeat (L) = {ww | w ∊ L} prefix (L) = {u | ∃v : uv ∊ L} suffix (L) = {v | ∃u uv ∊ L} half (L) = {u | ∃v : | v | = | u | and uv ∊ L} Which choice of L is best suited to support your answer above?,,(a + b)*,,"{ϵ, a, ab, bab}",,(ab)*,,{a n b n | n ≥ 0},,A,MCQ,"A counter example which proves all the conclusions of the last question in one go should have the following properties 1) L should be regular due to the demand of the question 2) L should be an infinite set of strings, otherwise half(L) would be regular 3) L should have more than one alphabets in its grammar, otherwise repeat(L) would be regular. i. (a + b) ∗ is perfect example to support the conclusions of last question. It is regular, has more than one alphabets and is an infinite set. ii. {#, a, ab, bab} is a finite set, hence wrong. iii. (ab) ∗ is equivalent to c ∗ , which is one alphabet language, hence wrong. iv. {a n b n |n ≥ 0} is not even a regular language, hence wrong.",
45,Let L be a regular language. Consider the constructions on L below: repeat (L) = {ww | w ∊ L} prefix (L) = {u | ∃v : uv ∊ L} suffix (L) = {v | ∃u uv ∊ L} half (L) = {u | ∃v : | v | = | u | and uv ∊ L} Which of the constructions could lead to a non-regular language?,,Both I and IV,,Only I,,Only IV,,Both II and III,,B,MCQ,"repeat(L) should not be confused with concatenation as there is a specific order to it. Only same strings are concatenated with each other and not all. Moreover, double word language is not even a CFG [non-regular]. prefix(L) is a regular language - all the states in L’s DFA could be made final, giving result to a DFA which would accept prefix(L) [regular]. suffix(L) is a regular language as a NFA could be constructed which would accept suffix(L). Every state in L’s DFA can get an incident # ? edge from start state - this NFA would accept suffix(L) [regular] half(L) is a regular language. It is just a language containing even length strings. So, option (B) is true.",
46,"A pipelined processor uses a 4-stage instruction pipeline with the following stages: Instruction fetch (IF), Instruction decode (ID), Execute (EX) and Writeback (WB). The arithmetic operations as well as the load and store operations are carried out in the EX stage. The sequence of instructions corresponding to the statement X = (S - R * (P + Q))/T is given below. The values of variables P, Q, R, S and T are available in the registers R 0 , R 1 , R 2 , R 3 and R 4 respectively, before the execution of the instruction sequence. The IF, ID and WB stages take 1 clock cycle each. The EX stage takes 1 clock cycle each for the ADD, SUB and STORE operations, and 3 clock cycles each for MUL and DIV operations. Operand forwarding from the EX stage to the ID stage is used. The number of clock cycles required to complete the sequence of instructions is",http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_78-300x172.jpg,10,,12,,14,,16,,B,MCQ,"Pipelining is a technique in which the instructions are performed in parallel by executing different phases of the instructions. Generally, if two operations are performed in which second operation has dependent operands on first then, the second should not fetch operands until the first one executes as it will otherwise fetch incorrect operands. Hence, stalls are created . Now to overcome this , operand forwarding technique was introduced in which there is an interface through which the operand results are transferred. So, even if the incorrect operands were fetch during the fetch operations during the execution phase the incorrect operands are replaced by the correct operands. Thus,in the given question,though MUL is dependent on ADD due to R5,SUB is dependent on MUL due to R6 DIV is dependent on SUB and STORE dependent on DIV still we can perform Instruction fetch and decode operations in the pipelined processor. Where, IF-instruction fetch ID-instruction decode EX-execute WB-write back As shown in the table 12 clock cycles will be taken to perform the given instructions.",https://cdncontribute.geeksforgeeks.org/wp-content/uploads/gateit_79.png
47,"A program on machine X attempts to open a UDP connection to port 5376 on a machine Y, and a TCP connection to port 8632 on machine Z. However, there are no applications listening at the corresponding ports on Y and Z. An ICMP Port Unreachable error will be generated by",,Y but not Z,,Z but not Y,,Neither Y nor Z,,Both Y and Z,,D,MCQ,"A Destination Unreachable message may be generated as a result of a TCP, UDP or another ICMP transmission. Reference: https://en.wikipedia.org/wiki/Internet_Control_Message_Protocol",
48,x + y/2 = 9 3x + y = 10 What can be said about the Gauss-Siedel iterative method for solving the above set of linear equations?,,it will converge,,It will diverse,,It will neither converge nor diverse,,It is not applicable,,A,MCQ,,"http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/12/anil_8.png, http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/12/anil_8_1.png, http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/12/anil_8_3.png"
49,x + y/2 = 9 3x + y = 10 The value of the Frobenius norm for the above system of equations is:,,0.5,,0.75,,1.5,,2.0,,D,MCQ,,http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/12/anil_7.png
50,"C void swap ( float * A1 , float * A2 ) { float temp ; if ( * A1 = = * A2 ) return ; temp = * A1 ; * A1 = * A2 ; * A2 = temp ; return ; } The program effort for the above module using Halstead's method is",,315,,330,,393,,403,,C,MCQ,Out of syllabus,
51,"C void swap ( float * A1 , float * A2 ) { float temp ; if ( * A1 = = * A2 ) return ; temp = * A1 ; * A1 = * A2 ; * A2 = temp ; return ; } The program volume for the above module using Halstead's method is",,60,,63,,66,,69,,B,MCQ,,
52,"An array X of n distinct integers is interpreted as a complete binary tree. The index of the first element of the array is 0. If the root node is at level 0, the level of element X[i], i ≠ 0, is",,⌊log 2 i⌋,,⌈log 2 (i + 1)⌉,,⌊log 2 (i + 1)⌋,,⌈log 2 i⌉,,C,MCQ,,
53,"An array X of n distinct integers is interpreted as a complete binary tree. The index of the first element of the array is 0. If only the root node does not satisfy the heap property, the algorithm to convert the complete binary tree into a heap has the best asymptotic time complexity of",,O (n),,O (log n),,O (nlog n),,O (n log log n),,B,MCQ,It takes O(logn) to heapify an element of heap,
54,"In a certain town, the probability that it will rain in the afternoon is known to be 0.6. Moreover, meteorological data indicates that if the temperature at noon is less than or equal to 25°C, the probability that it will rain in the afternoon is 0.4. The temperature at noon is equally likely to be above 25°C, or at/below 25°C. What is the probability that it will rain in the afternoon on a day when the temperature at noon is above 25°C?",,0.4,,0.6,,0.8,,0.9,,C,MCQ,,
55,A subnetted Class B network has the following broadcast address : 144.16.95.255. Its subnet mask,,is necessarily 255.255.224.0,,is necessarily 255.255.240.0,,is necessarily 255.255.248.0,,"could be any one of 255.255.224.0, 255.255.240.0, 255.255.248.0",,D,MCQ,"Class B network has first 16 bits dedicated for network and last 16 for hosts. In subnetting bits are borrowed from host part.144.16.95.255 In broadcast address the host bits are all made 1’s and the sub-network ID bits are kept as it is. So ,144.16.95.255 10010000.00010000.01011111.11111111 Clearly, last 13 bits are 1 So, according to broadcast address definition last 13 bits can be host bits Now ,as the sub-network ID bits are kept as it is so these 13 bits can also be representing subnet. So,last 13 bits are representing subnet ID bits + host bits Subnet mask is represented by putting 1’s in place of all bits representing subnet ID and 0’s in place of all bits representing hosts. a) 255.255.224.0 11111111.11111111.11100000.00000000 As last 13 bits can be host bits ,so this can be subnet mask but not necessarily as we have seen already that from last 13 bits can be subnet ID bits+ host bits. So,not option a. b) 255.255.240.0 11111111.11111111.11110000.00000000 As last 12 bits can be host bits ,so this can be subnet mask but not necessarily as we have seen already that last 13 bits can be host bits + subnet bits. So,not option b. c) 255.255.248.0 11111111.11111111.11111000.00000000 As last 11 bits can be host bits ,so this can be subnet mask but not necessarily as we have seen already that last 13 bits can be host bits + subnet bits. So,not option c. d) As shown in the above explanation 255.255.224.0, 255.255.240.0, 255.255.248.0 anyone can be subnet mask Another Explanation: For broadcast address of a subnet, all the host bits are set to 1. broadcast address for subnet is .95.255 => .0101 1111. 1111 1111 So possible host bits can be 13 to 0",
56,"Consider the solution to the bounded buffer producer/consumer problem by using general semaphores S, F, and E. The semaphore S is the mutual exclusion semaphore initialized to 1. The semaphore F corresponds to the number of free slots in the buffer and is initialized to N. The semaphore E corresponds to the number of elements in the buffer and is initialized to 0. Which of the following interchange operations may result in a deadlock? Interchanging Wait (F) and Wait (S) in the Producer process Interchanging Signal (S) and Signal (F) in the Consumer process",,I Only,,II Only,,Neither I nor II,,Both I and II,,A,MCQ,"Suppose F = 0. Now, if Wait(F) and Wait(S) are interchanged and Wait(S) in producer succeeds, the producer will wait for Wait(F) which is signalled in Consumer, which is never going to succeed as it is waiting for Wait(S) to be signal by producer. So, deadlock can happen.",
57,"With respect to software testing, consider a flow graph G with one connected component. Let E be the number of edges, N be the number of nodes, and P be the number of predicate nodes of G. Consider the following four expressions: E - N + P E - N + 2 P +  2 P + 1 The cyclomatic complexity of G is given by",,I or III,,II or III,,II or IV,,I or IV,,C,MCQ,,
58,"Consider the undirected graph G defined as follows. The vertices of G are bit strings of length n. We have an edge between vertex u and vertex v if and only if u and v differ in exactly one bit position (in other words, v can be obtained from u by flipping a single bit). The ratio of the chromatic number of G to the diameter of G is",,1/(2 n-a ),,1/n,,2/n,,3/n,,C,MCQ,"Bipartite graph:- A bipartite graph is a graph G(V,E) where vertices can be decomposed into two disjoint sets such that no two vertices within the same set are adjacent. Diameter of a graph:- The longest shortest path in between any two vertices of a graph The given graph is a bipartite graph => chromatic number is equals to 2 The diameter of graph is equals to n because at most we need to traverse n-1 edges.  The ratio = 2/n  Reference: https://en.wikipedia.org/wiki/Hypercube_graph",
59,"What are the eigenvalues of the matrix P given below [Tex] \begin{pmatrix} 
 a     & 1     & 0 \\ 
  1     & a     & 1 \\ 
  0     & 1     &a
\end{pmatrix} [/Tex]",,"a, a -√2, a + 	√2",,"a, a, a",,"0, a, 2a",,"-a, 2a, 2a",,A,MCQ,det(A-λ.I))=0 (a-λ)*[(a-λ) 2 -1] -1*(a-λ)= 0 (a-λ) 3 - 2(a-λ) = 0 (a-λ)((a-λ) 2 - 2) = 0 (a-λ)(a-λ+√2)(a-λ-√2) = 0,
60,Match the following iterative methods for solving algebraic equations and their orders of convergence.,http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_27-300x131.jpg,"I-R, II-S, III-P, IV-Q",,"I-S, II-R, III-Q, IV-P",,"I-S, II-Q, III-R, IV-P",,"I-S, II-P, III-Q, IV-R",,D,MCQ,,http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/12/anil_5.png
61,The following definite integral evaluates to,http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_28.jpg,1/2,,√10,,None,,,,C,MCQ,,http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/12/anil_6.png
62,Consider the regular grammar below S → bS | aA | ϵ A → aS | bA The Myhill-Nerode equivalence classes for the language generated by the grammar are,,{w ∊ (a + b)* | #a(w) is even) and {w ∊ (a + b)* | #a(w) is odd},,{w ∊ (a + b)* | #a(w) is even) and {w ∊ (a + b)* | #b(w) is odd},,{w ∊ (a + b)* | #a(w) = #b(w) and {w ∊ (a + b)* | #a(w) ≠ #b(w)},,"{ϵ}, {wa | w ∊ (a + b)* and {wb | w ∊ (a + b)*}",,A,MCQ,,http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_29-300x180.jpg
63,Which of the following statements about regular languages is NOT true?,,Every language has a regular superset,,Every language has a regular subset,,Every subset of a regular language is regular,,Every subset of a finite language is regular,,C,MCQ,Regular Languages are not closed under subset. Reference: https://courses.engr.illinois.edu/cs373/sp2009/handouts/closure/regular-closure.html,
64,Which of the following languages is accepted by a non-deterministic pushdown automaton (PDA) but NOT by a deterministic PDA?,,{a n b n c n ∣ n≥0},,{a l b m c n ∣ l≠m or m≠n},,{a n b n ∣ n≥0},,"{a m b n ∣ m,n≥0}",,B,MCQ,"1. L = {a n b n c n |n >= 0} this is not a CFL, as there is no PDA that can derive this language. Same can be proved using pumping lemma, as can be seen intuitively as well. [INCORRECT] 2. L = {a l b m c n |l! = m or m! = n} is union of two CFLs L1 = {a l b m c n |l! = m} and L2 = {a l b m c n |m! = n} both having DPDA. Hence L is sure a CFL, thus it will have a DFA, though not necessarily a deterministic one. L = {a n b n c n } and DPDA are closed under complementation - thus if L is a DPDA then its complement should be a DPDA as well, which is not true. Hence, L is accepted by a NPDA. [CORRECT] 3. L = {a n b n |n ≥ 0} can be derived from a deterministic PDA - push if current alphabet is a and pop if it is b. Accept if stack is empty on the end of the string and reject otherwise. [INCORRECT] 4. L = {a n b m |n, m ≥ 0} is a regular language of the form a ∗ b ∗ , hence it has a DPDA. [INCORRECT]",
65,Let L be a context-free language and M a regular language. Then the language L ∩ M is,,always regular,,never regular,,always a deterministic context-free language,,always a context-free language,,D,MCQ,"L is a context free language and M is a regular language, hence context free as well. Therefore, L ∩ M is context free for sure, according to closure laws of context free languages. We need to check whether it would be regular or non-regular always. We can prove that by giving examples s.t. L ∩ M can be regular and non-regular both. • L = {a n b n |n ≥ 0} and M = a * b*, in this case L ∩ M will be L itself, hence context free but not regular. L ∩ M won’t be deterministic CFL everytime either, like in this example. • L = {a n b n |n ≥ 0} and M = a, in this case L ∩ M will be M itself, hence regular. Considering the above statement, correct answer would be (D) always a context-free language.",
66,"In the context-free grammar below, S is the start symbol, a and b are terminals, and ϵ denotes the empty string. S → aSAb | ϵ A → bA | ϵ The grammar generates the language",,((a + b)* b)*,,{a m b n | m ≤ n},,{a m b n | m = n},,a* b*,,B,MCQ,"from A: ((a + b)* b)* It accepts aa string but, given grammar does not. The simplest string accepted by grammar given is abb, so option C not true and option D is also false.",
67,The boolean function for a combinational circuit with four inputs is represented by the following Karnaugh map. Which of the product terms given below is an essential prime implicant of the function?,http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_35.jpg,QRS,,PQS,,PQ\'S\',,Q\'S\',,D,MCQ,Essential prime implicants are prime implicants that cover an output of the function that no combination of other prime implicants is able to cover.,
68,"The majority function is a Boolean function f(x, y, z) that takes the value 1 whenever a majority of the variables x, y, z and 1. In the circuit diagram for the majority function shown below, the logic gates for the boxes labeled P and Q are, respectively,",http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_36-300x182.jpg,"XOR, AND",,"XOR, XOR",,"OR, OR",,"OR, AND",,D,MCQ,"Truth tables of given operations are as follows: y z XOR OR AND 0 0 0 0 0 0 1 1 1 0 1 0 1 1 0 1 1 0 1 1 Thus we have OR and AND which give different outputs on (0, 0) and (1, 1). The encoder can hence select from the two and decide output of the function according to x. Reference: http://nptel.ac.in/courses/117106086/30",
69,"The memory locations 1000, 1001 and 1020 have data values 18, 1 and 16 respectively before the following program is executed.<br>  MOVI         Rs, 1                     ; Move immediate <br>  LOAD        Rd, 1000(Rs)     ; Load from memory<br>  ADDI         Rd, 1000             ; Add immediate<br>  STOREI    0(Rd), 20            ; Store immediate<br>  Which of the statements below is TRUE after the program is executed ?",,Memory location 1000 has value 20,,Memory location 1020 has value 20,,Memory location 1021 has value 20,,Memory location 1001 has value 20,,D,MCQ,Rs<-1 Rd<-1 Rd<-1001 store in address 1001 <- 20,
70,"The wait and signal operations of a monitor are implemented using semaphores as follows. In the following, x is a condition variable, mutex is a semaphore initialized to 1, x_sem is a semaphore initialized to 0, x_count is the number of processes waiting on semaphore x_sem, initially 0, next is a semaphore initialized to 0, next_count is the number of processes waiting on semaphore next, initially 0. P(mutex); body of procedure if (next_count > 0) V(next); else V(mutex); Each occurrence of x.wait is replaced with the following: x_count = x_count + 1; if (next_count > 0) V(next) else V(mutex); ---------------------------------- E1; x_count = x_count - 1; Each occurrence of x.signal is replaced with the following: if (x_count > 0) { next_count = next_count + 1; ---------------------------------- E2; P(next), next_count = next_count - 1; } For correct implementation of the monitor, statements E1 and E2 are, respectively,",,"P(x_sem), V(next)",,"V(next), P(x_sem)",,"P(next), V(x_sem)",,"P(x_sem), V(x_sem)",,D,MCQ,"We have a semaphore mutex (initialized to 1) for each monitor. Every process must execute P(mutex) [wait (mutex)] and V(mutex) [signal(mutex)] before entering and leaving the monitor respectively. x_count is incremented and decremented in x.wait, which means P(x_sem)(wait on x_sem) must happen. Similarly,  V(x_sem) must happen in x.signal. The above-discussed question is the implementation of the monitor using semaphore.",
71,"For each of the four processes P 1 , P 2 , P 3 and P 4 . The total size in kilobytes (KB) and the number of segments are given below. The page size is 1 KB. The size of an entry in the page table is 4 bytes. The size of an entry in the segment table is 8 bytes. The maximum size of a segment is 256 KB. The paging method for memory management uses two-level paging, and its storage overhead is P. The storage overhead for the segmentation method is S. The storage overhead for the segmentation and paging method is T. What is the relation among the overheads for the different methods of memory management in the concurrent execution of the above four processes ?",http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_56-300x129.jpg,P < S < T,,S < P < T,,S < T < P,,T < S < P,,C,MCQ,,
72,"The arrival time, priority, and duration of the CPU and I/O bursts for each of three processes P 1 , P 2 and P 3 are given in the table below. Each process has a CPU burst followed by an I/O burst followed by another CPU burst. Assume that each process has its own I/O resource. The multi-programmed operating system uses preemptive priority scheduling. What are the finish times of the processes P 1 , P 2 and P 3 ?",http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_54-300x148.jpg,"11, 15, 9",,"10, 15, 9",,"11, 16, 10",,"12, 17, 11",,B,MCQ,So finishing time of p1 p2 p3 are 10 15 9,https://media.geeksforgeeks.org/wp-content/uploads/20200921183155/UntitledDiagram.jpg
73,"Which one of the choices given below would be printed when the following program is executed? C #include int a1 [] = { 6 , 7 , 8 , 18 , 34 , 67 }; int a2 [] = { 23 , 56 , 28 , 29 }; int a3 [] = { -12 , 27 , -31 }; int * x [] = { a1 , a2 , a3 }; void print ( int * a []) { printf ( ""%d,"" , a [ 0 ][ 2 ]); printf ( ""%d,"" , * a [ 2 ]); printf ( ""%d,"" , *++ a [ 0 ]); printf ( ""%d,"" , * ( ++ a )[ 0 ]); printf ( ""%d \\ n"" , a [ -1 ][ + 1 ]); } main () { print ( x ); }",,"8, -12, 7, 23, 8",,"8, 8, 7, 23, 7",,"-12, -12, 27, -31, 23",,"-12, -12, 27, -31, 56",,A,MCQ,"int *x[] = {a1, a2, a3}; line makes x[0] = a1 and likewise. Therefore whenever x[0] is referenced, internally a1 array is being looked upon. a[0][2] = a1[2] = 8 *a[2] = *a3 = a3[0] = -12 *++a[0] = *(++a[0]) = a1[1] = 7 : a[0] is now pointing to second element of a1. *(++a)[0] = *a2 = a2[0] = 23 : a is now pointing to array a2. a[-1][+1] = *(a1+1+1) = a1[2] = 8 : *(a-1) = a1+1 due to last two expressions. Hence, correct answer would be (A) 8, -12, 7, 23, 8.",
74,"Which one of the choices given below would be printed when the following program is executed ? C #include <stdio.h> struct test { int i ; char * c ; } st [] = { 5 , ""become"" , 4 , ""better"" , 6 , ""jungle"" , 8 , ""ancestor"" , 7 , ""brother"" }; main () { struct test * p = st ; p += 1 ; ++ p -> c ; printf ( ""%s,"" , p ++ -> c ); printf ( ""%c,"" , *++ p -> c ); printf ( ""%d,"" , p [ 0 ]. i ); printf ( ""%s \\ n"" , p -> c ); }",,"jungle, n, 8, nclastor",,"etter, u, 6, ungle",,"cetter, k, 6, jungle",,"etter, u, 8, ncestor",,B,MCQ,"Basic Requirement – Knowledge of Structures struct test *p = st; st is a array of structures in which the integer is the “i” variable of structure and the character array is the “c” variable of structure.  p is a pointer of structure test type which is pointing to the array of structures (first element). p contains the base address of first structure in st array i.e { 5, become}. p += 1; This statement increments p by one which means p now point to the next structure (because p is pointer of type structure test, so on incrementing it by one it will jump one structure). p now points to {4, better}.  Before moving on to further statements we first discuss about the operators and their precedence .    “->” is structure operator which gets the member of the structure being referred. It has higher priority than increment/decrement (++, --) and dereferencing operation (*).  Now a brief discussion about post increment and pre increment operator.  Pre-increment operator is used to increment the value of variable before using in the expression. In the Pre-Increment value is first incremented and then used inside the expression.  Post-increment operator is used to increment the value of variable as soon as after executing expression completely in which post increment is used. In the Post-Increment value is first used in a expression and then incremented. ++p -> c; In this statement the structure operator (higher priority) will first make p point to the c variable inside the structure. Now pointer is inside the character array, now incrementing the pointer in character array ‘c’ will jump one character in character array. Hence the character array now starts from “e”. p->c moves pointer inside the structure to the variable “c”. printf(""%s,"", p++ -> c); In this statement there is post increment operator used. First the statement will be executed and then operator will work. Currently p is pointing to second structure { 4, better} and inside structure the character array is starting from e because of the previous statement so p->c will print the string “etter” and after that the post increment operator will increment the structure and p now will point to next structure. printf(""%c,"", *++p -> c); In this statement p->c points to “jungle” (p was currently pointing to 3rd structure {6, jungle}) and then the pre incrementing operator just like in previous pre increment statement moves one character and now the pointer points to “u”, dereferencing operator here prints the value at the address where the pointer is pointing and since the pointer is pointing at “u” so u is printed. printf(""%d,"", p[0].i); In this statement p[0] will give the address where p is currently pointing i.e {6, jungle} and the structure operator (.) will point to the “i” variable of the structure printing 6 as a result. printf(""%s \\n"", p -> c); This statements prints the character string of the structure to which p is currently pointing and since because of earlier increment of character array, character array starts from “u” therefore “ungle” is printed.",
75,"Consider the depth-first-search of an undirected graph with 3 vertices P, Q, and R. Let discovery time d(u) represent the time instant when the vertex u is first visited, and finish time f(u) represent the time instant when the vertex u is last visited. Given that d(P) = 5 units	 f(P) = 12 units d(Q) = 6 units	 f(Q) = 10 units d(R) = 14 unit	 f(R) = 18 units which one of the following statements is TRUE about the graph",,There is only one connected component,,"There are two connected components, and P and R are connected",,"There are two connected components, and Q and R are connected",,"There are two connected components, and P and Q are connected",,D,MCQ,since d(q)=d(p)+1 and f(q)< f(p) which means p and q are connected and r is separate so d is the answer,
76,Which of the following is the correct decomposition of the directed graph given below into its strongly connected components?,http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_46-300x206.png,"{P, Q, R, S}, {T}, {U}, {V}",,"{P,Q, R, S, T, V}, {U}",,"{P, Q, S, T, V}, {R}, {U}",,"{P, Q, R, S, T, U, V}",,B,MCQ,Reference: http://www.geeksforgeeks.org/strongly-connected-components/,
77,"The data path shown in the figure computes the number of 1s in the 32-bit input word corresponding to an unsigned even integer stored in the shift register. The unsigned counter, initially zero, is incremented if the most significant bit of the shift register is The micro-program for the control is shown in the table below with missing control words for micro-instructions I 1 , I 2 , ..... I n . The counter width (k), the number of missing micro-instructions (n), and the control word for microinstructions I 2 , ..... I n are, respectively,","http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_41-300x178.jpg, http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_41_2-300x138.jpg","32, 5, 010",,"5, 32, 010",,"5, 31, 011",,"5, 31, 010",,D,MCQ,For a number to be even LSB bit has to be 0.<br>  So there may be only 31 1’s for an unsigned EVEN integer.<br>  And 31 left shifts are needed to determine number of 1's.,
78,For a state machine with the following state diagram the expression for the next state S+ in terms of the current state S and the input variables x and y is,http://www.geeksforgeeks.org/wp-content/uploads/gq/2016/05/2006_37-300x153.jpg,S + = S\' . y\' + S . x,,S + =S. x . y\' + S\' . y . x\',,S + =x . y\',,S + =S\' . y + S . x\',,A,MCQ,"For the next state to be S=1 there are two possible cases: S=1, x=1 S=0, y=0 For the next state to be S=0 there are two possible cases: S=1, x=0 S=0, y=1 The above conditions can be tabulated as (where X means that variable has no effect on state transition) x y S S+ 1 X 1 1 X 0 0 1 0 X 1 0 X 1 0 0 It is clearly visible that S+ depends on state S and either of the variable x or y. This directly eliminates option (B) and option (C). Now we can check for the other two options. When S=1 and x=1 option (D) gives S+ as 0 which should otherwise be one hence (D) can also be eliminated. Option (A) satisfies all, hence the answer.",
