Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
54,"For the daisy chain scheme of connecting I/O devices, which of the following statement is true?",,It gives non-uniform priority to various devices,,It gives uniform priority to all devices,,It is only useful for connecting slow devices to a processor,,It requires a separate interrupt pin on the processor for each device,,A,MCQ,,
55,"A hard disk is connected to a 50 MHz processor through a DMA controller. Assume that the initial set-up of a DMA transfer takes 1000 clock cycles for the processor, and assume that the handling of the interrupt at DMA completion requires 500 clock cycles for the processor. The hard disk has a transfer rate of 2000 Kbytes/sec and average block transferred is 4 K bytes. What fraction of the processor time is consumed by the disk, if the disk is actively transferring 100% of the time? .",https://media.geeksforgeeks.org/wp-content/uploads/20240322120850/cache_mem.jpg,1.5%,,1%,,2.5%,,10%,,A,MCQ,"2000 KB is transferred in 1 second 4 KB transfer is (4/2000)∗1000 ms = 2 ms Total cycle required for locking and handling of interrupts after DMA transfer control =(1000+500) clock cycle =1500 clock cycle Now, 50 Mhz = 50∗10 6 = 0.02 microsecond So, (1500∗0.02)=30 microsecond 30μs for initialization and termination and 2ms for data transfer. The CPU time is consumed only for initialization and termination. Fraction of CPU time consumed =30μs/(30μs+2ms) = 0.015",
56,"An 8052 based system has an output port with address 00H. Consider the following assembly language program. ORG    0100H
MVI    A, 00H
LXI    H, 0105H
OUT    00H
INR    A
PCHL
HLT a) What does the program do with respect to the output port 00H?
b) Show the wave forms at the three least significant bits of the port 00H.",,,,,,,,,,,MCQ,,
57,"A micro program control unit is required to generate a total of 25 control signals. Assume that during any microinstruction , at most two control signals are active. Minimum number of bits required in the control word to generate the required control signals will be",,2,,2.5,,10,,12,,C,MCQ,The correct option is  C 10 5 bits 5 bits 5 bits to identify first and 5 bits to identify second including the case when one of them not present. So total bits required = 10,
58,Relative mode of addressing is most relevant to writing,,co-routines,,position-independent code,,shareable code,,interrupt handlers,,B,MCQ,"Relative addressing mode is particularly useful and relevant when writing: Control transfer instructions such as jumps, branches, and loops.",
59,"Which of the following is false? Read ∧ as AND, ∨ as OR, ∼ as NOT, → as one way implication and ↔ as two way implication.",,((x→y) ∧ x)→ y,,((∼x→y) ∧ (∼x→∼y))→ x,,(x→ (x ∨ y)),,((x ∨ y) ↔ (∼x→∼y)),,D,MCQ,,
60,"Four jobs to be executed on a single processor system arrive at time 0 in the order A, B, C, D. Their burst CPU time requirements are 4, 1, 8, 1 time units respectively. The completion time of A under round robin scheduling with time slice of one time unit is",,10,,4,,8,,9,,D,MCQ,,
61,A critical section is a program segment,,which should run in a certain specified amount of time,,which avoids deadlocks,,where shared resources are accessed,,"which must be enclosed by a pair of semaphore operations, P and V",,C,MCQ,"Critical section is the part of program where shared resources are accessed by process.It also contain shared variable or shared data and rest portion of the program is called non-critical section or remaining section.

Option (C) is correct.",
62,A solution to the Dining Philosophers Problem which avoids deadlock is:,,ensure that all philosophers pick up the left fork before the right fork,,ensure that all philosophers pick up the right fork before the left fork,,"ensure that one particular philosopher picks up the left fork before the right fork, and that all other philosophers pick up the right fork before the left fork",,None of the above,,C,MCQ,"In Dining Philosophers Problem it ensure that one particular philosopher picks up the left fork before the right fork, and that all other philosophers pick up the right fork before the left fork which avoids the deadlock condition. 

Option (C) is correct.",
63,"A computer system uses the Banker’s Algorithm to deal with deadlocks. Its current state is shown in the table below, where P0, P1, P2 are processes, and R0, R1, R2 are resources types. a) Show that the system can be in this state. b) What will the system do on a request by process P0 for one unit of resource type R1?",https://media.geeksforgeeks.org/wp-content/uploads/20240322115646/alloc_tab.jpg,"The current state of the system is possible because this can be part of one of the safe sequence. For example, following this state the system can follow P1->P2->P0 this sequence and will not lead to Deadlock , So, yes the system can be in this state",,"The system can allocate one unit of resource R1 to P0 and still will not lead to Deadlock , again it can still follow P1->P2->P0 sequence.",,,,,,B,MCQ,"(a) The current state of the system is possible because this can be part of one of the safe sequence. For example, following this state the system can follow P1->P2->P0 this sequence and will not lead to Deadlock , So, yes the system can be in this state. (b) The system can allocate one unit of resource R1 to P0 and still will not lead to Deadlock , again it can still follow P1->P2->P0 sequence. This is answered taken into consideration that the reader understands the Banker’s Algorithm .",
64,Consider the following statements: i.   First-in-first out types of computations are efficiently supported by STACKS. ii.  Implementing LISTS on linked lists is more efficient than implementing LISTS on an array for almost all the basic LIST operations. iii. Implementing QUEUES on a circular array is more efficient than implementing QUEUES on a linear array with two indices. iv.  Last-in-first-out type of computations are efficiently supported by QUEUES. Which of the following is correct?,,(ii) is true,,(i) and (ii) are true,,(iii) is true,,(ii) and (iv) are true,,C,MCQ,"The correct statement is: iii. Implementing QUEUES on a circular array is more efficient than implementing QUEUES on a linear array with two indices. Explanation: i. STACKS are used to implement Last-in-First-Out (LIFO) operations, not First-in-First-out (FIFO) operations. Therefore, statement i is incorrect. ii. Implementing LISTS on a linked list is more efficient for some operations, such as adding or removing elements in the middle of the list, but it is less efficient for other operations, such as accessing elements by index. Therefore, the statement is incorrect. iii. Implementing QUEUES on a circular array is more efficient than implementing QUEUES on a linear array with two indices. This is because with a circular array, the front and rear indices wrap around when they reach the end of the array, making it more efficient toenqueue and dequeue elements. Therefore, the statement is correct. iv. QUEUES are used to implement First-in-First-out (FIFO) operations, not Last-in-First-out (LIFO) operations. Therefore, statement iv is incorrect. Hence Option (C) is the correct answer.",
65,"In the balanced binary tree in the below figure, how many nodes will become unbalanced when a node is inserted as a child of the node “ g ”? a
       /   \\
      b     e
     / \\   /
    c  d  f
   /
  g",,1,,3,,7,,8,,B,MCQ,,
66,"Which of the following sequences denotes the post order traversal sequence of the given tree? a
       /   \\
      b     e
     / \\   /
    c  d  f
   /
  g",,f e g c d b a,,g c b d a f e,,g c d b f e a,,f e d g c b a,,C,MCQ,,
67,A binary search tree is used to locate the number 43. Which of the following probe sequences are possible and which are not? Explain,,61   52   14   17   40   43,,2    3   50   40   60   43,,10   65   31   48   37   43,,81   61   52   14   41   43,,D,MCQ,,
68,An advantage of chained hash table (external hashing) over the open addressing scheme is,,Worst case complexity of search operations is less,,Space used is less,,Deletion is easier,,None of the above,,C,MCQ,"In Open Addressing scheme sometimes though element is present we can't delete it if empty bucket comes in between while searching for that element. External hashing scheme is free from this limitations . Hence, Option C is the correct answer.",
69,"Insert the characters of the string K R P C S N Y T J M into a hash table of size 10. Use the hash function h(x) = ( ord(x) – ord(""A"") + 1 ) mod10 If linear probing is used to resolve collisions, then the following insertion causes collision",,Y,,C,,M,,P,,C,MCQ,"(a) The hash table with size 10 will have index from 0 to 9. hash function = h(x) = ((ord(x) - ord(A) + 1)) mod 10 So for string K R P C S N Y T J M: K will be inserted at index : (11-1+1) mod 10 = 1 R at index: (18-1+1) mod 10 = 8 P at index: (16-1+1) mod 10 = 6 C at index: (3-1+1) mod 10 = 3 S at index: (19-1+1) mod 10 = 9 N at index: (14-1+1) mod 10 = 4 Y at index (25-1+1) mod 10 = 5 T at index (20-1+1) mod 10 = 0 J at index (10-1+1) mod 10 = 0 // first collision occurs. M at index (13-1+1) mod 10 = 3 //second collision occurs. Only J and M are causing the collision. (b) Final Hash table will be: 0	T
1	K
2	J
3	C
4	N
5	Y
6	P
7	M
8	R
9	S",
70,"A binary search tree is generated by inserting in order the following integers: 50, 15, 62, 5, 20, 58, 91, 3, 8, 37, 60, 24 The number of nodes in the left subtree and right subtree of the root respectively is",,"(4, 7)",,"(7, 4)",,"(8, 3)",,"(3, 8)",,B,MCQ,,
71,"Consider the syntax-directed translation schema (SDTS) shown below: E → E + E         {print “ + ”}
E → E ∗ E         {print “ . ”}
E → id            {print id.name }
E → ( E ) An LR-parser executes the actions associated with the productions immediately after a reduction by the corresponding production. Draw the parse tree and write the translation for the sentence (a+b) ∗ (c+d) , using the SDTS given above.",,,,,,,,,,,MCQ,,
72,"The minimum number of interchanges needed to convert the array 89, 19, 40, 17, 12, 10, 2, 5, 7, 11, 6, 9, 70 into a heap with the maximum element at the root is",,0,,1,,2,,3,,C,MCQ,In these kind of questions we have to make the structure of heap and then try to apply heapify operation in a bottom up fashion and counting number of swaps done in the above question 70 will go up the heap structure 2 times.,
73,"The grammar whose productions are <stmt> → if id then <stmt>
 <stmt> → if id then  <stmt> else <stmt>
 <stmt> → id := id is ambiguous because
a) the sentence if a then if b then c:= d has two parse trees
b) the left most and right most derivations of the sentence if a then if b then c:= d give rise to different parse trees
c) the sentence if a then if b then c:= d else c:= f has more than two parse trees
d) the sentence if a then if b then c:= d else c:= f has two parse trees",,a,,b,,c,,d,,D,MCQ,,
74,The pass number for each of the following activities Object code generation Literals added to literal table Listing printed Address resolution of local symbols That occur in a two pass assembler respectively are,,"1, 2, 1, 2",,"2, 1, 2, 1",,"2, 1, 1, 2",,"1, 2, 2, 2",,B,MCQ,"A multi-pass compiler is a type of compiler that processes the source code or abstract syntax tree of a program several times. Two-pass compiler, on the first check the syntax of statements and construct a table of symbols , while on the second pass it actually translates program statements into machine language.

Object code generation – second pass compiler.

Literals added to literal table – first pass compiler.

Listing printed- second pass compiler.

Address resolution of local symbols that occurs in a two pass assembler respectively – first pass compiler.",
75,"Which of the following macros can put a micro assembler into an infinite loop?
(i) .MACRO M1 X
.IF EQ, X      ;if X=0 then
M1 X + 1
.ENDC
.IF NE X       ;IF X≠0 then
.WORD X        ;address (X) is stored here
.ENDC
.ENDM (ii) .MACRO M2 X
.IF EQ X
M2 X
.ENDC
.IF NE, X
.WORD X+1
.ENDC
.ENDM",,(ii) only,,(i) only,,Both (i) and (ii),,None of the above,,A,MCQ,"In second Macro, If we assume the value of X is 0 then statement ""M2 X"" would be called until value of X is 0 (Recursive call).
And, the value of X is never modified hence it will fall into an infinite loop.
In first Macro,
The value of X is increased by 1 hence it will never fall into an infinite loop.

Option (A) is correct.",
