Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
35,"Let G be a graph with 100! vertices, with each vertex labelled by a distinct permutation of the numbers 1, 2, ..., 100. There is an edge between vertices u and v if and only if the label of u can be obtained by swapping two adjacent numbers in the label of v. Let y denote the degree of a vertex in G, and z denote the number of connected components in G. Then y + 10z = _______ . Note - This was Numerical Type question.",,109,,110,,119,,None of these,,A,MCQ,"There is an edge between vertices u and v if the label of u can be obtained by swapping two adjacent numbers in the label of v. Then the set of swapping numbers will be {(1, 2), (2, 3), ...........(9, 9)} There will be 99 such sets, i.e. number of edges = 99 and each vertex will have 99 edges corresponding to it. Say graph with 3! vertices, then vertices will be like {1, 2, 3}, {1, 3, 2}, {2, 1, 3}, {2, 3, 1}... Let's pick vertex {123}, degree will be 2 since it will be connected with two other vertices {213} and {132}. We can conclude that for n, degree will be n-1. SO, degree of each vertex = 99 (as said y) As the vertices are connected together, the number of connected components formed will be 1 (as said z). y+10z = 99+10(1) = 109",
36,The chromatic number of the following graph is _________ . Note - This was Numerical Type question.,https://media.geeksforgeeks.org/wp-content/uploads/20250617120232828995/2018-cs.webp,2,,4,,3,,5,,C,MCQ,Chromatic number of given graph is 3 . Note that graph is Planar so Chromatic number should be less than or equal to 4 and can not be less than 3 because of odd length cycle. In other words if a graph is planar and has odd length cycle then Chromatic number can be either 3 or 4 only. Refer this : https://www.geeksforgeeks.org/graph-coloring-applications/,https://media.geeksforgeeks.org/wp-content/uploads/20250617120232828995/2018-cs.webp
37,"Which one the following is a closed form expression for the generating function of the sequence {a n }, where a n = 2n + 3 for all n = 0, 1, 2,...?",https://media.geeksforgeeks.org/wp-content/uploads/20250617114645369567/2018cs.webp,A,,B,,C,,D,,D,MCQ,Given a n = 2n + 3 Generating function G(x) for the sequence a n is G(x) = [Tex]\\\Sigma_{n=0}^{\\infinity} a_n x^n [/Tex] = [Tex]\\\Sigma_{n=0}^{\\infinity} 2n(x^n) + 3(x^n)[/Tex] = [Tex]2 \Sigma_{n=0}^{\\infinity} n(x^n) + 3 \Sigma_{n=0}^{\\infinity} x^n [/Tex] = 2(0+x+2x 2 +3x 3 +.....) + 3(1+x+x 2 +....) We know that [Tex]\\{1}/{1-x} [/Tex] = 1+x+x 2 +.... x+2x 2 +3x 3 +... = x(1+2x+3x 2 +....) = [Tex]\\{x}/{(1-x)^2} [/Tex] Substituting calculated values in G(x) G(x) = [Tex] 2({x}/{(1-x)^2}) + 3({1}/{1-x}) [/Tex] = [Tex]\\ 2 * x * (1 / (1 - x))^2 + 3 * (1 / (1 - x))[/Tex] = [Tex]\\{3-x}/{(1-x)^2}[/Tex],
38,"The size of the physical address space of a processor is 2 P bytes. The word length is 2 W bytes. The capacity of cache memory is 2 N bytes. The size of each cache block is 2 M words. For a K-way set-associative cache memory, the length (in number of bits) of the tag field is",,P − N − log 2 K,,P − N + log 2 K,,P − N − M − W − log 2 K,,P − N − M − W + log 2 K,,B,MCQ,"Physical Address Space = 2 P Bytes. Word Length is 2 W bytes, which means each word is of size 2 W bytes. Cache memory size = 2 N Bytes and Tag Size = 2 X Bytes. Physical address is P - W bits Number of blocks in cache = 2 (N-W-M) It is a K-way set associative cache memory, each set in cache will have K-blocks. So, Number of sets = 2 (N-W-M) / K SET bits will be N-W-M-logk Offset bits will be M We know, TAG bits = Main memory bits - SET bits - offset bits So, TAG bits(x) = P - W - (N-M-W-logk)- M = P - W - N + M + W + logk - M x = P - N + logk Option (B) is Correct.",
39,Consider the following processor design characteristics.  I. Register-to-register arithmetic operations only II. Fixed-length instruction format III. Hardwired control unit  Which of the characteristics above are used in the design of a RISC processor?,,I and II only,,II and III only,,I and III only,,"I, II and III",,D,MCQ,"The RISC design philosophy generally incorporates a larger number of registers to prevent in large amounts of interactions with memory. The decision of RISC processor designers to provide simple addressing modes leads to uniform length instructions, so RISC instruction is of uniform fixed length. In the hardwired control unit, the control units use fixed logic circuits to interpret instructions and generate control signals from them. It is significantly faster than its counterpart but is rather inflexible. Most of the RISC processors are based on the hardwired control unit design approach. So, all given characteristics are used in the design of a RISC processor. Option (D) is correct. Read more about CISC and RISC - HERE .",
40,A 32 - bit wide main memory unit with a capacity of 1 GB is built using 256M X 4-bit DRAM chips. The number of rows of memory cells in the DRAM chip is 2 14 . The time taken to perform one refresh operation is 50 nanoseconds. The refresh period is 2 milliseconds. The percentage (rounded to the closest integer) of the time available for performing the memory read/write operations in the main memory unit is _______ . Note - This was Numerical Type question.,,59,,40,,99,,None of these,,A,MCQ,"Given, total number of rows is 2 14 and time taken to perform one refresh operation is 50 nanoseconds. So, total time taken to perform refresh operation = 2 14 *50 nanoseconds = 819200 nanoseconds = 0.819200 milliseconds. But refresh period is 2 milliseconds. So, time spent in refresh period in percentage = (0.819200 milliseconds) / (2 milliseconds) = 0.4096 = 40.96% Hence, time spent in read/write operation = 100% - 40.96% = 59.04% = 59 (in percentage and rounded to the closest integer). So, answer is 59 .",
41,"The instruction pipeline of a RISC processor has the following stages: Instruction Fetch (IF), Instruction Decode (ID), Operand Fetch (OF), Perform Operation (PO) and Writeback (WB), The IF, ID, OF and WB stages take 1 clock cycle each for every instruction. Consider a sequence of 100 instructions. In the PO stage, 40 instructions take 3 clock cycles each, 35 instructions take 2 clock cycles each, and the remaining 25 instructions take 1 clock cycle each. Assume that there are no data hazards and no control hazards. The number of clock cycles required for completion of execution of the sequence of instruction is ______ . Note - This was Numerical Type question.",,219,,104,,115,,220,,A,MCQ,"Given, total number of instructions (n) = 100 Number of stages (k) = 5 Since, if n instructions take c cycle, so (c-1) stalls will occur for these instructions. Therefore, the number of clock cycles required = Total number of cycles required in general case + Extra cycles required (here, in PO stage), = (n + k - 1) + Extra cycles = (100 + 5 -1) + 40*(3-1)+35*(2-1)+ 25 *(1-1) = (100 + 4) + 40*2+35*1+ 25 *0 = 104 + 115 = 219 cycles So, option (A) is correct. Read more .",
42,"A processor has 16 integer registers (R0, R1, … , R15) and 64 floating point registers (F0, F1, … , F63). It uses a 2-byte instruction format. There are four categories of instructions: Type-1, Type-2, Type-3, and Type 4. Type-1 category consists of four instructions, each with 3 integer register operands (3Rs). Type-2 category consists of eight instructions, each with 2 floating point register operands (2Fs). Type-3 category consists of fourteen instructions, each with one integer register operand and one floating point register operand (1R+1F). Type-4 category consists of N instructions, each with a floating point register operand (1F). The maximum value of N is _______ . Note - This was Numerical Type question.",,32,,64,,256,,512,,A,MCQ,"Given, size of instruction format is 2 byte (= 16 bits), therefore number of instruction encoding = 2 16 Also, total number of bits in integer operand = log 2 (16 integer registers) = 4 Total number of bits in floating point operand = log 2 (64 floating point registers) = 6 So, number of encoding consumed: By type 1 instructions = 4×2 3×4 = 2 14 By type 2 instructions = 8×2 2×6 = 2 15 By type 3 instructions = 14×2 (4+6) = 14336 Now, number of encoding left for type 4 instructions = 2 16 − (2 14 + 2 15 + 14336) = 2048 Therefore, total number of different instructions of type 4 instructions = 2048 /64 = 32 Please note that there is difference between number of different instructions and number of different encoding, a single instruction can have different encodings when the address part differs. So, answer is 32. Read more .",
43,"Consider an IP packet with a length of 4,500 bytes that includes a 20-byte IPv4 header and 40-byte TCP header. The packet is forwarded to an IPv4 router that supports a Maximum Transmission Unit (MTU) of 600 bytes. Assume that the length of the IP header in all the outgoing fragments of this packet is 20 bytes. Assume that the fragmentation offset value stored in the first fragment is 0. The fragmentation offset value stored in the third fragment is ______ . Note - This was Numerical Type question.",,0,,72,,144,,216,,C,MCQ,"In IP fragmentation questions, we do not need to worry about TCP,UDP headers, basically routers processes the fragments and it do not need to even look at TCP,UDP header, so we will not append them to each fragment .TCP,UDP header is just a part of payload i.e. treated as usual data, and is present in the first fragment only. MTU = 600 bytes and IP Header = 20 bytes So, Payload will be 600 - 20 = 580 bytes 580 is not multiple of 8, but we know fragment size should be multiple of 8. So fragment size = 576 bytes K th fragmentation offset value = Fragment Size * (K th fragment - 1) / Scaling Factor Offset value of 3 rd fragment = 576 * (3 - 1) / 8 = 144 IP Packet Fragmentation .",
44,Match the following:,https://media.geeksforgeeks.org/wp-content/uploads/20250617113123159833/2018cs.webp,"P-III, Q-IV, R-II, S-I",,"P-II, Q-I, R-IV, S-III",,"P-IV, Q-I, R-II, S-III",,"P-IV, Q-I, R-III, S-II",,C,MCQ,"UDP Header's Port number is 16 bits. Media Access Control (MAC) address is a globally unique identifier assigned to network devices, and therefore it is often referred to as hardware or physical address. MAC addresses are 6-byte (48-bits) in length and are written in MM:MM:MM:SS:SS:SS format. Next Header in IPv6 – Indicates either the first extension header (if present) or the protocol in the upper layer PDU (such as TCP, UDP, or ICMPv6). The size of this field is 8 bits . When indicating an upper layer protocol above the Internet layer, the same values used in the IPv4 Protocol field are used here. TCP Header's Sequence number (32 bits) - Has a dual role: If the SYN flag is set (1), then this is the initial sequence number. The sequence number of the actual first data byte and the acknowledged number in the corresponding ACK are then this sequence number plus 1. If the SYN flag is clear (0), then this is the accumulated sequence number of the first data byte of this segment for the current session.  Therefore, option (C) P-IV, Q-I, R-II, S-III is correct.",
45,"Consider a long-lived TCP session with an end-to-end bandwidth of 1 Gbps (= 10 9 bits-per-second). The session starts with a sequence number of 1234. The minimum time (in seconds, rounded to the closest integer) before this sequence number can be used again is _______ . Note - This was Numerical Type question.",,34,,4.30,,43,,None of these,,A,MCQ,"As sequence number field of TCP is 32 bits, so there are total 2 32 unique sequence number are possible (from 0 to 2 32 -1), which is limit of TCP data.  But if you want to send data more than 2 32 bytes in TCP, then you need to repeat this procedure after sending 2 32 bytes of data or unique sequence numbers. This concept is known as wrap around which allow sending unlimited data using TCP.  Therefore, question is asking for wrap around time which is equal to pass all unique sequences first, i.e., 2 32 , TCP assigns 1 sequence number to each byte of data. T wrap−around = (Total data) / (Bandwidth) = (2 32 bytes) / (10 9 bits per second) = (2 32 * 8 bits) / (10 9 bits per second) = 34.35 seconds = 34 (in seconds) GATE answer is same as either ceiling value or floor value (i.e., 34 and 35 both are correct).  So, option (A) is correct. Read more about TCP sequence no. and wrap around - HERE",
46,Consider the following statements regarding the slow start phase of the TCP congestion control algorithm. Note that cwnd stands for the TCP congestion window and MSS denotes the Maximum Segment Size. The cwnd increase by 2 MSS on every successful acknowledgement. The cwnd approximately doubles on every successful acknowledgedment. The cwnd increase by 1 MSS every round trip time. The cwnd approximately doubles every round trip time. Which one of the following is correct?,,Only (ii) and (iii) are true,,Only (i) and (iii) are true,,Only (iv) is true,,Only (i) and (iv) are true,,C,MCQ,"Slow-start begins initially with a congestion window size (cwnd) of 1, 2, 4 or 10 MSS. The value of the Congestion Window will be increased by one with each acknowledgement (ACK) received, effectively doubling the window size each round-trip time (approximately exponential).   The cwnd increase by 1 MSS on every successful acknowledgement .  Therefore, only statement (iv) is correct.  Option (C) is true. Read more about TCP congestion control.",
47,"Consider the first-order logic sentence φ ≡ ∃s∃t∃u∀v∀w∀x∀y ψ(s, t, u, v, w, x, y) where ψ(s, t, u, v, w, x, y) is a quantifier-free first-order logic formula using only predicate symbols, and possibly equality, but no function symbols. Suppose φ has a model with a universe containing 7 elements.  Which one of the following statements is necessarily true?",,There exists at least one model of φ with universe of size less than or equal to 3,,There exists no model of φ with universe of size less than or equal to 3,,There exists no model of φ with universe size of greater than 7,,Every model of φ has a universe of size equal to 7,,A,MCQ,"Let's interpret the problem this way :  ∀ are always True and ∃ are always False for empty sets.  So there exists at least one model with universe of size 3 (or less than).  Therefore, option (A) is necessarily TRUE .",
48,"""From where are they bringing their books? _________ bringing _________ books from _________.""  The words that best fill the blanks in the above sentence are",,"Their, they're, there",,"They're, their, there",,"There, their, they're",,"They're, there,there",,B,MCQ,"""From where are they bringing their books? Who bringing Whose books from Where ."" Who - A group as subject = They are Whose - of that group = their Where - from a place = there  ""From where are they bringing their books? They are bringing their books from there .""  So, option (B) is correct choice.",
49,"A __________ investigation  can  sometimes yield  new  facts,  but  typically  organized  once  are more successful.",,Meandering,,Timely,,Consistent,,Systematic,,A,MCQ,"Meandering (as adjective) = proceeding in a convoluted or undirected fashion . Timely (as adjective) = done or occurring at a favourable or useful time; opportune. Consistent (as adjective) = acting or done in the same way over time, especially so as to be fair or accurate. Systematic (as adjective) = done or acting according to a fixed plan or system; methodical. Therefore, meandering is correct choice, all other options are similar to the word organized.",
50,What would be the smallest natural  number  which  when  divided  either by 20 or by  42  or by 76  leaves  a  remainder ‘7’ in each case is_,,3047,,6047,,7987,,63847,,C,MCQ,"We need a number that can be written as 20x + 7, 42y + 7, 76z + 7 for three integers x, y and z. We basically need to find least common multiple of 20 (2✕2✕5), 42(2✕3✕7) and 76(2✕2✕19) which is   2✕2✕5✕3✕7✕19 = 20✕21✕19 = 420✕19 = 7980 So our number is 7980 + 7 = 7987.",
51,What is the area of the circle which has the diagonal of the square as its diameter if the area of square is ' d ' ?,,πd,,πd 2,,(1/4) πd 2,,(1/2)πd,,D,MCQ,One important observation to solve the question : Diagonal of Square = Diameter of Circle. Let side of square be x. From Pythagoras theorem. Diagonal = √(2 × x × x) We know area of square = x × x = d Diameter = Diagonal =  √(2 × d) Radius = √(d/2) Area of circle = π × √(d/2) × √(d/2) = 1/2 × π × d,
52,"In the figure below, ∠DEC+∠BFC is equal to _______ .",https://media.geeksforgeeks.org/wp-content/uploads/20250617111656889291/2018-cs.webp,∠ BCD - ∠ BAD,,∠ BAD + ∠ BCF,,∠ BAD + ∠ BCD,,∠ CBA + ∠ ADC,,A,MCQ,Option (A) is correct.,https://www.geeksforgeeks.org/wp-content/uploads/GATE-CS-2018-Question-1.png
53,"In appreciative of social improvement completed in a town, a wealthy philanthropist decided to give gift of Rs. 750 to each male senior citizen and Rs. 1000 for female senior citizens. There are total 300 citizens and the 8/9 th of total men and 2/3 rd of total women claimed the gift. What is amount of money philanthropist paid?",,15000,,200000,,115000,,151000,,B,MCQ,Let there be M total men and F total women. M + F = 300 Total amount paid = (M × 8/9) × 750 + (2/3 × F ) × 1000 Total amount paid  = (6000/9) M + (2000/3) F Total amount paid = (2000/3) M + (2000/3)  F Total amount paid = (2000/3) (M + F)  =  (2000/3) (300) Total amount paid = 200000,
54,"If pqr ≠ 0 and p^(-x) = 1/q, q^(-y) = 1/r, r^(-z) = 1/p, find the value of the product xyz ?",,-1,,1 / pqr,,1,,pqr,,C,MCQ,"Taking logs of given three values, we get 1/q = p -x -------(1) 1/r = q -y -------(2) 1/p = r -z -------(3) 1/q = p -x 1/q = r -xz [Putting value of p from (3)] 1/q = q -xyz [Putting value of r from (2)] 1/q = 1 / q xyz On comparing power of q both sides, we get xyz = 1 So, option (C) is correct.",
55,"Consider the unsigned 8-bit fixed point binary number representation, below, b 7 b 6 b 5 b 4 b 3 ⋅ b 2 b 1 b 0 where the position of the binary point is between b 3 and b 2 . Assume b 7 is the most significant bit. Some of the decimal numbers listed below cannot be represented exactly in the above representation: (i) 31.500 (ii) 0.875 (iii) 12.100 (iv) 3.001 Which one of the following statements is true?",,"None of (i), (ii), (iii), (iv) can be exactly represented",,Only (ii) cannot be exactly represented,,Only (iii) and (iv) cannot be exactly represented,,Only (i) and (ii) cannot be exactly represented,,C,MCQ,"(i) 31.500 can be represented as : (31.5) 10 = (11111.100) 2 2 4 + 2 3 2 2 + 2 1 + 2 0 + 2 -1 = 16 + 8 + 4 + 2 + 1 + 0.5 = (31.05) 10 (ii) 0.875 can be represented as : (0.875) 10 = (00000.111) 2 2 -1 + 2 -2 2 -3 = 0.50 + 0.25 + 0.125 = (0.875) 10 (iii) and (iv) can not be represented.   Therefore, option (C) is Correct . Read more .",
56,"In a system, there are three types of resources: E, F and G. Four processes P 0 , P 1 , P 2 and P 3 execute concurrently. At the outset, the processes have declared their maximum resource requirements using a matrix named Max as given below. For example, Max[P 2 , F] is the maximum number of instances of F that P 2 would require. The number of instances of the resources allocated to the various processes at any given state is given by a matrix named Allocation. Consider a state of the system with the Allocation matrix as shown below, and in which 3 instances of E and 3 instances of F are the only resources available. From the perspective of deadlock avoidance, which one of the following is true?",https://media.geeksforgeeks.org/wp-content/uploads/20250830164145811110/56.png,The system is in safe state,,"The system is not in safe state, but would be safe if one more instance of E were available",,"The system is not in safe state, but would be safe if one more instance of F were available",,"The system is not in safe state, but would be safe if one more instance of G were available",,A,MCQ,"According to Banker's Algorithm: Available (3, 3, 0), which can satisfy either P0 or P2.  Take P0 <3, 3, 0>. After completion we have (3, 3, 0) + (1, 0, 1) = (4, 3, 1) Take P2 <0, 3, 0>. After completion we have (4, 3, 1) + (1, 0, 3) = (5, 3, 4) Take P1 <1, 0, 2>. After completion we have (5, 3, 4) + (1, 1, 2) = (6, 4, 6) Take P3 <3, 4, 1>. After completion we have (6, 4, 6) + (2, 0, 0) = (8, 4, 6)   Safe sequence : P0-->P2-->P1-->P3 Therefore, option (A) is Correct.",
57,Consider a system with 3 processes that share 4 instances of the same resource type. Each process can request a maximum of K instances. Resource instances can be requested and released only one at a  time. The largest value of K that will always avoid deadlock is _______ . Note - This was Numerical Type question.,,1,,2,,3,,4,,B,MCQ,"Given,  Number of processes (P) = 3  Number of resources (R) = 4  Since deadlock-free condition is: R ≥ P(N − 1) + 1 Where R is total number of resources, P is the number of processes, and N is the max need for each resource. 4 ≥ 3(N − 1) + 1 3 ≥ 3(N − 1) 1 ≥ (N − 1) N ≤ 2 Therefore, the largest value of K that will always avoid deadlock is 2 . Option (B) is correct. Read more about Deadlock Avoidance - HERE",
58,"Consider the following solution to the producer-consumer synchronization problem. The shared buffer size is N. Three semaphores empty, full and mutex are defined with respective initial values of 0, N and 1. Semaphore empty denotes the number of available slots in the buffer, for the consumer to read from. Semaphore full denotes the number of available slots in the buffer, for the producer to write to. The placeholder variables, denoted by P, Q, R and S, in the code below can be assigned either empty or full. The valid semaphore operations are: wait() and signal(). Which one of the following assignments to P, Q, R and S will yield the correct solution?",https://media.geeksforgeeks.org/wp-content/uploads/20240320115309/8.jpg,"P: full , Q: full , R: empty , S: empty",,"P: empty , Q: empty , R: full , S: full",,"P: full , Q: empty , R: empty , S: full",,"P: empty , Q: full , R: full , S: empty",,C,MCQ,"Given, Empty = 0 Full = N Mutex = 1 Since value of empty semaphore is 0, so you cannot wait empty semaphore in first attempt. Note - empty semaphore denotes the number of filled slots, so producer process must deal with empty and mutex semaphores. full semaphore denotes the number of empty slots so consumer process must deal with full and mutex semaphores. Option (A) causes starvation. Option (B) causes starvation. Option (D) since number of filled slots are 0 initially denoted by empty semaphore, so consumer process cannot consume. So, this implementation is wrong. Only P: empty , Q: full , R: full , S: empty is correct order to ensure deadlock-free and starvation free implementation. Option (C) is correct.",
59,"What is the missing number in the following sequence? 2, 12, 60, 240, 720, 1440, .... 0",,2880,,1440,,720,,0,,B,MCQ,The series starts with 2.  We multiply first term with 6 to get second term 12  Then we multiply second term with 5 to get third term 60  Then we multiply third term with 4 to get fourth term 340  Then we multiply fourth term with 3 to get fifth term 720  Then we multiply fifth term with 2 to get fifth term 1440.  Then we need to multiply with 1 and we get 1440 again.,
60,"Consider the following C program: C #include <stdio.h> int counter = 0 ; int calc ( int a , int b ) { int c ; counter ++ ; if ( b == 3 ) return ( a * a * a ); else { c = calc ( a , b / 3 ); return ( c * c * c ); } } int main () { calc ( 4 , 81 ); printf ( ""%d"" , counter ); } The output of this program is ________ . Note - This was Numerical Type question.",,5,,4,,3,,None of these,,B,MCQ,,https://media.geeksforgeeks.org/wp-content/uploads/20241226180031489743/C-program.webp
61,"A queue is implemented using a non-circular singly linked list. The queue has a head pointer and a tail pointer, as shown in the figure. Let n denote the number of nodes in the queue. Let 'enqueue' be implemented by inserting a new node at the head, and 'dequeue' be implemented by deletion of a node from the tail. Which one of the following is the time complexity of the most time-efficient implementation of 'enqueue' and 'dequeue, respectively, for this data structure?",https://media.geeksforgeeks.org/wp-content/uploads/20241226131354027098/Queue.webp,"Θ(1), Θ(1)",,"Θ(1), Θ(n)",,"Θ(n), Θ(1)",,"Θ(n), Θ(n)",,B,MCQ,"For Enqueue operation, performs in constant amount of time (i.e., Θ(1)), because it modifies only two pointers, i.e., Create a Node P. P-->Data = Data P-->Next = Head Head = P For Dequeue operation, we need address of second last node of single linked list to make NULL of its next pointer. Since we can not access its previous node in singly linked list, so need to traverse entire linked list to get second last node of linked list, i.e., temp = head; While( temp-Next-->Next != NULL){ temp = temp-Next; } temp-->next = NULL; Tail = temp; Since, we are traversing entire linked for each Dequeue, so time complexity will be Θ(n). Option (B) is correct.",
62,"The postorder traversal of a binary tree is 8, 9, 6, 7, 4, 5, 2, 3, 1. The inorder traversal of the same tree is 8, 6, 9, 4, 7, 2, 5, 1, 3. The height of a tree is the length of the longest path from the root to any leaf. The height of the binary tree above is ________ . Note - This was Numerical Type question.",,2,,3,,4,,5,,C,MCQ,"Given, post-order - 8, 9, 6, 7, 4, 5, 2, 3, 1 and in-order - 8, 6, 9, 4, 7, 2, 5, 1, 3 Construct a binary tree from postorder and inorder traversal : The height of the binary tree above is 4 .",https://media.geeksforgeeks.org/wp-content/uploads/20250617145058843073/2018cs.webp
63,"A lexical analyzer uses the following patterns to recognize three tokens T 1 , T 2 , and T 3 over the alphabet {a,b,c}. T 1 : a?(b∣c)*a T 2 : b?(a∣c)*b T 3 : c?(b∣a)*c Note that ‘x?’ means 0 or 1 occurrence of the symbol x. Note also that the analyzer outputs the token that matches the longest possible prefix. If the string bbaacabc is processes by the analyzer, which one of the following is the sequence of tokens it outputs?",,T 1 T 2 T 3,,T 1 T 1 T 3,,T 2 T 1 T 3,,T 3 T 3,,D,MCQ,"0 or 1 occurrence of the symbol x.   T 1 : (b+c)* a + a(b+c)* a T 2 : (a+c)* b + b(a+c)* b T 3 : (b+a)* c + c(b+a)* c Given String : bbaacabc Longest matching prefix is "" bbaac "" (Which can be generated by T3 ) The remaining part (after Prefix) ""abc"" (Can be generated by T3 ) So, the answer is T 3 T 3",
64,Which one of the following statements is FALSE?,,Context-free grammar can be used to specify both lexical and syntax rules.,,Type checking is done before parsing.,,High-level language programs can be translated to different Intermediate Representations.,,Arguments to a function can be passed using the program stack.,,B,MCQ,Type checking is done at semantic analysis phase and parsing is done at syntax analysis phase. And we know Syntax analysis phase comes before semantic analysis. So Option (B) is False . All other options seems Correct.,
65,"Consider the following parse tree for the expression a#b$c$d#e#f, involving two binary operators $ and #. Which one of the following is correct for the given parse tree?",https://media.geeksforgeeks.org/wp-content/uploads/20250617120729232656/2018-cs.webp,$ has higher precedence and is left associative; # is right associative,,# has higher precedence and is left associative; $ is right associative,,$ has higher precedence and is left associative; # is left associative,,# has higher precedence and is right associative; $ is left associative,,A,MCQ,"Since $ will be evaluated first, so has higher precedence with left associativity. Whereas # is right associative. In d#e#f, e#f will be evaluated first (refer given parse tree). Therefore, option (A) is Correct.",https://media.geeksforgeeks.org/wp-content/uploads/20241231094853538169/parse_tree2-660.webp
