Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images,subject,chapter,subtopic
38,Suppose a processor does not have any stack pointer register. Which of the following statements is true?,,It cannot have subroutine call instruction,,"It can have subroutine call instruction, but no nested subroutine calls",,"Nested subroutine calls are possible, but interrupts are not",,All sequences of subroutine calls and also interrupts are possible,,A,MCQ,"Stack pointer register hold the address of top of stack, which is the location of memory at which CPU should resume its execution after servicing some interrupt or subroutine call.  So if SP register is not available then no subroutine call instructions are possible. So (A) is correct option.",,Computer Organization and Architecture,Instruction Set Architecture,Machine instructions and addressing modes
39,A processor needs software interrupt to,,test the interrupt system of the processor,,implement co-routines,,obtain system services which need execution of privileged instructions,,return from subroutine,,C,MCQ,"Software interrupts are required by CPU to obtain System services which need execution of privileged instructions. A software interrupt is caused either by an exceptional condition in the processor itself, or a special instruction in the instruction set which causes an interrupt when it is executed. The former is often called a trap or exception and is used for errors or events occurring during program execution that are exceptional enough that they cannot be handled within the program itself.. An interrupt alerts the processor to a high-priority condition requiring the interruption of the current code the processor is executing. The processor responds by suspending its current activities, saving its state, and executing a function called an interrupt handler (or an interrupt service routine, ISR) to deal with the event. This interruption is temporary, and, after the interrupt handler finishes, the processor resumes normal activities. So (C) is correct option",,Operating System,Core Concepts,System calls
40,A CPU has two modes-privileged and non-privileged. In order to change the mode from privileged to non-privileged,,a hardware interrupt is needed,,a software interrupt is needed,,a privileged instruction (which does not generate an interrupt) is needed,,a non-privileged instruction (which does not generate an interrupt is needed,,D,MCQ,"For switching between privileged to non-privileged area, non-privileged instruction is used, without interrupt.  Software interrupts are usually used to invoke system calls.  Option (D) is correct.",,Operating System,Core Concepts,Processes and Threads
41,Consider the circuit shown below. The output of a 2:1 Mux is given by the function (ac' + bc). Which of the following is true?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2001/Question_Images/d642c2beda65e553-smmRrwLNRhTkgAZ6C3cgd8zmI1D36W.png,f = x1'+ x1x,,f = x1'x2 + x1x2',,f = x1x2 + x1'x2',,f = x1 + x2',,C,MCQ,"g = (a and x1') or (b and x1) g = (1 and x1’) or (0 and x1) g = x1’ f = ac’ + bc f = (a and x2') or (b and x2) f = (g and x2') or (x1 and x2) f = x1’x2’ + x1x2 Thus, option (C) is the answer.",,Digital Logic,Combinational and sequential circuits,
42,"Consider a set of n tasks with known runtimes r 1 , r 2 , .... r n to be run on a uniprocessor machine. Which of the following processor scheduling algorithms will result in the maximum throughput?",,Round-Robin,,Shortest-Job-First,,Highest-Response-Ratio-Next,,First-Come-First-Served,,B,MCQ,"Throughput means total number of tasks executed per unit time i.e. sum of waiting time and burst time. Shortest job first scheduling is a scheduling policy that selects the waiting process with the smallest execution time to execute next. Thus, in shortest job first scheduling, shortest jobs are executed first. This means CPU utilization is maximum. So, maximum number of tasks are completed. Thus, option (B) is correct.",,Operating System,Scheduling,CPU and I/O scheduling
43,What is the minimum number of stacks of size n required to implement a queue of size n?,,One,,Two,,Three,,Four,,B,MCQ,"A queue can be implemented using two stacks. Let queue to be implemented be q and stacks used to implement q be stack1 and stack2.  q can be implemented in two ways: Method 1 (By making enQueue operation costly) This method makes sure that newly entered element is always at the top of stack 1, so that deQueue operation just pops from stack1.  To put the element at top of stack1, stack2 is used. enQueue(q, x) 1) While stack1 is not empty, push everything from satck1 to stack2. 2) Push x to stack1 (assuming size of stacks is unlimited). 3) Push everything back to stack1. dnQueue(q) 1) If stack1 is empty then error 2) Pop an item from stack1 and return it Method 2 (By making deQueue operation costly) In this method, in en-queue operation, the new element is entered at the top of stack1.  In de-queue operation, if stack2 is empty then all the elements are moved to stack2 and finally top of stack2 is returned. enQueue(q,  x) 1) Push x to stack1 (assuming size of stacks is unlimited). deQueue(q) 1) If both stacks are empty then error. 2) If stack2 is empty While stack1 is not empty, push everything from satck1 to stack2. 3) Pop the element from stack2 and return it.",,Programming and Data Structures,Linear Data Structures,"Arrays, stacks, queues, linked lists"
44,"Let f: A→B be a function, and let E and F be subsets of A. Consider the following statements about images. S1: f (E ∪ F) = f (E) ∪ f (F) S1: f (E ∩ F) = f (E) ∩ f (F) Which of the following is true about S1 and S2?",,Only S1 is correct,,Only S1 is correct,,Both S1 and S2 are correct,,None of S1 and S2 is correct,,A,MCQ,"S1 : correct, because both L.H.S. and R.H.S. will contain exactly the images of all elements in E and F. S2 : false, let f is a constant function s.t. range is only {1}. Now let E and F be two partitions of set A, then clearly A ∩ B is φ, and so f (φ) is not defined, but f (E) ∩ f (F) is {1}. So S1 is true, but S2 is false. So option (A) is correct.",,Engineering Mathematics,Discrete Mathematics,"Sets, relations, functions, partial orders and lattices"
45,Consider the following three C functions : C [ PI ] int * g ( void ) { int x = 10 ; return ( & x ); } [ P2 ] int * g ( void ) { int * px ; * px = 10 ; return px ; } [ P3 ] int * g ( void ) { int * px ; px = ( int * ) malloc ( sizeof ( int )); * px = 10 ; return px ; } Which of the above three functions are likely to cause problems with pointers? (GATE 2001) (A) (B) (C) (D),,Only P3,,Only P1 and P3,,Only P1 and P2,,"P1, P2 and P3",,C,MCQ,,,Programming and Data Structures,Programming in C,
46,"Consider Peterson’s algorithm for mutual exclusion between two concurrent processes i and j. The program executed by process is shown below. repeat flag [i] = true; turn = j; while ( P ) do no-op; Enter critical section, perform actions, then exit critical section flag [ i ] = false; Perform other non-critical section actions. until false; For the program to guarantee mutual exclusion, the predicate P in the while loop should be.",,flag[j] = true and turn = i,,flag[j] = true and turn = j,,flag[i] = true and turn = j,,flag[i] = true and turn = i,,B,MCQ,,,Operating System,Core Concepts,Concurrency and Synchronization
47,Let f(n) = n 2 Logn and g(n) = n (logn) 10 be two positive functions of n. Which of the following statements is correct?,,f(n) = O(g(n))  and g(n)  != O(f(n)),,f(n) != O(g(n))  and g(n)  = O(f(n)),,f(n) = O(g(n))  but g(n)  = O(f(n)),,f(n) != O(g(n))  but g(n)  != O(f(n)),,B,MCQ,"Any constant power of Logn is asymptotically smaller than n. Proof: Given f(n) =n 2 Logn and g(n) = n (logn) 10 In these type of questions, we suggest you to first cancel out the common factor in both the function.  After removing these, we are left with f(n) = n and g(n) = (logn) 9 . Removing a factor of nlogn from both functions. Now n is very very large asymptotically as compared to any constant integral power of (logn) which we can verify by substituting very large value say 2 100 . f(2 100 ) = 2 100 = 1030  and g(2 100 ) = 100 9 = 1018. Always remember to substitute very large values of n in order to compare both these functions. Otherwise you will arrive at wrong conclusions because if f(n) is asymptotically larger than g(n) that means after a particular value of n, f(n) will always be greater that g(n).",,Algorithms,Complexity Analysis,Asymptotic worst-case time and space complexity
48,"How many undirected graphs (not necessarily connected) can be constructed out of a given set V = {v1, v2, ... vn} of n vertices?",,n(n-1)/2,,2 n,,n!,,2 n(n-1)/2,,D,MCQ,"There are total n*(n-1)/2 possible edges.  For every edge, there are to possible options, either we pick it or don't pick.   So total number of possible graphs is 2 n(n-1)/2",,Engineering Mathematics,Discrete Mathematics,Graph Theory
49,"Consider any array representation of an n element binary heap where the elements are stored from index 1 to index n of the array. For the element stored at index i of the array (i <= n), the index of the parent is",,i - 1,,floor(i/2),,ceiling(i/2),,(i+1)/2,,B,MCQ,"Binary Heaps can be represented using arrays: storing elements in an array and using their relative positions within the array to represent child-parent relationships. For the binary heap element stored at index i of the array, Parent Node will be at index: floor(i/2) Left Child will be at index: 2i Right child will be at index: 2*i + 1 . Hence Option(B) is the correct answer.",,Programming and Data Structures,Non-Linear Data Structures,"Trees, binary search trees, binary heaps, graphs"
50,Which of the following statements is false?,,An unambiguous grammar has same leftmost and rightmost derivation,,An LL(1) parser is a top-down parser,,LALR is more powerful than SLR,,An ambiguous grammar can never be LR(k) for any k,,A,MCQ,"1. A grammar is ambiguous if there exists a string s such that the grammar has more than one leftmost derivations for s. We could also come up with more than one rightmost derivations for a string to prove the above proposition, but not both of right and leftmost. An unambiguous grammar can have different rightmost and leftmost derivations. 2. LL parser is top-down by nature. Leftmost derivation is, intuitively, expanding or top-down in fashion, hence such convention. Rightmost derivation, on the other hand, seems like a compressing or bottom-up thing. 3. LALR is more powerful than SLR, even when both have the same LR(0) states, due to the fact that SLR checks for lookaheads by looking at FIRST and FOLLOW from the grammar after constructing its parse table and on the other hand, LALR computes lookaheads from the LR(0) states while constructing the parse table, which is a better method. 4. An ambiguous grammar can never be LR(k) for any k, because LR(k) algorithm aren’t designed to handle ambiguous grammars. It would get stuck into undecidability problem, if employed upon an ambiguous grammar, no matter how large the constant k",,Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
