Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images,subject,chapter,subtopic
33,A file system uses an in-memory cache to cache disk blocks. The miss rate of the cache is shown in the figure. The latency to read a block from the cache is 1 ms and to read a block from the disk is 10 ms. Assume that the cost of checking whether a block exists in the cache is negligible. Available cache sizes are in multiples of 10 MB. The smallest cache size required to ensure an average read latency of less than 6 ms is _______ MB.,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2016/Question_Images/d3227cc0ac6394e9-R59LIASYJRGZp9gsC1IogHSxolU4dt.png,10,,20,,30,,40,,C,MCQ,"When CPU needs to search for data, and finds it in cache, it's called a HIT, else wise MISS. If data is not found in the ache, then CPU searches it in main memory. Consider x to be MISS ratio, then (1-x) would be HIT ratio. Whenever there is hit, latency is 1ms and 10ms upon miss. Time to read from main memory(disk) for all misses = x * 10 ms Time to read for all hits from cache = (1-x)*1 ms Average time: 10x + 1 -x = 9x + 1 As asked in the question, average read latency should be less than 6 ms. 9x +1 < 6 9x < 5 x < 0.5556 For 20 MB, miss rate is 60% and for 30 MB, it is 40%. Thus, the smallest cache size required to ensure an average read latency of less than 6 ms is 30 MB.",,Operating System,File Systems,Disk management
34,"Consider a processor with 64 registers and an instruction set of size twelve.  Each instruction has five distinct fields, namely, opcode, two source register identifiers, one destination register identifier, and a twelve-bit immediate value. Each instruction must be stored in memory in a byte-aligned fashion.  If a program has 100 instructions, the amount of memory (in bytes) consumed by the program text is ____________  [Note that this was originally a Fill-in-the-Blanks question]",,100,,200,,400,,500,,D,MCQ,"One instruction is divided into five parts, (1) : The opcode- As we have instruction set of size 12, an instruction opcode can be identified by 4 bits, as 2^4=16 and we cannot go any less. (2) & (3) : Two source register identifiers- As there are total 64 registers, they can be identified by 6 bits. As they are two i.e. 6 bit + 6 bit. (4) : One destination register identifier- Again it will be 6 bits. (5) : A twelve bit immediate value- 12 bit. Adding them all we get, = 4 + 6 + 6 + 6 + 12 = 34 bit = 34/8 byte = 4.25 byte As given  Each instruction must be stored in memory in a byte-aligned fashion,4.25 is not byte alignment, memory address should be 0,1,2,3,4,5,6,7........   so it should be 5 bytes.   As there are 100 instructions, we have a size of 5*100= 500 bytes.  Hence (D) 500 is the answer.",,Computer Organization and Architecture,Instruction Set Architecture,Instruction formats
35,"Suppose the functions F and G can be computed in 5 and 3 nanoseconds by functional units U F and U G , respectively. Given two instances of U F and two instances of U G , it is required to implement the computation F(G(Xi)) for 1 <= i <= 10. ignoring all other delays, the minimum time required to complete this computation is ________________ nanoseconds [Note that this is originally a Fill-in-the-Blanks Question]",,28,,20,,18,,30,,A,MCQ,"Step by Step Analysis: Pipelining is an implementation technique where multiple instructions are overlapped in execution. The stages are connected one to the next to form a pipe - instructions enter at one end, progress through the stages, and exit at the other end. Pipelining does not decrease the time for individual instruction execution. Instead, it increases instruction throughput. The throughput of the instruction pipeline is determined by how often an instruction exits the pipeline. The same concept is used in pipelining. Bottleneck here is UF as it takes 5 ns while UG takes 3ns only. We have to do 10 such calculations and we have 2 instances of UF and UG respectively. Since there are two functional units, each unit get 5 numbers of units to compute on. Suppose computation starts at time 0. which means G starts at 0 and F starts at 3rd second since G finishes computing first element at third second. So UF can be done in 5*10/2=25 nano seconds. For the start UF needs to wait for UG output for 3 ns and rest all are pipelined and hence no more wait. So answer is 3+25=28 Another solution : Since there are two functional units each unit get 5 numbers of units to compute on. Suppose computation starts at time 0. which means G starts at 0 and F starts at 3rd second since G finishes computing first element at third second. Time at which F ends computing = 3 + 5*5 = 28",,Computer Organization and Architecture,Pipelining,Basics of pipelining
36,"Identify the correct sequence in which the following packets are transmitted on the network by a host when a browser requests a webpage from a remote server, assuming that the host has just been restarted.",,"HTTP GET request, DNS query, TCP SYN",,"DNS query, HTTP GET request, TCP SYN",,"DNS query, TCP SYN, HTTP GET request",,"TCP SYN, DNS query, HTTP GET request",,C,MCQ,"Step 1 : Whenever the client request for a webpage, the query is made in the form say www.geeksforgeeks.org.  As soon as the query is made the server makes the DNS query to identify the Domain Name Space. DNS query is the process to identify the IP address of the DNS such as  www.org. The client’s computer will make a DNS query to one of its internet service provider’s DNS server. Step 2 : As soon as DNS server is located a TCP connection is to be established for the further communication. The TCP protocol requests the server to establishing a connection by sending a TCP SYN message.  Which is further responded by the server using SYN_ ACK from server to client and then ACK back to server from client (3- way hand shaking protocol). Step 3 : Once the connection has been established the HTTP protocol comes into picture. It requests for the webpage using its GET method and thus, sending an HTTP GET request .  Hence, the correct sequence for the transmission of packets is  DNS query, TCP SYN, HTTP GET request.",,Computer Networks,Application Layer,DNS
37,Consider the following expressions: (i) false (ii) Q (iii) true (iv) P ∨ Q (v) ¬Q ∨ P The number of expressions given above that are logically implied by P ∧ (P ⇒ Q) is ______________  [This Question was originally a Fill-in-the-blanks Question],,2,,3,,4,,5,,C,MCQ,"Here is the solution  If say X is 'Logically Implied' by [ P ∧ (P ⇒ Q) ] then [ P ∧ (P ⇒ Q) ] ⇒ X is always true i.e it is a tautology. So if the above expression is a tautology then we can say that X is logically implied by P ∧ (P ⇒ Q). So we need to find X for which [ P ∧ (P ⇒ Q) ] ⇒ X will be always true for all values of P, Q and X. Look at the below table: P....Q...(P ⇒ Q)...[P ∧ (P ⇒ Q)].......X.......[ P ∧ (P ⇒ Q) ] ⇒ X 0....0.....1............0.............1/0............1...... 0....1.....1............0.............1/0....  ......1...... 1....0.....0..... ......0.............1/0............1...... 1....1.....1............1..............1.............1....... Notice that value of X doesn't matter if premise of expression i.e Premise of [ P ∧ (P ⇒ Q) ] ⇒ X i.e [ P ∧ (P ⇒ Q) ] is 0 meaning the final expression would be a tautology for all values of X if [ P ∧ (P ⇒ Q) ] is 0  but if premise is 1 (as in last row) then X must be 1 so that the final implication i.e., [ P ∧ (P ⇒ Q) ] ⇒ X is true for all values. If you replace X by all 5 options then you will find that for X = Q, True, P ∨ Q, ¬Q ∨ P the said expression would always be true for X = False the expression would not be a tautology. Hence the number of expression is 4. Note: An important inference rule called ""modus ponenes"" says this [ P ∧ (P ⇒ Q) ] ⇒ Q is a tautology we noted that if we replace X by Q then it is indeed a tautology meaning Q is implied by [ P ∧ (P ⇒ Q) ]",,Engineering Mathematics,Discrete Mathematics,Logic
38,Which one of the following well-formed formulae in predicate calculus is NOT valid?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2016/Question_Images/d099b76a8e8ea704-x42wed9pBDL1qvfnLgUFv3tXtE8L6i.png,A,,B,,C,,D,,D,MCQ,"Suppose if there are two statements P and Q, P=>Q = ~PvQ i.e. The only situation where implication fails is (=>) when P is true and Q is false. i.e. A truth statement can't imply a false statement. So, for these type of questions it will be better to take option and check for some arbitrary condition By looking options, we are pretty sure that A,B are correct Suppose X is any number and statement is P(x) = X is a prime number Q(x) = X is a non-prime number If we look at option D, Before Implication :- For all x, x is either prime or non-prime which is true After Implication  :-   For all x, x is prime or for all x, x is non-prime which is obviously false i.e. here, truth statement implies a false statement which is not valid. If we carefully look at option C, There exists a number x, which is both prime and non-prime which is false and a false statement can imply either true or false. So option (C) is correct Hence Answer is Option (D)",,Engineering Mathematics,Discrete Mathematics,Logic
39,"Find the odd one in the following group of words. mock, deride, praise, jeer",,mock,,deride,,praise,,jeer,,C,MCQ,"Meanings mock : tease deride : poke/laugh at praise : gratitude jeer : fool  So except praise, all others are describing negative things. Hence praise is the correct option.",,,,
40,The man who is now Municipal Commissioner worked as ______________.,,the security guard at a university,,a security guard at the university,,a security guard at university,,the security guard at the university,,B,MCQ,"University considered as an organization that's why "" the"" is used before university. And Post of security is a general post So "" a"" has been used for security guard. So, option (B) is true.",,,,
41,"The value of the expression 13 99 (mod 17), in the range 0 to 16, is : Note : This question was asked as Numerical Answer Type.",,4,,13,,8,,16,,A,MCQ,"We have 13 * 13 * 13 * ... * 13 (total 99 terms)   By remainder theorem,  => (-4) * (-4) * ... * (-4) (total 99 terms) => 16 * 16 * ... * 16 * (-4) (total 50 terms, 49 terms for 16 and one term for -4)   Reapplying remainder theorem, => (-1) * (-1) * ... * (-1) * (-4) (total 50 terms, 49 terms for -1 and one term for -4) => (-1) * (-4) => 4   Thus, A is the correct option.",,Engineering Mathematics,Discrete Mathematics,Algebraic Structures
42,All hill-stations have a lake. Ooty has two lakes.  Which of the statement(s) below is/are logically valid and can be inferred from the above sentences? (i) Ooty is not a hill-station. (ii) No hill-station can have more than one lake.,,(i) only,,(ii) only,,both (i) and (ii),,neither (i) nor (ii),,D,MCQ,"Given statement doesn't say that -   ""All hill-stations have a lake"" but any place having a lake is surely a hill station.  ---> Ooty may or may not be a hill station Hence (i) is false  ---> Here, it is not a compulsion that a place need to have exactly one lake to be a hill station. Hence (ii) is also false.",,,,
43,"Computers were invented for performing only high-end useful computations. However, it is no understatement that they have taken over our world today. The internet, for example, is ubiquitous. Many believe that the internet itself is an unintended consequence of the original invention. With the advent of mobile computing on our phones, a whole new dimension is now enabled. One is left wondering if all these developments are good or, more importantly, required. Which of the statement(s) below is/are logically valid and can be inferred from the above paragraph? (i)  The author believes that computers are not good for us. (ii) Mobile computers and the internet are both intended inventions",,(i) only,,(ii) only,,both (i) and (ii),,neither (i) nor (ii),,D,MCQ,"ubiquitous - everywhere unintended - unplanned --> Author has not said anything against internet and mobile computing but is talking about the surprising usage of these. ""Many believe that the internet itself is an unintended consequence of the original invention."" --> The author says that many believe that 'internet itself' is unplanned but actually both internet and mobile computers are unplanned(unintended) inventions. Hence, D is the correct option of this answer.",,,,
44,"Among 150 faculty members in an institute, 55 are connected with each other through Facebook ® and 85 are connected through WhatsApp ® . 30 faculty members do not have Facebook ® or WhatsApp ® accounts. The number of faculty members connected only through Facebook ® accounts is ______________.",,35,,45,,65,,90,,A,MCQ,"Suppose n(F) : number of faculty connected through facebook n(W) : number of faculty connected through whatsapp n(F ∪ W) : number of faculty connected through either facebook and whatsapp n(F ∩ W) : number of faculty connected through both facebook and whatsapp n(F ∪ W) = (total faculty - faculty not connected to anything) = (150-30)  = 120 From number theory: n(F ∪ W) = n(F) + n(W) - n(F ∩ W) n(F) - n(F ∩ W) = n(F ∪ W) - n(W) n(F) - N(F ∩ W) = (120-85) = 35 n(F)- n(F ∩ W) is the faculty that has only facebook account, Hence answer is 35.",,,,
45,Pick the odd one from the following options.,,CADBE,,JHKIL,,XVYWZ,,ONPMQ,,D,MCQ,"In the given options apart from Option D, characters at odd positions are consecutive alphabets in increasing order and similarly characters at even positions also are consecutive alphabets in increasing order. Option A: CADBE C,D,E(characters at 1st,3rd and 5th positions are consecutive alphabets in increasing order) similarly A,B(characters at 2nd and 4th positions are consecutive alphabets in increasing order). Option D: ONPMQ O,P,Q(characters at 1st,3rd and 5th positions are consecutive alphabets in increasing order) but N,M(characters at 2nd and 4th positions are not increasing order)",,,,
46,"In a 2 × 4 rectangle grid shown below, each cell is a rectangle. How many rectangles can be observed in the grid?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2016/Question_Images/a6fc2202958b50cd-xl1gY4bqzXFukKiXEmohjQ4eQDqCqJ.png,21,,27,,30,,36,,C,MCQ,"To form a rectangle, we must choose two horizontal sides and two vertical sides. So, number of rectangles we can form is mC2 * nC2.  Since there are three horizontal lines, we can choose the horizontal sides in 3C2 ways. Since there are five vertical lines, we can choose the vertical sides in 5C2 ways.  The number of rectangles we can form is  = 5C2 * 3C2 = {(5*4)/2}*{(3*2)/2} = 10*3 = 30  So, option (C) is correct.",,,,
47,Anarkali digitally signs a message and sends it to Salim. Verification of the signature by Salim requires,,Anarkali’s public key.,,Salim’s public key.,,Salim’s private key.,,Anarkali’s private key.,,A,MCQ,Sender uses its private key to digitally sign a document. Receiver uses public key of sender to verify. So option A is correct.,,Computer Networks,Application Layer,Cryptography
48,"Consider the following processes, with the arrival time and the length of the CPU burst given in milliseconds. The scheduling algorithm used is preemptive shortest remaining-time first. The average turn around time of these processes is ___________ milliseconds.   Note : This question was asked as Numerical Answer Type.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2016/Question_Images/979442b380f7a976-sZsfR6SqM0Kocjj8D4FuyWBSE247rJ.png,8.25,,10.25,,6.35,,4.25,,A,MCQ,"PreEmptive Shortest Remaining time first scheduling, i.e. that processes will be scheduled on the CPU which will be having least remaining burst time( required time at the CPU).  The processes are scheduled and executed as given in the below Gantt chart. Turn Around Time(TAT) = Completion Time(CT) - Arrival Time(AT) TAT for P1 = 20 - 0 = 20 , TAT for P2 = 10 - 3 = 7 , TAT for P3 = 8- 7 = 1  ,TAT for P4 = 13 - 8 = 5. Hence, Average TAT = Total TAT of all the processes / no of processes = ( 20 + 7 + 1 + 5 ) / 4 = 33 / 4 = 8.25 Thus, option (A) is the correct choice.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2016/Explanation_Images/d726c31466fbe78b-Nc9PjF2JoHrUXlsUwr797qsCboJweI.png,Operating System,Scheduling,CPU scheduling algorithms
49,Language L1 is defined by the grammar: S 1 -> aS 1 b | ε Language L2 is defined by the grammar: S 2 -> abS 2 | ε Consider the following statements: P: L1 is regular Q: L2 is regular Which one of the following is TRUE?,,Both P and Q are true,,P is true and Q is false,,P is false and Q is true,,Both P and Q are false,,C,MCQ,"L1 has the property that no of a's should be equal to no of b's in a string, and all a's should precede all b's . Hence extra memory will be required to check this property of a string ( Finite Automaton can't be built for this type of language). Hence this is not regular language. Therefore P is False.  L2 has the property that no of a's should be equal to no of b's, but order of a's and b's is different here, it is (ab)*, which will require no extra memory to be accepted.( Finite Automaton can be built for this language). Hence L2 is regular language. Therefore Q is True.",,Theory of Computation,Language Properties,Regular and context-free languages
50,Match the following: (P) Lexical analysis       (i) Leftmost derivation (Q) Top down parsing       (ii) Type checking (R) Semantic analysis      (iii) Regular expressions (S) Runtime environments   (iv) Activation records,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2016/Question_Images/ad68900e0bfe2f7c-Qea1K7t9DqK422rNldr6pLlRnw0h0Y.png,A,,B,,C,,D,,B,MCQ,Lexical analysis uses Regular expression to recognize identifiers. Top down parsing uses Left Most Derivation to generate the string the of the language. Type checking is done at Semantic analysis phase of the compiler. Activation records of a function are loaded into stack memory at Run time.,,Compiler Design,Phases of Compilation,
51,Nobody knows how the Indian cricket team is going to cope with the difficult and seamer-friendly wickets in Australia. Choose the option which is closest in meaning to the underlined phrase in the above sentence.,,put up with,,put in with,,put down to,,put up against,,A,MCQ,"put up with - is a phrasal verb Meaning : to accept somebody/something that is annoying, unpleasant without complaining Hence option A is correct",,,,
52,"In a quadratic function, the value of the product of the roots (α, β) is 4. Find the value of",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2016/Question_Images/6982fc8cc5c06bd5-4fdFk9n8B6ElzNwaNYY9SbIX7BmeqQ.png,A,,B,,C,,D,,B,MCQ,On simplifying the Denominator and combining the terms we will get: Using the fact that α -n = 1/α n and β -n = 1/β n ​ => α -n + β -n = β n + α n / α n . β n Then Substitute Back into the Expression: The given expression becomes: α n + β n / α -n + β -n = α n + β n / β n + α n /α n .β n . Evaluate α n β n We know that the product of the roots is αβ = 4. Raising this to the power n: α n β n = (αβ) n = 4 n (Option B),,Engineering Mathematics,Discrete Mathematics,Algebraic Structures
53,Choose the correct expression for f(x) given in the graph.,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2016/Question_Images/bf21ec030716be28-4DBKJwHwF3jCdvZALV6SPXSfrMVLim.png,A,,B,,C,,D,,C,MCQ,"Simply, there are two test cases:  ---> In graph, at x = 1, f(x) = 2  Let's find the values at x = 1 in given options:  A) f(1) = 1 - |1-1| = 1 - 0 = 1 B) f(1) = 1 + |1-1| = 1 + 0 = 1 C) f(1) = 2 - |1-1| = 2 - 0 = 2 D) f(1) = 2 + |1-1| = 2 + 0 = 2  Hence (A) and (B) are incorrect.  Now,  ---> In the graph, at x=0, f(x) = 1  Let's find the values at x = 1 in the remaining options, i.e. C and D.  (c) f(0) = 2 - |0-1| = 2 - 1 = 1 (d) f(0) = 2 + |0-1| = 2 + 1 = 3 Hence, C is the correct answer.",,Engineering Mathematics,Calculus,
54,"For the IEEE 802.11 MAC protocol for wireless communication, which of the following statements is/are TRUE? I. At least three non-overlapping channels are available for transmissions. II. The RTS-CTS mechanism is used for collision detection. III. Unicast frames are ACKed.",,"All I, II, and III",,I and III only,,II and III only,,II only,,B,MCQ,"802.11 uses 5 GHz Radio Band(High Frequency) which has 23 overlapping channels rather than the 2.4 GHz frequency band which has only three non-overlapping channels.  RTS(Request To Send) and CTS(Clear To Send) are control frames, which facilitate the exchange between stations and help in collision reduction and not DETECTION. As Station 1 would send data frame to Station 2, only when it receives a CTS frame.  First Station 1 sends a RTS to Station 2, in response Station 2 sends back CTS. After data is received by Station 2, it send Acknowledgement frame(ACKed). As Station 2 sends a Acknowledgement to a single recipient on a network, Unicast Frames are acknowledged.",,Computer Networks,Data Link Layer,MAC protocols
55,"Consider a set U of 23 different compounds in a Chemistry lab.  There is a subset S of U of 9 compounds, each of which reacts with exactly 3  compounds of U.  Consider the following statements: I.  Each compound in U \\ S reacts with an odd number of compounds. II.  At least one compound in U \\ S reacts with an odd number of compounds. III.  Each compound in U \\ S reacts with an even number of compounds. Which one of the above statements is ALWAYS TRUE?",,Only I,,Only II,,Only III,,,,B,MCQ,Analysis of Statements Statement I: Each compound in U∖S reacts with an odd number of compounds. Incorrect. Not all compounds in U∖S need to have odd degrees. Only the total degree sum is odd. Statement II: At least one compound in U∖S reacts with an odd number of compounds. Correct. The odd total degree sum guarantees at least one compound in U∖S has an odd degree. Statement III: Each compound in U∖S reacts with an even number of compounds. Incorrect. At least one compound in U∖S must have an odd degree.,,Engineering Mathematics,Discrete Mathematics,Graph Theory
56,Consider the following New-order strategy for traversing a binary tree: Visit the root; Visit the right subtree using New-order Visit the left subtree using New-order The New-order traversal of the expression tree corresponding to the reverse polish expression 3 4 * 5 - 2 ˆ 6 7 * 1 + - is given by:,,+ - 1 6 7 * 2 ˆ 5 - 3 4 *,,- + 1 * 6 7 ˆ 2 - 5 * 3 4,,- + 1 * 7 6 ˆ 2 - 5 * 4 3,,1 7 6 * + 2 5 4 3 * - ˆ -,,C,MCQ,"Reverse Polish expression is derived through Post-Order i.e. 1)  Visit Left Node 2)  Visit Right Node                                    (L R N) 3)  Visit Root Node --- Acc. to Ques. New Order algorithm is : 1)  Visit Root Node 2)  Visit Right Node                                     (N R L) 3)  Visit Left Node ie. New Order Expression will be a total reverse of the Post-Order algorithm Post-Order Expression               : 3 4 * 5 – 2 ˆ 6 7 * 1 + – Hence , New Order Expression : – + 1 * 7 6 ^ 2 – 5 * 4 3",,Programming and Data Structures,Non-Linear Data Structures,Trees
57,"A student wrote two context-free grammars G1 and G2 for generating a single C-like array declaration. The dimension of the array is at least one. For example, int a[10][3]; The grammars use D as the start symbol, and use six terminal symbols int ; id [ ] num. Grammar G1 D → int L; L → id [E E → num] E → num] [E Grammar G2 D → int L; L → id E E → E[num] E → [num] Which of the grammars correctly generate the declaration mentioned above?",,Both G1 and G2,,Only G1,,Only G2,,Neither G1 nor G2,,A,MCQ,"Context-Free Grammars A context-free grammar (CFG) is a set of recursive rewriting rules (or productions) used to generate patterns of strings.  A CFG consists of the following components: A set of terminal symbols, which are the characters of the alphabet that appear in the strings generated by the grammar. A set of nonterminal symbols, which are placeholders for patterns of terminal symbols that can be generated by the nonterminal symbols. A set of productions, which are rules for replacing (or rewriting) nonterminal symbols (on the left side of the production) in a string with other nonterminal or terminal symbols (on the right side of the production). A start symbol, which is a special nonterminal symbol that appears in the initial string generated by the grammar. To generate a string of terminal symbols from a CFG, we: Begin with a string consisting of the start symbol. Apply one of the productions with the start symbol on the left hand size, replacing the start symbol with the right hand side of the production Repeat the process of selecting nonterminal symbols in the string, and replacing them with the right hand side of some corresponding production, until all nonterminals have been replaced by terminal symbols. Given a grammar G with start symbol S, if there is some sequence of productions that, when applied to the initial string S, result in the string s, then s is in L(G), the language of the grammar. We need to check which of the two grammars correctly generate ""int a[10][3];"".  This means we need to check if int id[num][num]; Grammar G1 D → int L; L → id [E E → num] E → num] [E Grammar G2 D → int L; L → id E E → E[num] E → [num]",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2016/Explanation_Images/930151a156949619-w5XMEYqG2aZo1PlF3npxiujB6ibdqB.png,Compiler Design,Phases of Compilation,Syntax analysis
58,"Consider the following languages. L1 = {   | M takes at least 2016 steps on some input}, L2 = {   | M takes at least 2016 steps on all inputs} and L3 = {   | M accepts ε}, where for each Turing machine M, denotes a specific encoding of M.  Which one of the following is TRUE?",,"L1 is recursive and L2, L3 are not recursive",,"L2 is recursive and L1, L3 are not recursive",,"L1, L2 are recursive and L3 is not recursive",,"L1, L2, L3 are recursive",,C,MCQ,"L1 and L2 both are recursive. L1 = {   | M takes at least 2016 steps on some input} In L1 we can stop giving input once we find any string which is accepted in less than 2016 steps. In L2 we have to check all possible inputs whose length is less than 2016 and all possible string whose length is less than 2016 is a finite set. For both L1 and L2 machine is definetly going to halt. Both L1 and L2 are recursive. L3 is undecideble, M accepts ε. So L3 is not recursive. Option (C) is CORRECT.",,Theory of Computation,Computability,Undecidability
59,"Consider the following languages: L1 = {a n b m c n : m, n >= 1} L2 = {a n b n c 2n : n >= 1} Which one of the following is TRUE?",,Both L1 and L2 are context-free.,,L1 is context-free while L2 is not context-free.,,L2 is context-free while L1 is not context-free.,,Neither L1 nor L2 is context-free.,,B,MCQ,"L1 = {a n b m c n |m, n ≥ 1} is context free language because it is derived by the following CFG: S− > aSc|aBc; B− > bB|b L2 = {a n b n c 2n |n ≥ 1} is not a context free language, this can be proved using pumping lemma . Intuitively, a pushdown automaton can’t remember number of as for the third set of characters coming, i.e. c. This language is very similar to {a n b n c n |n ≥ 1} which is known to be a non-CFL. Hence, correct answer would be (B) L1 is context-free while L2 is not context-free. L2 is not context free. no. of b's will match with no. of a's leaving c's to be matched with no one. So L2 cant be context free .",,Theory of Computation,Language Properties,Regular and context-free languages
60,"N items are stored in a sorted doubly linked list. For a delete operation, a pointer is provided to the record to be deleted. For a decrease-key operation, a pointer is provided to the record on which the operation is to be performed. An algorithm performs the following operations on the list in this order: Θ(N) delete, O(log N) insert, O(log N) find, and Θ(N) decrease-key What is the time complexity of all these operations put together?",,O(Log 2 N),,O(N),,O(N Log N),,Θ(N 2 Log N),,C,MCQ,"The time complexity of all these operations put together is O(N log N). The delete operation takes Θ(N) time because we need to traverse the list to find the record to be deleted. The insert and find operations take O(log N) time each because the list is sorted and we can use binary search to locate the correct position for the new record or to find an existing record. The decrease-key operation takes Θ(N) time because we need to traverse the list to find the record on which the operation is to be performed. Assuming that there are M total operations (M = Θ(N) + O(log N) + O(log N) + Θ(N) = O(N)), the total time complexity of all operations is O(M log N) = O(N log N), because the operations take varying amounts of time but they are all performed on a list of size N.",,Algorithms,Complexity Analysis,Algorithm analysis
61,"Breadth First Search (BFS) is started on a binary tree beginning from the root vertex. There is a vertex t at a distance four from the root. If t is the n-th vertex in this BFS traversal, then the maximum possible value of n is ________  [This Question was originally a Fill-in-the-blanks Question]",,15,,16,,31,,32,,C,MCQ,"It would be node number 31 for given distance 4.  For example if we consider at distance 2, below highlighted node G can be the farthest node at position 7. A /    \\ B       C / \\     / \\ D   E   F G Alternative Solution : t is the n-th vertex in this BFS traversal at distance four from the root. So height of tree is 4. Max number of nodes = 2^{h+1} − 1 = 2^{5} − 1 = 31 At distance four, last node is 31. option (C).",,Programming and Data Structures,Non-Linear Data Structures,Trees
62,"The number of ways in which the numbers 1, 2, 3, 4, 5, 6, 7 can be inserted in an empty binary search tree, such that the resulting tree has height 6, is _____________  Note: The height of a tree with a single node is 0.  [This question was originally a Fill-in-the-Blanks question]",,2,,4,,64,,32,,C,MCQ,"To get height 6, we need to put either 1 or 7 at root.   So count can be written as T(n) = 2*T(n-1) with T(1) = 1 7 / [1..6] 1 \\ [2..7] Therefore count is 2 6 = 64  Another Explanation:  Consider these cases, 1 2 3 4 5 6 7 1 2 3 4 5 7 6 1 7 6 5 4 3 2 1 7 6 5 4 2 3 7 6 5 4 3 2 1 7 6 5 4 3 1 2 7 1 2 3 4 5 6 7 1 2 3 4 6 5  For height 6, we have 2 choices. Either we select the root as 1 or 7. Suppose we select 7. Now, we have 6 nodes and remaining height = 5. So, now we have 2 ways to select root for this sub-tree also. Now, we keep on repeating the same procedure till remaining height = 1 For this last case also, we have 2 ways.  Therefore, total number of ways = 2 6 = 64",,Engineering Mathematics,Discrete Mathematics,Combinatorics
63,"A complete binary min-heap is made by including each integer in [1, 1023] exactly once. The depth of a node in the heap is the length of the path from the root of the heap to that node. Thus, the root is at depth 0. The maximum depth at which integer 9 can appear is _____________",,6,,7,,8,,9,,C,MCQ,"Here node with integer 1 has to be at root only. Now for maximum depth of the tree the following arrangement can be taken. Take root as level 1. make node 2 at level 2 as a child node of node 1. make node 3 at level 3 as the child node of node 2. .. .. and so on for nodes 4,5,6,7 .. make node 8 at level 8 as the child node of node 7. Make node 9 at level 9 as the child node of node 8. Putting other nodes properly, this arrangement of the the complete binary tree will follow the property of min heap. So total levels are 9. Node 9 is at level 9 and depth of node 9 is 8 from the root.",,Programming and Data Structures,Non-Linear Data Structures,Heaps
64,Which one of the following grammars is free from left recursion?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2016/Question_Images/8d4e900f5cc41207-1fVr21GlFjO2g4NWXNbcLrHSLHpYt8.png,A,,B,,C,,D,,B,MCQ,Grammar A has direct left recursion because of the production rule: A->Aa. Grammar C has indirect left recursion because of the production rules:S-> Aa and A->Sc Grammar D has indirect left recursion because of production rules : A-> Bd and B-> Ae Grammar B doesn't have any left recursion (neither direct nor indirect).,,Compiler Design,Phases of Compilation,Syntax analysis
65,B+ Trees are considered BALANCED because,,the lengths of the paths from the root to all leaf nodes are all equal.,,the lengths of the paths from the root to all leaf nodes differ from each other by at most 1.,,the number of children of any two non-leaf sibling nodes differ by at most 1.,,the number of records in any two leaf nodes differ by at most 1.,,A,MCQ,"In both B Tree and B+ trees, depth (length of root to leaf paths) of all leaf nodes is same. This is made sure by the insertion and deletion operations. In these trees, we do insertions in a way that if we have increase height of tree after insertion, we increase height from root. This is different from BST where height increases from leaf nodes. Similarly, if we have to decrease height after deletion, we move the root one level down. This is also different from BST which shrinks from bottom. The above ways of insertion and deletion make sure that depth of every leaf node is same. You can refer below links for more details. B Tree Introduction B Tree Insertion B Tree Deletion",,Databases,File Organization and Indexing,Indexing
