Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images,subject,chapter,subtopic
28,"Consider the following two transactions : T 1 and T 2 . Which of the following schemes, using shared and exclusive locks, satisfy the requirements for strict two phase locking for the above transactions?","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/4d040c4c1b448e09-pW6HXNJRDuQ2a3VSFlA9KD1Ay9UsBW.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/7a4d1e15653f42ef-iHhGwnIro2EfF7T9rbDsBxX8XU51W8.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/bc721cc1848da2c8-pqeML1DckZwyJUlJ0YGlKsboRqDOXf.jpg",A,,B,,C,,D,,C,MCQ,"Shared locks are used for Read,exclusive locks are used for Write data. one exclusive lock can not take other exclusive lock which is already taken by other schedule as it will lead to deadlock. Requirements to follow Strict 2PL: 1. Exclusive locks should be released after the commit (Releasing exclusive lock after commit restrict the deadlock condition. i.e. we cannot get lock on item were exclusive lock already taken. 2. No Locking can be done after the first Unlock and vice versa.  option (A): Incorrect because to write B,S1 needs exclusive lock on B and to write A,S2 needs exclusive Lock on A. that's why it is incorrect. option (B): Incorrect because one exclusive lock cannot take other's Exclusive Lock. here, S1 has taken exclusive lock on item A, S2 has taken exclusive lock on item B so now S1 can't take exclusive lock on item B and S2 can't take exclusive lock on item A. that's why it is incorrect. option (C): Correct as it is following all the three requirement for strict 2PL. Here,schedule S1 releases exclusive lock on B after commit and schedule S2 releases exclusive lock on A after commit.(condition 1 satisfied) option(D): incorrect as according to condition 1,Exclusive locks should be released after the commit. here,schedule S1 releases exclusive lock on B before commit and schedule S2 releases exclusive lock on A before commit. Hence it is incorrect.",,Databases,Transactions,Transactions and concurrency control
29,"Consider a selection of the form σA≤100(r), where r is a relation with 1000 tuples. Assume that the attribute values for A among the tuples are uniformly distributed in the interval [0, 500]. Which one of the following options is the best estimate of the number of tuples returned by the given selection query ?",,50,,100,,150,,200,,D,MCQ,"Here σ A<=100 signifies a selection query which selects all the tuples which has attribute A’s value less than or equal to 100. Attribute A’s values in the range [0,500] are uniformaly distributed among 1000 tuples. So first when we arrange all 1000 tuples in the ascending order of attribute A’s value, then first 200 tuples will have attribute A’s values in the range [0,99] and next 200 tuples will have attribute A’s values in the range [100,199] and so on .So number of tuples returned by the given selection query is 200.",,Databases,Data Models,Relational model
30,"A broadcast channel has 10 nodes and total capacity of 10 Mbps. It uses polling for medium access. Once a node finishes transmission, there is a polling delay of 80 μs to poll the next node. Whenever a node is polled, it is allowed to transmit a maximum of 1000 bytes. The maximum throughput of the broadcast channel is",,1 Mbps,,100/11 Mbps,,10 Mbps,,100 Mbps,,B,MCQ,Efficiency = transmission time/(transmission time + polling delay time) T t =1000 bytes/10Mbps =800μs. Polling delay is = 80 μs Efficiency=800/(800+80)= 10/11 Maximum throughput is =(10/11) * 10 Mbps= 100/11 Mbps,,Computer Networks,Data Link Layer,Medium Access Control
31,"Let us consider a statistical time division multiplexing of packets. The number of sources is 10. In a time unit, a source transmits a packet of 1000 bits. The number of sources sending data for the first 20 time units is 6, 9, 3, 7, 2, 2, 2, 3, 4, 6, 1, 10, 7, 5, 8, 3, 6, 2, 9, 5 respectively. The output capacity of multiplexer is 5000 bits per time unit. Then the average number of backlogged of packets per time unit during the given period is",,3,,4.26,,4.53,,5.26,,C,MCQ,"Average hops for a message to reach to root -  (3∗8)+(2∗4)+(1∗2)+(0∗1)15 = 2.267 Where, 3 hops & 8 routers for Bottom-most level and similarly the others Similarly average hops for a message to comes down to leaf- (3∗8)+(2∗4)+(1∗2)+(0∗1)15 So, Total Hops = 2 * 2.267 = 4.53",,Computer Networks,Switching,"Basics of packet, circuit and virtual circuit-switching"
32,"Let us consider a statistical time division multiplexing of packets. The number of sources is 10. In a time unit, a source transmits a packet of 1000 bits. The number of sources sending data for the first 20 time units is 6, 9, 3, 7, 2, 2, 2, 3, 4, 6, 1, 10, 7, 5, 8, 3, 6, 2, 9, 5 respectively. The output capacity of multiplexer is 5000 bits per time unit. Then the average number of backlogged of packets per time unit during the given period is",,5,,4.45,,3.45,,0,,B,MCQ,he capacity of multiplexer is 5000 bits per unit time. This means there are 5 packets per unit time since each source transmits a packet of 1000 bits in a unit time. If the number of packets transmitted is larger than 5 then the extra packets are backlogged. This number gets added to the next number and further backlog is calculated. Number of packets (+backlog from previous) Backlog 6 1 9+1 5 3+5 3 7+3 5 2+5 2 2+2 0 2 0 3 0 4 0 6 1 1+1 0 10 5 7+5 7 5+7 7 8+7 10 3+10 8 6+8 9 2+9 6 9+6 10 5+10 10 Total Backlog 89,,Computer Networks,Data Link Layer,Medium Access Control
33,Let A be the [Tex]\begin{bmatrix} 3 & 1\\ 1&2\end{bmatrix} [/Tex] . What is the maximum value of X T Ax where the maximum is taken over all x that are the unit eigenvectors of A?,,5,,(5 + √5)/2,,3,,(5 - √5)/2,,B,MCQ,"|M-λ.I| = 0, where λ is the eigen values and I is the identity matrix |A-(λ*I)| = 0 (3-λ)(2-λ)-1 = 0 6-3λ -2λ + λ 2 +1=0 λ 2 -5λ+5=0 λ = (5+√5)/2 and (5-√5)/2, λ = (5+√5)/2 is max value another root with negative sign which will not be max value. For, λ=5+5√2,  x T Ax=[18.131	21.231	21.231	34.331] For,  λ=5−5√2,  x T Ax= [Tex]\begin{bmatrix} 14.300&−0.700 \\ 6.200&1.200 \end{bmatrix}[/Tex] Hence, for λ=5+5√2 the value of x T Ax is maximum.",,Engineering Mathematics,Linear Algebra,Eigenvalues and eigenvectors
34,"In the waveform (a) given below, a bit stream is encoded by Manchester encoding scheme. The same bit stream is encoded in a different coding scheme in wave form (b). The bit stream and the coding scheme are",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/cbbd6388169325de-94HSQCbGbqwHXYwkfdK3hOHUK4gjOd.png,1000010111 and Differential Manchester respectively,,0111101000 and Differential Manchester respectively,,1000010111 and Integral Manchester respectively,,0111101000 and Integral Manchester respectively,,A,MCQ,"In simple language, Manchester encoding has +A to -A transition for the clock cycle for which bit is '1' and transition from -A to +A for the cycle when bit is '0' (A is the amplitude). The amplitudes are bipolar in Differential manchester encoding same as manchester encoding just that it toggles at '1'. When bit is '1' we get transition from +A to -A and it remains the same until next '1' arrives. The output changes to opposite transition (-A to +A) when next '1' arrives. The second encoding resembles the differential manchester code for the given number.","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/ef78a44d4da288ef-lSbNSxyLok5NZi3F2EFRu2IfdPcLXm.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/3857a103b619dd42-ULu8qMx7dnIMO1RJqipSdHl9skJDNd.png",Computer Networks,Data Link Layer,"Framing, error detection"
35,"For the network given in the figure below, the routing tables of the four nodes A, E, D and G are shown. Suppose that F has estimated its delay to its neighbors, A, E, D and G as 8, 10, 12 and 6 msecs respectively and updates its routing table using distance vector routing technique. A. B. C. D.","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/e832cb19351e563f-g7UObr3RUmaLbbkWzbXRBExY5XJjnV.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/e468771a5bf03dce-0hjkP4Ey40d0gx0SXLvxFbKgVpXsBU.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/a1209eb3415cbca6-1bTmfcsbJzYpWJJjcr9menYor21Yep.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/e0764e86269befa5-UvHVpCvWscjSufawNVz9hI9DM09Mvm.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/4161efad48e08cc8-2zloSf08UqFlWsBxwUqHlnZkGuinQf.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/24dd88d53ac53cd5-jduAz2VDmV83rtG5XW1pvOPAvgjQLX.jpg",A,,B,,C,,D,,A,MCQ,"Distance from F to F is 0 which option C is dropped Using DV routing protocol, F -> D -> B yields distance as 20 that drops option B and D.",,Computer Networks,Network Layer,Routing protocols
36,"The contents of the text file t1 txt containing four lines are as follows : a1        b1 a2        b2 a3        b2 a4        b1 The contents of the text file t2 txt containing five lines are as follows : a1        c1 a2        c2 a3        c3 a4        c3 a5        c4 Consider the following Bourne shell script : C awk - F ' ' ' { Print $1 , $2 } ' t1 . txt | while read a b ; do awk - v aV = $ a - v by = $b - F ' ' aV = = $1 ( print aV , bV , $2 ) ' t2 . txt done Which one of the following strings will NOT be present in the output generated when the above script in run? (Note that the given strings may be substrings of a printed line.)",,"""b1 c1""",,"""b2 c3""",,"""b1 c2""",,"""b1 c3""",,C,MCQ,,,Operating System,File Systems,
37,"A demand paging system takes 100 time units to service a page fault and 300 time units to replace a dirty page. Memory access time is 1 time unit. The probability of a page fault is p. In case of a page fault, the probability of page being dirty is also p. It is observed that the average access time is 3 time units. Then the value of p is",,0.194,,0.233,,0.514,,0.981,,A,MCQ,Page fault service time =100 page fault service time =300 (if there is dirty page) probability of page fault =p probability of being dirty is =p so total page fault service time(ps) = p(300)+ (1-p)(100) = 200p+100 now given EAT =3 so EAT = p(page fault service time +memory access time)+(1-p) memory access time 3= p*page fault service time + memory access time 3 =p(200p+100)+1= 200p 2 +100p+1 p=0.0194,,Operating System,Memory Management,Virtual Memory
38,Your are given the following four bytes :  10100011            00110111            11101001            10101011 Which of the following are substrings of the base 64 encoding of the above four bytes ?,,zdp,,fpq,,qwA,,oze,,B,MCQ,refer Base 64 table,,Computer Networks,Application Layer,
39,Consider the regular expression R = (a + b)* (aa + bb) (a + b)*<br> Which of the following non-deterministic finite automata recognizes the language defined by the regular expression R? Edges labeled λ denote transitions on the empty string.,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/c18c11496e787b5f-cXzpCFvzjaiDQZF0ITKlZ4cLsneE7r.jpg,A,,B,,C,,D,,A,MCQ,"baa is not accepted by B, so B eliminated<br>  in D a is accepted that’s not there in regular expression<br>  C accepts extra expressions",,Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
40,Consider the regular expression R = (a + b)* (aa + bb) (a + b)* Which deterministic finite automaton accepts the language represented by the regular expression R ?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/45771de9e11e1914-7wc0EbbYpulLXTMbTiUPabU0kUYGaq.jpg,A,,B,,C,,D,,A,MCQ,The equivalent NFA is as follows: Table showing transitions between all states is as follows: The transition table can be converted to the transition table for DFA: Equivalent DFA for the above transition table is: Hence option (A) is the required DFA for the given regular expression.,"https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/985974ceffb08638-myQAngZxxBG7CJpaNPqI2kFcu4QFdK.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/31c65f0f6a274eb0-3YouTm90I8A5gkBEmYLu2ZMGQQvtmT.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/23fe673b8b2fd04f-4f1WnAMo3EO9jwuKOdYt1aIxqkYDoh.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/39523be49985eb47-0pbkiLnqXLHJHhoi6FiDPaKivrhrXC.png",Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
41,Consider the regular expression R = (a + b)* (aa + bb) (a + b)*<br>  Which one of the regular expressions given below defines the same language as defined by the regular expression R?,,(a(ba)* + b(ab)*)(a + b) +,,(a(ba)* + b(ab)*)*(a + b)*,,(a(ba)* (a + bb) + b(ab)*(b + aa))(a + b)*,,(a(ba)* (a + bb) + b(ab)*(b + aa))(a + b) +,,C,MCQ,"The above DFA can be simplified by resolving the loop at states B and C and removing extra transitions at the final states which is as follows: To reach to a final state from B we can have alphabet ‘a’ to move to state D or ‘bb’ to move to state E. Similarly, to reach to a final state from C we can have alphabet ‘b’ to move to state E or ‘aa’ to move to state D.  Hence the regular expression is: (a(ba)*(a+bb) + b(ab)*(b+ aa))(a+b)* a(ba)*(a+bb): to move from A to B and B to any one of the final states b(ab)*(b+ aa): to move from A to C and C to any one of the final states Note: We can also use Option Elimination method for such questions i.e. we can reject an option if we  find at least such string that does not validate the regular expression. Option (A) accepts ab but given regular expression does not. Option (B) accepts an empty string but given regular expression does not. Option (D) does not accept aa but the given regular expression does.","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/142229483c0bd57c-8FU3mvwd4Adm2DbHM2Ftoe47ZHz2jx.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/6baf026302062029-qRtDrhdVzXp11d6JaWwdqxdoNU94XO.png",Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
42,"Consider a token ring topology with N stations (numbered 1 to N) running token ring protocol where the stations are equally spaced. When a station gets the token it is allowed to send one frame of fixed size. Ring latency is t p , while the transmission time of a frame is t t . All other latencies can be neglected. The maximum utilization of the token ring when t t =3 ms, t p = 5 ms, N = 10 is",,0.545,,0.6,,0.857,,0.961,,C,MCQ,"Maximum efficiency of token ring = (t t )/(t t +( t p /n)) t t = 3 ms t p =5 ms and n=10, efficiency = 3/(3+.5)= .857",,Computer Networks,Data Link Layer,Medium Access Control
43,"Consider a token ring topology with N stations (numbered 1 to N) running token ring protocol where the stations are equally spaced. When a station gets the token it is allowed to send one frame of fixed size. Ring latency is t p , while the transmission time of a frame is t t . All other latencies can be neglected. The maximum utilization of the token ring when t t = 5 ms, t p = 3 ms, N = 15 is :",,0.545,,0.655,,0.9375,,0.961,,D,MCQ,"Maximum efficiency of token ring = (t t )/(t t +( t p /n)) t t = 5 ms t t =3 ms and n=15, efficiency = (5)/(5+3/15) = 5/5.2 = .961",,Computer Networks,Data Link Layer,Medium Access Control
44,"Consider the sequence <x n >, n>= 0 defined by the recurrence relation x n + 1 = c . x n 2 - 2, where c > 0. Suppose there exists a non-empty, open interval (a, b) such that for all x 0 satisfying a < x 0 < b, the sequence converges to a limit. The sequence converges to the value?",,(1 + (1 + 8c) 1/2 )/2c,,(1 - (1 + 8c) 1/2 )/2c,,2,,2/(2c-1),,B,MCQ,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/0bafbeeca0bdec1a-yRhOjmrxniAsdLsADHXOQXPkmpk1Gu.png,Engineering Mathematics,Calculus,"Limits, continuity and differentiability"
45,Consider the following expression ad' + (ac)' + bc'd Which of the following Karnaugh Maps correctly represents the expression?,"https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/e93d4bf74f1ecbca-y1JV1uaS0WRW8u1PSfXaOZIrvoDj4R.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/fa659caedc3e6c20-pWwMryqRCnk8tuNdtzODWr5BNYSC8b.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/a6df31e6d4edbcbc-6OjoYRBiNmbGz7msWR0lOTVgYfrAXj.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/359de2f5fe180495-ZkdAnU3nwMG5YA37XUpC3Pcd80C1B1.jpg",A,,B,,C,,D,,C,MCQ,,,Digital Logic,Minimization,
46,Consider the following expression ad' + (ac)' + bc'd Which of the following expressions does not correspond to the Karnaugh Map obtained for the above expression??,,c'd'+ ad' + abc' + (ac)'d,,(ac)' + c'd' + ad' + abc'd,,(ac)' + ad' + abc' + c'd,,b'c'd' + acd' + (ac)' + abc',,A,MCQ,,,Digital Logic,Minimization,
47,"Let P 1 , P 2 ,..... , P n be n points in the xy-plane such that no three of them are collinear. For every pair of points P i and P j , let L ij be the line passing through them. Let Lab be the line with the steepest gradient amongst all n(n -1)/2 lines. Which one of the following properties should necessarily be satisfied ?",,P a and P b are adjacent to each other with respect to their x-coordinate,,Either P a or P b has the largest or the smallest y-coordinate among all the points,,The difference between x-coordinatef P a and P b is minimum,,None of the above,,D,MCQ,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/91bb06e29bc02d1f-4fOVNI1EiBLtrTgiIb8L18Gj4A2EnI.png,Algorithms,Basic Techniques,"Searching, sorting, hashing"
48,"Let P 1 ,P 2 ,…,P n be n points in the xy-plane such that no three of them are collinear. For every pair of points P i and P j , let L ij be the line passing through them. Let Lab be the line with the steepest gradient among all n(n−1)/2 lines. The time complexity of the best algorithm for finding P a and P b is",,Θ(n),,Θ(nlogn),,Θ(nlogsup>2n),,Θ(n 2 ),,B,MCQ,,,Algorithms,Complexity Analysis,Asymptotic worst-case time and space complexity
49,The head of a hard disk serves requests following the shortest seek time first (SSTF) policy. The head is initially positioned at truck number 180.  Which of the request sets will cause the head to change its direction after servicing every request assuming that the head does not change direction if there is a tie in SSTF and all the requests arrive before the servicing starts?,,"11, 139, 170, 178, 181, 184, 201, 265",,"10, 138, 170, 178, 181, 185, 201, 265",,"10, 139, 169, 178, 181, 184, 201, 265",,"10, 138, 170, 178, 181, 185, 200, 265",,B,MCQ,"A. 180->181->184 B. 180->181->178->185->170->201->138->265->10 So, B is true",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/2c955d491216bf9a-q2JlynoXG4quIEMbFPfHaVwxu4t498.png,Operating System,Scheduling,CPU and I/O scheduling
50,"The head of a hard disk serves requests following the shortest seek time first (SSTF) policy. The head is initially positioned at track number 180.  What is the maximum cardinality of the request set, so that the head changes its direction after servicing every request if the total number of tracks are 2048 and the head can start from any track?",,9,,10,,11,,12,,C,MCQ,Distance of SSTF changing – > 1 3 7 15 31 63 127 255 511 1023 2047 1 2 3 4 5 6 7 8 9 10 11 Head is changing it's direction after servicing every request. Maximum Cardinality is thus 11 180->181->178->185->170->201->138->265->10,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/2c955d491216bf9a-q2JlynoXG4quIEMbFPfHaVwxu4t498.png,Operating System,Scheduling,CPU and I/O scheduling
51,Consider the following pseudo-code: C IF (( A > B ) AND ( C > D )) THEN A = A + 1 B = B + 1 ENDIF The cyclomatic complexity of the pseudo-code is,,2,,3,,4,,5,,C,MCQ,"Cyclomatic complexity = (π − s + 2) where π is the number of decision points in the program, and s is the number of exit points.",,,,
52,"Suppose there are two coins. The first coin gives heads with probability 5/8 when tossed, while the second coin gives heads with probability 1/4. One of the two coins is picked up at random with equal probability and tossed. What is the probability of obtaining heads ?",,7/8,,1/2,,7/16,,5/32,,C,MCQ,Either 1st coin is selected or second coin is selected Probability of 1st coin to be selected = ½ And probability of getting head on it = 5/8 Or Probability of 2nd coin to be selected = 1/2 And probability of getting head on 2nd coin = ¼ Probability of getting head (overall) = (Probability of selecting 1st coin * Probability of head on it) +(Probability of selecting 2nd coin * Probability of getting head on it)  = (1/2)*(5/8) + (1/2)*(1/4) = 7/16,,Engineering Mathematics,Probability and Statistics,Conditional probability and Bayes theorem
53,"Let a memory have four free blocks of sizes 4k, 8k, 20k, 2k. These blocks are allocated following the best-fit strategy. The allocation requests are stored in a queue as shown below. The time at which the request for J 7 will be completed will be",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/d8e74935ff24fb57-IKeV33opkEYbFBfalU1sf2IJ55wlhe.jpg,16,,19,,20,,37,,B,MCQ,"Initially when a process arrives and needs memory, it would search for a hole big enough to fit the job and if the hole is larger then the remaining hole is returned to the free storage list. Memory Block Size Job (t=0) Job(t=8) Job(t=10) Job(t=11) 1 4k J3 - 2 units (1K free left) 2 8k J4 – 8 units (2K free left) J5 - 14 units J5 – 14 units J5 – 14 units 3 20k J2 -10 units(6K free left) J2 -10 units J6 – 11 units J7 – 19 units 4 2k J1 -4 units Therefore, the process finishes at J7=19 units Option B",,Operating System,Memory Management,
54,"A depth-first search is performed on a directed acyclic graph. Let d[u] denote the time at which vertex u is visited for the first time and f[u] the time at which the dfs call to the vertex u terminates. Which of the following statements is always true for all edges (u, v) in the graph ?",,d[u] < d[v],,d[u] < f[v],,f[u] < f[v],,f[u] > f[v],,D,MCQ,"Starting DFS at node V, 1] Visit(V) -> DFS(X) ->Visit(X) ->DFS(U) ->Visit(U) -> backtrack(X) -> backtrack(V) Therefore: d[U] > d[V], d[U] < f[V], f[U] < f[V] . But, visiting order is just opposite of finishing order. Hence f[U] > f[V]",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/d9ad9bc36445787d-YpXHF9C2lXLHQakZit5K4fFkffcw8w.png,Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
55,"Consider the program below in a hypothetical programming language which allows global variables and a choice of static or dynamic scoping. C int i ; program main () { i = 10 ; call f (); } procedure f () { int i = 20 ; call g (); } procedure g () { print i ; } Let x be the value printed under static scoping and y be the value printed under dynamic scoping. Then, x and y are",,"x = 10, y = 10",,"x = 20, y = 10",,"x = 10, y = 20",,"x = 20, y = 20",,C,MCQ,"Static scoping: C int i ; program main () { i = 10 ; call f (); } procedure f () { int i = 20 ; call g (); } procedure g () { print i ; //as i=20 is scoped only within f() so it will point to global i } So , 10 is printed Dynamic scoping : int i ; program main () { i = 10 ; call f (); } procedure f () { int i = 20 ; // here global scoped i is changed call g (); } procedure g () { print i ; // global value changed so, i=20 printed }",,Compiler Design,Runtime Environments,
56,"Early binding refers to a binding performed at compile time and late binding refers to a binding performed at execution time. Consider the following statements: i.   Static scope facilitates w1 bindings. ii.  Dynamic scope requires w2 bindings. iii. Early bindings w3 execution efficiency. iv. Late bindings w4 execution efficiency. The right choices of wl, w2, w3 and w4 (in that order) are",,"Early, late, decrease, increase",,"Late, early, increase, decrease",,"Late, early, decrease, increase",,"Early, late, increase, decrease",,D,MCQ,Early binding can be done in Static Scoping(during compile time). Early binding increases efficiency (running time will be reduced). Late binding can be done in Dynamic scoping (during execution time). Late binding decreases efficiency as it needs to be done at run-time. (but it increases flexibility),,Compiler Design,Runtime Environments,
57,"The floating point unit of a processor using a design D takes 2t cycles compared to t cycles taken by the fixed point unit. There are two more design suggestions D1 and D2. D1 uses 30% more cycles for fixed point unit but 30% less cycles for floating point unit as compared to design D. D2 uses 40% less cycles for fixed point unit but 10% more cycles for floating point unit as compared to design D. For a given program which has 80% fixed point operations and 20% floating point operations, which of the following ordering reflects the relative performances of three designs? (Di > Dj denotes that Di is faster than Dj)",,D1 > D > D2,,D2 > D > D1,,D > D2 > D1,,D > D1 > D2,,A,MCQ,"0.8 * (time taken in fixed point) + 0.2 (time taken in floating point) Say, t=1 D = 0.8(1) + 0.2(2) =1.2 D1 = 0.8(1.3)+0.2(1.4) =1.04 +.28 =1.32 D2 = 0.8(1-0.04) + 0.2(2-2*0.1) = 0.8*0.96 + 0.2*1.8 = 0.768 +0.36 = 1.128 D1>D>D2",,Computer Organization and Architecture,Pipelining,"Instruction pipelining, pipeline hazards"
58,"Consider a Direct Mapped Cache with 8 cache blocks (numbered 0-7). If the memory block requests are in the following order 3, 5, 2, 8, 0, 63, 9,16, 20, 17, 25, 18, 30, 24, 2, 63, 5, 82,17, 24. Which of the following memory blocks will not be in the cache at the end of the sequence ?",,3,,18,,20,,30,,B,MCQ,"Location of memory block in cache  =  block  % number of cache blocks  Since it is a direct mapped cache, no replacement policy is required. As we can see in the table, 18 is further replaced by 82 in the 2nd cache block whereas 3,20 and 30 are all present in the cache till the end. Therefore, Answer is B Memory Block Blocks 0 8, 0, 16, 24 1 9, 17, 25, 63, 17 2 2, 18 , 2, 82 3 3 4 20 5 5, 5 6 30 7 63,63",,Computer Organization and Architecture,Memory Hierarchy,"Cache, main memory and secondary storage"
59,"The following expression was to be realized using 2-input AND and OR gates. However, during the fabrication all 2-input AND gates were mistakenly substituted by 2-input NAND gates. (a.b).c + (a'.c).d + (b.c).d + a. d What is the function finally realized ?",,1,,a' + b' + c' + d',,a' + b + c' + d',,a' + b' + c + d',,C,MCQ,,,Digital Logic,Combinational and sequential circuits,
60,"Data forwarding techniques can be used to speed up the operation in presence of data dependencies. Consider the following replacements of LHS with RHS. In which of the following options, will the result of executing the RHS be the same as executing the LHS irrespective of the instructions that follow ?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/9a816ad1fed299a1-rbZz55w1nElcWduUdDhdBvFYn7baJv.jpg,(i) and (iii),,(i) and (iv),,(ii) and (iii),,(ii) and (iv),,B,MCQ,"(i) Is true, as both registers and location contain the value of R1 (iii) is wrong because in LHS R2 is writing last but not in RHS. (iv)True, as first write to LOC is useless, as it is overwritten by R2.  (ii) false, because R2 get the correct data, but location has not got updated.",,Computer Organization and Architecture,Pipelining,"Instruction pipelining, pipeline hazards"
61,What is the final value stored in the linear feedback shift register if the input is 101101? Circuit,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/fa8df495d752bc7b-WnDyI3ZyQCY6DqmI4sMJkgYqoTIcSM.png,0110,,1011,,1101,,1111,,A,MCQ,The linear feedback shift register makes use of XOR gate for tapping and providing feedback. It works by shifting and placing the feedback value. Feedback value is determined by last bit and second bit tapped and fed to XOR gate. A B XOR 0 0 0 0 1 1 1 0 1 1 1 0,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/79f8b1a9c777a761-eZsxi1fD2VFlCmVxKD0i6aomPdb4TN.png,Digital Logic,Combinational and sequential circuits,
