Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images,subject,chapter,subtopic
23,"Consider the following two-dimensional array D in the C programming language, which is stored in row-major order: int D[128][128]; Demand paging is used for allocating memory and each physical page frame holds 512 elements of the array D. The Least Recently Used (LRU) page-replacement policy is used by the operating system. A total of 30 physical page frames are allocated to a process that executes the following code snippet: for (int i = 0;  i <  128;  i++) for (int j = 0; j < 128; j++) D[j][i] *= 10; The number of page faults generated during the execution of this code snippet is",,2048,,512,,4096,,1032,,C,MCQ,"Given array, int D[128] [128] Page frame holds 512 elements of the array D. A total 30 physical page frames are allocated to a process that executes the following code snippet. for (int i = 0, i < 128; i++) for (int j = 0; j < 128; j++) D[j] [i]* = 10; for each i, the loop executes 128 times. IMG Since 30-page frames were allocated to the process. Each physical frame holds 512 elements. And array access is in column-major order . D[j] [i] * = 10 The first 4 rows belong to one page. Since memory contains 30 page frames, and array contains 32 pages. Page required for array = 128/4=32 No. of page fault = 128×32 = 4096",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Explanation_Images/d8dcfac5d6acdb3b-F0P5kg8LjqHyUQealjTwfVGpiT2Smp.png,Operating System,Memory Management,Virtual memory
24,Consider a computer system with 57-bit virtual addressing using multi-level tree-structured page tables with L levels for virtual to physical address translation. The page size is 4 KB (1 KB = 1024 B) and a page table entry at any of the levels occupies 8 bytes. The value of L is,,4,,5,,6,,7,,B,MCQ,"Given, Virtual Address Space bits 57 bits Page size  4KB = 12 bits Page number (57-12) = 45 bits Page table entry= 8 bytes. Each page can contain = 4KB/8B = 2 9 page table entries. So, we need bits to index the page table. So, the number of levels = 5",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Explanation_Images/f1b213897322495e-bXJiHIUN0Z6s8clmcJFUYnuhJPSLKm.webp,Operating System,Memory Management,Virtual memory
25,"Consider a sequence a of elements a 0 = 1, a 1 = 5, a 2 = 7, a 3 = 8, a 4 = 9, and a 5 = 2. The following operations are performed on a stack S and a queue Q, both of which are initially empty. I push the elements of a from a 0 to a 5 in that order into S II enqueue the elements of a from a 0 to a 5 in that order into Q III pop an element from S IV dequeue an element from Q V pop an element from S VI dequeue an element from Q VII dequeue an element from Q and push the same element into S VIII Repeat operation VII three times IX pop an element from S X pop an element from S The top element of S after executing the above operations is________",,6,,7,,8,,9,,C,MCQ,"Given initial elements:  a 0 = 1, a 1 = 5, a 2 = 7, a 3 = 8, a 4 = 9, and a 5 = 2 Step 1 : Push the elements of a from a 0 to a 5 in that order into S i.e. S = 1, 5, 7, 8, 9, 2 2 9 8 7 5 1 Step 2: Enqueue the elements of a from a 0 to a 5 in that order into Q i.e. q = 1, 5, 7, 8, 9, 2 1 5 7 8 9 2 Step 3 : Pop an element from S i.e. S = 1, 5, 7, 8, 9 9 8 7 5 1 Step 4 : Dequeue an element from Q i.e. Q = 5, 7, 8, 9, 2 5 7 8 9 2 Step 5: Pop an element from S i.e. S = 1, 5, 7, 8 8 7 5 1 Step 6: Dequeue an element from Q i.e. Q = 7, 8, 9, 2 7 8 9 2 Step 7: Deque an element from Q and push in S. Deque in Q i.e. Q = 8, 9, 2 8 9 2 Push in S i.e. S = 1, 5, 7, 8, 7 7 8 7 5 1 Step 8: Repeat step 7 three times. First Time: Deque in Q (Q = 9, 2) 9 2 Push in S (S = 1, 5, 7, 8, 7, 8) 8 7 8 7 5 1 Second Time: Deque in Q (Q = 2) 2 Push in S (S = 1, 5, 7, 8, 7, 8, 9) 9 8 7 8 7 5 1 Third Time: Deque in Q (Q = Empty) Empty Queue Push in S (S = 1, 5, 7, 8, 7, 8, 9, 2) 2 9 8 7 8 7 5 1 Step 9: Pop an element from S i.e. S = 1, 5, 7, 8, 7, 8, 9 9 8 7 8 7 5 1 Step 10: Pop an element from S i.e. S = 1, 5, 7, 8, 7, 8 8 7 8 7 5 1 The Top Element in stack is  8.  The correct answer is 8.",,Programming and Data Structures,Linear Data Structures,Stacks
26,"Consider the syntax-directed translation given by the following grammar and semantic rules. Here N, I, F and B are non-terminals. N is the starting non-terminal, and #, 0, and 1 are lexical tokens corresponding to input letters “#”, “0” and “1”, respectively. X.val denotes the synthesized attribute (a numeric value) associated with a non-terminal X. I1 and F1 denote occurrences of I and F on the right-hand side of a production, respectively. For the tokens 0 and 1, 0.val = 0 and 1.val = 1. N	→	I # F	N.val = I.val + F.val I	→	I1 B	I.val = (2 I1.val )+ B.val I	→	B	    I.val = B.val F	→	B F1	F.val = 2 (B.val + F1.val ) 1 F	→	B	F.val = 2 B.val B	→	0	B.val = 0.val B	→	1	B.val = 1.val The value computed by the translation scheme for the input string 10#011 is. (Rounded oﬀ to three decimal places)",,2.375,,6.352,,4.750,,0.125,,A,MCQ,Sol,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Explanation_Images/cf5025b5a9bb735c-Yi6PnPqov1pKc8ILyCV3K7G8T7LBYY.png,Compiler Design,Phases of Compilation,Semantic analysis
27,Consider the following table named Student in a relational database. The primary key of this table is rollNum. rollNum Name Gender Marks 1 Naman M 62 2 Aliya F 70 3 Aliya F 80 4 James M 82 5 Swati F 65 The SQL query below is executed on this database SELECT * FROM Student WHERE gender = ‘F’ AND marks > 65; The number of rows returned by the query is___________,,1,,2,,3,,4,,B,MCQ,WHERE Clause executes row by row so only 2 rows having mark greater than 65 and Gender='F',,Databases,Data Models,Relational model (queries)
28,"Consider the language L over the alphabet {0, 1}, given below: L = {w ∈ {0, 1}∗ | w does not contain three or more consecutive 1’s}. The minimum number of states in a Deterministic Finite-State Automaton (DFA) for L is_______",,4,,5,,6,,7,,A,MCQ,DFA for the above problem will be DFA,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Explanation_Images/a722f79c374a05b6-5Dja9yMhMXj28K8VleS93IrjrgfY6q.png,Theory of Computation,Formal Languages and Automata,Regular languages and finite automata
29,"An 8-way set associative cache of size 64 KB (1 KB = 1024 bytes) is used in a system with a 32-bit address. The address is subdivided into TAG, INDEX, and BLOCK OFFSET. The number of bits in the TAG is__________",,16,,17,,18,,19,,D,MCQ,Given that for set associative mapping technique: Cache memory(CM's)=64KB=2^16 bytes Main memory size=32  bits P=8 way SAM Tag bit size (y) =? since block size is not given we assume it is  2 x byte. Number of cache block(N)=Cache memory size/Block size=2 16-x Number of sets(S)=N/P=2 13-x as we know for set associative mapping technique: TAG+SLO+B'S=MM y+13-x+x=32 bits y=19 bits,,Computer Organization and Architecture,Memory Hierarchy,Cache memory
30,The forwarding table of a router is shown below. Subnet Number Subnet Mask Interface ID 200.150.0.0 255.255.0.0 1 200.150.64.0 255.255.224.0 2 200.150.68.0 255.255.255.0 3 200.150.68.64 255.255.255.244 4 Default 0 A packet addressed to a destination address 200.150.68.118 arrives at the router. It will be forwarded to the interface with ID,,1,,2,,3,,4,,C,MCQ,"IP Address:200.150.68.118 Net ID  = IP Address (Bitwise AND) Subnet Mask Interface 4: subnet mask 255.255.255.224 and Net ID: 200.150.68.96 after doing AND So, Doesn’t match Interface 3: subnet mask  255.255.255.0 and Net ID: 200.150.68.0 So, Does  match Interface 2: subnet mask 255.255.224.0 and Net ID: 255.255.64.0 after doing AND So, Does  match Interface 1:  subnet mask 255.255.255.0 and Net ID: 255.150.0.0 So, Does  match Interface 3,2,1 matches but we have to select Interface with Longest subnet mask (More 1’s). So, Interface 3 is Answer",,Computer Networks,Network Layer,Routing protocols
31,"Consider a database of fixed-length records, stored as an ordered file.  The database has  25,000  records,  with each record being 100  bytes,  of which the primary key occupies  15  bytes.  The data file is block-aligned in that  each  data record is fully contained within a  block.  The database is indexed by a  primary index file,  which is also stored as  a  block-aligned ordered file.  The  figure below  depicts  this  indexing scheme Tree Suppose the block size of the file system is 1024 bytes, and a pointer to a block occupies 5 bytes. The system uses binary search on the index file to search for a record with a given key. You may assume that a binary search on an index file of b blocks takes log b block accesses in the worst case. Given a key, the number of block accesses required to identify the block in the data file that may contain a record with the key, in the worst case, is ____________",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Question_Images/3c4c9eef8be4376d-KvpbhEqnr6Jdg6Oo2L1qxK9hbqnIPx.png,1,,6,,3,,4,,B,MCQ,No. of record=25000 Record Size=100 Bytes Key size(Ks)=15 Bytes Block pointer size=5 Bytes Disk block size given=1024 bytes Index size=Ls+Bs=20 bytes No.of record per block=1024/100=102.4 Block record per blocks=2500 No. of block required to store=50 Given Binary Search used  which takes log(Index block) log(50) =6,,Databases,File Organization and Indexing,Indexing
32,The output of a 2-input multiplexer is connected back to one of its inputs as shown in the figure. IMG2 Match the functional equivalence of this circuit to one of the following options.,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Question_Images/65fcb426236ef168-RCvmoLn56brtB0P3bY1un3fDRHioMl.png,D Flip flop,,D Latch,,Half Adder,,Demultiplexer,,B,MCQ,The output equation of 2*1 multiplexer :Y=S'I 0 +SI 1 Now put S=0->Y=I 0 similarly put S=1->Y=I 1 it is clearly a D- latch circuit. Option (B) is correct.,,Digital Logic,Circuits,Sequential circuits
33,"Consider the C function foo and the binary tree shown. IMG typedef struct node { int val; struct node *left, *right; } node; int foo(node *p) { int retval; if (p == NULL) return 0; else { retval = p->val + foo(p->left) + foo(p->right); printf(""%d "", retval); return retval; } } When foo is called with a  pointer to the root node of the  given binary tree, what will it print?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Question_Images/906c16e78a024e48-HX1f7C1DzOZUCx6R0nuS59bJthR8IJ.png,3 8 5 13 11 10,,3 5 8 10 11 13,,3 8 16 13 24 50,,3 16 8 50 24 13,,C,MCQ,"We have Given that retval = p → val + foo(p → left) + foo(p → right) This means it will print the sum of ( value + left subtree whole value + right subtree whole value ). Note that, until the child nodes complete the calculation, the parent node calculation step will not be complete. Therefore leaf nodes returns the value of leaf nodes alone. ( 3 nodes, 8 nodes, and 13 nodes will return 3, 8 and 13 respectively ) 5 node will return 5+3+8 = 16 11 nodes will return 11+13 = 24 10 nodes will return 10+16+24 = 50",,Programming and Data Structures,Recursion,
34,Suppose two hosts are connected by a point-to-point link and they are configured to use stop and wait protocol for reliable data transfer. Identify in which case of the following scenario the utilization of link is lowest.,,Lower link length and lower transmission rate.,,Longer link length and higher transmission rate.,,Shorter link  length and higher transmission rate,,Shorter link length and lower transmission rate,,B,MCQ,"Given that, point-to-point link (we will assume data transfer) with stop-and-wait protocol for transferring data. Efficiency of stop and wait protocol is: As Efficiency η  is inversely proportional to distance d, So Longer Distance means lower efficiency. As Efficiency η  is also inversely proportional to Bandwidth B, So Higher Bandwidth means lower efficiency. So, option B is correct.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Explanation_Images/8d9a8987f3f52d26-9C0IQKpXQZfEocZoKwAIIAqVvG0Z3E.webp,Computer Networks,Data Link Layer,Flow and error control
35,Kind : _______ : : Often : Frequently (By word meaning),,Mean,,Type,,Cruel,,Kindly,,B,MCQ,"Frequently is synonym of often, similarly, type is synonym of kind. Hence, the correct answer is (b).",,,,
36,"A series of natural numbers F1,F2,F3,F4,F5,F6,F7 obeys Fn+1=Fn+Fn-1 for all integers n>=2. If F6=37 and F7=60 Then what is the value of F1?",,4,,5,,6,,7,,A,MCQ,According to the given data we have to find the value of F1 using the recurrence relation Fn+1=Fn+Fn-1 While putting the value of F6 and F7 we will get the value of F5 which is 23 Fn+1=Fn+Fn-1 so after this we will look for F4 which will 14 And by following F4 and F5 we will calculate the value of F3 which is 9 and so on value of F1 is 4 .,,Algorithms,Basic Techniques,Recurrence relations
37,"A survey for a certain year found that 90% of pregnant women received medical care at least once before giving birth. Of these women, 60% received medical care from doctors, while 40% received medical care from other healthcare providers. Given this information, which one of the following statements can be inferred with certainty?",,More than half of the pregnant women received medical care at least once from a doctor.,,Less than half of the pregnant women received medical care at least once from a doctor.,,More than half of pregnant women received medical care at most once from a doctor.,,Less than half of the pregnant women received medical care at most once from a doctor.,,A,MCQ,"Total women = 100 Pregnant women received medical care at least. Once before giving birth = 90% of 100 = 90 Out of 90 women 60% received medical care from doctors = 60% of 90 = 54 While 40% received from other health care providers = 40% of 90 = 46 Here, more than half of pregnant women (54) received medical care at least once from a doctor.",,,,
38,"Looking at the surface of a smooth 3-dimensional object from the outside, which one of the following options is TRUE?",,The surface of the object must be concave everywhere.,,The surface of the object must be convex everywhere.,,The surface of the object may be concave in some places and convex in other places.,,"The object can have edges, but no corners.",,C,MCQ,A smooth 3-dimensional object can have following surfaces: Convex in some regions. Concave in some regions. Flat in other regions. for example: Torus shape (Doughnut like).,,,,
39,"Consider the following f(t)=0.01t 2 g(t)=4t where 0<t<INFINITY Now, consider the following two statements (i)For some t>0,g(t)>f(t) (ii)There exists a T, such that f(t)>g(t) for all t>T? Which one of the following options is TRUE?",,Only (i) is correct,,Only (ii) is correct,,Both (i) and (ii) are correct,,Neither (i) nor (ii) is correct,,C,MCQ,"For (i) : f(1) = 0.01   and   g(1) = 4 So, there exists a t = 1, such that (i) is true. (ii) matches the definition of small oh notation Here, g(t) = o(f(t)) is true. So, f(t) > g(t)  is always true for all t > T Hence, (ii) is also correct. Option D is the correct answer.",,,,
40,"The country of Zombieland is in distress since more than 75% of its working population is suffering from serious health issues. Studies conducted by competent health experts concluded that a complete lack of physical exercise among its working population was one of the leading causes of their health issues. As one of the measures to address the problem, the Government of Zombieland has decided to provide monetary incentives to those who ride bicycles to work. Based only on the information provided above, which one of the following statements can be logically inferred with certainty ?",,All the working population of Zombieland will henceforth ride bicycles to work.,,Riding bicycles will ensure that all of the working population of Zombieland is free of health issues.,,The health experts suggested to the Government of Zombieland to declare riding bicycles as mandatory.,,The Government of Zombieland believes that riding bicycles is a form of physical exercise.,,D,MCQ,"The statement ""All the working population of Zombieland will henceforth ride bicycles to work"" is illogical, because the information provided does not imply that everyone will begin riding bicycles to work. The statement ""Riding bicycles will ensure that all of Zombieland's working population is free of health issues"" cannot be logically inferred because other health issues may be affecting the population. The statement ""The health experts suggested to the Government of Zombieland to declare riding bicycles as mandatory"" cannot be logically inferred because no information on what the health experts recommended to the government is provided. Bicycling is considered a form of physical exercise by the Zombieland government. It can be logically inferred with certainty.",,,,
41,"Which of the following sentence sequence create a coherent narrative? (i) Once on the terrace, on her way to her small room in the corner, she notices the man right away. (ii) She begins to pant by the time she has climbed all the stairs. (iii) Mina has bought vegetables and rice at the market, so her bags are heavy. (iv) He was leaning against the parapet, watching the traffic below.",,"(i), (ii), (iv), (iii)",,"(ii), (iii), (i), (iv)",,"(iv), (ii), (i), (iii)",,"(iii), (ii), (i), (iv)",,D,MCQ,"The narrative flows in the logically in this order ,with mina carry heavy bags after shop, then panting as she climbs the stairs and finally ,on the terrace, she notices the man is leaning against he parapet.",,,,
42,"f(x) and g(y) are functions of x and y , respectively, and f ( x ) = g ( y ) for all real values of x and y. Which of the following option is necessarily TRUE for all conditions?",,f(x)=0 and g(y)=0,,f(x)=g(y)=constant,,f(x)=constant and g(y) not constant,,f(x)+g(y)=f(x)-g(y),,B,MCQ,"Let's analyze from the given information: We know that f(x) and g(y) are functions of x and y, respectively, and f(x) = g(y) for all real values of x and y. Since f(x) and g(y) are equal for all real values of x and y, this means that both functions are constant. Now let's consider the options: (A) f(x) = 0 and g(y) = 0: This is not necessarily true because the functions can be any constant value, not necessarily zero. (B) f(x) = g(y) = constant: This is correct. We already established that both functions are constant, so they are equal to some constant value. (C) f(x) ≠ constant and g(y) ≠ constant: This is not true, as both functions are constant.",,Engineering Mathematics,Calculus,
43,"Which one of the options best describes the transformation of the 2-dimensional figure P to Q , and then to R , as shown?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Question_Images/985bea1b3229538d-JZFngM7SemEfTLwqZYKaY2EkzGxJlI.png,Operation 1 : A clockwise rotation by 90º about an axis perpendicular to the plane of the figure Operation 2 : A reflection along a horizontal line,,Operation 1 : A counter clockwise rotation by 90º about an axis perpendicular to the plane of the figure Operation 2 : A reflection along a horizontal line,,Operation 1 : A clockwise rotation by 90º about an axis perpendicular to the plane of the figure. Operation 2 : A reflection along a vertical line,,Operation 1 : A counter clockwise rotation by 180º about an axis perpendicular to the plane of the figure Operation 2 : A reflection along a vertical line,,A,MCQ,"To determine the transformation of the 2-dimensional figure P to Q and then to R, let's analyze the changes in the figure step by step: From P to Q: The figure is rotated clockwise by 90º about an axis perpendicular to the plane of the figure. The triangular portion with the dot moves to the right. Based on the change, option (A) ""Operation 1: A clockwise rotation by 90º about an axis perpendicular to the plane of the figure"" seems correct. From Q to R: The figure is reflected along a horizontal line. The triangular portion with the dot now appears below the line. Based on the change, option (A) ""Operation 2: A reflection along a horizontal line"" seems correct. Therefore, the correct answer is (A)",,,,
44,Consider the following statements regarding the front-end and back-end of compilers. S1:The front end includes phases that are independent of the target hardware. S2:The backend includes phases that are specific to the target hardware. S3:The back end includes phases that are specific to the programming language used in the source code. Identify the CORRECT statement,,Only S1 is TRUE,,Only S1 and S2 is TRUE,,"S1,S2,S3 all are TRUE",,Only S1 and S3 are TRUE.,,B,MCQ,Front end are independent of hardware because front end are specific to the programming language. Back end include phases that are specific to hardware.,,Compiler Design,Phases of Compilation,
45,"Which one of the following sequences when stored in an array at locations A[1], A[2].....A[10] forms a max heap?",,"23,17,10,6,13,14,1,5,7,12",,"23,17,14,7,13,10,1,5,6,12",,"23,17,14,6,13,10,1,5,7,15",,"23,14,17,1,10,13,16,12,7,15",,B,MCQ,"Max Heap: The value of each node is less than or equal to the value of its parent. The maximum value element is placed at the root. a. IMG Max heap property not satisfied. b. IMG2 Every node satisfies the max heap property. c. IM G3 Max heap property, not satisfied d. IMG4 Max heap property not satisfied","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Explanation_Images/f01e84107d147f36-r6YySmZnbP4sARhXsersbfNFQV0ZbA.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Explanation_Images/079c602f414022b1-EpUWnqvTL9E6JU2GttgVvtChos8afm.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Explanation_Images/b113f3bc732ff3b8-d41p8TB3JWnoWlYW0GILK2sC2QatTy.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Explanation_Images/209a5b4298279dc9-QBo5h1sU8pKbvjhKc9ZPrem9fTNsM0.png",Programming and Data Structures,Non-Linear Data Structures,Heaps
46,"Let SLLdel be a function that deletes a node in a singly LinkedList given a pointer to a node and a pointer to a head of the list. Similarly, let DLLdel be another function that deletes a node in a doubly linked List given a pointer to the node and a pointer to the head of the list. Let n denote the number of nodes in each of the linked lists. Which one of the following choices is TRUE about the worst-case time complexity of SLLdel and DLLdel?",,SLLdel is O(1) and DLL is O(n),,Both SLLdel and DLL is O(log(n)),,Both SLL and DLL are O(n),,SLL is O(n) and DLL is O(1),,D,MCQ,"Given two functions SLLdel for singly linked list and DLLdel for doubly linked list. Two pointers are given (i) Start pointer (head of the list) (ii)P pointer point to the node which has to delete. Since the list is sorted or not is not given. so we assume the list is unsorted. And P pointer points to a node that has to delete. Suppose node 7 has to delete. Hence, in the single link list, we need to traverse. So complexity is O(n). But in doubly linked list no need to traverse so complexity is O(1)",,Programming and Data Structures,Linear Data Structures,Linked lists
47,"Consider the deterministic finite state automata (DFA) as shown below. The DFA runs on the alphabet {0,1} and has a set of states {s,p,q,r} with being a starting state and p being the only final state. Which of the following language correctly describes regular expression?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Question_Images/36f1f436ef1cfb66-wRggJsLBUAVLJRehOSHvZ7T2TO2gI0.png,1(0*11)*,,0(0+1)*,,1(0+11)*,,1(110*)*,,C,MCQ,"Option (A): it is wrong because it will not generate strings like 10 Option (B): it is wrong because it will generate 0 which is rejected in the given DFA. Option (D): it is wrong because it will not generate strings like 10,100. Option (C) is correct. The most generic regular expression will be 1(0+11)*",,Theory of Computation,Formal Languages and Automata,Regular languages and finite automata
48,The Lucas Sequence Ln is defined for recurrence relation L n =L n-1 +L n-2 for n>=3 with L 1 =1 and L 2 =3 Which one of the options is TRUE?,,L n =((1+√5)/2) n +((1-√5)/2) n,,Ln=((1+√5)/2) n -((1-√5)/2) n,,L n =((1+√5)/2) n +((1-√5)/3) n,,Ln=((1+√5)/3) n +((1-√5)/3) n,,A,MCQ,"For such recurrence relation, we can find a general solution by solving its characteristics equation. The recurrence is: L n = L n-1 + L n-2 Assuming L n = r n , giving: r n = r n-1 + r n-2 Now dividing this by r n-2 : r 2 = r+1 Solving the quadratic equation r 2 −r−1=0 gives the roots: r = {(1+√5)/2} * {(1-√5)/2} Now by using a brute force approach to compare the options, we can determine that the first option is correct.",,Algorithms,Basic Techniques,Recurrence relations
49,Which of the following options given below refers to the degree (or arity) of a relation in a relational database?,,A number of attributes in a relation.,,A number of tuples stored in a relation.,,A number of entries in the relation.,,A number of distinct domains in the relational schema.,,A,MCQ,It is a standard definition of arity in Relational Database .,,Databases,Data Models,Relational model (concepts)
50,"We reached the station late, and _______ missed the train",,Near,,Nearly,,Utterly,,Mostly,,B,MCQ,"The most suitable word is nearly, Hence option (b) is correct.",,,,
51,"Let IMG DET2 Let det(A) and det(B) denote the determinants of the matrices A and B, respectively. Which one of the options given below is TRUE?","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Question_Images/5eba61acb9e65521-DWfNooUrlUIjPut5fLKVrU8cdVkPbm.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Question_Images/acc8ca2248618f81-C2X4SyCpd51rW1Es20gev7HPcDICzH.png",det(A) = det(B),,det(B) = −det(A),,det(A) = 0,,det(AB) =  det(A)+ det(B),,B,MCQ,"The elements of both the determinant A and B are the same just two rows are interchanged R1, R3 According to the property of any determinant if two rows (or 2 columns) of a determinant are interchanged the sign of the value of the determinant is changed. Here only one time rows are changed so the determinant should be multiplied by (−1).",,Engineering Mathematics,Linear Algebra,Matrices
52,"Consider the following deﬁnition of a lexical token id for an identiﬁer in a programming language, using extended regular expressions: letter    →    [A-Za-z] digit      →    [0-9] id           →    letter (letter | digit)∗ Which one of the following Non-deterministic Finite-state Automata with ϵ- transitions accepts the set of valid identiﬁers? (A double-circle denotes a ﬁnal state)",,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Option_A_Images/559c9d096e643ef4-tcRnBXP743qdvViu6ML3UX2pxCwWOM.png,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Option_B_Images/9bae49809b90d120-haNI3ql55iP10DPXv8Ss3IWnzwfI5c.png,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Option_C_Images/6f0b78c1588eccb6-TBvBXhztgePakkCayYE6uCwC6VwSrl.png,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2023/Option_D_Images/11611a9868b113cf-zAzQ39WoSHUlCOtgAKCCjPYy0zj0in.png,B,MCQ,"The regular expression is given as letter(letter+digit)*. Option a is wrong as it also accepts empty string. Option b is wrong as it will not accepts the strings like (letter.digit.letter). Option d is wrong as it will not accepts strings like (letter.letter),(letter.digit) etc. Therefore, option C is correct.",,Theory of Computation,Formal Languages and Automata,Regular languages and finite automata
53,"An algorithm has to store several keys generated by an adversary in a hash table. The adversary is malicious and tries to maximize the number of collisions. Let k be the number of keys,m be the number of slots in the hash table, and k>m.Which of the following hashing strategy to counteract the adversary?",,The division method uses the hash function h(k)=modm,,Multiplication method i.e use the hash function h(k)=[m(kA)-kA],,Universal hashing method,,"If k is a prime number, use the division method .Otherwise use the multiplication method.",,C,MCQ,"Universal hashing refers to selecting a hash function at random from a family of hash functions with a certain mathematical property. This guarantees a low number of collisions in expectation, even if the data is chosen by an adversary. It implements uniform hashing.",,Programming and Data Structures,Linear Data Structures,Hashing
54,Which one or more of the following need to be saved on a context switch from one thread (T1) of a process to another thread (T2) of same process ?,,Page Tabel base register,,Stack pointer,,Program Counter,,General purpose register,,D,MCQ,"B, C, and D are the correct answers. Page table base register: This register stores the page table's base address for the currently executing thread. Because all threads in a process share the same page table , this register does not need to be saved. Stack pointer : This register points to the top of the stack for the thread that is currently running. Because each thread has its own stack, the stack pointer must be saved and restored when the context changes to ensure that the new thread uses the correct stack. PC: The address of the next instruction to be executed by the currently executing thread is stored in the program counter register. To restart the new thread, the saved program counter must be loaded into the program counter register. General purpose registers : These registers are used to store temporary data and intermediate results during the execution of a thread.",,Operating System,Core Concepts,Processes and threads
55,Which one or more of the following options guarantees that a computer system will transition from user mode to kernel mode?,,Function call,,malloc call,,Page Fault,,System call,,D,MCQ,"Function call: Function calls can be user-defined, so they do not necessarily guarantee a switch from user mode to kernel mode. Malloc () call: This can be executed in both user and kernel modes, so it does not guarantee a switch between modes. Page fault: When a page fault occurs, the required page must be loaded from secondary to main memory, which happens in privileged mode, ensuring a switch from user mode to kernel mode. System call: System calls are executed exclusively in kernel mode, guaranteeing a switch from user mode to kernel mode. Thus, the correct answers are C and D.",,Operating System,Core Concepts,System calls
56,Which of the following option is/are correct?,,The intersection of two regular languages is REGULAR.,,THE intersection of two context-free languages is CONTEXT-FREE.,,The intersection of two recursive languages is RECURSIVE.,,The intersection of two recursive enumerable languages is recursively language.,,D,MCQ,"The intersection of two recursive enumerable languages is recursively language it is TRUE as it is closed under Recursive enumerable language Hence D is correct. The intersection of two CONTEXT FREE languages is CONTEXT FREE is false. Let's consider L1=a n b n c m | m,n > 0 L2=a n b m c m L1∩L2=a n b n c n it is non-CFL The intersection of two regular languages is regular it is TRUE you can consider any example and you will get regular. The intersection of two recursive languages is recursive it is TRUE you can consider any example and you will get recursive.",,Theory of Computation,Language Properties,Closure properties
57,Which one of the following statements is INCORRECT about the OSPF (Open shortest path ) routing protocol used in the INTERNET?,,OSPF implements the Bellman-Ford algorithm to find the shortest path.,,OSPF uses the Dijkstra algorithm to implement least coach path routing.,,OSPF uses an interdomain routing algorithm.,,OSPF implements hierarchical routing.,,C,MCQ,"OSPF ( Open Shortest Path First ) is an interior gateway protocol (IGP) that is used to route Internet Protocol (IP) packets within a single routing domain, such as a network. It collects link state information from available routers and creates a network topology map.  It uses Dijkstra's algorithm to compute the shortest-path-tree for each route. OSPF is a hierarchical routing protocol with area 0 (Autonomous System) at the top. The question is about incorrect answers. A and C are incorrect.",,Computer Networks,Network Layer,Routing protocols
