Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images,subject,chapter,subtopic
35,"For a string w, we define w R to be the reverse of w. For example, if w = 01101 then w R = 10110. Which of the following languages is/are context-free?",,"{wxw R x R ∣ w,x∈{0,1}*}",,"{ww R xx R ∣ w,x∈{0,1}*}",,"{wxw R ∣ w,x∈{0,1}*}",,"{wxx R w R ∣ w,x∈{0,1}*}",,D,MCQ,"Option A: L={w x w^R x^R | w, x ∈ {0,1}* } This is not CFL as if we push “w” then “x” then we cannot match w^R with “w” as top of stack contains x. Option B: L={w w^R x x^R | w, x ∈ {0,1}* }  This is CFL. We non deterministically guess the middle of the string. So we push “w” then match with w^R and again push x and match with x^R Option C: L={w x x^R w^R | w, x ∈ {0,1}* } This is also CFL. We non deterministically guess the middle of the string. So we push “w” then push x and then match with x^R and again match with w^R Option D: L={w x w^R | w, x ∈ {0,1}* } This is a regular language (hence CFL). In this language every string start and end with same symbol (as x can expand).",,Theory of Computation,Formal Languages and Automata,Context-free languages and push-down automata
36,"Consider the following sets, where n≥2: S1: Set of all n×n matrices with entries from the set {a,b,c} S2: Set of all functions from the set {0,1,2 ... ,n 2 −1} to the set {0,1,2} Which of the following choice(s) is/are correct?",,There does not exist a bijection from S1 to S2,,There exists a surjection from S1 to S2,,There exists a bijection from S1 to S2,,There does not exist an injection from S1 to S2,,C,MCQ,"S1: We know that there are n×n positions in matrix each can be filled with either a or b or c so total we have 3^n×n ways S2: Total number of functions possible from A to B is (Cardinality of B)^Cardinality of A For ex- |B|= 3 and |A|= n^2-1 +1 = n^2. So in this case total functions possible is 3^n×n. As the cardinality of both the sets are same, we can establish a bijection from one set to another. As bijection is possible, surjection is also possible. So the function is Surjective as well as Bijective Correct Option- B, C",,Theory of Computation,Computability,Countability
37,​​​​​​Consider the following two statements about regular languages: S1: Every infinite regular language contains an undecidable language as a subset. S2: Every finite language is regular. Which one of the following choices is correct?,,Only S1 is true,,Only S2 is true,,Both S1 and S2 are true,,Neither S1 nor S2 is true,,C,MCQ,"S1: True. Every infinite set, including infinite regular languages , contains all possible subsets , including subsets that are undecidable. For example consider an infinite regular language L: The subset of L that contains strings satisfying some undecidable property would itself be undecidable. S2: True. Regular languages are a superset of finite languages. Therefore, every finite language is trivially regular. Also we can draw DFA for it.",,Theory of Computation,Computability,Undecidability
38,"Suppose that f : R→R is a continuous function on the interval [−3,3] and a differentiable function in the interval (−3,3) such that for every x in the interval, f′(x)≤2. If f(−3)=7, then f(3) is at most __________ .",,19,,17,,22,,10,,A,MCQ,"The derivative f′(x) ≤ 2 means that the slope of the tangent to the curve f(x) at any point is at most 2. Thus f(x) is increasing at most as fast as a line with slope 2. The maximum value of f(3) can be achieved when f′(x) = 2f'(x) = 2f′(x)=2 for all x in (−3,3). In this case, f(x) increases linearly with slope 2. Over the interval [−3,3], the change in x is: 3−(−3) = 6. If f′(x)=2 the maximum increase in f(x) is: 2⋅6 = 12. Starting from f(−3) = 7, the maximum value of f(3) is: f(3) = 7+12 = 19 If f′(x)≤2, f(x) cannot increase faster than a slope of 2. Hence f(3)≤19.",,Engineering Mathematics,Calculus,
39,"Assume a two-level inclusive cache hierarchy, L1 and L2, where L2 is the larger of the two. Consider the following statements. S1: Read misses in a write through L1 cache do not result in writebacks of dirty lines to the L2 S2: Write allocate policy must be used in conjunction with write through caches and no-write allocate policy is used with writeback caches. Which of the following statements is correct?",,S1 is true and S2 is false,,S1 is false and S2 is true,,S1 is true and S2 is true,,S1 is false and S2 is false,,A,MCQ,"Statement S1: In a write-through L1 cache, there are no dirty lines because writes are immediately propagated to L2. Therefore, read misses cannot result in writebacks of dirty lines , since there are no dirty lines to write back. S1 is true . Statement S2: Write-through caches typically use no-write allocate , as every write is directly propagated to L2 without loading the line into L1. Write-back caches often use write allocate , as the data is cached locally in L1 and updated later in L2 on eviction. S2 is false . Hence Correct Option is A.",,Computer Organization and Architecture,Memory Hierarchy,Cache memory
40,"Consider a computer network using the distance vector routing algorithm in its network layer. The partial topology of the network is shown below. The objective is to find the shortest-cost path from the router R to routers P and Q. Assume that R does not initially know the shortest routes to P and Q. Assume that R has three neighbouring routers denoted as X, Y and Z. During one iteration, R measures its distance to its neighbours X, Y, and Z as 3, 2 and 5, respectively. Router R gets routing vectors from its neighbours that indicate that the distance to router P from routers X, Y and Z are 7, 6 and 5, respectively. The routing vector also indicates that the distance to router Q from routers X, Y and Z are 4, 6 and 8 respectively. Which of the following statement(s) is/are correct with respect to the new routing table o R, after updation during this iteration?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/8f0c2c6e95ad9744-sqigIEHPyDSdZA9R9B5scLOdkJZ7BA.png,The distance from R to P will be stored as 10,,The distance from R to Q will be stored as 7,,The next hop router for a packet from R to P is Y,,The next hop router for a packet from R to Q is Z,,C,MCQ,"Given R gets the distance vector (3,2,5)  After the one iteration distance vector from X to P, Y to P, and Z to P is (7, 6, 5) respectively. The distance vector from R to P via X Y Z is (3+7, 2+6, 5+5) =(10, 8, 10) So Take minimum distance from R to P which is 8 via Y After the iteration distance vector from X to Q, Y to Q, Z to Q is ( 4, 6, 8) respectively. The distance vector from R to Q via X Y Z is (3+4, 2+6, 5+8) = (7, 8 13) So Take minimum distance from R to Q which is 7 via X.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/759d3ed0203279de-3WXAtdShNgX0ChhENFMpOsZT6He6nY.png,Computer Networks,Network Layer,Routing protocols
41,"Consider the three-way handshake mechanism followed during TCP connection establishment between hosts P and Q. Let X and Y be two random 32-bit starting sequence numbers chosen by P and Q respectively. Suppose P sends a TCP connection request message to Q with a TCP segment having SYN bit =1, SEQ number =X, and ACK bit =0. Suppose Q accepts the connection request. Which one of the following choices represents the information present in the TCP segment header that is sent by Q to P?",,"SYN bit =1, SEQ number =X+1, ACK bit =0, ACK number =Y, FIN bit =0",,"SYN bit =0, SEQ number =X+1, ACK bit =0, ACK number =Y, FIN bit =1",,"SYN bit =1, SEQ number =Y, ACK bit =1, ACK number =X+1, FIN bit =0",,"SYN bit =1, SEQ number =Y, ACK bit =1, ACK number =X, FIN bit =0",,C,MCQ,"P sent the request to Q with SYN=1, SEQ number =X, and ACK bit =0 then Q must need to acknowledge So ACK bit=1, ACK number= X+1. SYN bit=1 FIN bit=0 because FIN flag is used to terminate the connection and will not be used here. So out of all (C) option will be the answer.",,Computer Networks,Transport Layer,TCP/UDP
42,"Let G be a connected undirected weighted graph. Consider the following two statements. S1: There exists a minimum weight edge in G which is present in every minimum spanning tree of G. S2: If every edge in G has distinct weight, then G has a unique minimum spanning tree. Which one of the following options is correct?",,Both S1 and S2 are true,,S1 is true and S2 is false,,S1 is false and S2 is true,,Both S1 and S2 are false,,C,MCQ,S1: False because when we change the number of edges in minimum spanning tree. That minimum edge would be swapped by some other edge. Also there may be a case if all the edges have similar weight than you can choose any edge. S2: True because if edge weights are unique only one unique MST is possible.,,Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
43,Listening to music during exercise improves performance and reduces discomfort. Scientists researched whether listening to music while studying can help students learn better and the results were inconclusive. Students who needed external stimulation for studying fared worse while students who did not need any external stimulation benefited from music. Which one of the following statements is the CORRECT inference of the above passage?,,Listening to music has no effect on learning and a positive effect on physical exercise,,Listening to music has a clear positive effect both in physical exercise and on learning,,Listening to music has a clear positive effect on physical exercise. Music has a positive effect on learning only in some students,,Listening to music has a clear positive effect on learning in all students. Music has a positive effect only in some students who exercise,,C,MCQ,"From the first statement “Listening to music during exercise improves exercise performance and reduces discomfort. “ It is clear that listening to music has a positive effect on physical exercise. From the statement “Scientists researched whether listening to music while studying can help students learn better and the results were inconclusive. “ it is clear that music's effect on studying depends on the student (some benefit, some do not), making the results inconclusive. Only on some students music has a positive effect. Which Passage 3 totally aligning with the message.",,,,
44,Pen : Write :: Knife : _______ Which one of the following options maintains a similar logical relation in the above?,,Vegetables,,Sharp,,Cut,,Blunt,,C,MCQ,"A pen is used to write. Similarly, a knife is used to cut. Correct Option (C)",,,,
45,Gauri said that she can play the keyboard __________ her sister.,,as well as,,as better as,,as nicest as,,as worse as,,A,MCQ,"‘worse’, ‘better’ are comparative words which need the word ‘than’ for comparison. Out of the remaining two options ""nicest"" is superlative degree which expresses the highest form of an adjective so it is not suitable here. But ‘as well as’ expresses equality in doing some action or skill so it fits perfectly & is the correct answer. Correct Option (A).",,,,
46,"If θ is the angle, in degrees, between the longest diagonal of the cube and any one of the edges of the cube, then, cosθ =",,1/2,,1/√3,,1/√2,,√3/2,,B,MCQ,"We may assume the length of a side of the cube is 1. Then the diagonal is given by the vector v = <1, 1, 1>. The 3 sides are given by the vectors i = <1, 0, 0>, j = <0, 1, 0> and k = <0, 0, 1>. Each gives the same angle. Alternative Way : cosθ = Base / Hypotenuse = a3√a=13√ Length of diagonal of a side = √(a 2 + a 2 ) = √(2a) Length of the longest diagonal = √( a 2 +(√(2a)) 2 ) = √(3)a = Hypotenuse Therefore, cosθ = Base / Hypotenuse = a/(√(3)a) = 1/√3","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/613adc4f641bfd3b-kAC88UtCfysXjx1zxm0m7QN6oFd8V9.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/c4a28d0ae6c23960-xe8c6BnQS8WKKoIZjq2yWV9dzT3Qg0.png",Engineering Mathematics,Calculus,Limits
47,A transparent square sheet shown above is folded along the dotted line. The folded sheet will look like ___________.,"https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/22516bd29f381472-0QI95RVNjcsFOo3akxEF5dXmFcMbRy.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/f64d46e8cc987673-YNc09LKm0HeqgIAE7Td6KFZMt5RMk7.png",A,,B,,C,,D,,B,MCQ,"When the sheet is folded, the vertical lines of the sheet will be above than the horizontal lines.  So option (B) is true.",,,,
48,then the value of x is:,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/94554ec80906b84b-agCc2y1Zbk6uX77QY2zAWypmyeCq5L.png,2,,4,,6,,8,,B,MCQ,Apply formula a 2 - b 2 = (a+b)*(a-b) You will get x = 4.,,,,
49,"A jigsaw puzzle has 2 pieces. One of the pieces is shown above. Which one of the given options for the missing piece when assembled will form a rectangle? The piece can be moved, rotated or flipped to assemble with the above piece.","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/6750e7fc0c6cf5bf-h2kmpYu4r4EQR1puFqQnsDDFqqr5yy.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/c2e5d03112c8959f-acdZvVhZ7mQgUAqjV2oXFYDKMcrqts.png",A,,B,,C,,D,,A,MCQ,"When we join the missing piece, A rectangle should be formed. If we carefully notice the L shape part of the shape, we can easily eliminate option B and option D. Now if we notice option A and option C, option A is perfectly matching to complete the shape.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/9934dca623fd9d07-pbnLFvc5kAloS2ONYC84uXmPNeY9GU.webp,,,
50,"The number of units of a product sold in three different years and the respective net profits are presented in the figure above. The cost/unit in Year 3 was Re. 1, which was half the cost/unit in Year 2. The cost/unit in Year 3 was one-third of the cost/unit in Year 1. Taxes were paid on the selling price at 10%, 13%, and 15% respectively for the three years. Net profit is calculated as the difference between the selling price and the sum of cost and taxes paid in that year.  The ratio of the selling price in Year 2 to the selling price in Year 3 is _________.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/713cf91e399a1b1f-hvjmQVUbPw6s4Mr9PiYAhAfnYQyl42.png,4:3,,1:1,,3:4,,1:2,,A,MCQ,From the above graph we obtained following information- Year Cost/Unit Cost Price No. Of Units 1 3 300 100 2 2 400 200 3 1 300 300 Let selling price of year 2 = SP2 and Selling price of year3 = SP3 Given that- Taxes for year 2 = 13% of SP2 = 0.13SP2 Taxes for year 3 = 15% of SP3 = 0.15SP3 Cost per unit of year 3 = 1 (Cost per unit of year 2)/2 = 1 So now Cost / unit of year 2 = 2×1 = 2 Net profit formula now = Selling Price - (Cost Price + (Tax% × selling price ) For year 2 => 296 = SP2- (200×2 + 0.13×SP2) => SP2 = 696×100/87 SP2 = 800 For year 3 => 210 = SP3 - (300×1+0.15×SP3) => SP3 = 510×100/85 SP3 = 600 Required Ratio 800/600= 4/3 (Correct Option A),,,,
51,"Six students P, Q, R, S, T and U, with distinct heights, compare their heights and make the following observations. Observation I: S is taller than R. Observation II: Q is the shortest of all. Observation III: U is taller than only one student. Observation IV: T is taller than S but is not the tallest. The number of students that are taller than R is the same as the number of students shorter than ____________.",,T,,R,,S,,P,,C,MCQ,"From the given observations, the relative order of heights can be deduced as follows: Q is the shortest (Q=1st). U>Q and U is taller than only one student (U=2nd). R must come next (R=3rd), as S>R and S is not shorter than U. S>R (S=4th). T>S, but T is not the tallest (T=5th). P must be the tallest (P=6th). Thus, the order of heights is: Q<U<R<S<T<P So, Students taller than R: S, T, P (3 students). Students shorter than S : Q, U, R (3 students). Therefore, the number of students taller than R is the same as the number of students shorter than S .",,,,
52,"Consider a computer system with DMA support. The DMA module is transferring one 8-bit character in one CPU cycle from a device to memory through cycle stealing at regular intervals. Consider a 2 MHz processor. If 0.5% processor cycles are used for DMA, the data transfer rate of the device is __________ bits per second.",,80000,,10000,,8000,,1000,,A,MCQ,"Processor frequency : 2MHz meaning the processor executes 2×10 6 cycles per second. DMA steals : 0.5% of the processor cycles are used for DMA. Data transferred per DMA cycle : 1 character (8 bits) is transferred in one cycle. The total processor cycles used for DMA per second is: DMA cycles per second=0.5% × (processor cycles per second) Substitute the given values: DMA cycles per second = 0.005 × 2×106 = 10,000 cycles per second Each DMA cycle transfers 8 bits. Therefore the total data transfer rate is: Data transfer rate = DMA cycles per second × 8bits. Substitute: Data transfer rate=10,000×8 = 80,000bits per second",,Computer Organization and Architecture,I/O,Interrupts and DMA
53,"Consider a set-associative cache of size 2KB (1KB=2 10 bytes) with cache block size of 64 bytes. Assume that the cache is byte-addressable and a 32 -bit address is used for accessing the cache. If the width of the tag field is 22 bits, the associativity of the cache is _________ .",,2,,4,,1,,8,,A,MCQ,Number of lines in Cache Cache size / Block Size So number of lines 2^11/2^6 2^5 No of sets  = Number of lines/ Number of lines in one set Total bits = Tag bits + Set bits + Offset bits Set bits = 32-22-6 = 4 2 4 = 2 5 / Number of lines in one set On solving we get associativity = 2.,,Computer Organization and Architecture,Memory Hierarchy,Cache memory
54,"Consider a pipelined processor with 5 stages, Instruction Fetch(IF), Instruction Decode(ID), Execute (EX), Memory Access (MEM), and Write Back (WB). Each stage of the pipeline, except the EX stage, takes one cycle. Assume that the ID stage merely decodes the instruction and the register read is performed in the EX stage. The EX stage takes one cycle for ADD instruction and the register read is performed in the EX stage, The EX stage takes one cycle for ADD instruction and two cycles for MUL instruction. Ignore pipeline register latencies.  Consider the following sequence of 8 instructions: ADD, MUL, ADD, MUL, ADD, MUL, ADD, MUL Assume that every MUL instruction is data-dependent on the ADD instruction just before it and every ADD instruction (except the first ADD) is data-dependent on the MUL instruction just before it. The speedup defined as follows. Speedup = (Execution time without operand forwarding) / (Execution time with operand forwarding) The Speedup achieved in executing the given instruction sequence on the pipelined processor (rounded to 2 decimal places) is _____________ .",,1.875,,1.5625,,2,,1.667,,A,MCQ,The timing diagrams for the without operand forwarding and with operand forwarding are given below: Without operand forwarding : Time taken without Operand Forwarding = 30 With Operand Forwarding : Time taken with Operand Forwarding = 16 Therefore Speedup = 30 /16 = 1.875,"https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/40f5a10ed32222bc-LHlKjlY5lV2XxHaI3fKTZUwlWCpO65.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/8e9939cb6264641e-xHVPWjlFrctI7AMYXeOocCCAx6vOtQ.png",Computer Organization and Architecture,Pipelining,Hazards
55,"If the numerical value of a 2-byte unsigned integer on a little endian computer is 255 more than that on a big endian computer, which of the following choices represent(s) the unsigned integer on a little endian computer?",,0x6665,,0x0001,,0x4243,,0x0100,,D,MCQ,After Analyzing Each Option: Option 1: Little-endian Representation : Memory: 65 66 (LSB first). Numerical Value: N l ​= 0x6665 =26149 Big-endian Representation : Memory: 66 65 (MSB first). Numerical Value: N b ​ = 0x6566 = 25920 Difference : N l ​−N b ​ = 26149−25920 = 255 (So it is valid) Option 2: 0x0001 Little-endian representation : 01 0001 Value = 1. Big-endian representation : 00 0100 Value = 256. Difference : 1−256=−255. (Invalid ) Option 3: 0x4243 Little-endian representation : 43 4243 Value = 16963 Big-endian representation : 42 4342 Value = 17218 Difference : 16963−17218=−255. (Invalid ) Option 4: 0x0100 Little-endian representation : 00 0100 Value = 256. Big-endian representation : 01 0001 Value = 1. Difference : 256−1=255. (So it is Valid ) For more such reference and details refer to Big Endian & Little Endian,,Computer Organization and Architecture,Instruction Set Architecture,Addressing modes
56,Which of the following statement(s) is/are correct in the context of CPU scheduling?,,Turnaround time includes waiting time,,The goal is to only maximize CPU utilization and minimize throughput,,Round-robin policy can be used even when the CPU time required by each of the processes is not known apriori,,Implementing preemptive scheduling needs hardware support,,D,MCQ,"Turaround time is a combination of waiting time and burst time. The goal of CPU scheduling to maximize CPU utilization & throughput and to minimize turnaround time, waiting time, and response time. In Round-Robin there is no such requirement of knowing burst time in prior. It is sufficient condition for SJF( Shortest job First ) Implementing preemptive scheduling also require hardware support because of it we can swap the process between states. Option (A), (C), (D) are correct.",,Operating System,Scheduling,CPU scheduling algorithms
57,Consider a three-level page table to translate a 39-bit virtual address to a physical address as shown below: The page size is 4 KB = (1KB = 2 10 bytes) and page table entry size at every level is 8 bytes. A process P is currently using 2 GB (1 GB = 2 30 bytes) virtual memory which OS mapped to 2 GB of physical memory. The minimum amount of memory required for the page table of P across all levels is _________ KB,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Question_Images/22ac1426ce23cff2-8CTcu8ys1FCkvvmDaeqRk6bNWa7S5H.png,4108,,1027,,3081,,4698,,A,MCQ,"Given that Process P is using 2GB of physical memory and page size is 2^12 Bytes Number of pages = 2^31 / 2^12 = 2^19  Each page need a entry in 3rd level and there are 2^9 entries per page table in 3rd level. So we need 2^19/2^9 = 2^10 page tables in 3rd level. This implies there are 2^10 entries in 2nd level and there are 2^9 entries per page table in 2nd level. So we need 2^10/2^9 = 2 page tables in 2nd level.  Now we have 2 entries in 1st level and hence, we need only 1 page table in 1st level. So on total we need, 2^10 +2 +1 = 1027 page tables each with 2^9 entries of size 8 bytes. Total size of page tables = 1027*2^9*8 Bytes  = 1027*2^12 Bytes = 1027*4 KB = 4108 KB",,Operating System,Memory Management,Virtual memory
58,"Consider the following multi-threaded code segment (in a mix of C and pseudo-code), invoked by two processes P1 and P2, and each of the processes spawns two threads T1 and T2: int x = 0;  // global Lock L1;    // global main () { create a thread to execute foo( ); // Thread T1 create a thread to execute foo( ); // Thread T2 wait for the two threads to finish execution; print(x);} foo() { int y = 0; Acquire L1; x = x + 1; y = y + 1; Release L1; print (y);} Which of the following statement(s) is/are correct?",,Both P1 and P2 will print the value of x as 2.,,At least of P1 and P2 will print the value of x as 4.,,At least one of the threads will print the value of y as 2.,,"Both T1 and T2, in both the processes, will print the value of y as 1.",,D,MCQ,"Lets evaluate the options: Option 1: correct When P1 finishes, x=2 (only T1 and T2 of P1 have executed). Similarly, P2 starts with x=2, and after its threads execute x=4. At the point where P1 prints, x=2, satisfying this condition. Option 2: Incorrect x becomes 4 only after both processes finish execution. Neither P1 nor P2 prints x=4 individually. Option 3: Incorrect y is initialized to 0 in each thread and incremented only once to y=1. No thread prints y=2. Option 4: Correct Each thread increments its local y from 0 to 1 and prints y=1.",,Operating System,Concurrency,Critical section problem
59,"Consider a computer system with multiple shared resource types, with one instance per resource type. Each instance can be owned by only one process at a time. Owning and freeing of resources are done by holding a global lock (L). The following scheme is used to own a resource instance: function OWNRESOURCE(Resource R) Acquire lock L // a global lock if R is available then Acquire R Release lock L else if R is owned by another process P then Terminate P, after releasing all resources owned by P Acquire R Restart P Release lock L end if end if end function Which of the following choice(s) about the above scheme is/are correct?",,The scheme ensures that deadlocks will not occur,,The scheme may lead to live-lock,,The scheme may lead to starvation,,The scheme violates the mutual exclusion property,,C,MCQ,"(A) The scheme ensures deadlock free operation, as there is no hold-and-wait condition possible. So it correct (B) The scheme may lead to priority inversion problems, and hence live-lock is possible. So it correct (C) The scheme may lead to starvation. For example , the priority process can get scheduled repeatedly and keeps on killing the lower priority processes. Hence, a low priority process may starve. So it correct (D) Mutual exclusion is satisfied as only one process can acquire and release locks at a time.",,Operating System,Concurrency,Deadlock
60,"Consider the following program: C++ #include <iostream> #include <cstdlib> struct Node { int value ; Node * next ; }; int main () { Node * boxE , * head , * boxN ; int index = 0 ; boxE = head = new Node (); head -> value = index ; for ( index = 1 ; index <= 3 ; index ++ ) { boxN = new Node (); boxE -> next = boxN ; boxN -> value = index ; boxE = boxN ; } boxE -> next = nullptr ; // End of the list head = head ; // Reset head for ( index = 0 ; index <= 3 ; index ++ ) { std :: cout << ""Value at index "" << index << "" is "" << head -> value << std :: endl ; head = head -> next ; if ( head != nullptr ) { std :: cout << ""Value at index "" << index + 1 << "" is "" << head -> value << std :: endl ; } } return 0 ; } C #include < stdio.h > #include < stdlib.h > struct Node { int value ; struct Node * next ; }; int main () { struct Node * boxE , * head , * boxN ; int index = 0 ; boxE = head = ( struct Node * ) malloc ( sizeof ( struct Node )); head → value = index ; for ( index = 1 ; index <= 3 ; index ++ ) { boxN = ( struct Node * ) malloc ( sizeof ( struct Node )); boxE → next = boxN ; boxN → value = index ; boxE = boxN ; } for ( index = 0 ; index <= 3 ; index ++ ) { printf ( “ Value at index % d is % d \\ n ” , index , head → value ); head = head → next ; printf ( “ Value at index % d is % d \\ n ” , index + 1 , head → value ); } } Java class Node { int value ; Node next ; } public class Main { public static void main ( String [] args ) { Node boxE , head , boxN ; int index = 0 ; boxE = head = new Node (); head . value = index ; for ( index = 1 ; index <= 3 ; index ++ ) { boxN = new Node (); boxE . next = boxN ; boxN . value = index ; boxE = boxN ; } boxE . next = null ; // End of the list head = head ; // Reset head for ( index = 0 ; index <= 3 ; index ++ ) { System . out . println ( ""Value at index "" + index + "" is "" + head . value ); head = head . next ; if ( head != null ) { System . out . println ( ""Value at index "" + ( index + 1 ) + "" is "" + head . value ); } } } } Python class Node : def __init__ ( self , value = 0 ): self . value = value self . next = None head = boxE = Node ( 0 ) for index in range ( 1 , 4 ): boxN = Node ( index ) boxE . next = boxN boxE = boxN boxE . next = None # End of the list boxE = head # Reset head for index in range ( 4 ): print ( f ""Value at index { index } is { boxE . value } "" ) boxE = boxE . next if boxE : print ( f ""Value at index { index + 1 } is { boxE . value } "" ) JavaScript class Node { constructor ( value ) { this . value = value ; this . next = null ; } } let boxE , head , boxN ; let index = 0 ; boxE = head = new Node ( index ); for ( index = 1 ; index <= 3 ; index ++ ) { boxN = new Node ( index ); boxE . next = boxN ; boxE = boxN ; } boxE . next = null ; // End of the list head = head ; // Reset head for ( index = 0 ; index <= 3 ; index ++ ) { console . log ( `Value at index ${ index } is ${ head . value } ` ); head = head . next ; if ( head ) { console . log ( `Value at index ${ index + 1 } is ${ head . value } ` ); } } Which one of the following statements below is correct about the program?",,"Upon execution, the program creates a linked-list of five nodes",,"Upon execution, the program goes into an infinite loop",,It has a missing return which will be reported as an error by the compiler,,It dereferences an uninitialized pointer that was not defined during list creation that may result in a run-time error,,D,MCQ,"Statement 1 is false because the program creates four nodes in total. Statement 2 is false because the for loop in the traversal iterates only four times (index = 0 to 3). Statement 3 is also false because the main function does not have a return statement, but in modern C compilers this is not an error, the program defaults to returning 0. Statement 4 is true because after the traversal reaches the last node, head→next points to an uninitialized value (since it was not explicitly set to NULL during list creation). Correct Option (D)",,Programming and Data Structures,Programming in C,Pointers and memory allocation
61,Consider a complete binary tree with 7 nodes. Let A denote the set of first 3 elements obtained by performing Breadth-First Search (BFS) starting from the root. Let B denote the set of first 3 elements obtained by performing Depth-First Search (DFS) starting from the root.  The value of ∣A−B∣ is _____________ .,,1,,2,,3,,4,,A,MCQ,"In case of BFS if we draw complete binary tree then in Set A we have level1+level2. In DFS we have level1+ level 2 + level 3. Level 1 = 1 element, level 2 = 2 elements, level 3= 4 elements. Total of 7 elements. Set A have: Level 1 = 1st element, Level 2 = 2nd & 3rd element. Set B have: Level 1 = 1 element, level 2 = 2nd element, level 3= 3rd element. L1 x 1 element from L2 (A ∩ B) Element in A not in B. So A-B= remaining element of level 2. |A - B = 1|","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/e316e4c890fe300d-Kn4xFlXD404beImI4Cv4uCdwmpGO0T.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/f15ba46a7b411ecf-V6hsDaLLWdKi4fXydIZqWu3a92yqib.png",Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
62,What is the worst-case number of arithmetic operations performed by recursive binary search on a sorted array of size n?,,Θ(√n),,Θ(log 2 (n)),,Θ(n 2 ),,Θ(n),,B,MCQ,Arithmetic operations performed by binary search on sorted data items means computation of mid element required arithmetic operation. So it will be computed log(n) time and Hence option (C) will be correct.,,Algorithms,Complexity Analysis,Algorithm analysis
63,"Consider the following augmented grammar with {#,@,<,>,a,b,c} as the set of terminals. S′ → S S → S#cS S → SS S → S@ S → <S> S → a S → b S → c Let I0=CLOSURE({S′→∙S}). The number of items in the set GOTO(GOTO(I0 <), <) is ___________ .",,8,,7,,5,,9,,A,MCQ,"The number of items in the set GOTO(GOTO(I0 <), <) is 8. Hence total item that are present is 8.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2021/Explanation_Images/13c70ec307a18374-4yiWiBdTIMe5Pu06tgoxPdSyHZKWUo.png,Compiler Design,Phases of Compilation,Syntax analysis
64,"In the context of compilers, which of the following is/are NOT an intermediate representation of the source program?",,Three address code,,Abstract Syntax Tree (AST),,Control Flow Graph (CFG),,Symbol table,,D,MCQ,"TAC is a low-level, human-readable representation where each instruction involves at most three operands. So it is an intermediate representation. An AST is a tree representation of the hierarchical syntactic structure of the source code and serves as an intermediate representation for further transformations. A CFG represents the flow of control in a program, with nodes representing basic blocks (sequences of instructions) and edges representing control flow. A symbol table is a data structure that stores information about identifiers (variables, functions, etc.) such as types, scopes, and memory locations but it is not an intermediate representation of the source program itself.",,Compiler Design,Intermediate Code,Intermediate representations
