Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images,subject,chapter,subtopic
32,Which one of the following statements is FALSE?,,The TLB performs an associative search in parallel on all its valid entries using the page number of the incoming virtual addresses.,,"If the virtual address of a word given by the CPU has a TLB hit, but the subsequent search for the word results in a cache miss, then the word will always be present in the main memory",,The memory access time using a given inverted page table is always the same for all incoming virtual addresses.,,"In a system that uses hashed page tables, if two distinct virtual addresses V1 and V2 map to the same value while hashing, then the memory access time of these addresses will not be the same.",,C,MCQ,"TLB Lookups A sequential search of the TLB table Direct mapping: assigns each virtual. page to a specific slot in the TLB ** eg, use upper bits of VPN to index TLB Set associativity: use N TLB banks to perform lookups in parallel Fully associative cache: allows looking up all TLB entries in parallel Typically TLBS are small and fully associative Hardware caches that use direct-mapped or set-associative cache",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Explanation_Images/849c5b1a7a7136a4-gIYMeVlbQxPgW5NqwFhDqmao5k3GDI.jpg,Theory of Computation,Computability,Turing machines
33,Which of the following statements is/are TRUE with respect to deadlocks,,The circular wait is a necessary condition for the formation of deadlock,,"In a system where each resource has more than one instance, a cycle in its wait-for graph indicates the presence of a deadlock.",,"If the current allocation of resources to processes leads the system to an unsafe state, then deadlock will necessarily occur.",,"In the resource-allocation graph of a system, if every edge is an assignment edge, then the system is not in a deadlock state.",,D,MCQ,"A. Circular wait is one of the necessary condition for the formation of deadlock hence it is true. B. If the resource has more than one instance then cycle is just a necessary condition but not the sufficient condition, hence it is false. C. Unsafe state will not always leads to deadlock, because it depends on behaviour of the processes, hence it is false. D. If every edge is only allocation, it means there is no requirement of the resources, so deadlock not possible, hence it is true.",,Operating System,Concurrency,Deadlock
34,Which of the following statements is/are TRUE for a group G ?,,"If for all x, y ∈ G, (xy) 2 = x 2 y 2 then G is commutative.",,"If for all x ∈ G,  x 2 = 1, then G is commutative. Here, 1 is the identity element of G.",,"If the order of G is 2, then G is commutative",,"If G is commutative, then a subgroup of G need not be commutative",,C,MCQ,"A. Given that, (xy) 2 = x 2 y 2 xyxy =xxyy yx = xy (∵ By applying cancelation laws in group) ∴ ∀x, y ∈ G, yx =xy ∴ G is commutative. B. ∀x  ∈ G, x 2 = 1 ⇒ x = x -1 (∵ x 2 = 1, xx =1, x -1 xx =x -1 , ex =x -1 , x=x -1 ) In a group if every element has its own inverse then group is commutative. C. Every group of prime order is commutative so of O(G) =2, the Group is 'G' is commutative. D. If G is commutative then a subgroup of 'G' is also commutative. Let H is a subgroup of group commutative group 'G' ∀a, b ∈  H, we have a, b, ∈ G and ab = ba(∵ 'G' is commutative) ∴ H is commutative.",,Engineering Mathematics,Discrete Mathematics,Algebraic Structures
35,"Suppose a binary search tree with 1000 distinct elements is also a complete binary tree. The tree is stored using the array representation of binary heap trees. Assuming that the array indices start with 0, the 3rd largest element of the tree is stored at index_____________.",,609,,509,,498,,598,,B,MCQ,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Explanation_Images/fe32dcabdbebdac1-XX88QJKVmrxPHT0ETAlufpGjcz0Bbn.jpg,Programming and Data Structures,Non-Linear Data Structures,Trees
36,"Consider the augmented grammar with { + , *, (, ), id } as the set of terminals. S ` [Tex]\to[/Tex] S S [Tex]\to[/Tex] S + R | R R [Tex]\to[/Tex] R* P| P P [Tex]\to[/Tex] (S) | id If I 0 is the set of two LR(0) items {[S` ⇢ S.], [S ⇢ S. +R]}, then goto(closure(I 0 ), +) contains exactly __________ items.",,3,,4,,5,,6,,C,MCQ,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Explanation_Images/06b07a4fd367d062-baXZq6i4tRXk9FUfKdPXCU2y4c7C4B.jpg,Compiler Design,Phases of Compilation,Syntax analysis
37,"Consider a simple undirected graph of 10 vertices. If the graph is disconnected, then the maximum number of edges it can have is ____________.",,24,,48,,36,,64,,C,MCQ,"To make a disconnected graph with maximum edges, we can make a fully connected graph with (n-1) edges and isolate 1 vertex. Now, no. of edges in fully connected graph with (n-1) edges will be: (n-1)C2. Therefore, the maximum possible number of edges is: 9C2=9*8/2=36.",,Engineering Mathematics,Discrete Mathematics,Graph Theory
38,"Consider a relation R(A, B, C, D, E,) with the following three functional dependencies. AB->C; BC->D; C->E The number of super keys in the relation R is______",,8,,10,,6,,5,,A,MCQ,"Candidate key in the relation = AB In the given FD set attribute A and B are independent. Therefore, every key must contain A and B. AB_ _ _ All the blanks has 2 possibilities. So, the total number of superkeys = 8",,Databases,Database Design,Functional dependencies
39,The number of arrangements of six identical balls in three identical bins is______.,,36,,21,,12,,7,,D,MCQ,"Total ways we can distribute the balls : 1) 0,0,6 2) 0,1,5 3) 0,2,4 4) 0,3,3 5) 1,1,4 6)1,2,3 7) 2,2,2 So, 7 is the correct answer.",,Engineering Mathematics,Discrete Mathematics,Combinatorics
40,"A cache memory that has a hit rate of 0.8 has an access latency 10 ns and miss penalty 100 ns. Optimization is done on the cache to reduce the miss rate. However, the optimization results in an increase of cache access latency to 15 ns, whereas the miss penalty is not affected. The minimum hit rate (rounded off to two decimal places) needed after the optimization such that it should not increase the average memory access time is _____________.",,0.55,,0.67,,0.98,,0.85,,D,MCQ,AMAT Before = 0.8(10) + 0.2(100) = 8+20 = 28. Let x be cache hit rate after optimization. AMAT After = x(15)+(1-x)100 = 15x + 100 -100x = 100-85x AMAT Before >= AMAT After = 100-85x <= 28 = 72 = 85x = x = 72/85 = 0.85,,Computer Organization and Architecture,Memory Hierarchy,Cache memory
41,The value of the following limit is _____________.,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Question_Images/d21d6e06a2e6ada0-LiOzhsJzqFuAazhLtEWP2Huop6CfNJ.png,-0.3,,-0.5,,0.4,,0.3,,B,MCQ,"We aim to evaluate the limit: [Tex]\lim_{x \to 0^+} \frac{\sqrt{x}}{1 - e^{2\sqrt{x}}}[/Tex] This limit is in the indeterminate form 00\frac{0}{0}00​, so we apply L'Hospital's Rule , which allows us to differentiate the numerator and denominator separately. Step-by-Step Explanation 1. Differentiate the numerator ( [Tex]\sqrt{x}[/Tex] ​): The derivative of [Tex]\sqrt{x}[/Tex] is: 2. Differentiate the denominator ( [Tex]1−e^{2\sqrt{x}}[/Tex] ​): The derivative of 1 is 0, and the derivative of [Tex]−e^{2\sqrt{x}}[/Tex] is: [Tex]\frac{d}{dx}(-e^{2\sqrt{x}}) = -e^{2\sqrt{x}}.\frac{d}{dx}(2\sqrt{x}) = -e^{2\sqrt{x}}.\frac{1}{\sqrt{x}}   [/Tex] Thus, the derivative of the denominator is: [Tex]-e^{2\sqrt{x}}.\frac{1}{\sqrt{x}}[/Tex] 3. Apply L'Hospital's Rule: Using the derivatives, the limit becomes: [Tex]\lim_{x \to 0^+} \frac{\frac{1}{2\sqrt{x}}}{-e^{2\sqrt{x}}.\frac{1}{\sqrt{x}}}[/Tex] -e^{2\sqrt{x}}.\frac{1}{\sqrt{x}} [Tex]\lim_{x \to 0^+} \frac{1}{-2e^{2\sqrt{x}}}[/Tex] ​ 4. Evaluate the limit : = - [Tex]\frac{1}{2}[/Tex] = -0.5",,Engineering Mathematics,Calculus,Limits
42,Consider the resolution of the domain name www.gate.org.in by a DNS resolver. Assume that no resource records are cached anywhere across the DNS servers and that an iterative query mechanism is used in the resolution. The number of DNS query-response pairs involved in completely resolving the domain name is_____________.,,4,,3,,7,,5,,A,MCQ,"The DNS resolver goes to these four servers in an iterative query: root server, TLD DNS server, forwards to a secondary level domain, and an authoritative server. As a result, there will be four request and response pairs here.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Explanation_Images/add8a08deaa633bb-E11fejAuQI4It7p6LuUJV6YhcXTu30.webp,Computer Networks,Application Layer,DNS
43,Which one of the following is the closed form for the generating function of the sequence {a n } n≥0 defined below?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Question_Images/f80cde3acb9ab629-mBuqU6FPOzmnqQwzSGAwVbKUr9YZQX.JPG,[Tex]\frac{x(1+x^{2})}{(1-x^{2})^{2}} + \frac{1}{1-x}[/Tex],,[Tex]\frac{x(3-x^{2})}{(1-x^{2})^{2}} + \frac{1}{1-x}[/Tex],,[Tex]\frac{2x}{(1-x^{2})^{2}} + \frac{1}{1-x}[/Tex],,[Tex]\frac{x}{(1-x^{2})^{2}} + \frac{1}{1-x}[/Tex],,A,MCQ,Solution :,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Explanation_Images/b2a7f72a5166f39f-g1vqbafAnDaNNoj8WLyvnQEfapL8ci.webp,Engineering Mathematics,Discrete Mathematics,Combinatorics
44,"Consider a simple undirected unweighted graph with at least three vertices. If A is the adjacency matrix of the graph, then the number of 3-cycles in the graph is given by the trace of",,A 3,,A 3 divided by 2,,A 3 divided by 3,,A 3 divided by 6,,D,MCQ,"Let A[][] be the adjacency matrix representation of the graph. If we calculate A 3 , then the number of triangles in the Undirected Graph is equal to trace(A 3 ) / 6. Where trace(A) is the sum of the elements on the main diagonal of matrix A. Trace of a graph represented as adjacency matrix A[V][V] is, trace(A[V][V]) = A[0][0] + A[1][1] +..... + A[V-1][V-1] Count of triangles = trace(A 3 ) / 6 If we compute A n for an adjacency matrix representation of the graph, then a value A n [i][j] represents the number of distinct walks between vertex i to j in the graph. In A 3 , Between each pair of vertices, we receive all different routes of length 3.   A triangle is a three-dimensional cyclic route that starts and finishes at the same vertex. So A 3 [i][i] represents a triangle beginning and ending with vertex i. We must divide the result by three since a triangle has three vertices and each vertex is counted separately. Furthermore, since the graph is undirected, every triangle is twice as i-p-q-j and i-q-p-j, so we divide by 2 also. Therefore, the number of triangles is a trace(A 3 ) / 6. or Step 1: Adjacency Matrix Consider a triangle graph with 3 vertices. The vertices are connected as follows: Vertex 1 is connected to Vertex 2. Vertex 2 is connected to Vertex 3. Vertex 3 is connected to Vertex 1. The adjacency matrix A looks like: The entry A12=1 means there's an edge between vertex 1 and vertex 2. The entry A13=1 means there's an edge between vertex 1 and vertex 3. The entry A23=1 means there's an edge between vertex 2 and vertex 3. Step 2: Compute A 3 Step 3: Find Trace of A 3 Trace = sum of diagonal elements = 6 (in this case), but we have only one 3-length cycle. Therefore, we have to divide the trace  by 6 to find out the number of 3-cycles.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Explanation_Images/0836659f2bf4626a-AFcnK4duy7oXNdNzxWXbyjnEm4EvgR.png,Engineering Mathematics,Discrete Mathematics,Graph Theory
45,Consider the routing table of an organization’s router shown below: Which of the following prefixes in CIDR notation can be collectively used to correctly aggregate all of the subnets in the routing table?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Question_Images/933eacb105b40045-Kj1eTgcFOoBkB1bQ342Dc5fGktp6cV.JPG,12.20.164.0/20,,12.20.164.0/22,,12.20.164.0/21,,12.20.168.0/22,,D,MCQ,,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Explanation_Images/038cce15037f91d5-PMs32xAq9s8PcXpgkWxZ6LuDuBmNHK.jpeg,Computer Networks,Network Layer,IP addressing
46,"Let R i (z) and W i (z) denote read and write operations on a data element z by a transaction T i , respectively. Consider the schedule S with four transactions. S: R 4 (x)R 2 (x)R 3 (x)R 1 (y)W 1 (y)W 2 (x)W 3 (y)R 4 (y) Which one of the following serial schedules is conflict equivalent to S?",,[Tex]T_{1} \to T_{3}\to T_{4}\to T_{2}[/Tex],,[Tex]T_{1} \to T_{4}\to T_{3}\to T_{2}[/Tex],,[Tex]T_{4} \to T_{1}\to T_{3}\to T_{2}[/Tex],,[Tex]T_{3} \to T_{1}\to T_{4}\to T_{2}[/Tex],,A,MCQ,The precedence graph of the given schedule will be: The topological order of the above graph will be: T 1​→ T 3​→ T 4​→ T 2​ read more about - Conflict Serializability in DBMS,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Explanation_Images/94af6c22e3f43219-mxxopUfODa7NztaXbWHIbwhvlhCOTW.jpg,Databases,Transactions,Concurrency control
47,Which of the following is/are undecidable?,,"Given two Turing machines M1 and M2, decide if L(M1) = L(M2).",,"Given a Turing machine M, decide if L(M) is regular.",,"Given a Turing machine M, decide if M accepts all strings.",,"Given a Turing machine M , decide if M takes more than 1073 steps on every string.",,C,MCQ,Option A: It is undecidable to check the equivalence of 2 RELs. Option B: It is a non-trivial property of RELs hence it is Undecidable . Option C: It is also a non-trivial property of RELs thus it is undecidable . Option D: If TM Runs at least 1073 steps on all inputs of length upto 1073 then it will behave the same on all inputs of all lengths and thus it will run at least 1073 steps on all inputs . Thus it is decidable.,,Theory of Computation,Computability,Undecidability
48,"Consider a system with a 2 KB direct-mapped data cache with a block size of 64 bytes. The system has a physical address space of 64 KB and a word length of 16 bits. During the execution of a program, four data words P, Q, R, and S are accessed in that order 10 times (i.e., PQRSPQRS…). Hence, there are 40 accesses to the data cache altogether. Assume that the data cache is initially empty and no other data words are accessed by the program. The addresses of the first bytes of P, Q, R, and S are 0xA248, 0xC28A, 0xCA8A, and 0xA262, respectively. For the execution of the above program, which of the following statements is/are TRUE with respect to the data cache?",,Every access to S is a hit.,,Once P is brought to the cache it is never evicted.,,At the end of the execution-only R and S reside in the cache.,,Every access to R evicts Q from the cache.,,D,MCQ,"Number of cache lines = 2KB/ 64B = 32 ~ 5 bits for the cache index. Number of bits in the offset = 6 bits ~ Tag = 16-(6+5) = 16-11 = 5 16 bits TAG Index Offset 5 5 6 P : 0xA248 ⇒ 1010 0010 0100 1000 Tag: 10100, Index : 01001, Offset: 001000 ~ Line 9 Miss Q: 0xC28A ⇒ 1100 0010 1000 1010 Tag: 11000, Index: 01010, Offset: 001010 ⇒ Line 10 Miss R: 0xCA8A 1100 1010 1000 1010 Tag: ⇒ 11001, Index: 01010, Offset: 001010 ⇒ Line 10 but the tag bits are not matched. ⇒ Miss. Reference Q will be replaced with R. S: 0xA262 1010 0010 0110 0010 Tag: 10100, Index: 01001, offset: 100010 ⇒ Line 9 Hit As tag bits are also matched with P, the reference for S is leading to the cache hit. As shown in the diagram, Blocks P and S are mapped to the same line in the Direct Mapped Cache , while Blocks Q and R are mapped to the same line in the cache. As a result, R replaces Q every time it is loaded. The cache line contains TAG bits that are the same for P and S. The operation of gaining access to S will be successful. P is present at the conclusion of execution because P and S are on the same cache line. However, P is absent from the cache.",,Computer Organization and Architecture,Memory Hierarchy,Cache memory
49,Which of the following is/are the eigenvector(s) for the matrix given below? [Tex]\begin{pmatrix} -9 &-6  &-2  &-4 \\ -8& -6 &-3 &-1 \\ 20& 15 &8  & 5\\ 32& 21 &7  & 12 \end{pmatrix}[/Tex],,[Tex]\begin{pmatrix} -1 \\ 1 \\ 0\\ 1 \end{pmatrix}[/Tex],,[Tex]\begin{pmatrix} 1 \\ 0 \\ -1\\ 0 \end{pmatrix}[/Tex],,[Tex]\begin{pmatrix} -1 \\ 0 \\ 2\\ 2 \end{pmatrix}[/Tex],,[Tex]\begin{pmatrix} 0 \\ 1 \\ -3\\ 0 \end{pmatrix}[/Tex],,D,MCQ,Ax=λx Checking every option one by one and equating it to λx . Option A: [Tex]\begin{pmatrix} -9 &-6  &-2  &-4 \\ -8& -6 &-3 &-1 \\ 20& 15 &8  & 5\\ 32& 21 &7  & 12 \end{pmatrix} \begin{pmatrix} -1 \\ 1 \\ 0\\ 1 \end{pmatrix} = \begin{pmatrix} -1 \\ 1 \\ 0\\ 1 \end{pmatrix}=1\begin{pmatrix} -1 \\ 1 \\ 0\\ 1 \end{pmatrix}[/Tex] Option B: [Tex]\begin{pmatrix} -9 &-6  &-2  &-4 \\ -8& -6 &-3 &-1 \\ 20& 15 &8  & 5\\ 32& 21 &7  & 12 \end{pmatrix} \begin{pmatrix} 1 \\ 0 \\ -1\\ 0 \end{pmatrix}= \begin{pmatrix} -7 \\ -5 \\ 12\\ 25 \end{pmatrix} = 3\begin{pmatrix} -7 \\ -5 \\ 12\\ 25 \end{pmatrix}[/Tex] Option C: [Tex]\begin{pmatrix} -9 &-6  &-2  &-4 \\ -8& -6 &-3 &-1 \\ 20& 15 &8  & 5\\ 32& 21 &7  & 12 \end{pmatrix} \begin{pmatrix} -1 \\ 0 \\ 2\\ 2 \end{pmatrix}= \begin{pmatrix} -3 \\ 0 \\ 6\\ 6 \end{pmatrix} = 3\begin{pmatrix} -1 \\ 0 \\ 2\\ 2 \end{pmatrix}[/Tex] Option D: [Tex]\begin{pmatrix} -9 &-6  &-2  &-4 \\ -8& -6 &-3 &-1 \\ 20& 15 &8  & 5\\ 32& 21 &7  & 12 \end{pmatrix} \begin{pmatrix} 0 \\ 1 \\ -3\\ 0 \end{pmatrix}= \begin{pmatrix} 0 \\ 3 \\ -9\\ 0 \end{pmatrix} = 3\begin{pmatrix} 0 \\ 1 \\ -3\\ 0 \end{pmatrix}[/Tex] Eigen values and Eigen vectors .,,Engineering Mathematics,Linear Algebra,Eigenvalues
50,Which of the properties hold for the adjacency matrix A of a simple undirected unweighted graph having n vertices?,,The diagonal entries of A 2 are the degrees of the vertices of the graph.,,"If the graph is connected, then none of the entries of A n-1 + I n can be zero.",,"If the sum of all the elements of A is at most 2(n-1), then the graph must be acyclic.",,"If there is at least a 1 in each of A’s rows and columns, then the graph must be connected.",,A,MCQ,"A 2 diagonal elements = (1.1 or 0.0) + (1.1 or 0.0) + ….. + (1.1 or 0.0) [ for n times ] let some specific node C, if C - A edge present, then 1.1 instead of 0.0 with respect to node A in the above equation therefore for each edge between C and Vertex, there should be one 1 in the above equation. Therefore A 2 diagonal elements = degree of the vertices of the graph.",,Engineering Mathematics,Discrete Mathematics,Graph Theory
51,"Consider the following recurrence: f(1) = 1; f(2n) = 2f(n) -1, for n≥1; f(2n+1) = 2f(n) +1, for n≥1; Then, which of the following statements is/are TRUE?",,f(2 n -1) = 2 n -1,,f(2 n ) = 1,,f(5. 2 n ) = 2 n+1 +1,,f(2 n +1) = 2 n +1,,C,MCQ,"Option A: f(2n−1)=2n−1 Proof by mathematical induction: Let us assume that for some value k, f(2 k −1)=2 k −1,the statement is true, then we need to prove that for k+1,  f(2 k+1 −1)=2 k+1 −1 must hold true as well. Now let's find out f(2 k+1 −1) f(2 k+1 −1) =f(2.2 k −1) =f(2.2 k −2+1) //adding and subtracting 1 =f(2.(2 k −1)+1) =2f(2 k −1)+1 =2 k+1 −1 Hence, option A is true. for option B , we can check by putting the different values of n and for all n we are getting 1. Hence, option B is true. Option C: f(5.2 n ) = 2 n+1 +1 Proof by mathematical induction: Let us assume that for some value k, f(5.2 k ) = 2 k+1 +1 ,the statement is true, we need to prove that for k+1, f(5.2 k+1 )= 2 k+2 +1 must hold true as well. f(5.2 k+1 ) = f(2.(5.2 k )) = 2f(5.2 k )−1 = 2(2 k+1 +1)−1 = 2 k+2 +1 Hence, option C is true. For option D nothing can be conclusively determined after proving something using mathematical induction. Hence, option D is false.",,Algorithms,Basic Techniques,Recurrence relations
52,The following simple undirected graph is referred to as the Peterson graph Which of the following statements is/are TRUE?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Question_Images/fcae74a00c32e069-RcxFKbZDJHR5ljI5CHmWm66stnhQXL.JPG,The chromatic number of the graph is 3,,The graph has a Hamiltonian path,,The following graph is isomorphic to the Peterson graph.,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Option_C_Images/32fe18293f29b780-pMocfYbMbNkot7BOEwwMqB7nk9k6xM.JPG,The size of the largest independent set of the given graph is 3. (A subset of vertices of a graph form an independent set if no two vertices of the subset are adjacent.),,C,MCQ,"Option A: When talking about the Petersen Graph , [Tex]\chi(G_{p})[/Tex] , To see that the chromatic color of the Petersen graph is indeed 3. Recall that, for some cycle of n vertices, [Tex]\chi(G_{p}) = \left\{\begin{matrix} &2  & if \ n \ is \ even\\ &3 & if \ n \ is \ odd \\ \end{matrix}\right.[/Tex] Clearly, the Petersen graph has an odd cycle, so [Tex]\chi(G_{p}) > 3[/Tex] . from here on one needs only to attempt a 3-coloring. Option B: True, because the Petersen graph has a Hamiltonian path but no Hamiltonian cycle . Option C: True, You can say given graphs are isomorphic if they have: Equal number of vertices. Equal number of edges. Same degree sequence Same number of circuit of particular length In most graphs checking first three conditions is enough. Option D: False: It is 4. A set of vertices I is called an independent set if no two vertices in the set I am adjacent to each other or in other words the set of non-adjacent vertices is called an independent set.",,Engineering Mathematics,Discrete Mathematics,Graph Theory
53,"Consider a simple undirected weighted graph G, all of whose edge weights are distinct. Which of the following statements about the minimum spanning trees of G is/are TRUE?",,The edge with the second smallest weight is always part of any minimum spanning tree of G .,,One or both of the edges with the third smallest and the fourth smallest weights are part of any minimum spanning tree of G .,,Suppose S C V be such that S ≠∅ and S ≠ V . Consider the edge with the minimum weight such that one of its vertices is in S and the other in V \ S . Such an edge will always be part of any minimum spanning tree of G,,G can have multiple minimum spanning trees,,C,MCQ,"Option A and B- Minimum Edge, Second Minimum Edge, both will be added in the MST by Kruskal Algorithm (Two edges cannot bring cycle). This can be proven by kruskal algorithm. Option C- This is correct. The minimum edge and the second minimum edge will both be included in the MST by Kruskal's algorithm (as two edges cannot form a cycle). However, the third minimum edge might create a cycle in the MST. If that happens, the third minimum edge is excluded, and the fourth minimum edge is added to the MST instead. Option D- Because edge weights are distinct. So, graph can't have multiple spanning tree.",,Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
54,"Consider the following languages: L 1 = {a n wa n | w ∈ {a, b}*} L 2 = {wxw R | w, x ∈ {a, b}*, |w|, |x|>0} Note that R w is the reversal of the string w. Which of the following is/are TRUE?",,L 1 and L 2 are regular,,L 1 and L 2 are context-free,,L 1 is regular and L 2 is context-free.,,L 1 and L 2 are context-free but not regular,,C,MCQ,"In L1 since w is (a+b)*, we can always put n=0 and L1 will be just (a+b)* ,So L1 is regular. In L2​, since x can take any string from (a+b) * , it will include all possible strings except those starting and ending with different symbols. Therefore, the language will consist of strings that begin and end with the same symbol, which is also a regular language. Hence options A, B, and C are correct.",,Theory of Computation,Language Properties,Regular and context-free languages
55,"Consider the following languages: L1 = {ww | w ∈ {a, b}* } L2 = {a n b n c m | m, n≥ 0} L3 = {a m b n c n | m, n≥ 0} Which of the following statements is/are FALSE?",,L 1 is not context-free but L 2 and L 3 are deterministic context-free.,,Neither L 1 nor L 2 is context-free.,,"L 2 , L 3 , and L 2 ∩ L 3 all are context-free.",,Neither L 1 nor its complement is context-free.,,D,MCQ,"Both L2 and L3 are DCFLs since the Push and Pops are obvious (in L2, we start with pushing a's into the stack and start popping a's as soon as we start getting b's, and in L3, we get through a's first and then push b's and start popping b's as soon as we start getting c's). L1 requires us to perform a comparison of two strings in a forwarding manner, which is not possible using a PDA thus L1 is not CFL. This makes Option A True. L2 Intersection L3 is a m b n c n which is a well-known CSL. This makes option C wrong. Since L2 is context-free, the Option B is wrong as well. Option D is incorrect since the Complement of WW is a CFL,",,Theory of Computation,Language Properties,Regular and context-free languages
56,"Consider a digital display system (DDS) shown in the figure that displays the contents of register X. A 16-bit code word is used to load a word in X, either from S or from R. S is a 1024-word memory segment and R is a 32-word register file. Based on the value of mode bit M, T selects an input word to load in X. P and Q interface with the corresponding bits in the code word to choose the addressed word. Which one of the following represents the functionality of P, Q, and T?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Question_Images/770de86aaf8308cf-K6AlSQhCW3D7kacwm9AWdXkC3a206D.jpg,P is 10:1 multiplexer; Q is 5:1 multiplexer; T is 2:1 multiplexe,,P is 10:2 10 decoder; Q is 5:2 5 decoder; T is 2:1 encoder,,P is 10:2 10 decoder; Q is 5:2 5 decoder; T is 2:1 multiplexer,,P is 1:10 de-multiplexer; Q is 1:5 de-multiplexer; T is 2:1 multiplexer,,C,MCQ,"One of the words of the memory unit S must be selected based on the Address given to P; this function is handled by a Decoder . To be able to address 1024 words, we need 10 bits, and to select one out of 2^10 addresses, we need a 10:2 10 Decoder which is unit P. Similarly to decoder Address R, we need a 5:2 5 Decoder. One of the two inputs must now be chosen to be loaded into X, choosing one of the numerous inputs to place in the output. This function is performed by a Multiplexer , here we need a 2x1 MUX. Hence C is the correct Answer",,Digital Logic,Circuits,Combinational circuits
57,"Consider solving the following system of simultaneous equations using LU decomposition. x 1 + x 2 - 2x 3 = 4 x 1 + 3x 2 - x 3 = 7 2x 1 + x 2 - 5x 3 = 7 where L and U are denoted as [Tex] L =\begin{pmatrix} &L11  &0 &0 \\ &L21 &L22 &0  \\ &L31  &L32 &L33 \\ \end{pmatrix}[/Tex] [Tex]U =\begin{pmatrix} &U11  &U12 &U13 \\ &0 &U22 &U23  \\ &0  &0 &U33 \\ \end{pmatrix}[/Tex] Which one of the following is the correct combination of values for L 32 , U 33 , and x 1 ?",,"L 32 = 2, U 33 = -1/2, x 1 = -1",,"L 32 = 2, U 33 = 2, x 1 = -1",,"L 32 = -1/ 2, U 33 = 2, x 1 = 0",,"L 32 = -1/2, U 33 = -1/2, x 1 = 0",,D,MCQ,Initial matrix R2-(1)R1->R2 Subtract 1 row 1 from row 2 U[2][1]=1-(1*1)/1=0 U[2]2]=3-(1*1)/1=2 U[2][3]=-1-(1*-2)/1=1 L[2][1]=1 R2-(2)R1->R3 Subtract 1 row 1 from row 3 U[3][1]=2-(2*1)/1=0 U[3]2]=1-(2*1)/1=-1 U[3][3]=-5-(2*-2)/1=-1 L[3][1]=2 R3-(1/2)R2->R3 Subtract 2 row 2 from row 2 U[3][2]=1-(-1*2)/1=0 U[3]3]=-1-(-1*1)/2=1/2 L[3][2]=1/2,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Explanation_Images/fa61862d549a553d-8zuSGHmGSO4iFEmTp7MARMrZwuL9sB.JPG,Engineering Mathematics,Linear Algebra,Decomposition
58,"What is printed by the following ANSI C program? #include<stdio.h> int main(int argc, char *argv[]){ char a = 'P'; char b = 'x'; char c = (a & b) + '*'; char d = (a | b) - '-'; char e = (a ^ b) + '+'; printf(""%c %c %c\n"", c, d, e); return 0; } ASCII encoding for relevant characters is given below",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2022/Question_Images/7de8475b9a5e9c17-t2MZFpIfAo7hztK3Eme6tEQK9AgaTx.jpg,z K S,,122 75 83,,* - +,,P x +,,A,MCQ,"(a&b)+ '*' = (80 & 120) + 42 =80+42=122=z (a|b) - '-' = (80 | 120) -45=120- 45=75 = K (a^b) + '+'= (80 ^120)+43 = 40+43=83= S So, option A is the correct answer.",,Programming and Data Structures,Programming in C,Operators
