Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images,subject,chapter,subtopic
35,"Q83 Part_A Consider the context-free grammar  E → E + E E → (E * E) E → id where E is the starting symbol, the set of terminals is {id, (,+,),*}, and the set of nonterminals is {E}. Which of the following terminal strings has more than one parse tree when parsed according to the above grammar?",,id + id + id + id,,id + (id* (id * id)),,(id* (id * id)) + id,,((id * id + id) * id),,A,MCQ,"According to leftmost derivation : E -> E + E (using E -> E + E) E -> E + E + E (using E -> E + E) E -> E + E + E + E (using E -> E + id) E -> id + E + E + E (using E -> id) E -> id + id + E + E (using E -> id) E -> id + id + id + E (using E -> id) E -> id + id + id + id According to rightmost derivation : E -> E + E (using E -> E + E) E -> E + E + E (using E -> E + E) E -> E + E + E + E (using E -> E + id) E -> E + E + E + id (using E -> id) E -> E + E + id + id (using E -> id) E -> E + id + id + E (using E -> id) E -> id + id + id + id Thus, option (A) is correct.",,Theory of Computation,Formal Languages and Automata,Context-free grammars and push-down automata
36,"Q 83_Part B Consider the context-free grammar E → E + E E → (E * E) E → id where E is the starting symbol, the set of terminals is {id, (,+,),*}, and the set of non-terminals is {E}. For the terminal string id + id + id + id, how many parse trees are possible?",,5,,4,,3,,2,,A,MCQ,"Background Required to solve the question - Parse Tree Construction. Explanation : In order to produce the yield id + id + id + id , we only required 3 productions of type E → E + E  as 3 ‘+’ are required in the final string. This can be done in 5 ways as shown in the picture given below:",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Explanation_Images/e31c2835a729f0cb-Y2iMcyXizjsQkDVhQt8pxDACPzGMDM.png,Theory of Computation,Formal Languages and Automata,Context-free grammars and push-down automata
37,"Consider the non-deterministic finite automaton (NFA) shown in the figure. State X is the starting state of the automaton. Let the language accepted by the NFA with Y as the only accepting state be L1. Similarly, let the language accepted by the NFA with Z as the only accepting state be L2. Which of the following statements about L1 and L2 is TRUE? Correction in Question: There is an edge from Z->Y labeled 0 and another edge from Y->Z labeled 1 - in place of double arrowed and no arrowed edges.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Question_Images/476031ca622efa1d-GyfFG25AZQ1aITBbpszq8kZRGb5Oku.png,L1 = L2,,L1 ⊂ L2,,L2 ⊂ L1,,None of the above,,A,MCQ,"According to Arden’s Theorem ,  For y as final state: Y = X0 + Y0 + Z1 For z as final state: Z = X0 + Y0 + Z1 Hence, L(Y) = L(Z) So, option (A) is correct.",,Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
38,The language {0 n 1 n 2 n | 1 ≤ n ≤ 10 6 } is,,regular,,context-free but not regular.,,context-free but its complement is not context-free.,,not context-free,,A,MCQ,"The value of ‘n’ is finite. So, only finite number of strings can be part of given language. Therefore, we can construct a finite state automata for this language. Thus, option (A) is correct.",,Theory of Computation,Language Properties,"Regular and context-free languages, pumping lemma"
39,"A language L satisfies the Pumping Lemma for regular languages, and also the Pumping Lemma for context-free languages. Which of the following statements about L is TRUE?",,L is necessarily a regular language.,,"L is necessarily a context-free language, but not necessarily a regular language",,L is necessarily a non-regular language,,None of the above,,D,MCQ,Pumping lemma is negativity test. We use it to disprove that a languages is not regular.  But reverse is not true.,,Theory of Computation,Language Properties,"Regular and context-free languages, pumping lemma"
40,Which of the following statements is TRUE about the regular expression 01*0?,,It represents a finite set of finite strings.,,It represents an infinite set of finite strings.,,It represents a finite set of infinite strings.,,It represents an infinite set of infinite strings,,B,MCQ,"First of all, A string can never be infinite because String is a finite sequence of symbols over Σ So option (c) and (d) are eliminated. And because of star(*) it can generate infinite set. So Option (B) is CORRECT.",,Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
41,"Let L be a regular language and M be a context-free language, both over the alphabet Σ. Let Lc and Mc denote the complements of L and M respectively. Which of the following statements about the language Lc∪ Mc is TRUE",,It is necessarily regular but not necessarily context-free,,It is necessarily context-free.,,It is necessarily non-regular.,,None of the above,,D,MCQ,"Proposition: L is a regular language M is a context free language Derivation: L_c  union M_c = complement{L intersection M} Now, L intersection M is a CFL according to closure laws of CFLs, i.e. intersection of a CFL with RL is always a CFL. But, complement{L intersection M} might not be a CFL because complement over CFL doesn't guarantee a CFL. It can even be a RL or it might even lie outside the CFL circle. It will be a context-sensitive language certainly, but nothing else can be said about it. Conclusion: Considering the above derivation, none of the statements are true. Hence correct answer would be (D) None of the above.",,Theory of Computation,Language Properties,"Regular and context-free languages, pumping lemma"
42,"If the trapezoidal method is used to evaluate the integral obtained 0 ∫ 1 x 2 dx ,then the value obtained",,is always > (1/3),,is always < (1/3),,is always = (1/3),,may be greater or lesser than (1/3),,A,MCQ,,,Engineering Mathematics,Calculus,Integration
43,The determinant of the matrix given below is,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Question_Images/7fb3986d0752ee2f-eQI6sT58jZoWmMdO8T5eX5PCe07QPv.png,-1,,0,,1,,2,,A,MCQ,"Matrices don’t have value associated with them, but determinant have value associated with them. Determinant of a matrix can be find out by taking any one row or one column, in this row or column, multiplying each element with its cofactor and summing the value up.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Explanation_Images/26303bfaa734f15a-lA1MwdJ11bqozZU6TWCPc6nijvvHHe.png,Engineering Mathematics,Linear Algebra,"Matrices, determinants, system of linear equations"
44,"A hardwired CPU uses 10 control signals S1 to S10, in various time steps T1 to T5, to implement 4 instructions I1 to I4 as shown below: Which of the following pairs of expressions represent the circuit for generating control signals S5 and S10 respectively? ((Ij+Ik)Tn indicates that the control signal should be generated in time step Tn if the instruction being executed is Ij or lk)",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Question_Images/1d38797bc1e5fa27-1MJ4vUiqvoOuW9KuzWiE65J2F0KIFq.png,S5=T1+I2⋅T3 and  S10=(I1+I3)⋅T4+(I2+I4)⋅T5,,S5=T1+(I2+I4)⋅T3 and  S10=(I1+I3)⋅T4+(I2+I4)⋅T5,,S5=T1+(I2+I4)⋅T3 and  S10=(I2+I3+I4)⋅T2+(I1+I3)⋅T4+(I2+I4)⋅T5,,S5=T1+(I2+I4)⋅T3 and  S10=(I2+I3)⋅T2+I4⋅T3+(I1+I3)⋅T4+(I2+I4)⋅T5,,D,MCQ,,,Computer Organization and Architecture,CPU,"ALU, data-path and control unit"
45,"n instruction set of a processor has 125 signals which can be divided into 5 groups of mutually exclusive signals as follows: Group 1 : 20 signals, Group 2 : 70 signals, Group 3 : 2 signals, Group 4 : 10 signals, Group 5 : 23 signals. How many bits of the control words can be saved by using vertical microprogramming over horizontal microprogramming?",,0,,103,,22,,55,,B,MCQ,"In horizontal microprogramming, each control signal is represented by one bit in the microinstruction. Therefore, total number of bits of the control words required in Horizontal microprogramming : = 20 + 70 + 2 + 10 + 23 = 125 bits In vertical microprogramming, 'n' control signals encoded into log 2 n bits. group 1 : log 2 20 = 5 bits group 2 : log 2 70 = 7 bits group 3 : log 2 2 = 1 bits group 4 : log 2 10 = 4 bits group 5 : log 2 23 = 5 bits Total number of bits required in vertical microprogramming = 5 + 7 + 1 + 4 + 5 = 22 bits So, number of bits saved= 125 - 22 = 103 bits. Thus, option (B) is correct.",,Computer Organization and Architecture,CPU,"ALU, data-path and control unit"
46,"In a computer system, four files of size 11050 bytes, 4990 bytes, 5170 bytes and 12640 bytes need to be stored. For storing these files on disk, we can use either 100 byte disk blocks or 200 byte disk blocks (but can't mix block sizes). For each block used to store a file, 4 bytes of bookkeeping information also needs to be stored on the disk. Thus, the total space used to store a file is the sum of the space taken to store the file and the space taken to store the book keeping information for the blocks allocated for storing the file. A disk block can store either bookkeeping information for a file or data from a file, but not both. What is the total space required for storing the files using 100 byte disk blocks and 200 byte disk blocks respectively?",,35400 and 35800 bytes,,35800 and 35400 bytes,,35600 and 35400 bytes,,35400 and 35600 bytes,,C,MCQ,"Using 100 bytes disk blocks : 1. File of size 11050 bytes Blocks required to store data = 11050/100 = 111 Blocks required for bookkeeping = (111 * 4)/100 = 5 Total blocks = 111 + 5 = 116 2. File of size 4990 bytes Blocks required to store data = 4990/100 = 50 Blocks required for bookkeeping = (50 * 4)/100 = 2 Total blocks = 50 + 2 = 52 3. File of size 5170 bytes Blocks required to store data = 5170/100 = 52 Blocks required for bookkeeping = (52 * 4)/100 = 3 Total blocks = 52 + 3 = 55 4. File of size 12640 bytes Blocks required to store data = 12640/100 = 127 Blocks required for bookkeeping = (127 * 4)/100 = 6 Total blocks = 127 + 6 = 133 Total space required for storing the files using 100 byte disk blocks = (116 + 52 + 55 + 133) * 100 = 35600 bytes Using 200 bytes disk blocks : 1. File of size 11050 bytes Blocks required to store data = 11050/200 = 56 Blocks required for bookkeeping = (56 * 4)/200 = 2 Total blocks = 56 + 2 = 58 2. File of size 4990 bytes Blocks required to store data = 4990/200 = 25 Blocks required for bookkeeping = (25 * 4)/200 = 1 Total blocks = 25 + 1 = 26 3. File of size 5170 bytes Blocks required to store data = 5170/200 = 26 Blocks required for bookkeeping = (26 * 4)/200 = 1 Total blocks = 26 + 1 = 27 4. File of size 12640 bytes Blocks required to store data = 12640/200 = 64 Blocks required for bookkeeping = (64 * 4)/200 = 2 Total blocks = 64 + 2 = 66 Total space required for storing the files using 200 byte disk blocks = (58 + 26 + 27 + 66) * 200 = 35400 bytes Thus, option (C) is correct.",,Operating System,Memory Management,
47,"We have two designs D1 and D2 for a synchronous pipeline processor. D1 has 5 pipeline stages with execution times of 3 nsec, 2 nsec, 4 nsec, 2 nsec and 3 nsec while the design D2 has 8 pipeline stages each with 2 nsec execution time How much time can be saved using design D2 over design D1 for executing 100 instructions?",,214 nsec,,202 nsec,,86 nsec,,- 200 nsec,,B,MCQ,"Total execution time = (k + n – 1) * maximum clock cycle Where k = total number of stages  and  n = total number of instructions For D1 : k = 5  and n = 100 Maximum clock cycle = 4ns Total execution time = (5 + 100 - 1) * 4 = 416 For D2 : k = 8  and n = 100 Each clock cycle = 2ns Total execution time = (8 + 100 - 1) * 2 = 214 Thus, time saved using D2 over D1 = 416 – 214 =202 Thus, option (B) is correct.",,Computer Organization and Architecture,Pipelining,"Instruction pipelining, pipeline hazards"
48,"Using Booth's Algorithm for multiplication, the multiplier -57 will be recoded as",,0 -1 0 0 1 0 0 -1,,1 1 0 0 0 1 1 1,,0 -1 0 0 1 0 0 0,,0 1 0 0 -1 0 0 1,,A,MCQ,"Booth's algorithm: first take 2's complement of given number if number is negative, then append 0 into LSB. Then, for each pair from LSB to MSB (add 1 bit at a time): 00 = 0, 01 = +1, 10 = -1, 11 = 0 Therefore, given number in signed representation (2's complementation) of -57 = 2's complement of (00111001) = 11000110+1 = 11000111 = append 0 into LSB of (11000111) = 110001110 Now Booth's code (add 1 bit at a time, from LSB to MSB): = 11, 10, 00, 00, 01, 11, 11, 10 = 0 -1 0 0 1 0 0 -1 Alternative way - You can calculated decimal values in given options: (A) 0 -1 0 0 1 0 0 -1 = 0*(2^6) -1*(2^6) + 0*(2^5) + 0*(2^4) + 1*(2^3) + 0*(2^2) + 0*(2^1) -1*(2^0) = -2^6 + 2^3 - 2^0 = -64 +8 -1 = -57 (B) 1 1 0 0 0 1 1 1 = 2^7 + 2^6 + 2^2 2^1 + 2^0 = 199 (C) 0 -1 0 0 1 0 0 0 = -2^6 + 2^3 = -56 (D) 0 1 0 0 -1 0 0 1 = 2^6 - 2^3 + 2^0 = 57   So, option (A) is correct.",,Digital Logic,Number representations and computer arithmetic (fixed and floating point),
49,A dynamic RAM has a memory cycle time of 64 nsec. It has to be refreshed 100 times per msec and each refresh takes 100 nsec. What percentage of the memory cycle time is used for refreshing?,,10,,6.4,,1,,.64,,C,MCQ,"Memory cycle time = 64 ns Memory is refreshed 100 times per msec. Number of refreshes in 1 memory cycle (i.e in 64 ns) = (100 * 64 * 10 -9 ) / 10 -3 = 64 * 10 -4 . Time taken for each refresh = 100 ns Time taken for 64 * 10 -4 refreshes = 64 * 10 -4 * 100 * 10 -9 sec = 64 * 10 -11 sec. Percentage of the memory cycle time used for refreshing : = (Time taken to refresh in 1 memory cycle / Total time) * 100 = (64 * 10 -11 / 64 * 10 -9 ) * 100 = 1 % Thus, option (C) is correct.",,Computer Organization and Architecture,Memory Hierarchy,"Cache, main memory and secondary storage"
50,Count to infinity is a problem associated with,,link state routing protocol.,,distance vector routing protocol,,DNS while resolving host name.,,TCP for congestion control.,,B,MCQ,Networks using distance-vector routing are susceptible to loops and issues with count to infinity. Problems can happen with your routing protocol when a link or a router fails.,,Computer Networks,Network Layer,Routing protocols
51,Traceroute reports a possible route that is taken by packets moving from some host A to some other host B. Which of the following options represents the technique used by traceroute to identify these hosts,,"By progressively querying routers about the next router on the path to B using ICMP packets, starting with the first router",,By requiring each router to append the address to the ICMP packet as it is forwarded to B. The list of all routers en-route to B is returned by B in an ICMP reply packet,,"By ensuring that an ICMP reply packet is returned to A by each router en-route to B, in the ascending order of their hop distance from A",,By locally computing the shortest path from A to B,,A,MCQ,"traceroute tracks the route packets taken from an IP network on their way to a given host. It utilizes the IP protocol's time to live (TTL) field and attempts to elicit an ICMP TIME_EXCEEDED response from each gateway along the path to the host. Alternative approach - The options given for this question are partially correct. Option-A is partially correct in saying that the source progressively queries routers but is wrong in saying that the source queries information about the next router in the path using ICMP packets. Option-C is also partially correct. Traceroute ensures that a packet is returned from each router by prematurely expiring the TTL which is incremented by 1 each time it gets a response from a router. But it is wrong in saying that it uses an ICMP reply packet since it uses an ICMP error packet. Out of both the options, Option- C seems the correct choice as it describes the traceroute program in a better way than Option-A.",,Computer Networks,Network Layer,Routing protocols
52,"In a communication network, a packet of length L bits takes link L1 with a probability of p 1 or link L2 with a probability of p 2 . Link L1 and L2 have bit error probability of b 1 and b 2 respectively. The probability that the packet will be received without error via either L1 or L2 is",,(1 - b1)Lp1 + (1 - b2)Lp2,,[1 - (b1 + b2)L]p1p2,,(1 - b1)L (1 - b2)Lp1p2,,1 - (b1Lp1 + b2Lp2),,A,MCQ,"Number of bits in a packet = L bits Probability of link 'l1' = p1 Bit error probability for link 'l1' = b1 No bit error probability for link 'l1' = (1 - b1) Probability of link 'l2' = p2 Bit error probability for link 'l2' = b2 No bit error probability for link 'l2' = (1 - b2) Link 'l1' and 'l2' are mutually exclusive. Thus, probability that the packet will be received without error = (1 - b1) L p1 + (1 - b2) L p2 Thus, option (A) is correct.",,Computer Networks,Data Link Layer,"Framing, error detection"
53,"A company has a class C network address of 204.204.204.0. It wishes to have three subnets, one with 100 hosts and two with 50 hosts each. Which one of the following options represents a feasible set of subnet address/subnet mask pairs?",,204.204.204.128/255.255.255.192 204.204.204.0/255.255.255.128 204.204.204.64/255.255.255.128,,204.204.204.0/255.255.255.192 204.204.204.192/255.255.255.128 204.204.204.64/255.255.255.128,,204.204.204.128/255.255.255.128 204.204.204.192/255.255.255.192 204.204.204.224/255.255.255.192,,204.204.204.128/255.255.255.128 204.204.204.64/255.255.255.192 204.204.204.0/255.255.255.192,,D,MCQ,"Background Reading:  IP address is used to uniquely identify a host. ->Address range Class A	1.0.0.1 to 126.255.255.254 Class B	128.1.0.1 to 191.255.255.254 Class C	192.0.1.1 to 223.255.254.254 Class D	224.0.0.0 to 239.255.255.255 (127.0.0.0 to 127.255.255.255 - used for loopback functionality : which will point back to the computer's own tcp/ip network configuration.)   (1)x.x.x.0 and x.x.x.255 addresses are used for directed broadcast address and network ID. So,these two addresses are not used by hosts.   (2)Network ID is computed by performing logical & on IP address with subnet mask. -> IPV4 addresses are 32 bit and they are used as follows for: Identifying Networks(bit no.)        Identifying Hosts(bit no.) Class A              1-8      	  			9-32 Class B              1-16   	  			17-32 Class C              1-24	       		        25-32 Now, let's come back to the question:   Here, company has class C address of 204.204.204.0(11001100.11001100.11001100.00000000), 1-24 bits are identifying the network. So, network has IP addresses from 204.204.204.0 to 204.204.204.255.   ->Subnetting is a practice in which we can divide the network in two or more parts. For this we will have to borrow few bits from the hosts part.   -> In subnet mask, all network + subnetwork bits are 1 and host bits are 0. Option (A) 204.204.204.128/255.255.255.192 204.204.204.0/255.255.255.128 204.204.204.64/255.255.255.128 1) 11001100.11001100.11001100.10000000/11111111.11111111.11111111.11000000 Network bits-26 (as 26 bits are 1 in the subnet mask) so sub-network id = 204.204.204.128 (refer(2)) 6 bits '0' in subnet mask,i.e. 64(i.e. 2^6) -2 = 62 hosts (refer (1) )   2) 11001100.11001100.11001100.00000000/11111111.11111111.11111111.10000000 Network bits-25 (as 25 bits are 1 in the subnet mask) so sub-network id = 204.204.204.0 (refer(2)) 7 bits '0' in subnet mask,i.e. 128(i.e.2^7) -2 =126 hosts (refer (1) )   3) 11001100.11001100.11001100.01000000/11111111.11111111.11111111.10000000 Network bits-25 (as 25 bits are 1 in the subnet mask) so sub-network id = 204.204.204.0 ( refer(2)) 7 bits '0' in subnet mask,i.e. 128(i.e.2^7) -2 = 126 hosts (refer (1) )   Though the networks are divided into subnets containing 62,126,126 hosts which satisfy our minimum criteria of 50,50,100. But, two subnets have same network ID thus,they are not different.Thus,this division is only of two subnets but we need 3 ,so A option is incorrect. Option (B) 204.204.204.0/255.255.255.192 204.204.204.192/255.255.255.128 204.204.204.64/255.255.255.128 1) 11001100.11001100.11001100.00000000/11111111.11111111.11111111.11000000 Network bits-26 (as 26 bits are 1 in the subnet mask) so sub-network id = 204.204.204.0 (refer(2)) 6 bits '0' in subnet mask,i.e. 64(i.e. 2^6)-2=62 hosts (refer (1))   2) 11001100.11001100.11001100.11000000/11111111.11111111.11111111.10000000 Network bits-25 (as 25 bits are 1 in the subnet mask) so sub-network id = 204.204.204.128 (refer(2)) 7 bits '0' in subnet mask,i.e. 128(i.e.2^7)-2=126 hosts (refer (1))   3) 11001100.11001100.11001100.01000000/11111111.11111111.11111111.10000000 Network bits-25 (as 25 bits are 1 in the subnet mask) so sub-network id = 204.204.204.0 (refer(2)) 7 bits '0' in subnet mask,i.e. 128(i.e.2^7)-2=126 hosts (refer (1))   Though the networks are divided into subnets containing 62,126,126 hosts which satisfy our minimum criteria of 50,50,100. But, two subnets have same network ID thus,they are not different.Thus,this division is only of two subnets. Option (C) 204.204.204.128/255.255.255.128 204.204.204.192/255.255.255.192 204.204.204.224/255.255.255.192 1) 11001100.11001100.11001100.10000000/11111111.11111111.11111111.10000000 Network bits-25 (as 25 bits are 1 in the subnet mask) so sub-network id == 204.204.204.128 (refer(2)) 7 bits '0' in subnet mask,i.e. 128(i.e. 2^7) -2 =126 hosts (refer 1)   2) 11001100.11001100.11001100.11000000/11111111.11111111.11111111.11000000 Network bits-26 (as 25 bits are 1 in the subnet mask) so sub-network id == 204.204.204.192 (refer(2)) 6 bits '0' in subnet mask,i.e. 64(i.e.2^6)-2=62 hosts(refer 1)   3) 11001100.11001100.11001100.11110000/11111111.11111111.11111111.11000000 Network bits-26 (as 26 bits are 1 in the subnet mask) so sub-network id == 204.204.204.192 (refer (2)) 6 bits '0' in subnet mask,i.e. 64(i.e.2^6) -2=62 hosts (refer 1)   Though the networks are divided into subnets containing 62,62,126 hosts which satisfy our minimum criteria of 50,50,100. But, two subnets have same network ID thus,they are not different.Thus,this division is only of two subnets. Option (D) 204.204.204.128/255.255.255.128 204.204.204.64/255.255.255.192 204.204.204.0/255.255.255.192 1) 11001100.11001100.11001100.10000000/11111111.11111111.11111111.10000000 --> Network bits-25 (as 25 bits are 1 in the subnet mask) so sub-network id == 204.204.204.128 (refer(2)) 7 bits '0' in subnet mask,i.e. 128(i.e. 2^7)-2=126 hosts (refer(1))  2) 11001100.11001100.11001100.01000000/11111111.11111111.11111111.11000000 --> Network bits-26 (as 25 bits are 1 in the subnet mask) so sub-network id == 204.204.204.64 (refer(2)) 6 bits '0' in subnet mask,i.e. 64(i.e.2^6)-2=62 hosts (refer(1))   3) 11001100.11001100.11001100.00000000/11111111.11111111.11111111.11000000 --> Network bits-26 (as 26 bits are 1 in the subnet mask) so sub-network id == 204.204.204.0 (refer(2)) 6 bits '0' in subnet mask,i.e. 64(i.e.2^6)-2=62 host bits (refer(1)) This satisfies the minimum criteria of 50,50 and 100 hosts and all subnet IDs are different .Thus,option D is correct.",,Computer Networks,Network Layer,Fragmentation and IP addressing
54,"Assume that ""host1.mydomain.dom"" has an IP address of 145.128.16.8. Which of the following options would be most appropriate as a subsequence of steps in performing the reverse lookup of 145.128.16.8? In the following options ""NS"" is an abbreviation of ""nameserver"".",,"Query a NS for the root domain and then NS for the ""dom"" domains",,"Directly query a NS for ""dom"" and then a NS for ""mydomain.dom"" domains",,Query a NS for in-addr.arpa and then a NS for 128.145.in-addr.arpa domains,,Directly query a NS for 145.in-addr.arpa and then a NS for 128.145.in-addr.arpa domains,,C,MCQ,"Background: When you type a web address into a web browser like www.google.com your computer needs to convert that into an IP address so that it can contact that web server & deliver the web page to you. In a forward DNS lookup client first asks ISP(Internet Service Provider) for the dns of the domain name.ISP maintains a cache for the IP address of the domains whose lookup has been already made.If IP is not found in the cache then the ISP asks the root level dns server,which is a network of hundreds of servers in many countries around the world.Nearest root level DNS for India is in Tokyo. The root level server then redirects it to another server ,say we are searching for geeksforgeeks.org then root level server will redirect isp to org server which will in turn redirect to geeksforgeeks server and from here ISP get the particular IP address which is then sent to the  client. Forward dns lookup- domain name - IP Reverse dns lookup- IP-domain name special address domain - in.addr.arpa (this domain basically converts to inverse domain) IPv6 addresses use the ip6.arpa domain. Now,ISP maintains a list of IP addresses corresponding to domain name and also domain names corresponding to the IP addresses. in-addr.arpa is the domain name server For IP address say 192.19.20.1(which is say IP address of geeksforgeeks) the corresponding entry will be “ 1.20.19.192.in-addr.arpa. IN PTR www.geeksforgeeks.org.” which will point back to www.geeksforgeeks.org .This helps in checking the ip address of the sender. The IP in the entry is in reverse order .",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Explanation_Images/34116cd710e1cd72-bwxHGbV1J8NZjFciI75JTRm9iAPIKL.png,Computer Networks,Application Layer,"DNS, HTTP, SMTP, FTP, POP"
55,"On a TCP connection, current congestion window size is Congestion Window = 4 KB. The window size advertised by the receiver is Advertise Window = 6 KB. The last byte sent by the sender is LastByteSent = 10240 and the last byte acknowledged by the receiver is LastByteAcked = 8192. The current window size at the sender is",,2048 bytes,,4096 bytes,,6144 bytes,,8192 bytes,,B,MCQ,"The sender’s window size is determined by min(CWND, AWND) - Bytes in Flight . Given CWND = 4096 bytes and AWND = 6144 bytes , the effective window is min(4096, 6144) = 4096 bytes .",,Computer Networks,Transport Layer,"UDP, TCP, sockets"
56,The Function Point (FP) calculated for a software project are often used to obtain an estimate of Lines of Code (LOC) required for that project. Which of the following statements is FALSE in this context.,,The relationship between FP and LOC depends on the programming language used to implement the software.,,"LOC requirement for an assembly language implementation will be more for a given FP value, than LOC for implementation in COBOL",,"On an average, one LOC of C++ provides approximately 1.6 times the functionality of a single LOC of FORTRAN",,FP and LOC are not related to each other,,A,MCQ,"For example, COBOL may requires about 105 statements per Function Point and php only 67.",,,,
57,"The availability of a complex software is 90%. Its Mean Time Between Failure (MTBF) is 200 days. Because of the critical nature of the usage, the organization deploying the software further enhanced it to obtain an availability of 95%. In the process, the Mean Time To Repair (MTTR) increased by 5 days. What is the MTBF of the enhanced software",,205 days,,300 days,,500 days,,700 days,,C,MCQ,Availability = MTBF/(MTBF + MTTR) Option 1 : 0.9 = 200/(200 + a) = 22.22 Case 2 : 0.95 = b/(b+22.22+5)=  517.18(near to option C),,,,
58,"In a data flow diagram, the segment shown below is identified as having transaction flow characteristics, with p2 identified as the transaction center A first level architectural design of this segment will result in a set of process modules with an associated invocation sequence. The most appropriate architecture is",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Question_Images/6d9cde1d8f4bb94e-k27C9WgFwfncprQ6gMBK6xu44LuE9z.png,"p1 invokes p2, p2 invokes either p3, or p4, or p5",,"p2 invokes p1, and then invokes p3, or p4, or p5",,A new module Tc is defined to control the transaction flow. This module Tc first invokes pl and then invokes,,"A new module Tc is defined to control the transaction flow. This module Tc invokes p2. p2 invokes p1, and then invokes p3, or p4, or p5",,C,MCQ,"According to the data flow diagram a Tc module or transaction is defined to invoke p1 as the diagram is starting from p1 and is being invoked in the diagram. Later, p1 invokes p2 which then invokes either p3, p4, or p5.",,,,
59,Let P(x) and Q(x) be arbitrary predicates. Which of the following statements is always TRUE?,,((∀x(P(x)∨Q(x))))⟹((∀xP(x))∨(∀xQ(x))),,(∀x(P(x)⟹Q(x)))⟹((∀xP(x))⟹(∀xQ(x))),,(∀x(P(x))⟹∀x(Q(x)))⟹(∀x(P(x)⟹Q(x))),,(∀x(P(x))⇔(∀x(Q(x))))⟹(∀x(P(x)⇔Q(x))),,B,MCQ,"Generally, these type of questions can be solved by using two statements and checking the validity of each and every option. Here, let the statements be P and Q where, P : Student is a girl Q : Student is smart Option B says that, IF for all student x : If x is a girl then the student is smart THEN IF the whole class comprises of girls then the whole class comprises of smart students.",,Engineering Mathematics,Discrete Mathematics,Propositional and first order logic
60,The shell command find -name passwd -print is executed in /etc directory of a computer system running Unix. Which of the following shell commands will give the same information as the above command when executed in the same directory?,,ls passwd,,cat passwd,,grep name passwd,,grep print passwd,,C,MCQ,"Find is a Unix (or Linux) command used for searching the files in a directory hierarchy. The syntax of find command is : find –name “filename” –print Grep is a unix command which can be used to find file names with a watching string. The syntax of grep command is : grep name “filename” Thus, option (C) is correct.",,Operating System,File Systems,
61,"A student wishes to create symbolic links in a computer system running Unix. Three text files named ""file 1"", ""file 2"" and ""file 3"" exist in her current working directory, and the student has read and write permissions for all three files. Assume that file 1 contains information about her hobbies, file 2 contains information about her friends and file 3 contains information about her courses. The student executes the following sequence of commands from her current working directory ln - s file 1 file 2 ln - s file 2 file 3 Which of the following types of information would be lost from her file system?
(I) Hobbies (II) Friends (III) Courses",,(I) and (II) only,,(II) and (III) only,,(II) only,,(I) and (III) only,,B,MCQ,,,Operating System,File Systems,
62,"A user level process in Unix traps the signal sent on a Ctrl-C input, and has a signal handling routine that saves appropriate files before terminating the process. When a Ctrl-C input is given to this process, what is the mode in which the signal handling routine executes?",,kernel mode,,superuser mode,,privileged mode,,user mode,,A,MCQ,,,Operating System,Core Concepts,Processes and Threads
63,(34.4) 8 × (23.4) 8 evaluates to:,,(1053.6)8,,(1053.2)8,,(1024.2)8,,None of these,,A,MCQ,"We convert (34.4) 8 to decimal. = 3 * 8 1 + 4 * 8 0 + 4 * 8 -1 = 3 * 8 + 4 + 0.5 = (28.5) 10 We covert (23.4) 8 to decimal. = 2 * 8 1 + 3 * 8 0 + 4 * 8 -1 = 2 * 8 + 3 + 0.5 = (19.5) 10 Now, (28.5) 10 * (19.5) 10 = (555.75) 10 We convert (555.5) 10 to octal. 555 / 8 = 69 , 555 % 8 = 3 69 / 8 = 8 , 69 % 8 = 5 8 / 8 = 1 , 8 % 8 = 0 1 / 8 = 0 , 1 % 8 = 1 We keep multiplying the decimal part by 8 till it becomes 0. 0.75 * 8 = 6.0 Thus, (555.75) 10 = (1053.6) 8 Thus, option (A) is correct.",,Digital Logic,Number representations and computer arithmetic (fixed and floating point),
